Epoch,Loss,PhatBar_1,PhatBar_2,PhatBar_3,PhatBar_4,PhatBar_5,PhatBar_6,S,S_1,S_2,S_3,S_4,S_5,S_6,TestingError,TrainingError
44,0.06523735821247101,0.775300920009613,0.18594031035900116,0.7087873816490173,0.5156986117362976,0.6616512537002563,0.6884925365447998,1670,209,89,484,284,92,512,0.10848617553710938,0.015853285789489746
45,0.06428380310535431,0.7746480107307434,0.18590573966503143,0.7076244354248047,0.5157387852668762,0.6616536974906921,0.6881829500198364,1670,209,89,484,284,92,512,0.10755360126495361,0.016164124011993408
46,0.0633598044514656,0.7740036249160767,0.18587175011634827,0.7064828872680664,0.5157684683799744,0.6616555452346802,0.6879196166992188,1670,209,89,484,284,92,512,0.10724276304244995,0.016164124011993408
47,0.06245320662856102,0.7733672857284546,0.18583840131759644,0.7053638696670532,0.5158006548881531,0.6616562008857727,0.6876490116119385,1670,209,89,484,284,92,512,0.10662108659744263,0.016164124011993408
48,0.06157217174768448,0.7727386355400085,0.18580564856529236,0.7042672634124756,0.5158252716064453,0.6616555452346802,0.6873964071273804,1670,209,89,484,284,92,512,0.10662108659744263,0.016164124011993408
49,0.060714323073625565,0.7721177339553833,0.18577350676059723,0.703192412853241,0.5158502459526062,0.6616529226303101,0.687166690826416,1670,209,89,484,284,92,512,0.10631024837493896,0.016164124011993408
50,0.05988007411360741,0.771504819393158,0.1857418715953827,0.7021386027336121,0.5158661603927612,0.6616488099098206,0.6869478821754456,1670,209,89,484,284,92,512,0.10631024837493896,0.01647496223449707
51,0.05906452238559723,0.7708998918533325,0.18571090698242188,0.7011069059371948,0.515885055065155,0.6616425514221191,0.6867250204086304,1670,209,89,484,284,92,512,0.10662108659744263,0.01647496223449707
52,0.05827115476131439,0.7703028917312622,0.1856805831193924,0.7000922560691833,0.5158970952033997,0.661634087562561,0.6865307092666626,1670,209,89,484,284,92,512,0.10662108659744263,0.016164124011993408
53,0.05750231817364693,0.7697139978408813,0.18565070629119873,0.6991009712219238,0.515913188457489,0.6616230010986328,0.686316728591919,1670,209,89,484,284,92,512,0.10662108659744263,0.01647496223449707
54,0.056754451245069504,0.7691332101821899,0.1856214553117752,0.6981334686279297,0.5159157514572144,0.6616092920303345,0.6861180663108826,1670,209,89,484,284,92,512,0.10599935054779053,0.01647496223449707
55,0.05603645369410515,0.7685608267784119,0.1855928897857666,0.6971877813339233,0.5159140825271606,0.661592423915863,0.6859474182128906,1670,209,89,484,284,92,512,0.10599935054779053,0.01647496223449707
56,0.05533807352185249,0.7679969072341919,0.1855647712945938,0.6962569952011108,0.515915036201477,0.6615718603134155,0.6857839226722717,1670,209,89,484,284,92,512,0.10599935054779053,0.016785800457000732
57,0.054647047072649,0.7674418091773987,0.1855372041463852,0.6953449249267578,0.5159193873405457,0.6615486741065979,0.6855776309967041,1670,209,89,484,284,92,512,0.10568851232528687,0.016785800457000732
58,0.05397610738873482,0.7668956518173218,0.18551018834114075,0.694445013999939,0.5159184336662292,0.661522626876831,0.6854444742202759,1670,209,89,484,284,92,512,0.10599935054779053,0.016785800457000732
59,0.05332522466778755,0.7663584351539612,0.1854836791753769,0.6935725212097168,0.5159145593643188,0.6614916324615479,0.6852594614028931,1670,209,89,484,284,92,512,0.10599935054779053,0.01709669828414917
60,0.052698370069265366,0.7658304572105408,0.18545763194561005,0.6927109956741333,0.5159086585044861,0.6614579558372498,0.6851471662521362,1670,209,89,484,284,92,512,0.10631024837493896,0.01709669828414917
61,0.052080415189266205,0.7653119564056396,0.18543213605880737,0.6918703317642212,0.5158923268318176,0.6614195704460144,0.6850298643112183,1670,209,89,484,284,92,512,0.10599935054779053,0.017407536506652832
62,0.051474396139383316,0.764802873134613,0.1854071170091629,0.6910414099693298,0.5158981084823608,0.6613779664039612,0.6848772168159485,1670,209,89,484,284,92,512,0.10599935054779053,0.017407536506652832
63,0.050886284559965134,0.7643035650253296,0.18538255989551544,0.6902399063110352,0.5158763527870178,0.6613316535949707,0.6847679615020752,1670,209,89,484,284,92,512,0.10568851232528687,0.017407536506652832
64,0.05031127482652664,0.7638140320777893,0.18535847961902618,0.6894465684890747,0.515880823135376,0.6612823009490967,0.6845769882202148,1670,209,89,484,284,92,512,0.10599935054779053,0.017407536506652832
65,0.049757856875658035,0.7633344531059265,0.18533486127853394,0.6886803507804871,0.5158441662788391,0.6612276434898376,0.6844801902770996,1670,209,89,484,284,92,512,0.10599935054779053,0.017407536506652832
66,0.0492229089140892,0.7628650665283203,0.18531164526939392,0.6879293322563171,0.5158358216285706,0.6610969305038452,0.6843178272247314,1670,209,89,484,284,92,512,0.10599935054779053,0.017407536506652832
67,0.048694148659706116,0.7624056339263916,0.1852889060974121,0.6871922612190247,0.5157901644706726,0.661037802696228,0.684241533279419,1670,209,89,484,284,92,512,0.10599935054779053,0.017407536506652832
68,0.048181526362895966,0.7619563937187195,0.18526658415794373,0.6864773631095886,0.5157708525657654,0.6609037518501282,0.6840943694114685,1670,209,89,484,284,92,512,0.10631024837493896,0.017407536506652832
69,0.047677043825387955,0.7615172266960144,0.1852446347475052,0.6857729554176331,0.5157250165939331,0.6608385443687439,0.6840073466300964,1670,209,89,484,284,92,512,0.10631024837493896,0.017407536506652832
70,0.04718262702226639,0.7610880732536316,0.18522311747074127,0.6850790977478027,0.5156956911087036,0.6607008576393127,0.6839085817337036,1670,209,89,484,284,92,512,0.10631024837493896,0.017718374729156494
71,0.046696655452251434,0.7606690526008606,0.1852019727230072,0.6843937635421753,0.5156559944152832,0.6606299877166748,0.6837864518165588,1670,209,89,484,284,92,512,0.10599935054779053,0.017718374729156494
72,0.046220120042562485,0.7602598071098328,0.1851811558008194,0.6837195158004761,0.5156170725822449,0.6604891419410706,0.683734655380249,1670,209,89,484,284,92,512,0.10599935054779053,0.017718374729156494
73,0.04575630649924278,0.7598603963851929,0.1851608008146286,0.6830545663833618,0.5155724287033081,0.6604130268096924,0.6836304068565369,1670,209,89,484,284,92,512,0.10631024837493896,0.017718374729156494
74,0.04529332369565964,0.7594707608222961,0.18514074385166168,0.6824016571044922,0.5155324339866638,0.6602708697319031,0.6835660934448242,1670,209,89,484,284,92,512,0.10662108659744263,0.018029212951660156
75,0.04484688863158226,0.7590905427932739,0.18512104451656342,0.6817575097084045,0.5154868364334106,0.6601899266242981,0.6834851503372192,1670,209,89,484,284,92,512,0.10693192481994629,0.017718374729156494
76,0.04439741373062134,0.7587196826934814,0.1851017326116562,0.6811236143112183,0.5154498219490051,0.6600445508956909,0.6833992600440979,1670,209,89,484,284,92,512,0.10662108659744263,0.018029212951660156
77,0.043966252356767654,0.7583581805229187,0.18508270382881165,0.6804975867271423,0.5154050588607788,0.6599583029747009,0.6833326816558838,1670,209,89,484,284,92,512,0.10662108659744263,0.018029212951660156
78,0.043537165969610214,0.7580055594444275,0.18506398797035217,0.6798830628395081,0.515365719795227,0.6598100066184998,0.6832691431045532,1670,209,89,484,284,92,512,0.10662108659744263,0.017718374729156494
79,0.04312078654766083,0.7576619386672974,0.18504559993743896,0.6792746186256409,0.5153166055679321,0.6597176194190979,0.6832069158554077,1670,209,89,484,284,92,512,0.10631024837493896,0.017718374729156494
80,0.042713962495326996,0.7573268413543701,0.18502753973007202,0.6786858439445496,0.5152722001075745,0.6595651507377625,0.683181643486023,1670,209,89,484,284,92,512,0.10631024837493896,0.017718374729156494
81,0.04231840744614601,0.7570003271102905,0.18500979244709015,0.6781070232391357,0.5152198672294617,0.6594693064689636,0.6830806136131287,1670,209,89,484,284,92,512,0.10631024837493896,0.017718374729156494
82,0.04192966967821121,0.7566820383071899,0.18499231338500977,0.6775391697883606,0.5151676535606384,0.6593140959739685,0.6830892562866211,1670,209,89,484,284,92,512,0.10631024837493896,0.017718374729156494
83,0.04154551029205322,0.7563719749450684,0.18497511744499207,0.6769751906394958,0.5151152014732361,0.6592121720314026,0.6829898357391357,1670,209,89,484,284,92,512,0.10631024837493896,0.017718374729156494
84,0.04116981849074364,0.7560696601867676,0.18495820462703705,0.6764219403266907,0.5150617957115173,0.659054696559906,0.6829954385757446,1670,209,89,484,284,92,512,0.10599935054779053,0.017718374729156494
85,0.04079871252179146,0.7557750940322876,0.1849416047334671,0.6758460402488708,0.5150092840194702,0.658948540687561,0.6828982830047607,1670,209,89,484,284,92,512,0.10599935054779053,0.017718374729156494
86,0.04044016823172569,0.7554880976676941,0.18492518365383148,0.6752942800521851,0.5149515271186829,0.6587878465652466,0.6829249858856201,1670,209,89,484,284,92,512,0.10599935054779053,0.017718374729156494
87,0.04008600860834122,0.7552083134651184,0.18490907549858093,0.6747638583183289,0.5148874521255493,0.6586253046989441,0.6828504800796509,1670,209,89,484,284,92,512,0.10599935054779053,0.017718374729156494
88,0.03973686695098877,0.7549355030059814,0.18489325046539307,0.6742100119590759,0.5148342251777649,0.6585136651992798,0.6828436851501465,1670,209,89,484,284,92,512,0.10599935054779053,0.017718374729156494
89,0.03939741477370262,0.7546696066856384,0.1848776936531067,0.6737051606178284,0.5147637128829956,0.6583495140075684,0.6828135251998901,1670,209,89,484,284,92,512,0.10568851232528687,0.017718374729156494
90,0.039058901369571686,0.754410445690155,0.1848624348640442,0.6731835007667542,0.5147062540054321,0.6582334041595459,0.6828020811080933,1670,209,89,484,284,92,512,0.10599935054779053,0.017718374729156494
91,0.03872609883546829,0.7541578412055969,0.18484720587730408,0.6726665496826172,0.5146368145942688,0.65806645154953,0.6827694177627563,1670,209,89,484,284,92,512,0.10568851232528687,0.01865088939666748
92,0.038398291915655136,0.7539114952087402,0.18483230471611023,0.6721792817115784,0.5145835280418396,0.6579466462135315,0.6827477216720581,1670,209,89,484,284,92,512,0.1053776741027832,0.01865088939666748
93,0.038077425211668015,0.7536712288856506,0.18481773138046265,0.6716628670692444,0.5145072340965271,0.6577770113945007,0.6827456951141357,1670,209,89,484,284,92,512,0.10506683588027954,0.01865088939666748
94,0.037760403007268906,0.7534370422363281,0.1848032921552658,0.6711935997009277,0.5144514441490173,0.6576539874076843,0.6827279925346375,1670,209,89,484,284,92,512,0.10475599765777588,0.018961787223815918
95,0.03744693845510483,0.753208577632904,0.18478910624980927,0.6707092523574829,0.5143789649009705,0.657481849193573,0.6827198266983032,1670,209,89,484,284,92,512,0.10475599765777588,0.01927262544631958
96,0.037140291184186935,0.7529855370521545,0.18477503955364227,0.670229971408844,0.5143153667449951,0.6573556661605835,0.6827088594436646,1670,209,89,484,284,92,512,0.10475599765777588,0.019583463668823242
97,0.03683855012059212,0.7527680993080139,0.18476128578186035,0.6697788834571838,0.5142350792884827,0.6571817398071289,0.6827048659324646,1670,209,89,484,284,92,512,0.10506683588027954,0.019583463668823242
98,0.036541279405355453,0.7525559067726135,0.18474771082401276,0.6692925691604614,0.5141723155975342,0.6570509076118469,0.6827122569084167,1670,209,89,484,284,92,512,0.10506683588027954,0.019894301891326904
99,0.036248087882995605,0.7523486614227295,0.18473434448242188,0.6688587069511414,0.5141005516052246,0.6568759679794312,0.682688295841217,1670,209,89,484,284,92,512,0.10475599765777588,0.019583463668823242
100,0.03595864400267601,0.7521466612815857,0.18472103774547577,0.6684066653251648,0.5140359997749329,0.6567419171333313,0.6827114224433899,1670,209,89,484,284,92,512,0.10475599765777588,0.019583463668823242
101,0.03567769005894661,0.7519492506980896,0.18470804393291473,0.6679613590240479,0.5139560699462891,0.6565651893615723,0.6826964616775513,1670,209,89,484,284,92,512,0.10506683588027954,0.019583463668823242
102,0.035397063940763474,0.7517567276954651,0.18469518423080444,0.6675379872322083,0.5138882994651794,0.6564285755157471,0.6827213168144226,1670,209,89,484,284,92,512,0.10475599765777588,0.019583463668823242
103,0.03512140363454819,0.7515684962272644,0.18468263745307922,0.667086124420166,0.513813316822052,0.6562488675117493,0.6827009916305542,1670,209,89,484,284,92,512,0.10475599765777588,0.019583463668823242
104,0.03484390676021576,0.7513848543167114,0.18467019498348236,0.6666814088821411,0.5137544274330139,0.6561108231544495,0.6827073693275452,1670,209,89,484,284,92,512,0.10475599765777588,0.019894301891326904
105,0.034578122198581696,0.7512055039405823,0.18465790152549744,0.6662542819976807,0.5136814713478088,0.6559304594993591,0.6826992034912109,1670,209,89,484,284,92,512,0.10475599765777588,0.019894301891326904
106,0.03431573137640953,0.7510303258895874,0.18464577198028564,0.665835440158844,0.5136280655860901,0.6557886600494385,0.6827075481414795,1670,209,89,484,284,92,512,0.10475599765777588,0.019894301891326904
107,0.034050919115543365,0.7508590817451477,0.18463383615016937,0.6654362082481384,0.5135598182678223,0.6556074619293213,0.6826941967010498,1670,209,89,484,284,92,512,0.10444515943527222,0.019894301891326904
108,0.03379548341035843,0.750691831111908,0.18462201952934265,0.6650076508522034,0.5135025382041931,0.6554250121116638,0.6827208995819092,1670,209,89,484,284,92,512,0.10444515943527222,0.020205140113830566
109,0.0335393100976944,0.7505283355712891,0.1846105009317398,0.6646246910095215,0.5134345889091492,0.655281126499176,0.6827056407928467,1670,209,89,484,284,92,512,0.10444515943527222,0.020205140113830566
110,0.03328728675842285,0.7503687739372253,0.18459898233413696,0.6642210483551025,0.5133833885192871,0.6550974249839783,0.6827083230018616,1670,209,89,484,284,92,512,0.10444515943527222,0.020205140113830566
111,0.03303711861371994,0.750212550163269,0.18458768725395203,0.6638250946998596,0.5133152008056641,0.6549508571624756,0.6827136278152466,1670,209,89,484,284,92,512,0.10475599765777588,0.020516037940979004
112,0.03279198333621025,0.7500598430633545,0.18457648158073425,0.663441002368927,0.5132546424865723,0.6547664999961853,0.6827486157417297,1670,209,89,484,284,92,512,0.10475599765777588,0.020516037940979004
113,0.03254712373018265,0.7499106526374817,0.1845654845237732,0.6630368828773499,0.5132056474685669,0.6546177864074707,0.6827096939086914,1670,209,89,484,284,92,512,0.10475599765777588,0.020516037940979004
114,0.03230513632297516,0.7497646808624268,0.18455465137958527,0.6626742482185364,0.5131368041038513,0.654432475566864,0.6827333569526672,1670,209,89,484,284,92,512,0.10475599765777588,0.020826876163482666
115,0.03206700459122658,0.7496218085289001,0.1845439076423645,0.6622828841209412,0.5130866169929504,0.6542819738388062,0.682730495929718,1670,209,89,484,284,92,512,0.10475599765777588,0.021137714385986328
116,0.031828563660383224,0.7494822144508362,0.18453334271907806,0.6618949174880981,0.5130212306976318,0.6540946364402771,0.6827473640441895,1670,209,89,484,284,92,512,0.10475599765777588,0.021137714385986328
117,0.03159976378083229,0.7493455410003662,0.18452297151088715,0.66152423620224,0.5129650235176086,0.6539430022239685,0.6827290058135986,1670,209,89,484,284,92,512,0.10506683588027954,0.021137714385986328
118,0.03136780858039856,0.7492119669914246,0.1845126450061798,0.6611316800117493,0.5128966569900513,0.6537549495697021,0.6827675700187683,1670,209,89,484,284,92,512,0.10506683588027954,0.021137714385986328
119,0.031139526516199112,0.7490811347961426,0.18450243771076202,0.6607767343521118,0.5128445029258728,0.6536021828651428,0.6827659606933594,1670,209,89,484,284,92,512,0.10506683588027954,0.021137714385986328
120,0.030912134796380997,0.7489532232284546,0.18449236452579498,0.6604017615318298,0.5127772092819214,0.6534132361412048,0.6827723979949951,1670,209,89,484,284,92,512,0.10475599765777588,0.021137714385986328
121,0.030689330771565437,0.7488278746604919,0.18448247015476227,0.6600369811058044,0.5127260684967041,0.6532578468322754,0.6827330589294434,1670,209,89,484,284,92,512,0.10444515943527222,0.02144855260848999
122,0.030468786135315895,0.748705267906189,0.18447263538837433,0.6596875190734863,0.5126525163650513,0.6530691385269165,0.6827819347381592,1670,209,89,484,284,92,512,0.10444515943527222,0.02144855260848999
123,0.030250180512666702,0.7485849261283875,0.1844630241394043,0.6593219637870789,0.5126017332077026,0.6529124975204468,0.6827516555786133,1670,209,89,484,284,92,512,0.10444515943527222,0.02144855260848999
124,0.03003273904323578,0.7484673261642456,0.18445338308811188,0.6589903831481934,0.5125351548194885,0.6527233123779297,0.6827590465545654,1670,209,89,484,284,92,512,0.10475599765777588,0.02144855260848999
125,0.029819222167134285,0.7483521699905396,0.18444402515888214,0.6586225032806396,0.5124802589416504,0.6525652408599854,0.6827641725540161,1670,209,89,484,284,92,512,0.10475599765777588,0.02144855260848999
126,0.029607050120830536,0.7482393980026245,0.1844346821308136,0.6582931280136108,0.5124140381813049,0.6523748636245728,0.6827528476715088,1670,209,89,484,284,92,512,0.10475599765777588,0.02144855260848999
127,0.02939707785844803,0.7481287717819214,0.184425488114357,0.6579579710960388,0.512360155582428,0.6522164344787598,0.6827539205551147,1670,209,89,484,284,92,512,0.10475599765777588,0.02144855260848999
128,0.0291911568492651,0.7480204701423645,0.18441639840602875,0.657610297203064,0.5122904777526855,0.6520254015922546,0.6827570199966431,1670,209,89,484,284,92,512,0.10475599765777588,0.02144855260848999
129,0.028985746204853058,0.7479146122932434,0.18440745770931244,0.6572996973991394,0.5122325420379639,0.6518653631210327,0.6827697157859802,1670,209,89,484,284,92,512,0.10506683588027954,0.02144855260848999
130,0.028785552829504013,0.7478107810020447,0.1843986064195633,0.6569479703903198,0.5121668577194214,0.6516745090484619,0.682762861251831,1670,209,89,484,284,92,512,0.10475599765777588,0.02144855260848999
131,0.028583863750100136,0.7477086782455444,0.18438978493213654,0.6566442251205444,0.5121178030967712,0.6514835953712463,0.6827402710914612,1670,209,89,484,284,92,512,0.10475599765777588,0.02144855260848999
132,0.028386782854795456,0.7476089596748352,0.1843811422586441,0.6563191413879395,0.5120461583137512,0.6513229608535767,0.6827692985534668,1670,209,89,484,284,92,512,0.10475599765777588,0.02144855260848999
133,0.028193771839141846,0.747511088848114,0.18437257409095764,0.6560015082359314,0.511990487575531,0.6511315703392029,0.6827599406242371,1670,209,89,484,284,92,512,0.10475599765777588,0.02144855260848999
134,0.027999939396977425,0.7474150657653809,0.18436412513256073,0.6556984782218933,0.5119277834892273,0.6509703397750854,0.6827423572540283,1670,209,89,484,284,92,512,0.10475599765777588,0.02144855260848999
135,0.02781125344336033,0.7473208904266357,0.18435576558113098,0.6553676128387451,0.5118682384490967,0.650779128074646,0.6827262043952942,1670,209,89,484,284,92,512,0.10475599765777588,0.02144855260848999
136,0.027625465765595436,0.7472286820411682,0.1843475103378296,0.6550884246826172,0.5117940306663513,0.6506155133247375,0.6827714443206787,1670,209,89,484,284,92,512,0.10475599765777588,0.021759390830993652
137,0.027437131851911545,0.7471381425857544,0.18433934450149536,0.6547535061836243,0.5117478370666504,0.6504249572753906,0.6827313899993896,1670,209,89,484,284,92,512,0.10475599765777588,0.021759390830993652
138,0.027259187772870064,0.7470494508743286,0.18433122336864471,0.6544731259346008,0.511686384677887,0.6502619385719299,0.6827449202537537,1670,209,89,484,284,92,512,0.10475599765777588,0.022070229053497314
139,0.027073681354522705,0.7469624280929565,0.18432332575321198,0.6541702151298523,0.5116198062896729,0.6500710248947144,0.6827657222747803,1670,209,89,484,284,92,512,0.10475599765777588,0.022070229053497314
140,0.02689879946410656,0.7468768358230591,0.18431542813777924,0.6538644433021545,0.5115624070167542,0.6499072313308716,0.6827619671821594,1670,209,89,484,284,92,512,0.10444515943527222,0.022070229053497314
