Epoch,Loss,PhatBar_1,PhatBar_2,PhatBar_3,PhatBar_4,PhatBar_5,PhatBar_6,S,S_1,S_2,S_3,S_4,S_5,S_6,TestingError,TrainingError
618,0.007231405470520258,0.7358128428459167,0.18368442356586456,0.6119451522827148,0.5016514658927917,0.6062434911727905,0.6868641376495361,1670,209,89,484,284,92,512,0.10164749622344971,0.025178730487823486
619,0.007218946237117052,0.7358028888702393,0.1836860477924347,0.6119319200515747,0.5016409754753113,0.6062126755714417,0.6868727207183838,1670,209,89,484,284,92,512,0.10164749622344971,0.025178730487823486
620,0.00720913615077734,0.7357856631278992,0.18368764221668243,0.611903190612793,0.5016248226165771,0.6061795353889465,0.6868698596954346,1670,209,89,484,284,92,512,0.10164749622344971,0.025178730487823486
621,0.007196692284196615,0.7357912063598633,0.1836891770362854,0.6118854880332947,0.5016183853149414,0.6061468720436096,0.6868917942047119,1670,209,89,484,284,92,512,0.10164749622344971,0.025178730487823486
622,0.007184975314885378,0.735783040523529,0.18369072675704956,0.611884355545044,0.5016061067581177,0.6061168909072876,0.6869049668312073,1670,209,89,484,284,92,512,0.10164749622344971,0.025178730487823486
623,0.00717324810102582,0.7357667088508606,0.18369218707084656,0.6118554472923279,0.5015888810157776,0.6060857176780701,0.6869339942932129,1670,209,89,484,284,92,512,0.10164749622344971,0.025178730487823486
624,0.007160666864365339,0.7357538342475891,0.1836935579776764,0.6118279099464417,0.501585066318512,0.6060565710067749,0.6868846416473389,1670,209,89,484,284,92,512,0.10164749622344971,0.025178730487823486
625,0.00715117622166872,0.7357633113861084,0.18369485437870026,0.6118251085281372,0.5015634894371033,0.606027364730835,0.6869359016418457,1670,209,89,484,284,92,512,0.10164749622344971,0.025178730487823486
626,0.0071395146660506725,0.7357454299926758,0.18369616568088531,0.6118091940879822,0.5015484094619751,0.6059964895248413,0.6869763135910034,1670,209,89,484,284,92,512,0.10164749622344971,0.025178730487823486
627,0.007128998637199402,0.7357360124588013,0.18369744718074799,0.611790120601654,0.5015403628349304,0.6059650182723999,0.6869332194328308,1670,209,89,484,284,92,512,0.10164749622344971,0.025178730487823486
628,0.0071180472150444984,0.7357170581817627,0.1836986392736435,0.6117691397666931,0.5015248656272888,0.6059345006942749,0.6869860887527466,1670,209,89,484,284,92,512,0.10164749622344971,0.025178730487823486
629,0.007105872966349125,0.7357079386711121,0.18369974195957184,0.6117442846298218,0.5015113353729248,0.6059064865112305,0.6870003938674927,1670,209,89,484,284,92,512,0.10164749622344971,0.025178730487823486
630,0.007094483356922865,0.7357154488563538,0.18370088934898376,0.6117373108863831,0.5015036463737488,0.6058729290962219,0.6869766116142273,1670,209,89,484,284,92,512,0.10164749622344971,0.025178730487823486
631,0.007083888631314039,0.7356974482536316,0.18370191752910614,0.6117213368415833,0.5014881491661072,0.6058422923088074,0.6870158910751343,1670,209,89,484,284,92,512,0.10164749622344971,0.025178730487823486
632,0.007072378881275654,0.7356884479522705,0.18370290100574493,0.6117008924484253,0.501473605632782,0.6058083176612854,0.6869999766349792,1670,209,89,484,284,92,512,0.10164749622344971,0.025178730487823486
633,0.007062552962452173,0.7356785535812378,0.18370388448238373,0.6116741299629211,0.5014662742614746,0.6057823300361633,0.686994731426239,1670,209,89,484,284,92,512,0.10164749622344971,0.025178730487823486
634,0.007051699794828892,0.7356625199317932,0.18370482325553894,0.6116716265678406,0.5014471411705017,0.6057557463645935,0.687055766582489,1670,209,89,484,284,92,512,0.10164749622344971,0.025178730487823486
635,0.0070389010943472385,0.7356528043746948,0.1837056577205658,0.6116396188735962,0.5014377236366272,0.6057233214378357,0.6870496273040771,1670,209,89,484,284,92,512,0.10164749622344971,0.025178730487823486
636,0.0070292712189257145,0.7356446385383606,0.18370643258094788,0.6116217970848083,0.5014205574989319,0.605694591999054,0.6870777606964111,1670,209,89,484,284,92,512,0.10164749622344971,0.025178730487823486
637,0.007016915827989578,0.7356418371200562,0.18370722234249115,0.6116024851799011,0.5014153718948364,0.6056612133979797,0.6870758533477783,1670,209,89,484,284,92,512,0.10164749622344971,0.025178730487823486
638,0.007006112486124039,0.7356323599815369,0.18370790779590607,0.6115783452987671,0.501400351524353,0.6056324243545532,0.68706876039505,1670,209,89,484,284,92,512,0.10164749622344971,0.02548956871032715
639,0.006995726376771927,0.7356246709823608,0.18370862305164337,0.6115753054618835,0.5013934969902039,0.6056023240089417,0.6870424747467041,1670,209,89,484,284,92,512,0.10133665800094604,0.02548956871032715
640,0.006985743064433336,0.735605776309967,0.1837093085050583,0.6115481853485107,0.5013822913169861,0.6055723428726196,0.6870561838150024,1670,209,89,484,284,92,512,0.10133665800094604,0.02548956871032715
641,0.006973923649638891,0.735598623752594,0.18370984494686127,0.6115296483039856,0.501358687877655,0.6055471301078796,0.6871564388275146,1670,209,89,484,284,92,512,0.10133665800094604,0.02548956871032715
642,0.006962721701711416,0.7355956435203552,0.1837104856967926,0.6115075945854187,0.5013511776924133,0.6055135130882263,0.6871402263641357,1670,209,89,484,284,92,512,0.10133665800094604,0.02548956871032715
643,0.0069508482702076435,0.7355884313583374,0.18371088802814484,0.6114987730979919,0.5013405084609985,0.6054837107658386,0.6871418356895447,1670,209,89,484,284,92,512,0.10133665800094604,0.02548956871032715
644,0.006940990220755339,0.7355794906616211,0.18371136486530304,0.6114796996116638,0.5013211965560913,0.6054539680480957,0.6871716976165771,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
645,0.0069299545139074326,0.7355610728263855,0.18371181190013885,0.611462414264679,0.5013141632080078,0.6054266095161438,0.6871362328529358,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
646,0.006919861305505037,0.7355678677558899,0.1837122142314911,0.6114215850830078,0.5013013482093811,0.6053975224494934,0.6871575117111206,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
647,0.006909111049026251,0.7355599403381348,0.18371254205703735,0.6114131212234497,0.501279354095459,0.6053669452667236,0.6872071027755737,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
648,0.0068985107354819775,0.7355421185493469,0.1837129294872284,0.6114080548286438,0.5012718439102173,0.605338454246521,0.6871926188468933,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
649,0.0068884799256920815,0.7355327606201172,0.1837131828069687,0.6113829016685486,0.5012605786323547,0.6053082942962646,0.6872133016586304,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
650,0.006876508239656687,0.7355257868766785,0.18371336162090302,0.6113633513450623,0.5012437105178833,0.605278491973877,0.6872303485870361,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
651,0.006866782438009977,0.7355229258537292,0.1837136149406433,0.6113479137420654,0.5012253522872925,0.605252206325531,0.687268853187561,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
652,0.006856718100607395,0.7355158925056458,0.18371370434761047,0.6113282442092896,0.5012153387069702,0.6052219271659851,0.6872478723526001,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
653,0.006846041418612003,0.7355083227157593,0.1837138682603836,0.6113169193267822,0.5011996030807495,0.605195939540863,0.6872718930244446,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
654,0.006834554020315409,0.7354878187179565,0.18371397256851196,0.6112964749336243,0.5011965036392212,0.6051687002182007,0.6872415542602539,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
655,0.006824590731412172,0.7354812026023865,0.18371404707431793,0.611266016960144,0.5011792182922363,0.6051408052444458,0.6872633695602417,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
656,0.006814755965024233,0.7354795932769775,0.1837140917778015,0.6112579107284546,0.5011573433876038,0.6051075458526611,0.6872984170913696,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
657,0.0068039544858038425,0.7354704737663269,0.18371392786502838,0.6112440228462219,0.5011484026908875,0.6050798296928406,0.6873174905776978,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
658,0.006793023087084293,0.7354615330696106,0.1837139129638672,0.6112282872200012,0.5011348724365234,0.6050515174865723,0.6873169541358948,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
659,0.006783928722143173,0.7354447245597839,0.1837138682603836,0.6112005114555359,0.5011200308799744,0.6050212383270264,0.6873512268066406,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
660,0.006772311870008707,0.7354514598846436,0.18371382355690002,0.6111933588981628,0.5011069178581238,0.6049959659576416,0.6873443126678467,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
661,0.006762748584151268,0.7354457378387451,0.18371357023715973,0.611161470413208,0.5011001229286194,0.604965090751648,0.6873348951339722,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
662,0.006752621848136187,0.7354282736778259,0.1837134212255478,0.6111581921577454,0.5010769367218018,0.6049396395683289,0.6873927116394043,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
663,0.006741401739418507,0.735416829586029,0.18371331691741943,0.6111387014389038,0.5010770559310913,0.6049114465713501,0.6873368620872498,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
664,0.006731896661221981,0.7354106903076172,0.18371304869651794,0.6111104488372803,0.5010595917701721,0.6048839688301086,0.6873608827590942,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
665,0.006721696350723505,0.7354092597961426,0.18371278047561646,0.6111021637916565,0.5010485053062439,0.6048566699028015,0.6873921155929565,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
666,0.006712686736136675,0.7354001998901367,0.18371249735355377,0.6110895872116089,0.5010305047035217,0.6048260927200317,0.6873933672904968,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
667,0.00670190853998065,0.7353924512863159,0.18371210992336273,0.6110765337944031,0.501017689704895,0.6048009991645813,0.6874396800994873,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
668,0.00669142184779048,0.7353737354278564,0.18371181190013885,0.6110491156578064,0.5010089874267578,0.6047756671905518,0.6874485611915588,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
669,0.006681693717837334,0.7353652119636536,0.18371142446994781,0.6110371947288513,0.500995934009552,0.604744553565979,0.68742835521698,1670,209,89,484,284,92,512,0.10102581977844238,0.02580040693283081
670,0.006671285256743431,0.7353512644767761,0.1837109625339508,0.6110267043113708,0.5009824633598328,0.6047195792198181,0.6874476671218872,1670,209,89,484,284,92,512,0.10102581977844238,0.02580040693283081
671,0.006661319639533758,0.7353420853614807,0.1837104856967926,0.6109998822212219,0.5009745955467224,0.6046904921531677,0.687458872795105,1670,209,89,484,284,92,512,0.10102581977844238,0.02580040693283081
672,0.006651134695857763,0.735348105430603,0.18371005356311798,0.6109822988510132,0.500953197479248,0.6046605110168457,0.6874741315841675,1670,209,89,484,284,92,512,0.10102581977844238,0.02580040693283081
673,0.006641526706516743,0.735332727432251,0.18370956182479858,0.6109692454338074,0.5009416341781616,0.604636013507843,0.6874713897705078,1670,209,89,484,284,92,512,0.10102581977844238,0.02580040693283081
674,0.006631487514823675,0.7353238463401794,0.1837090253829956,0.6109541654586792,0.5009287595748901,0.6046087145805359,0.6875247359275818,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
675,0.006620877422392368,0.735315203666687,0.18370847404003143,0.6109481453895569,0.5009152293205261,0.6045811176300049,0.6875126361846924,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
676,0.0066122631542384624,0.7353147864341736,0.18370786309242249,0.6109146475791931,0.5009052157402039,0.6045573949813843,0.6875050067901611,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
677,0.006600579712539911,0.7353054285049438,0.1837073117494583,0.6109049916267395,0.5008962750434875,0.6045286059379578,0.6875396966934204,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
678,0.006591164506971836,0.7352979779243469,0.18370667099952698,0.6108852624893188,0.5008754730224609,0.6044971346855164,0.6875535249710083,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
679,0.00658076349645853,0.7352830767631531,0.18370603024959564,0.6108825206756592,0.5008613467216492,0.6044744253158569,0.6875590682029724,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
680,0.006571324076503515,0.7352727055549622,0.1837053894996643,0.6108583211898804,0.5008541941642761,0.6044470071792603,0.6875595450401306,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
681,0.0065615237690508366,0.7352813482284546,0.18370461463928223,0.6108445525169373,0.500835120677948,0.6044191122055054,0.6875863075256348,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
682,0.006551065016537905,0.7352649569511414,0.18370388448238373,0.61081463098526,0.5008269548416138,0.6043941378593445,0.6875832080841064,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
683,0.0065413592383265495,0.7352564930915833,0.18370315432548523,0.6108117699623108,0.5008126497268677,0.6043661236763,0.6876446008682251,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
684,0.006531032267957926,0.7352389097213745,0.18370240926742554,0.6108031272888184,0.5008054971694946,0.6043381690979004,0.6875976324081421,1670,209,89,484,284,92,512,0.10102581977844238,0.02580040693283081
685,0.006521805189549923,0.7352321147918701,0.18370158970355988,0.6107791662216187,0.5007844567298889,0.604316234588623,0.6876477599143982,1670,209,89,484,284,92,512,0.10102581977844238,0.02580040693283081
686,0.006511727347970009,0.7352389097213745,0.1837008148431778,0.6107611656188965,0.5007748007774353,0.6042866110801697,0.687627911567688,1670,209,89,484,284,92,512,0.10102581977844238,0.02580040693283081
687,0.006501629948616028,0.7352224588394165,0.18369992077350616,0.610750675201416,0.5007650852203369,0.6042630672454834,0.6876218318939209,1670,209,89,484,284,92,512,0.10102581977844238,0.02580040693283081
688,0.006491474807262421,0.735214114189148,0.1836990863084793,0.6107426881790161,0.5007492303848267,0.6042345762252808,0.6876648664474487,1670,209,89,484,284,92,512,0.10102581977844238,0.02580040693283081
689,0.006482673808932304,0.7352062463760376,0.18369822204113007,0.6107136011123657,0.5007359385490417,0.6042072176933289,0.6876833438873291,1670,209,89,484,284,92,512,0.10102581977844238,0.02580040693283081
690,0.006471471395343542,0.7352054715156555,0.18369732797145844,0.6107061505317688,0.5007275342941284,0.6041799783706665,0.6876842975616455,1670,209,89,484,284,92,512,0.10102581977844238,0.02580040693283081
691,0.006462049204856157,0.7351986169815063,0.18369640409946442,0.610682487487793,0.5007114410400391,0.6041542291641235,0.6876657009124756,1670,209,89,484,284,92,512,0.10102581977844238,0.02580040693283081
692,0.006453347858041525,0.7351917028427124,0.1836954802274704,0.6106723546981812,0.5006997585296631,0.6041296720504761,0.687706708908081,1670,209,89,484,284,92,512,0.10102581977844238,0.02580040693283081
693,0.006442482583224773,0.7351728081703186,0.1836944818496704,0.6106641888618469,0.5006836652755737,0.6041038036346436,0.6877358555793762,1670,209,89,484,284,92,512,0.10102581977844238,0.02580040693283081
694,0.006432450842112303,0.7351652383804321,0.18369348347187042,0.6106472015380859,0.50067138671875,0.604076623916626,0.6877517104148865,1670,209,89,484,284,92,512,0.10102581977844238,0.02580040693283081
695,0.006423336919397116,0.7351652383804321,0.18369252979755402,0.6106204390525818,0.5006629824638367,0.6040497422218323,0.6877416968345642,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
696,0.006413161288946867,0.735156774520874,0.18369147181510925,0.6106205582618713,0.5006498098373413,0.6040250062942505,0.6877420544624329,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
697,0.006403700914233923,0.7351492047309875,0.18369047343730927,0.6106117367744446,0.5006362199783325,0.6040009260177612,0.6877349615097046,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
698,0.006393633782863617,0.7351319789886475,0.1836894005537033,0.6105865240097046,0.500630259513855,0.6039743423461914,0.6877361536026001,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
699,0.006384966894984245,0.7351258397102356,0.18368828296661377,0.6105732321739197,0.5006169080734253,0.6039497256278992,0.6877423524856567,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
700,0.006375711876899004,0.7351183891296387,0.18368719518184662,0.610556960105896,0.5006013512611389,0.603922426700592,0.6877580881118774,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
701,0.006364729721099138,0.7351016998291016,0.18368612229824066,0.6105495095252991,0.5005908012390137,0.6038998365402222,0.687799870967865,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
702,0.006355768069624901,0.7351078391075134,0.18368494510650635,0.6105329990386963,0.5005764961242676,0.6038723587989807,0.6877878904342651,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
703,0.006345889996737242,0.7351016998291016,0.18368378281593323,0.6105198264122009,0.5005637407302856,0.6038447022438049,0.6878105401992798,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
704,0.0063362810760736465,0.7350847721099854,0.1836826503276825,0.6104876399040222,0.5005493760108948,0.6038193702697754,0.6878571510314941,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
705,0.006327169481664896,0.7350758910179138,0.1836814284324646,0.6104896664619446,0.5005390048027039,0.603796124458313,0.6878271102905273,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
706,0.006317243445664644,0.7350625991821289,0.1836802214384079,0.6104671359062195,0.500523030757904,0.6037744879722595,0.6878741979598999,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
707,0.006307945121079683,0.7350677251815796,0.1836790293455124,0.6104600429534912,0.5005114078521729,0.6037489175796509,0.6878793239593506,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
708,0.006298614665865898,0.7350624203681946,0.18367785215377808,0.6104495525360107,0.5004987716674805,0.6037207841873169,0.6878914833068848,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
709,0.006288819946348667,0.735046923160553,0.18367654085159302,0.6104212403297424,0.5004869699478149,0.603696346282959,0.6878912448883057,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
710,0.006279471330344677,0.7350368499755859,0.18367528915405273,0.6104090213775635,0.500476598739624,0.6036725640296936,0.6878937482833862,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
711,0.006270594894886017,0.7350451350212097,0.18367405235767365,0.6104152798652649,0.5004589557647705,0.6036444306373596,0.6879174113273621,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
712,0.006260569207370281,0.7350297570228577,0.18367277085781097,0.6103931665420532,0.5004493594169617,0.6036160588264465,0.6878954172134399,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
713,0.0062513193115592,0.7350215911865234,0.18367139995098114,0.6103775501251221,0.5004386901855469,0.6035957932472229,0.6879318952560425,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
714,0.006241355091333389,0.7350141406059265,0.1836700588464737,0.6103702187538147,0.5004221796989441,0.6035707592964172,0.6879472732543945,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
715,0.006232749670743942,0.7349984645843506,0.18366877734661102,0.6103377938270569,0.5004090070724487,0.6035434603691101,0.6879683136940002,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
716,0.006222970318049192,0.7350049018859863,0.18366743624210358,0.6103362441062927,0.5003970265388489,0.6035221219062805,0.6879868507385254,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
717,0.006213818676769733,0.7349989414215088,0.18366603553295135,0.610325813293457,0.5003848075866699,0.6034961938858032,0.6879613399505615,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
718,0.006205502897500992,0.7349843382835388,0.18366466462612152,0.610314667224884,0.5003774166107178,0.6034703254699707,0.687934160232544,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
719,0.006195418071001768,0.7349739670753479,0.1836632937192917,0.6102867722511292,0.5003628134727478,0.6034477353096008,0.6879899501800537,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
720,0.006185746751725674,0.7349607348442078,0.1836618185043335,0.6102931499481201,0.5003522634506226,0.6034218072891235,0.6879788637161255,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
721,0.006177735049277544,0.734967827796936,0.18366041779518127,0.6102721095085144,0.5003334283828735,0.603396475315094,0.6880349516868591,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
722,0.0061678579077124596,0.7349605560302734,0.18365904688835144,0.6102670431137085,0.5003219842910767,0.6033726334571838,0.6880428791046143,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
723,0.0061577726155519485,0.7349438071250916,0.18365755677223206,0.6102452278137207,0.5003149509429932,0.6033489108085632,0.6880102157592773,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
724,0.006149873603135347,0.7349355816841125,0.18365611135959625,0.6102379560470581,0.5002993941307068,0.6033254265785217,0.6880456209182739,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
725,0.006140639539808035,0.7349445223808289,0.18365460634231567,0.610226571559906,0.5002819895744324,0.6032999753952026,0.6880596876144409,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
726,0.006131219211965799,0.7349286079406738,0.1836530864238739,0.6102147102355957,0.5002745985984802,0.6032753586769104,0.688060998916626,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
727,0.006121380720287561,0.7349230051040649,0.18365159630775452,0.6102015972137451,0.5002648234367371,0.6032541394233704,0.6880491971969604,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
728,0.006112912204116583,0.7349139451980591,0.18365004658699036,0.6101760268211365,0.5002532601356506,0.603229284286499,0.6880902647972107,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
729,0.006103246472775936,0.7348990440368652,0.18364854156970978,0.6101762652397156,0.5002401471138,0.6032032370567322,0.6880918741226196,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
730,0.006095146760344505,0.7348914742469788,0.1836470067501068,0.6101679801940918,0.500225841999054,0.6031813621520996,0.6880719661712646,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
731,0.006085988134145737,0.7348756790161133,0.18364550173282623,0.6101533770561218,0.5002167820930481,0.6031594276428223,0.688094973564148,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
732,0.006076381076127291,0.7348830103874207,0.18364392220973969,0.6101369857788086,0.5001989006996155,0.6031313538551331,0.6881256699562073,1670,209,89,484,284,92,512,0.10071498155593872,0.02548956871032715
733,0.0060676452703773975,0.7348759174346924,0.18364232778549194,0.6101269721984863,0.5001896619796753,0.6031097769737244,0.6880882978439331,1670,209,89,484,284,92,512,0.10071498155593872,0.02548956871032715
734,0.00605934951454401,0.734860360622406,0.18364079296588898,0.6101069450378418,0.5001823902130127,0.6030853390693665,0.6881096363067627,1670,209,89,484,284,92,512,0.10071498155593872,0.02548956871032715
735,0.006049830000847578,0.73485267162323,0.18363912403583527,0.6101053953170776,0.500165581703186,0.6030601263046265,0.6881439685821533,1670,209,89,484,284,92,512,0.10071498155593872,0.02548956871032715
736,0.006040859967470169,0.7348470687866211,0.1836375743150711,0.6100950837135315,0.5001509189605713,0.6030380129814148,0.688179612159729,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
737,0.006031326949596405,0.7348451614379883,0.1836359053850174,0.6100744009017944,0.500141441822052,0.6030132174491882,0.6881825923919678,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
738,0.006022810470312834,0.7348393201828003,0.18363428115844727,0.6100741028785706,0.5001310110092163,0.6029925346374512,0.6881563663482666,1670,209,89,484,284,92,512,0.10102581977844238,0.02548956871032715
739,0.006014226004481316,0.7348333597183228,0.18363259732723236,0.610061526298523,0.5001193881034851,0.6029679179191589,0.6881627440452576,1670,209,89,484,284,92,512,0.10071498155593872,0.02548956871032715
740,0.006005061324685812,0.7348151206970215,0.1836310178041458,0.6100373268127441,0.5001134872436523,0.6029449105262756,0.6881795525550842,1670,209,89,484,284,92,512,0.10071498155593872,0.02548956871032715
741,0.005996289197355509,0.7348096966743469,0.1836293488740921,0.610036313533783,0.5000984072685242,0.6029185652732849,0.6881747245788574,1670,209,89,484,284,92,512,0.10071498155593872,0.02548956871032715
742,0.00598791241645813,0.7348091006278992,0.183627650141716,0.6100230813026428,0.5000795722007751,0.6028946042060852,0.6882410049438477,1670,209,89,484,284,92,512,0.10071498155593872,0.02548956871032715
743,0.005977596156299114,0.7348012924194336,0.1836259812116623,0.6100040078163147,0.5000789165496826,0.6028742790222168,0.688211977481842,1670,209,89,484,284,92,512,0.10071498155593872,0.02548956871032715
744,0.005969383288174868,0.7347941994667053,0.183624267578125,0.610003650188446,0.5000625252723694,0.6028509736061096,0.6882262229919434,1670,209,89,484,284,92,512,0.10071498155593872,0.02548956871032715
745,0.0059605310671031475,0.7347787618637085,0.1836225688457489,0.6099892854690552,0.500058114528656,0.6028303503990173,0.6882026195526123,1670,209,89,484,284,92,512,0.10071498155593872,0.02548956871032715
746,0.005951852537691593,0.7347862124443054,0.1836208552122116,0.6099844574928284,0.500044047832489,0.6028024554252625,0.688213586807251,1670,209,89,484,284,92,512,0.10071498155593872,0.025178730487823486
747,0.00594288157299161,0.7347820401191711,0.18361909687519073,0.6099623441696167,0.5000276565551758,0.602782666683197,0.6882693767547607,1670,209,89,484,284,92,512,0.10071498155593872,0.025178730487823486
748,0.005932965781539679,0.7347661852836609,0.18361742794513702,0.609957218170166,0.5000272393226624,0.6027599573135376,0.6882534623146057,1670,209,89,484,284,92,512,0.10071498155593872,0.025178730487823486
749,0.005925699602812529,0.7347565293312073,0.18361569941043854,0.609947919845581,0.5000181794166565,0.6027366518974304,0.6882258653640747,1670,209,89,484,284,92,512,0.10071498155593872,0.025178730487823486
750,0.005916088819503784,0.7347416281700134,0.18361391127109528,0.6099367141723633,0.49999967217445374,0.6027160882949829,0.6882805824279785,1670,209,89,484,284,92,512,0.10071498155593872,0.025178730487823486
751,0.005907324608415365,0.7347276210784912,0.1836121827363968,0.6099297404289246,0.5000017285346985,0.6026965379714966,0.6882410049438477,1670,209,89,484,284,92,512,0.10071498155593872,0.025178730487823486
752,0.005899596959352493,0.7347140312194824,0.1836104393005371,0.6099020838737488,0.4999861419200897,0.6026750206947327,0.6882770657539368,1670,209,89,484,284,92,512,0.10071498155593872,0.025178730487823486
753,0.00589030934497714,0.7347081899642944,0.18360865116119385,0.6098969578742981,0.49997609853744507,0.6026495695114136,0.6882926821708679,1670,209,89,484,284,92,512,0.10071498155593872,0.025178730487823486
754,0.005882018245756626,0.7346934676170349,0.1836068034172058,0.6098917722702026,0.49997130036354065,0.6026319265365601,0.6882739067077637,1670,209,89,484,284,92,512,0.10071498155593872,0.025178730487823486
755,0.005874087568372488,0.7346808910369873,0.18360504508018494,0.6098870038986206,0.499962717294693,0.6026096343994141,0.6883113384246826,1670,209,89,484,284,92,512,0.10071498155593872,0.025178730487823486
756,0.005864680744707584,0.7346617579460144,0.18360324203968048,0.6098664402961731,0.49996325373649597,0.6025895476341248,0.6882734894752502,1670,209,89,484,284,92,512,0.10071498155593872,0.025178730487823486
757,0.005856894422322512,0.7346470355987549,0.18360143899917603,0.6098628640174866,0.4999433755874634,0.6025671362876892,0.6883125305175781,1670,209,89,484,284,92,512,0.10071498155593872,0.025178730487823486
758,0.005846828687936068,0.7346489429473877,0.18359966576099396,0.6098395586013794,0.49994927644729614,0.6025450229644775,0.6883144378662109,1670,209,89,484,284,92,512,0.10071498155593872,0.025178730487823486
759,0.005839493125677109,0.7346282005310059,0.1835978478193283,0.6098482012748718,0.4999360740184784,0.6025243401527405,0.6882839202880859,1670,209,89,484,284,92,512,0.10071498155593872,0.025178730487823486
