Epoch,Loss,TrainingError,TestingError,PhatBar_1,PhatBar_2,PhatBar_3,S,S_1,S_2,S_3
0,84.34577,0.13266581,0.4480601,0.64361256,0.5705359,0.28341144,698,337,281,80
1,84.03396,0.13266581,0.4493116,0.64338344,0.5704875,0.2838522,698,337,281,80
2,83.72243,0.13266581,0.4493116,0.64315325,0.5704399,0.28429142,698,337,281,80
3,83.4111,0.13266581,0.4493116,0.642922,0.5703932,0.28472912,698,337,281,80
4,83.10007,0.13266581,0.4493116,0.64268976,0.57034737,0.2851654,698,337,281,80
5,82.78923,0.13266581,0.4493116,0.64245653,0.57030237,0.28560048,698,337,281,80
6,82.47872,0.13266581,0.4493116,0.64222217,0.5702581,0.28603417,698,337,281,80
7,82.16855,0.13266581,0.4493116,0.6419869,0.57021475,0.28646654,698,337,281,80
8,81.85859,0.13266581,0.4493116,0.64175,0.57017255,0.28689772,698,337,281,80
9,81.5488,0.13266581,0.4505632,0.6415114,0.5701317,0.2873276,698,337,281,80
10,81.23944,0.13266581,0.4505632,0.64127177,0.5700917,0.2877563,698,337,281,80
11,80.930504,0.13266581,0.4505632,0.6410312,0.5700525,0.28818375,698,337,281,80
12,80.622604,0.13266581,0.4505632,0.64078957,0.5700147,0.28860736,698,337,281,80
13,80.31547,0.13266581,0.4505632,0.6405471,0.5699781,0.28902784,698,337,281,80
14,80.00898,0.13266581,0.4505632,0.6403038,0.5699423,0.289447,698,337,281,80
15,79.702965,0.13266581,0.4505632,0.6400594,0.5699072,0.28986517,698,337,281,80
16,79.39754,0.13266581,0.4505632,0.63981396,0.56987286,0.29028216,698,337,281,80
17,79.09242,0.13266581,0.45181477,0.63956594,0.5698406,0.2906979,698,337,281,80
18,78.78807,0.13266581,0.45181477,0.63931704,0.5698091,0.29111224,698,337,281,80
19,78.48442,0.13266581,0.45181477,0.63906723,0.56977826,0.29152545,698,337,281,80
20,78.18187,0.13266581,0.45181477,0.63881844,0.569747,0.2919379,698,337,281,80
21,77.87966,0.13266581,0.45181477,0.63856685,0.56971765,0.292349,698,337,281,80
22,77.57824,0.13266581,0.45181477,0.63831425,0.56968904,0.2927591,698,337,281,80
