Epoch,Loss,TrainingError,TestingError,PhatBar_1,PhatBar_2,S,S_1,S_2
0,670.73517,0.052307665,0.106666684,0.9083635,0.05689354,919,774,145
1,648.1246,0.052307665,0.106666684,0.90286374,0.067971356,919,774,145
2,624.979,0.05128205,0.10564101,0.89681053,0.080018744,919,774,145
3,601.9239,0.049230754,0.10564101,0.8903433,0.09271336,919,774,145
4,578.8156,0.049230754,0.106666684,0.88342196,0.10601514,919,774,145
5,554.04144,0.049230754,0.1076923,0.875403,0.11987865,919,774,145
6,523.7928,0.048205137,0.1076923,0.8634329,0.1352125,919,774,145
7,499.35614,0.048205137,0.106666684,0.8536337,0.1512104,919,774,145
8,477.1053,0.049230754,0.1076923,0.8452796,0.16774108,919,774,145
9,454.20975,0.049230754,0.1076923,0.83637494,0.18502398,919,774,145
10,430.64032,0.048205137,0.10871798,0.8270319,0.20246646,919,774,145
11,405.51428,0.04717946,0.10871798,0.816664,0.22044624,919,774,145
12,378.50427,0.04717946,0.106666684,0.80502367,0.23912223,919,774,145
13,349.3868,0.04717946,0.1076923,0.791605,0.25922865,919,774,145
14,317.39648,0.04717946,0.1076923,0.7754824,0.2813866,919,774,145
15,282.90546,0.04717946,0.106666684,0.7558857,0.30668426,919,774,145
16,251.16231,0.046153843,0.10564101,0.7347483,0.33186185,919,774,145
17,226.3739,0.04717946,0.106666684,0.71504825,0.35504004,919,774,145
18,209.53418,0.04717946,0.10871798,0.69878817,0.37473324,919,774,145
19,199.04851,0.04717946,0.10871798,0.68722194,0.38939083,919,774,145
20,192.81439,0.046153843,0.106666684,0.6798513,0.39893335,919,774,145
21,188.21251,0.046153843,0.106666684,0.6743224,0.4053747,919,774,145
22,185.06058,0.046153843,0.106666684,0.6706696,0.40980613,919,774,145
23,182.59949,0.045128226,0.1076923,0.66789824,0.41283932,919,774,145
24,180.57635,0.045128226,0.1076923,0.6657032,0.41515538,919,774,145
25,178.6415,0.045128226,0.1076923,0.6637288,0.41714153,919,774,145
26,176.69958,0.045128226,0.1076923,0.661847,0.4191291,919,774,145
27,174.71533,0.045128226,0.1076923,0.66001534,0.42055553,919,774,145
28,172.30121,0.045128226,0.10871798,0.6579042,0.42251235,919,774,145
29,169.98958,0.045128226,0.1076923,0.6559437,0.42411613,919,774,145
30,167.87177,0.045128226,0.106666684,0.65414417,0.4254474,919,774,145
31,165.76299,0.045128226,0.106666684,0.6523707,0.42635706,919,774,145
32,162.66591,0.045128226,0.106666684,0.6497224,0.42757827,919,774,145
33,161.26282,0.045128226,0.1076923,0.6487076,0.4272222,919,774,145
34,157.85724,0.046153843,0.10871798,0.64503336,0.43030226,919,774,145
35,157.79723,0.046153843,0.10871798,0.6458947,0.42724484,919,774,145
36,150.33858,0.046153843,0.10871798,0.63625044,0.43728462,919,774,145
37,162.6668,0.046153843,0.10871798,0.65074444,0.41735145,919,774,145
38,142.08395,0.046153843,0.109743595,0.6134094,0.46271846,919,774,145
39,156.82936,0.046153843,0.109743595,0.644594,0.42165512,919,774,145
40,139.81552,0.046153843,0.11076921,0.61138225,0.46074924,919,774,145
41,175.95276,0.046153843,0.11076921,0.6567972,0.39959326,919,774,145
42,139.6675,0.046153843,0.11179489,0.6007902,0.47285578,919,774,145
43,143.5813,0.046153843,0.11179489,0.61791235,0.44341087,919,774,145
44,141.77907,0.046153843,0.11179489,0.61665434,0.4416326,919,774,145
45,138.38905,0.046153843,0.11179489,0.6177383,0.44945237,919,774,145
46,189.33699,0.046153843,0.11179489,0.661992,0.40050095,919,774,145
47,139.46248,0.046153843,0.112820506,0.5947077,0.48349,919,774,145
48,140.25308,0.046153843,0.112820506,0.6178079,0.4549311,919,774,145
49,195.45566,0.046153843,0.112820506,0.6593347,0.40649223,919,774,145
50,141.77196,0.046153843,0.112820506,0.6112065,0.46682686,919,774,145
51,181.88954,0.046153843,0.11384618,0.64950687,0.40576228,919,774,145
52,146.01169,0.046153843,0.11384618,0.60583293,0.4766753,919,774,145
53,135.90137,0.046153843,0.11384618,0.59393966,0.48335803,919,774,145
54,189.88371,0.046153843,0.11384618,0.674231,0.38374025,919,774,145
55,138.79408,0.04717946,0.11589742,0.55684227,0.518262,919,774,145
56,151.1681,0.04717946,0.11589742,0.6389424,0.4311401,919,774,145
57,133.10126,0.04717946,0.11589742,0.5662551,0.5004608,919,774,145
58,251.73524,0.04717946,0.11384618,0.71817017,0.34872794,919,774,145
59,142.57649,0.04717946,0.11384618,0.55133915,0.5153714,919,774,145
60,189.08542,0.04717946,0.11384618,0.6485322,0.39741048,919,774,145
61,135.97765,0.04717946,0.1148718,0.59141773,0.47302362,919,774,145
62,200.54271,0.04717946,0.11384618,0.67241067,0.3925406,919,774,145
63,149.49646,0.04717946,0.112820506,0.6021716,0.48767206,919,774,145
64,209.13652,0.04717946,0.1148718,0.6819471,0.37051335,919,774,145
65,139.94093,0.04717946,0.11384618,0.5719261,0.50480485,919,774,145
66,199.74615,0.04717946,0.11589742,0.6818606,0.37011635,919,774,145
67,145.06334,0.04717946,0.1148718,0.53918004,0.550925,919,774,145
68,253.35184,0.046153843,0.112820506,0.7235844,0.33264813,919,774,145
69,144.56403,0.049230754,0.1148718,0.5486143,0.5273996,919,774,145
70,184.82149,0.049230754,0.1148718,0.6356463,0.40151644,919,774,145
71,137.39754,0.049230754,0.11384618,0.59355146,0.47207808,919,774,145
72,158.07512,0.049230754,0.11384618,0.6333956,0.42329308,919,774,145
73,138.4091,0.048205137,0.11384618,0.5768925,0.49972767,919,774,145
74,175.79442,0.048205137,0.11589742,0.65305245,0.39966652,919,774,145
75,141.56067,0.049230754,0.11384618,0.5601499,0.5196146,919,774,145
76,228.50919,0.049230754,0.11589742,0.69280833,0.35288522,919,774,145
77,145.82016,0.049230754,0.112820506,0.5694967,0.5100225,919,774,145
78,172.88147,0.049230754,0.112820506,0.6417544,0.40985194,919,774,145
79,131.35442,0.049230754,0.109743595,0.57474726,0.5046172,919,774,145
80,208.34036,0.048205137,0.11384618,0.6868841,0.38427103,919,774,145
81,139.60745,0.049230754,0.11076921,0.5742371,0.5226671,919,774,145
82,174.98042,0.048205137,0.109743595,0.64764357,0.421276,919,774,145
83,148.35161,0.049230754,0.109743595,0.6161424,0.47001263,919,774,145
84,157.94211,0.048205137,0.11179489,0.64413327,0.40379697,919,774,145
85,136.19688,0.049230754,0.11384618,0.5601059,0.5260736,919,774,145
86,232.84273,0.048205137,0.1148718,0.6941333,0.35253528,919,774,145
87,156.72127,0.049230754,0.11179489,0.59389424,0.47737342,919,774,145
88,142.66873,0.048205137,0.112820506,0.5686618,0.4886023,919,774,145
89,154.06038,0.048205137,0.112820506,0.6318919,0.4316853,919,774,145
90,136.99536,0.048205137,0.11179489,0.6050579,0.44317752,919,774,145
91,138.62852,0.048205137,0.1148718,0.55667526,0.4967294,919,774,145
92,230.66296,0.048205137,0.11384618,0.6706592,0.38174745,919,774,145
93,152.64525,0.048205137,0.10871798,0.60431296,0.4777925,919,774,145
94,153.62459,0.048205137,0.1148718,0.61963236,0.43605438,919,774,145
95,167.70328,0.049230754,0.11179489,0.52545196,0.47617263,919,774,145
96,134.56906,0.049230754,0.11076921,0.5500523,0.49309903,919,774,145
