Epoch,Loss,TrainingError,TestingError,PhatBar_1,PhatBar_2,PhatBar_3,PhatBar_4,PhatBar_5,PhatBar_6,S,S_1,S_2,S_3,S_4,S_5,S_6
908,55.514584,0.034504175,0.10289091,0.49885303,0.51347184,0.5358974,0.51377344,0.5029033,0.49593574,1670,209,89,484,284,92,512
909,81.589355,0.034504175,0.10258007,0.49870995,0.5136672,0.6506708,0.4993369,0.5002384,0.5151451,1670,209,89,484,284,92,512
910,53.433266,0.034815073,0.10226917,0.49887967,0.51349187,0.51690763,0.51522064,0.50288695,0.4958995,1670,209,89,484,284,92,512
911,77.05133,0.034504175,0.101647496,0.49967885,0.5136485,0.6132551,0.5055931,0.5003172,0.5148318,1670,209,89,484,284,92,512
912,55.837574,0.034504175,0.101647496,0.49947214,0.5135062,0.52123076,0.5139057,0.50283337,0.4962724,1670,209,89,484,284,92,512
913,79.53404,0.034504175,0.101647496,0.49957764,0.5136373,0.63891476,0.50048184,0.5003672,0.51442885,1670,209,89,484,284,92,512
914,64.227165,0.034815073,0.101647496,0.49959722,0.5135173,0.51140165,0.5149531,0.5028328,0.49647823,1670,209,89,484,284,92,512
915,64.55369,0.034815073,0.101647496,0.4989072,0.5136251,0.60084456,0.5087659,0.50040686,0.51456904,1670,209,89,484,284,92,512
916,82.15876,0.034504175,0.101647496,0.49895036,0.5135285,0.49886498,0.51541466,0.5027991,0.49651507,1670,209,89,484,284,92,512
917,79.776825,0.034504175,0.101958334,0.499172,0.5136154,0.5726278,0.5050328,0.500466,0.5140779,1670,209,89,484,284,92,512
918,55.366493,0.034504175,0.10226917,0.4992725,0.5135375,0.5279653,0.5143806,0.50274265,0.4972912,1670,209,89,484,284,92,512
919,70.497856,0.034504175,0.101958334,0.49832717,0.5136071,0.5935728,0.5067484,0.5005303,0.51367253,1670,209,89,484,284,92,512
920,52.517788,0.034193337,0.101958334,0.49849355,0.51354486,0.57215047,0.5103517,0.50275254,0.49727422,1670,209,89,484,284,92,512
921,75.8906,0.034504175,0.101958334,0.49892333,0.5136008,0.6358142,0.5013062,0.50056076,0.5138573,1670,209,89,484,284,92,512
922,50.518967,0.034504175,0.101647496,0.4988496,0.51355046,0.5265223,0.51474214,0.50274444,0.49728936,1670,209,89,484,284,92,512
923,73.37565,0.034193337,0.101647496,0.49842045,0.51359713,0.5938692,0.5075424,0.5005503,0.51422304,1670,209,89,484,284,92,512
924,51.106915,0.034193337,0.101958334,0.49864864,0.5135538,0.54532975,0.512761,0.5027281,0.4975865,1670,209,89,484,284,92,512
925,75.824486,0.034504175,0.101647496,0.4991231,0.5135929,0.6133734,0.50559044,0.50059295,0.51367176,1670,209,89,484,284,92,512
926,65.92436,0.034504175,0.101647496,0.49906272,0.51355785,0.5690251,0.50910974,0.50272554,0.49775797,1670,209,89,484,284,92,512
927,67.24032,0.034504175,0.10133666,0.4995716,0.5135889,0.6155914,0.5052404,0.5006126,0.5137711,1670,209,89,484,284,92,512
928,66.920845,0.034504175,0.101958334,0.4993686,0.51356024,0.5329801,0.5131477,0.5027367,0.49793658,1670,209,89,484,284,92,512
929,78.54062,0.034815073,0.101958334,0.49835524,0.51358706,0.64206827,0.4999697,0.50059426,0.5139079,1670,209,89,484,284,92,512
930,50.31877,0.034815073,0.10226917,0.49860087,0.51356363,0.52760845,0.51444936,0.5027332,0.49729702,1670,209,89,484,284,92,512
931,67.73637,0.034504175,0.101958334,0.49879426,0.5135836,0.61395204,0.50649214,0.5005811,0.51362324,1670,209,89,484,284,92,512
932,67.79848,0.034504175,0.101958334,0.49918044,0.5135659,0.5002684,0.5157357,0.5027309,0.4974971,1670,209,89,484,284,92,512
933,79.14334,0.034504175,0.101647496,0.5000401,0.5135818,0.5798644,0.50789046,0.50058085,0.51373035,1670,209,89,484,284,92,512
934,58.078037,0.034504175,0.10226917,0.50010735,0.5135683,0.58759415,0.50988144,0.5027195,0.49738383,1670,209,89,484,284,92,512
935,56.89252,0.034504175,0.101958334,0.49961025,0.51357865,0.54547024,0.5118087,0.50056946,0.51359606,1670,209,89,484,284,92,512
936,61.134266,0.034504175,0.10226917,0.49937811,0.5135723,0.58083683,0.51060444,0.5027107,0.49739504,1670,209,89,484,284,92,512
937,54.072994,0.034504175,0.101958334,0.49901482,0.51357615,0.57304007,0.5100648,0.5005895,0.51344395,1670,209,89,484,284,92,512
938,54.321896,0.034504175,0.10258007,0.4988968,0.51357305,0.5851993,0.50973964,0.5026933,0.49786747,1670,209,89,484,284,92,512
939,59.396748,0.034193337,0.10226917,0.49876192,0.51357496,0.5458009,0.51023865,0.5006284,0.5134773,1670,209,89,484,284,92,512
940,81.73732,0.034504175,0.10258007,0.49867365,0.5135737,0.6442617,0.50065,0.50265014,0.49830073,1670,209,89,484,284,92,512
941,60.00282,0.034193337,0.101958334,0.4994705,0.5135756,0.50722474,0.5137861,0.500647,0.51335406,1670,209,89,484,284,92,512
942,59.068645,0.034504175,0.10258007,0.49912062,0.5135731,0.5955632,0.5069173,0.5026632,0.4980683,1670,209,89,484,284,92,512
943,60.055637,0.034193337,0.101958334,0.49917778,0.5135756,0.5418927,0.51159436,0.5006713,0.5131999,1670,209,89,484,284,92,512
944,57.62582,0.034193337,0.10226917,0.49901608,0.51357305,0.5924181,0.50869524,0.50264096,0.4983474,1670,209,89,484,284,92,512
945,76.96695,0.034504175,0.101958334,0.4989931,0.5135762,0.52561176,0.5105381,0.5007049,0.5130801,1670,209,89,484,284,92,512
946,71.49777,0.034504175,0.10226917,0.49885127,0.51357305,0.5544691,0.5090307,0.50260794,0.49911237,1670,209,89,484,284,92,512
947,54.82578,0.034815073,0.101958334,0.498838,0.5135743,0.54575413,0.5125591,0.5007312,0.5130782,1670,209,89,484,284,92,512
948,99.31907,0.034815073,0.10226917,0.49859917,0.5135743,0.663347,0.5006976,0.5026223,0.4985005,1670,209,89,484,284,92,512
949,57.320816,0.034504175,0.101647496,0.4988355,0.5135743,0.5210891,0.51331264,0.5007048,0.513205,1670,209,89,484,284,92,512
950,67.064445,0.034504175,0.101958334,0.4997387,0.5135743,0.60694546,0.50773203,0.50267017,0.49807847,1670,209,89,484,284,92,512
951,76.46829,0.034815073,0.101647496,0.4991687,0.5135743,0.48038754,0.51586366,0.5006922,0.5144037,1670,209,89,484,284,92,512
952,67.55657,0.034504175,0.10226917,0.4992627,0.5135743,0.5447402,0.5097107,0.50270367,0.49852222,1670,209,89,484,284,92,512
953,69.2334,0.034815073,0.10226917,0.49924386,0.5135743,0.5714671,0.5056799,0.5006798,0.5135765,1670,209,89,484,284,92,512
954,47.952873,0.034815073,0.10226917,0.4993789,0.5135743,0.5516955,0.51311064,0.5026937,0.49800354,1670,209,89,484,284,92,512
955,54.165646,0.034815073,0.101958334,0.4991074,0.51357424,0.57452655,0.51009166,0.5006535,0.5137787,1670,209,89,484,284,92,512
956,71.34468,0.034815073,0.10226917,0.4992876,0.5135743,0.62321305,0.5059751,0.502702,0.49754792,1670,209,89,484,284,92,512
957,96.15547,0.03512591,0.101958334,0.4995955,0.51357424,0.49078518,0.5146419,0.50058985,0.51405764,1670,209,89,484,284,92,512
958,93.661224,0.03512591,0.10226917,0.49959123,0.51357424,0.5288944,0.51101106,0.502705,0.4978354,1670,209,89,484,284,92,512
959,112.60131,0.034815073,0.101958334,0.4996774,0.5135743,0.5465033,0.5088341,0.5006096,0.5138197,1670,209,89,484,284,92,512
960,93.52791,0.034815073,0.10226917,0.49994984,0.5135741,0.575465,0.5054067,0.50267386,0.4978041,1670,209,89,484,284,92,512
961,69.96964,0.03543675,0.10133666,0.49944517,0.51357424,0.5155221,0.5126367,0.5006499,0.51431704,1670,209,89,484,284,92,512
962,78.95857,0.03512591,0.101958334,0.49929976,0.5135743,0.57981735,0.5060611,0.5026657,0.49830118,1670,209,89,484,284,92,512
963,57.35663,0.03512591,0.101958334,0.4991815,0.5135743,0.5818542,0.5074133,0.5005853,0.51448154,1670,209,89,484,284,92,512
964,60.81861,0.03543675,0.10226917,0.49895754,0.51357424,0.57296604,0.50946486,0.5027665,0.49805298,1670,209,89,484,284,92,512
965,94.41445,0.03543675,0.101958334,0.49959224,0.51357424,0.6580784,0.5028034,0.5005232,0.5145894,1670,209,89,484,284,92,512
966,94.179634,0.036369264,0.101958334,0.4997411,0.5135743,0.49849355,0.51436305,0.502794,0.49751854,1670,209,89,484,284,92,512
967,77.27715,0.036369264,0.101647496,0.49959013,0.5135746,0.53269774,0.5111306,0.5005523,0.51449704,1670,209,89,484,284,92,512
968,68.116165,0.036369264,0.10226917,0.49970937,0.51357394,0.5520615,0.5103983,0.5028675,0.49706766,1670,209,89,484,284,92,512
969,55.00403,0.036369264,0.101958334,0.5006676,0.5135749,0.5435332,0.51013064,0.500404,0.5151956,1670,209,89,484,284,92,512
970,58.10694,0.036369264,0.10226917,0.50068074,0.513574,0.5774333,0.51088464,0.5027991,0.49680993,1670,209,89,484,284,92,512
971,64.07521,0.036369264,0.101647496,0.50008315,0.51357424,0.58187383,0.5100643,0.5004111,0.5153415,1670,209,89,484,284,92,512
972,66.106606,0.036058426,0.101647496,0.5050184,0.5135742,0.5710168,0.5114798,0.5027615,0.49726385,1670,209,89,484,284,92,512
973,77.81141,0.036369264,0.101647496,0.50739825,0.51357424,0.5476533,0.51106423,0.50043356,0.5151262,1670,209,89,484,284,92,512
974,83.30911,0.036369264,0.101958334,0.5043574,0.51357424,0.4781244,0.5159491,0.50275004,0.49723086,1670,209,89,484,284,92,512
975,69.91716,0.036369264,0.101958334,0.5031317,0.51357424,0.55473894,0.5111741,0.5004549,0.5156339,1670,209,89,484,284,92,512
976,71.79456,0.036369264,0.10320175,0.5020571,0.51357424,0.57217944,0.51223373,0.5027766,0.49680775,1670,209,89,484,284,92,512
977,82.5248,0.036369264,0.10258007,0.5016221,0.51357424,0.6016698,0.5087029,0.500432,0.51572526,1670,209,89,484,284,92,512
978,66.07848,0.036369264,0.10258007,0.500745,0.51357454,0.5532973,0.51392955,0.50278956,0.49696702,1670,209,89,484,284,92,512
979,86.54346,0.036680162,0.10258007,0.50057817,0.51357394,0.60108846,0.5092709,0.500458,0.5149424,1670,209,89,484,284,92,512
980,87.02087,0.036680162,0.10289091,0.50014585,0.5135749,0.58779126,0.51157874,0.502819,0.49797833,1670,209,89,484,284,92,512
981,62.046093,0.036680162,0.10258007,0.4997477,0.513574,0.56072897,0.5098659,0.50046897,0.5154116,1670,209,89,484,284,92,512
982,85.36106,0.036680162,0.10289091,0.49976397,0.5135741,0.5958345,0.51059884,0.5027947,0.49725083,1670,209,89,484,284,92,512
983,99.692505,0.036369264,0.10258007,0.50028294,0.51357496,0.4658554,0.5181514,0.5004615,0.515008,1670,209,89,484,284,92,512
984,80.62384,0.036369264,0.10320175,0.499845,0.513574,0.5246082,0.5101787,0.502832,0.49676996,1670,209,89,484,284,92,512
985,74.38684,0.036369264,0.10258007,0.49955857,0.51357424,0.5040584,0.5127988,0.50039136,0.5160542,1670,209,89,484,284,92,512
986,84.55871,0.036369264,0.10289091,0.49940395,0.5135743,0.529429,0.51320994,0.50288665,0.49638867,1670,209,89,484,284,92,512
987,89.456345,0.036058426,0.10320175,0.49973768,0.5135743,0.5045618,0.514636,0.5003725,0.5157205,1670,209,89,484,284,92,512
988,81.259315,0.036058426,0.10289091,0.49959698,0.5135743,0.49713752,0.51514536,0.5027827,0.49782944,1670,209,89,484,284,92,512
989,83.907425,0.036369264,0.10320175,0.49979025,0.5135743,0.53115404,0.51407504,0.5003906,0.5147799,1670,209,89,484,284,92,512
990,84.099106,0.036369264,0.103512585,0.500224,0.5135746,0.5402895,0.51232225,0.5027749,0.49786147,1670,209,89,484,284,92,512
991,81.96313,0.036369264,0.103512585,0.49990678,0.5135743,0.5384421,0.51183546,0.5004149,0.51545966,1670,209,89,484,284,92,512
992,78.14595,0.036369264,0.103512585,0.50008917,0.5135743,0.541448,0.51218724,0.50282305,0.4973526,1670,209,89,484,284,92,512
993,74.21614,0.036369264,0.10320175,0.49982587,0.51357424,0.54551584,0.5108156,0.50041586,0.51541007,1670,209,89,484,284,92,512
994,54.414165,0.036369264,0.103512585,0.5004478,0.5135743,0.5477548,0.51272476,0.50284994,0.49664786,1670,209,89,484,284,92,512
995,64.75607,0.036369264,0.103512585,0.50011724,0.5135743,0.5344977,0.51339865,0.50030893,0.51588774,1670,209,89,484,284,92,512
996,59.771576,0.036369264,0.10320175,0.5002214,0.51357436,0.55987203,0.51244277,0.502854,0.49696985,1670,209,89,484,284,92,512
997,56.34236,0.036369264,0.10320175,0.50001407,0.5135743,0.54081434,0.5120615,0.5003402,0.5158182,1670,209,89,484,284,92,512
998,62.92897,0.036369264,0.10289091,0.49978068,0.5135743,0.55176234,0.51198334,0.50276995,0.49769744,1670,209,89,484,284,92,512
999,93.98514,0.036369264,0.10258007,0.49964884,0.5135743,0.6106219,0.5090285,0.50040144,0.51517344,1670,209,89,484,284,92,512
1000,67.45751,0.036369264,0.10258007,0.59316826,0.54652107,0.43945137,0.50416964,0.48468423,0.51647866,1158,182,93,144,250,98,391
1001,62.90814,0.036369264,0.10226917,0.59319216,0.5334114,0.44123623,0.50552154,0.48560438,0.51555556,1158,182,93,144,250,98,391
1002,57.79901,0.036680162,0.101958334,0.5914231,0.5266195,0.44245481,0.50560236,0.48668274,0.51474667,1158,182,93,144,250,98,391
1003,52.13036,0.036680162,0.10133666,0.5870981,0.5201579,0.4430982,0.5061528,0.4879036,0.51400626,1158,182,93,144,250,98,391
1004,46.564014,0.036680162,0.10133666,0.5802569,0.5162929,0.44394413,0.5063799,0.48923776,0.5133596,1158,182,93,144,250,98,391
1005,42.04111,0.036680162,0.101647496,0.5728294,0.51330274,0.44475576,0.50669676,0.49051535,0.51274985,1158,182,93,144,250,98,391
1006,38.84286,0.036680162,0.101647496,0.5665256,0.511423,0.44562116,0.50693005,0.4915235,0.5122023,1158,182,93,144,250,98,391
1007,36.630875,0.036680162,0.10133666,0.56173706,0.5100968,0.44672373,0.50719124,0.49228138,0.51169395,1158,182,93,144,250,98,391
1008,35.031452,0.036680162,0.10102582,0.5582271,0.50925046,0.44781387,0.5073559,0.49283257,0.5112418,1158,182,93,144,250,98,391
1009,33.81449,0.036680162,0.10102582,0.55558205,0.5086777,0.44880497,0.50746197,0.49324128,0.5108332,1158,182,93,144,250,98,391
1010,32.835693,0.036680162,0.10133666,0.5534341,0.50830877,0.44997916,0.5076067,0.49352568,0.5104687,1158,182,93,144,250,98,391
1011,32.03027,0.036680162,0.101647496,0.55170745,0.50806487,0.45094883,0.50775105,0.49374798,0.5101454,1158,182,93,144,250,98,391
1012,31.348282,0.036680162,0.101647496,0.5502984,0.5079059,0.45168602,0.5078594,0.49390918,0.5098707,1158,182,93,144,250,98,391
1013,30.748188,0.036680162,0.101647496,0.5490208,0.5078036,0.45261914,0.5079237,0.49403563,0.50963145,1158,182,93,144,250,98,391
1014,30.21803,0.036680162,0.10133666,0.54791296,0.50773454,0.45356327,0.5079737,0.49413246,0.5094092,1158,182,93,144,250,98,391
1015,29.75003,0.036680162,0.10102582,0.54698217,0.5076894,0.45418623,0.5080286,0.49421832,0.5092011,1158,182,93,144,250,98,391
1016,29.323427,0.036680162,0.10133666,0.5460758,0.507662,0.45497984,0.50806415,0.49429804,0.50901765,1158,182,93,144,250,98,391
1017,28.932491,0.036680162,0.10102582,0.54525477,0.50764215,0.45575252,0.50803536,0.4943565,0.50887084,1158,182,93,144,250,98,391
1018,28.57851,0.036680162,0.10071498,0.54462653,0.50762945,0.4564325,0.5080156,0.49439403,0.5087312,1158,182,93,144,250,98,391
1019,28.24509,0.036680162,0.100404084,0.5439266,0.5076228,0.4570123,0.507991,0.49444297,0.5086104,1158,182,93,144,250,98,391
1020,27.937874,0.036680162,0.100404084,0.5433209,0.50761646,0.45767403,0.5079379,0.4944745,0.508508,1158,182,93,144,250,98,391
1021,27.646362,0.036680162,0.100404084,0.5427302,0.5076127,0.4582723,0.50784814,0.49450633,0.50842893,1158,182,93,144,250,98,391
1022,27.374897,0.036991,0.100404084,0.542171,0.5076107,0.4587581,0.5077971,0.4945262,0.5083585,1158,182,93,144,250,98,391
1023,27.11563,0.036991,0.10071498,0.54163694,0.5076094,0.45933187,0.5077272,0.49454132,0.5082997,1158,182,93,144,250,98,391
1024,26.878414,0.036991,0.10071498,0.5411035,0.50760806,0.45984957,0.50763756,0.4946148,0.5082152,1158,182,93,144,250,98,391
1025,26.658428,0.036991,0.10071498,0.54065126,0.5076077,0.4603091,0.5075525,0.49467415,0.5081391,1158,182,93,144,250,98,391
1026,26.441862,0.036991,0.10071498,0.54014355,0.50760686,0.4608409,0.50746506,0.49472773,0.50806993,1158,182,93,144,250,98,391
1027,26.232666,0.036991,0.10071498,0.5396916,0.5076067,0.4613531,0.507336,0.49477014,0.50802606,1158,182,93,144,250,98,391
1028,26.03643,0.036680162,0.10071498,0.539279,0.5076063,0.46178108,0.5072425,0.49480733,0.5079752,1158,182,93,144,250,98,391
1029,25.83887,0.036680162,0.10071498,0.53882474,0.5076059,0.46231,0.50712216,0.4948493,0.5079286,1158,182,93,144,250,98,391
1030,25.657341,0.036680162,0.100404084,0.5384202,0.50760573,0.46277162,0.5069937,0.4948978,0.5078838,1158,182,93,144,250,98,391
1031,25.481499,0.036680162,0.100093246,0.5380406,0.50760573,0.46317923,0.5068878,0.494938,0.50784093,1158,182,93,144,250,98,391
1032,25.308928,0.036680162,0.100093246,0.53763264,0.50760555,0.46363607,0.50678813,0.4949879,0.5077944,1158,182,93,144,250,98,391
1033,25.141773,0.036680162,0.100093246,0.5372667,0.5076057,0.46407583,0.50664765,0.49503845,0.50775945,1158,182,93,144,250,98,391
1034,24.982767,0.036680162,0.100093246,0.53692526,0.50760525,0.46446842,0.5065441,0.49508658,0.50771165,1158,182,93,144,250,98,391
1035,24.82462,0.036680162,0.100093246,0.536557,0.5076055,0.46490872,0.506425,0.4951378,0.5076707,1158,182,93,144,250,98,391
1036,24.67303,0.036680162,0.100093246,0.53621465,0.50760525,0.46531296,0.50631297,0.4951892,0.50762695,1158,182,93,144,250,98,391
1037,24.527603,0.036680162,0.100093246,0.5359183,0.5076055,0.46567768,0.50621843,0.49523607,0.50758004,1158,182,93,144,250,98,391
1038,24.38306,0.036680162,0.100093246,0.5355874,0.50760514,0.46610737,0.50608516,0.49528652,0.5075509,1158,182,93,144,250,98,391
1039,24.244247,0.036680162,0.100093246,0.53528064,0.50760573,0.4664729,0.50599277,0.49533662,0.50750864,1158,182,93,144,250,98,391
1040,24.107689,0.036991,0.100093246,0.5349956,0.5076051,0.46683428,0.5058678,0.49538562,0.5074768,1158,182,93,144,250,98,391
1041,23.97472,0.036991,0.100093246,0.53471726,0.5076053,0.46722922,0.505749,0.49543434,0.50744367,1158,182,93,144,250,98,391
1042,23.843027,0.036991,0.100093246,0.53444153,0.5076049,0.46760523,0.50562847,0.49548578,0.50741094,1158,182,93,144,250,98,391
1043,23.715744,0.036991,0.100093246,0.5341727,0.50760525,0.46793038,0.50553083,0.4955383,0.5073712,1158,182,93,144,250,98,391
1044,23.58881,0.03730184,0.09978241,0.53391707,0.50760484,0.46831715,0.5054053,0.49558944,0.50733614,1158,182,93,144,250,98,391
1045,23.460688,0.03730184,0.09947157,0.533686,0.50760514,0.46868885,0.50528705,0.49564898,0.50728756,1158,182,93,144,250,98,391
1046,23.335176,0.03730184,0.09947157,0.53344816,0.5076047,0.46903646,0.50516015,0.49570277,0.5072506,1158,182,93,144,250,98,391
1047,23.20736,0.03730184,0.09947157,0.5332167,0.5076051,0.4694233,0.5050353,0.4957626,0.50720596,1158,182,93,144,250,98,391
1048,23.081276,0.03730184,0.09947157,0.5330081,0.507605,0.4697274,0.5049349,0.4958139,0.50715774,1158,182,93,144,250,98,391
1049,22.950804,0.03730184,0.09947157,0.53280956,0.5076051,0.47011793,0.5048012,0.49587148,0.5070992,1158,182,93,144,250,98,391
1050,22.816196,0.03730184,0.09947157,0.53260905,0.50760466,0.47047627,0.50470525,0.49592027,0.5070486,1158,182,93,144,250,98,391
1051,22.675655,0.03730184,0.09947157,0.5324268,0.50760484,0.47082037,0.50457597,0.49597916,0.506988,1158,182,93,144,250,98,391
1052,22.519165,0.03730184,0.09947157,0.5322416,0.50760466,0.4712542,0.5044625,0.49602535,0.5069385,1158,182,93,144,250,98,391
1053,22.343,0.037612677,0.09947157,0.53206956,0.50760466,0.47173637,0.504321,0.49608356,0.5068805,1158,182,93,144,250,98,391
1054,22.138435,0.037612677,0.09947157,0.5319225,0.5076048,0.47227013,0.5041868,0.49612728,0.5068556,1158,182,93,144,250,98,391
1055,21.8866,0.037612677,0.09947157,0.5317623,0.5076044,0.47294223,0.5040412,0.4961823,0.5067756,1158,182,93,144,250,98,391
1056,21.583828,0.037612677,0.09947157,0.531618,0.50760466,0.47360313,0.5039217,0.49622864,0.5067005,1158,182,93,144,250,98,391
1057,21.196875,0.037612677,0.09947157,0.53148335,0.50760436,0.47447163,0.5038702,0.4962812,0.5066167,1158,182,93,144,250,98,391
1058,20.697178,0.037923515,0.09978241,0.53135556,0.5076046,0.47599956,0.50364065,0.49633175,0.5064679,1158,182,93,144,250,98,391
1059,20.119724,0.037923515,0.09978241,0.531238,0.50760424,0.4787498,0.503069,0.49638507,0.5062814,1158,182,93,144,250,98,391
1060,19.579626,0.037923515,0.100093246,0.5311255,0.5076045,0.48271683,0.50209403,0.49643338,0.5060728,1158,182,93,144,250,98,391
1061,19.201561,0.038234353,0.100093246,0.5310131,0.50760406,0.48707092,0.5008961,0.4964851,0.50586087,1158,182,93,144,250,98,391
1062,18.974497,0.03854525,0.100093246,0.53090477,0.50760436,0.49104393,0.49970683,0.49653348,0.5057112,1158,182,93,144,250,98,391
1063,18.841677,0.03854525,0.100093246,0.53080094,0.507604,0.493827,0.49880046,0.49658126,0.50558317,1158,182,93,144,250,98,391
1064,18.752708,0.03854525,0.100404084,0.5307024,0.50760436,0.49542496,0.49821702,0.49662822,0.50548273,1158,182,93,144,250,98,391
1065,18.67731,0.03885609,0.100404084,0.5306119,0.507604,0.49610186,0.49791422,0.49667317,0.50545436,1158,182,93,144,250,98,391
1066,18.604677,0.03885609,0.100404084,0.5305295,0.50760424,0.49621847,0.497788,0.49671963,0.5053916,1158,182,93,144,250,98,391
1067,18.539875,0.03885609,0.10071498,0.530445,0.50760394,0.49599537,0.49776313,0.49676275,0.50535756,1158,182,93,144,250,98,391
1068,18.472494,0.03885609,0.10071498,0.5303683,0.5076046,0.49551615,0.49783662,0.49680924,0.5053357,1158,182,93,144,250,98,391
1069,18.41088,0.03885609,0.10071498,0.53029364,0.5076039,0.49496663,0.49792826,0.49685055,0.50530076,1158,182,93,144,250,98,391
1070,18.353153,0.03885609,0.10071498,0.5302238,0.5076042,0.49431482,0.4980633,0.4968966,0.5052977,1158,182,93,144,250,98,391
1071,18.297369,0.03885609,0.10071498,0.530159,0.5076039,0.4936832,0.49819493,0.49693626,0.5052588,1158,182,93,144,250,98,391
1072,18.247585,0.03885609,0.10102582,0.53009856,0.5076042,0.49300924,0.49833712,0.49698097,0.50523734,1158,182,93,144,250,98,391
1073,18.19915,0.03885609,0.10102582,0.5300445,0.50760424,0.49237633,0.49848035,0.4970186,0.50523406,1158,182,93,144,250,98,391
1074,18.15326,0.03885609,0.10102582,0.52998513,0.5076042,0.49181497,0.49860165,0.4970636,0.5052054,1158,182,93,144,250,98,391
1075,18.112024,0.03885609,0.10102582,0.5299363,0.5076038,0.49127775,0.49871433,0.49709982,0.50521326,1158,182,93,144,250,98,391
1076,18.070559,0.03885609,0.10102582,0.5298841,0.5076041,0.49078083,0.49882397,0.4971424,0.5051845,1158,182,93,144,250,98,391
1077,18.032616,0.03885609,0.10102582,0.52984047,0.5076038,0.49029744,0.49893022,0.49717975,0.50515443,1158,182,93,144,250,98,391
1078,17.995562,0.03885609,0.10071498,0.5297947,0.50760406,0.4898681,0.4990282,0.49722046,0.5051636,1158,182,93,144,250,98,391
1079,17.959084,0.03885609,0.10071498,0.52975756,0.5076038,0.4894612,0.49911886,0.49725813,0.5051254,1158,182,93,144,250,98,391
1080,17.926567,0.03885609,0.10071498,0.52971756,0.507604,0.48910162,0.49920344,0.49729726,0.5051153,1158,182,93,144,250,98,391
1081,17.891386,0.03885609,0.10071498,0.5296831,0.50760406,0.48877552,0.49926358,0.4973353,0.50512546,1158,182,93,144,250,98,391
1082,17.858328,0.03885609,0.100404084,0.5296507,0.507604,0.48846734,0.49932855,0.49737358,0.5051176,1158,182,93,144,250,98,391
1083,17.826757,0.03885609,0.100404084,0.5296171,0.5076037,0.48822328,0.4993716,0.49741176,0.5051389,1158,182,93,144,250,98,391
1084,17.794008,0.03885609,0.100404084,0.52958745,0.507604,0.48797643,0.49942553,0.49744862,0.5051183,1158,182,93,144,250,98,391
1085,17.764694,0.03885609,0.100404084,0.5295585,0.5076037,0.48778406,0.49946058,0.4974866,0.5051082,1158,182,93,144,250,98,391
1086,17.733927,0.03885609,0.100404084,0.52953297,0.50760394,0.4875874,0.49949744,0.49752226,0.5051204,1158,182,93,144,250,98,391
1087,17.70379,0.03885609,0.100404084,0.5295085,0.50760394,0.48743364,0.49952528,0.4975602,0.50510055,1158,182,93,144,250,98,391
1088,17.676077,0.03885609,0.100404084,0.52948576,0.50760394,0.48728096,0.4995495,0.49759397,0.5051188,1158,182,93,144,250,98,391
1089,17.646406,0.03885609,0.100404084,0.5294651,0.5076035,0.4871491,0.4995705,0.49763206,0.505094,1158,182,93,144,250,98,391
1090,17.619957,0.03885609,0.100404084,0.52944434,0.5076039,0.48703754,0.49958813,0.4976649,0.5050826,1158,182,93,144,250,98,391
1091,17.5912,0.03885609,0.100404084,0.52942437,0.5076035,0.4869629,0.4995911,0.49770245,0.5050898,1158,182,93,144,250,98,391
1092,17.563509,0.03885609,0.10071498,0.5294069,0.5076038,0.48689502,0.4996009,0.4977341,0.50506777,1158,182,93,144,250,98,391
1093,17.537458,0.039166927,0.10071498,0.5293892,0.5076035,0.48682913,0.4996038,0.4977696,0.50508,1158,182,93,144,250,98,391
1094,17.509653,0.039166927,0.10102582,0.5293752,0.50760376,0.48677,0.49961025,0.49780187,0.5050524,1158,182,93,144,250,98,391
1095,17.485931,0.039166927,0.10102582,0.52936095,0.5076035,0.4867147,0.49961767,0.49783656,0.5050385,1158,182,93,144,250,98,391
1096,17.459047,0.039166927,0.10102582,0.5293481,0.5076037,0.4866686,0.4996176,0.4978677,0.5050392,1158,182,93,144,250,98,391
1097,17.434757,0.039166927,0.10102582,0.52933747,0.5076034,0.48662344,0.49962354,0.49790028,0.50501794,1158,182,93,144,250,98,391
1098,17.410173,0.039166927,0.10102582,0.5293227,0.5076037,0.48660257,0.4996234,0.49793202,0.5050229,1158,182,93,144,250,98,391
1099,17.385065,0.039166927,0.10102582,0.529314,0.5076034,0.48657322,0.49962267,0.49796334,0.50499594,1158,182,93,144,250,98,391
1100,17.362745,0.039166927,0.10102582,0.52930146,0.5076037,0.48656029,0.4996225,0.49799487,0.5050035,1158,182,93,144,250,98,391
1101,17.338566,0.039166927,0.10102582,0.52929425,0.50760335,0.4865352,0.49961993,0.49802473,0.50497705,1158,182,93,144,250,98,391
1102,17.316357,0.039166927,0.10071498,0.52928483,0.5076036,0.48653084,0.49961853,0.4980558,0.5049552,1158,182,93,144,250,98,391
1103,17.293709,0.03885609,0.10071498,0.52927774,0.50760335,0.48651,0.49961358,0.49808398,0.5049589,1158,182,93,144,250,98,391
1104,17.271477,0.03885609,0.10071498,0.5292718,0.5076036,0.48650053,0.49961254,0.49811482,0.5049302,1158,182,93,144,250,98,391
1105,17.250038,0.03885609,0.10071498,0.5292632,0.5076033,0.48651278,0.4995999,0.49814153,0.5049381,1158,182,93,144,250,98,391
