Epoch,Loss,TrainingError,TestingError,PhatBar_1,PhatBar_2,PhatBar_3,PhatBar_4,PhatBar_5,PhatBar_6,S,S_1,S_2,S_3,S_4,S_5,S_6
5274,3.7700014,0.040721178,0.100404084,0.49999666,0.5078585,0.50166,0.49759668,0.5000304,0.5015909,1112,146,92,117,256,114,387
5275,3.7687652,0.040721178,0.100404084,0.49999654,0.50785834,0.50183284,0.49760213,0.5000308,0.50159806,1112,146,92,117,256,114,387
5276,3.7675421,0.040721178,0.100404084,0.49999654,0.5078586,0.50167805,0.49757406,0.50003105,0.50160515,1112,146,92,117,256,114,387
5277,3.7665124,0.040721178,0.100404084,0.49999654,0.5078581,0.5018156,0.4975633,0.500031,0.50159514,1112,146,92,117,256,114,387
5278,3.765081,0.040721178,0.100404084,0.49999654,0.5078585,0.50179,0.49757951,0.5000311,0.5015987,1112,146,92,117,256,114,387
5279,3.7637756,0.040721178,0.100404084,0.49999654,0.50785863,0.5017715,0.49759233,0.5000297,0.5015907,1112,146,92,117,256,114,387
5280,3.7628145,0.040721178,0.100404084,0.49999654,0.507858,0.50177425,0.49758968,0.5000302,0.5015919,1112,146,92,117,256,114,387
5281,3.7613459,0.040721178,0.100404084,0.4999964,0.50785905,0.501771,0.4975714,0.5000298,0.50159705,1112,146,92,117,256,114,387
5282,3.7606719,0.040721178,0.100404084,0.49999645,0.50785804,0.5019128,0.49754933,0.5000299,0.5015994,1112,146,92,117,256,114,387
5283,3.7588377,0.040721178,0.100404084,0.49999645,0.5078586,0.5017029,0.49760255,0.5000291,0.5015901,1112,146,92,117,256,114,387
5284,3.7580848,0.040721178,0.100404084,0.49999633,0.5078583,0.5018363,0.4975722,0.50002956,0.50159574,1112,146,92,117,256,114,387
5285,3.7565322,0.040721178,0.100404084,0.49999633,0.5078586,0.5016852,0.49754345,0.5000294,0.5016025,1112,146,92,117,256,114,387
5286,3.7556949,0.040721178,0.100404084,0.49999633,0.5078583,0.50187045,0.49759376,0.50002944,0.50158805,1112,146,92,117,256,114,387
5287,3.7541835,0.040721178,0.100404084,0.49999633,0.5078586,0.50166976,0.49758345,0.5000282,0.50159526,1112,146,92,117,256,114,387
5288,3.7534137,0.040721178,0.100404084,0.4999963,0.50785804,0.501859,0.49757808,0.5000288,0.5015878,1112,146,92,117,256,114,387
5289,3.751792,0.040721178,0.100093246,0.49999624,0.5078588,0.50171846,0.49757367,0.50002867,0.50160027,1112,146,92,117,256,114,387
5290,3.7509916,0.040721178,0.100093246,0.49999624,0.50785804,0.5018627,0.49756485,0.5000291,0.501591,1112,146,92,117,256,114,387
5291,3.749658,0.040721178,0.100093246,0.49999624,0.50785834,0.5016652,0.4975825,0.50002784,0.50158745,1112,146,92,117,256,114,387
5292,3.7486882,0.040721178,0.100093246,0.49999624,0.5078583,0.50186306,0.49758527,0.50002843,0.50159246,1112,146,92,117,256,114,387
5293,3.7476485,0.040721178,0.100093246,0.49999613,0.50785834,0.50185764,0.49755678,0.50002843,0.5015911,1112,146,92,117,256,114,387
5294,3.746465,0.040721178,0.100404084,0.49999613,0.5078583,0.50181085,0.49757057,0.50002867,0.50158596,1112,146,92,117,256,114,387
5295,3.745412,0.040721178,0.100404084,0.49999613,0.50785834,0.5017978,0.49756142,0.50002843,0.50159204,1112,146,92,117,256,114,387
5296,3.7442203,0.040721178,0.100404084,0.49999607,0.5078585,0.50179285,0.49758226,0.50002867,0.5015782,1112,146,92,117,256,114,387
5297,3.7431536,0.040721178,0.100404084,0.49999613,0.50785834,0.5017716,0.49756527,0.5000276,0.5015821,1112,146,92,117,256,114,387
5298,3.7419214,0.040721178,0.100404084,0.49999613,0.5078586,0.50179994,0.4976033,0.50002784,0.50158405,1112,146,92,117,256,114,387
5299,3.7406676,0.040721178,0.100404084,0.49999604,0.5078584,0.5016765,0.49760047,0.5000282,0.5015733,1112,146,92,117,256,114,387
5300,3.740034,0.040721178,0.100404084,0.49999604,0.50785834,0.5018504,0.49757093,0.5000284,0.5015755,1112,146,92,117,256,114,387
5301,3.7384207,0.040721178,0.100404084,0.49999607,0.50785863,0.5016682,0.4976076,0.50002813,0.50157344,1112,146,92,117,256,114,387
5302,3.7378044,0.040721178,0.100404084,0.49999607,0.50785834,0.50182503,0.49759126,0.5000284,0.5015723,1112,146,92,117,256,114,387
5303,3.736579,0.040721178,0.100404084,0.49999604,0.50785863,0.5016877,0.49757734,0.50002843,0.5015723,1112,146,92,117,256,114,387
5304,3.7357821,0.040721178,0.100404084,0.49999604,0.5078583,0.5018989,0.49760762,0.50002724,0.5015658,1112,146,92,117,256,114,387
5305,3.7342143,0.040721178,0.100404084,0.49999604,0.50785834,0.5017074,0.49760658,0.5000276,0.50157076,1112,146,92,117,256,114,387
5306,3.7337034,0.040721178,0.100404084,0.49999604,0.50785905,0.5018728,0.49759746,0.50002754,0.50156707,1112,146,92,117,256,114,387
5307,3.7321708,0.040721178,0.100404084,0.49999598,0.50785756,0.50171274,0.49761635,0.5000279,0.5015654,1112,146,92,117,256,114,387
5308,3.7314448,0.040721178,0.100404084,0.49999604,0.50785905,0.50188506,0.4975848,0.5000279,0.5015716,1112,146,92,117,256,114,387
5309,3.7300696,0.040721178,0.100404084,0.49999592,0.50785804,0.5017127,0.4976365,0.50002795,0.5015594,1112,146,92,117,256,114,387
5310,3.7292907,0.040721178,0.100404084,0.49999592,0.50785846,0.50188696,0.49760306,0.50002784,0.5015645,1112,146,92,117,256,114,387
5311,3.7280593,0.040721178,0.100404084,0.49999598,0.50785834,0.5016895,0.49759513,0.5000277,0.5015678,1112,146,92,117,256,114,387
5312,3.7273498,0.040721178,0.100404084,0.49999592,0.5078583,0.50191134,0.4976418,0.500028,0.5015551,1112,146,92,117,256,114,387
5313,3.7257175,0.040721178,0.100404084,0.49999586,0.50785863,0.50167906,0.49762625,0.50002754,0.50156575,1112,146,92,117,256,114,387
5314,3.7251158,0.040721178,0.100404084,0.49999586,0.50785804,0.5018587,0.49762058,0.5000279,0.5015566,1112,146,92,117,256,114,387
5315,3.7236953,0.040721178,0.100404084,0.49999592,0.5078591,0.5016826,0.49762625,0.50002766,0.5015637,1112,146,92,117,256,114,387
5316,3.7232542,0.040721178,0.100404084,0.49999586,0.5078575,0.50185627,0.49762517,0.5000279,0.50155425,1112,146,92,117,256,114,387
5317,3.7220573,0.040721178,0.100404084,0.49999583,0.5078599,0.50183105,0.49759975,0.50002706,0.5015652,1112,146,92,117,256,114,387
5318,3.7207978,0.040721178,0.100404084,0.49999583,0.5078573,0.5017854,0.49762395,0.50002664,0.5015639,1112,146,92,117,256,114,387
5319,3.719623,0.040721178,0.100404084,0.49999583,0.5078584,0.5016225,0.4976243,0.5000266,0.5015568,1112,146,92,117,256,114,387
5320,3.719086,0.040721178,0.100404084,0.49999583,0.50785834,0.50181246,0.49761105,0.50002694,0.50156134,1112,146,92,117,256,114,387
5321,3.717765,0.04041034,0.100404084,0.49999583,0.50785834,0.5017972,0.49762473,0.5000265,0.501566,1112,146,92,117,256,114,387
5322,3.7168975,0.040721178,0.100404084,0.49999583,0.50785834,0.50179106,0.49763146,0.5000273,0.50155497,1112,146,92,117,256,114,387
5323,3.7158706,0.04041034,0.100404084,0.49999583,0.5078584,0.50176936,0.49763298,0.5000269,0.50155956,1112,146,92,117,256,114,387
5324,3.7146223,0.04041034,0.100404084,0.49999583,0.50785834,0.50162745,0.49765408,0.50002706,0.5015562,1112,146,92,117,256,114,387
5325,3.7141037,0.04041034,0.100404084,0.49999583,0.5078584,0.5018098,0.49762985,0.5000271,0.5015563,1112,146,92,117,256,114,387
5326,3.7125053,0.04041034,0.100404084,0.49999583,0.5078585,0.50161767,0.49763042,0.50002694,0.5015646,1112,146,92,117,256,114,387
5327,3.712067,0.04041034,0.100404084,0.49999577,0.5078584,0.50180906,0.4976706,0.50002706,0.5015515,1112,146,92,117,256,114,387
5328,3.7106402,0.04041034,0.100404084,0.4999957,0.50785834,0.5016207,0.49763072,0.50002724,0.50156343,1112,146,92,117,256,114,387
5329,3.7104156,0.04041034,0.10071498,0.49999577,0.5078586,0.50181556,0.49763525,0.5000271,0.5015466,1112,146,92,117,256,114,387
5330,3.7093432,0.04041034,0.10071498,0.4999957,0.50785834,0.50179654,0.49766105,0.50002724,0.5015539,1112,146,92,117,256,114,387
5331,3.7082956,0.04041034,0.10071498,0.49999577,0.50785834,0.50176805,0.4976325,0.5000274,0.50155324,1112,146,92,117,256,114,387
5332,3.706955,0.04041034,0.10071498,0.49999565,0.5078585,0.5015579,0.4976619,0.50002706,0.5015461,1112,146,92,117,256,114,387
5333,3.7064953,0.04041034,0.10071498,0.4999957,0.5078584,0.50177705,0.49762702,0.50002724,0.50154924,1112,146,92,117,256,114,387
5334,3.7054288,0.04041034,0.10071498,0.49999565,0.5078585,0.50173545,0.4976518,0.5000272,0.5015567,1112,146,92,117,256,114,387
5335,3.7042568,0.04041034,0.10071498,0.4999957,0.50785834,0.5015888,0.49763453,0.5000271,0.5015551,1112,146,92,117,256,114,387
5336,3.7031794,0.04041034,0.10071498,0.4999957,0.5078585,0.50159156,0.49766,0.5000271,0.5015539,1112,146,92,117,256,114,387
5337,3.7023988,0.04041034,0.10071498,0.4999957,0.50785834,0.5016317,0.49765444,0.5000272,0.50154877,1112,146,92,117,256,114,387
5338,3.7020364,0.04041034,0.10071498,0.4999957,0.50785834,0.5018137,0.49761882,0.5000271,0.50155497,1112,146,92,117,256,114,387
5339,3.7005627,0.04041034,0.10071498,0.49999562,0.50785834,0.50160176,0.49765733,0.50002706,0.50154865,1112,146,92,117,256,114,387
5340,3.7002177,0.04041034,0.10071498,0.49999562,0.50785875,0.5018028,0.49762368,0.5000269,0.5015512,1112,146,92,117,256,114,387
5341,3.6985579,0.04041034,0.10071498,0.49999562,0.50785834,0.5015406,0.49764973,0.500027,0.50154877,1112,146,92,117,256,114,387
5342,3.69815,0.04041034,0.10071498,0.49999562,0.5078585,0.50174904,0.497637,0.50002694,0.5015538,1112,146,92,117,256,114,387
5343,3.6968486,0.04041034,0.100404084,0.49999562,0.50785834,0.50152385,0.49765638,0.500027,0.50154215,1112,146,92,117,256,114,387
5344,3.6964216,0.04041034,0.100404084,0.49999562,0.5078585,0.5017459,0.49765563,0.500027,0.501545,1112,146,92,117,256,114,387
5345,3.6947584,0.04041034,0.100404084,0.49999556,0.50785804,0.50150037,0.49764693,0.5000272,0.50155157,1112,146,92,117,256,114,387
5346,3.6941063,0.04041034,0.100404084,0.49999562,0.50785875,0.50156873,0.49765638,0.50002676,0.50154406,1112,146,92,117,256,114,387
5347,3.6938813,0.04041034,0.100404084,0.49999562,0.50785804,0.50179094,0.4976524,0.50002694,0.5015492,1112,146,92,117,256,114,387
5348,3.6923194,0.04041034,0.100404084,0.49999556,0.5078588,0.5015091,0.49766725,0.50002694,0.50153905,1112,146,92,117,256,114,387
5349,3.6918857,0.04041034,0.100404084,0.4999955,0.5078581,0.5017087,0.497641,0.5000269,0.5015476,1112,146,92,117,256,114,387
5350,3.6903565,0.04041034,0.100404084,0.49999562,0.50785875,0.50149566,0.49767,0.50002676,0.5015469,1112,146,92,117,256,114,387
5351,3.689694,0.04041034,0.100404084,0.49999562,0.50785804,0.5015333,0.49767074,0.5000269,0.50153965,1112,146,92,117,256,114,387
5352,3.6889606,0.04041034,0.100404084,0.4999955,0.5078585,0.5015884,0.49766564,0.50002664,0.50154495,1112,146,92,117,256,114,387
5353,3.688105,0.04041034,0.100404084,0.4999955,0.50785863,0.50157297,0.49767858,0.5000266,0.50153935,1112,146,92,117,256,114,387
5354,3.686624,0.04041034,0.100404084,0.4999955,0.50785804,0.50138056,0.49766856,0.5000268,0.5015498,1112,146,92,117,256,114,387
5355,3.6864796,0.04041034,0.100404084,0.4999955,0.5078591,0.5016538,0.49766847,0.50002664,0.5015447,1112,146,92,117,256,114,387
5356,3.6851664,0.04041034,0.100404084,0.4999955,0.50785804,0.5014196,0.49767107,0.5000265,0.50153816,1112,146,92,117,256,114,387
5357,3.6845083,0.04041034,0.100404084,0.49999556,0.5078584,0.5014948,0.4976589,0.5000264,0.50154227,1112,146,92,117,256,114,387
5358,3.683344,0.04041034,0.100404084,0.4999955,0.50785834,0.5013539,0.4976938,0.5000263,0.50153637,1112,146,92,117,256,114,387
5359,3.682906,0.040721178,0.100404084,0.49999556,0.50785834,0.50159216,0.49766424,0.50002635,0.50154215,1112,146,92,117,256,114,387
5360,3.6820655,0.04041034,0.100404084,0.49999562,0.5078585,0.50156635,0.49769723,0.50002635,0.5015378,1112,146,92,117,256,114,387
5361,3.6807418,0.04041034,0.100404084,0.49999556,0.5078584,0.5013892,0.49766785,0.5000264,0.5015415,1112,146,92,117,256,114,387
5362,3.6802435,0.040721178,0.100404084,0.49999562,0.5078585,0.5014175,0.49769038,0.50002617,0.50152594,1112,146,92,117,256,114,387
5363,3.679218,0.040721178,0.100404084,0.49999562,0.50785834,0.50144935,0.49768817,0.50002575,0.50153714,1112,146,92,117,256,114,387
5364,3.6785803,0.04041034,0.100404084,0.4999955,0.50785846,0.5014735,0.4976804,0.500026,0.5015359,1112,146,92,117,256,114,387
5365,3.6779172,0.040721178,0.100404084,0.4999955,0.50785834,0.50152045,0.49769694,0.5000259,0.50152326,1112,146,92,117,256,114,387
5366,3.6769767,0.040721178,0.100404084,0.4999955,0.50785846,0.5014899,0.49766904,0.50002605,0.50153476,1112,146,92,117,256,114,387
5367,3.6757433,0.040721178,0.100404084,0.4999955,0.50785804,0.5013209,0.49768567,0.50002605,0.50154,1112,146,92,117,256,114,387
5368,3.6754334,0.040721178,0.100404084,0.4999955,0.5078593,0.5015324,0.4976887,0.50002545,0.50152826,1112,146,92,117,256,114,387
5369,3.6741285,0.040721178,0.100404084,0.49999556,0.5078573,0.5013059,0.49767748,0.5000261,0.5015385,1112,146,92,117,256,114,387
5370,3.6735568,0.040721178,0.100404084,0.49999556,0.50785905,0.5014235,0.49769598,0.50002575,0.50152653,1112,146,92,117,256,114,387
5371,3.6727598,0.040721178,0.100404084,0.4999955,0.5078581,0.50141966,0.497671,0.5000257,0.50153214,1112,146,92,117,256,114,387
5372,3.6720946,0.040721178,0.100404084,0.49999556,0.50785834,0.5014272,0.49770838,0.50002575,0.5015227,1112,146,92,117,256,114,387
5373,3.6708188,0.040721178,0.100404084,0.4999955,0.5078584,0.5012667,0.4976899,0.5000256,0.5015346,1112,146,92,117,256,114,387
5374,3.6702414,0.040721178,0.100404084,0.4999955,0.5078585,0.5013508,0.49767894,0.5000257,0.5015346,1112,146,92,117,256,114,387
5375,3.6694732,0.040721178,0.100404084,0.4999955,0.50785834,0.50136435,0.4977055,0.5000256,0.5015222,1112,146,92,117,256,114,387
5376,3.6686473,0.040721178,0.100404084,0.49999556,0.50785834,0.5013538,0.49768484,0.5000254,0.5015286,1112,146,92,117,256,114,387
5377,3.6680171,0.040721178,0.100404084,0.4999955,0.50785834,0.5014154,0.4976853,0.5000254,0.50153375,1112,146,92,117,256,114,387
5378,3.6672826,0.040721178,0.100404084,0.4999955,0.50785834,0.5013724,0.4976929,0.5000257,0.50152266,1112,146,92,117,256,114,387
5379,3.666054,0.040721178,0.100404084,0.49999562,0.50785863,0.50118244,0.49770078,0.50002545,0.501531,1112,146,92,117,256,114,387
5380,3.6658506,0.040721178,0.100404084,0.4999955,0.5078583,0.5014398,0.4977014,0.5000254,0.5015158,1112,146,92,117,256,114,387
5381,3.6649132,0.040721178,0.100404084,0.4999955,0.50785834,0.5013877,0.4976843,0.50002545,0.50152844,1112,146,92,117,256,114,387
5382,3.6637127,0.040721178,0.100404084,0.4999955,0.5078583,0.5012224,0.4977057,0.5000253,0.5015246,1112,146,92,117,256,114,387
5383,3.6636534,0.040721178,0.100404084,0.4999955,0.5078588,0.5014351,0.4976741,0.50002515,0.5015256,1112,146,92,117,256,114,387
5384,3.662126,0.040721178,0.100404084,0.4999955,0.50785804,0.5011647,0.49770695,0.5000254,0.5015241,1112,146,92,117,256,114,387
5385,3.6620739,0.040721178,0.100404084,0.4999955,0.5078588,0.50143236,0.49768138,0.500025,0.5015243,1112,146,92,117,256,114,387
5386,3.6607206,0.040721178,0.100404084,0.4999955,0.50785774,0.50117,0.49769795,0.50002515,0.5015147,1112,146,92,117,256,114,387
5387,3.6600766,0.040721178,0.100404084,0.4999955,0.5078588,0.5012471,0.497687,0.50002486,0.50152475,1112,146,92,117,256,114,387
5388,3.6594586,0.040721178,0.100404084,0.4999955,0.50785774,0.5012799,0.49767882,0.5000254,0.5015223,1112,146,92,117,256,114,387
5389,3.6587212,0.040721178,0.100404084,0.4999955,0.5078593,0.50130004,0.49770927,0.500025,0.5015125,1112,146,92,117,256,114,387
5390,3.658091,0.040721178,0.100404084,0.4999955,0.50785744,0.50130177,0.4976784,0.50002515,0.5015214,1112,146,92,117,256,114,387
5391,3.6573653,0.040721178,0.100404084,0.4999955,0.5078591,0.5013173,0.497661,0.500025,0.50152373,1112,146,92,117,256,114,387
5392,3.656238,0.040721178,0.100404084,0.4999955,0.5078578,0.5011158,0.49770197,0.5000252,0.50151336,1112,146,92,117,256,114,387
5393,3.6555817,0.040721178,0.100404084,0.49999556,0.5078591,0.50119084,0.49766898,0.5000247,0.5015191,1112,146,92,117,256,114,387
5394,3.6555297,0.040721178,0.100404084,0.4999955,0.5078578,0.50144756,0.4976795,0.5000249,0.5015109,1112,146,92,117,256,114,387
5395,3.654016,0.040721178,0.100404084,0.4999955,0.50785863,0.50116926,0.49766332,0.500025,0.5015183,1112,146,92,117,256,114,387
5396,3.6532025,0.040721178,0.100404084,0.4999955,0.50785905,0.50105757,0.4976798,0.5000247,0.5015196,1112,146,92,117,256,114,387
5397,3.6527283,0.040721178,0.100404084,0.49999562,0.50785786,0.5011902,0.49768043,0.5000248,0.5015108,1112,146,92,117,256,114,387
5398,3.6521173,0.040721178,0.100404084,0.4999955,0.5078593,0.5012352,0.49766415,0.5000247,0.5015187,1112,146,92,117,256,114,387
5399,3.6514897,0.040721178,0.100404084,0.4999955,0.50785756,0.50126606,0.49768367,0.50002515,0.50150573,1112,146,92,117,256,114,387
5400,3.6508553,0.040721178,0.100404084,0.4999955,0.50785905,0.5012672,0.49765643,0.5000245,0.5015138,1112,146,92,117,256,114,387
5401,3.6496577,0.040721178,0.100404084,0.4999955,0.5078578,0.5010973,0.49768043,0.50002486,0.5015117,1112,146,92,117,256,114,387
5402,3.649491,0.040721178,0.100404084,0.4999955,0.50785804,0.50130683,0.49764335,0.5000247,0.5015121,1112,146,92,117,256,114,387
5403,3.6483667,0.040721178,0.100404084,0.4999955,0.50785875,0.50112504,0.49767464,0.5000244,0.5015097,1112,146,92,117,256,114,387
5404,3.6479511,0.040721178,0.100404084,0.4999955,0.5078578,0.5011949,0.49765345,0.50002474,0.50151044,1112,146,92,117,256,114,387
5405,3.6472592,0.040721178,0.100404084,0.4999955,0.5078588,0.50122434,0.49764985,0.5000243,0.5015131,1112,146,92,117,256,114,387
5406,3.6465168,0.040721178,0.100404084,0.4999955,0.5078578,0.50122505,0.49766776,0.5000246,0.50150347,1112,146,92,117,256,114,387
5407,3.6459558,0.040721178,0.100404084,0.4999955,0.5078588,0.5012719,0.4976488,0.5000244,0.50151277,1112,146,92,117,256,114,387
5408,3.6452527,0.040721178,0.100404084,0.4999955,0.5078583,0.5012624,0.49766883,0.5000245,0.5015057,1112,146,92,117,256,114,387
5409,3.6441164,0.040721178,0.100404084,0.4999955,0.5078588,0.5010458,0.49764484,0.5000241,0.50151384,1112,146,92,117,256,114,387
5410,3.6436133,0.040721178,0.100404084,0.4999955,0.5078578,0.50117415,0.497669,0.50002456,0.5015008,1112,146,92,117,256,114,387
5411,3.643166,0.040721178,0.100404084,0.4999955,0.5078591,0.50122637,0.49764255,0.5000244,0.5015056,1112,146,92,117,256,114,387
5412,3.6424417,0.040721178,0.100404084,0.4999955,0.5078578,0.50123906,0.49764526,0.50002456,0.50150627,1112,146,92,117,256,114,387
5413,3.6414793,0.040721178,0.100404084,0.4999955,0.5078586,0.5010155,0.4976495,0.5000244,0.5015029,1112,146,92,117,256,114,387
5414,3.6408901,0.040721178,0.100404084,0.4999955,0.50785834,0.50110924,0.49764436,0.5000245,0.5015016,1112,146,92,117,256,114,387
5415,3.6408157,0.040721178,0.100404084,0.49999544,0.50785834,0.5013579,0.49763167,0.5000244,0.5015055,1112,146,92,117,256,114,387
5416,3.6396027,0.040721178,0.100404084,0.4999955,0.5078585,0.5010957,0.4976514,0.5000244,0.5014942,1112,146,92,117,256,114,387
5417,3.639098,0.040721178,0.100404084,0.4999955,0.5078581,0.5011866,0.4976383,0.5000244,0.5015069,1112,146,92,117,256,114,387
5418,3.638492,0.040721178,0.100404084,0.49999544,0.5078591,0.501199,0.4976411,0.5000241,0.5014954,1112,146,92,117,256,114,387
5419,3.6377416,0.040721178,0.100404084,0.4999955,0.5078581,0.50119877,0.4976155,0.500024,0.50150335,1112,146,92,117,256,114,387
5420,3.6368108,0.040721178,0.100404084,0.49999544,0.5078588,0.5010338,0.49765486,0.5000241,0.5014953,1112,146,92,117,256,114,387
5421,3.6367438,0.040721178,0.100404084,0.49999544,0.5078581,0.50128216,0.49762234,0.50002456,0.5014983,1112,146,92,117,256,114,387
5422,3.6355333,0.040721178,0.100404084,0.4999955,0.5078588,0.5010512,0.49764135,0.50002414,0.5014953,1112,146,92,117,256,114,387
5423,3.6354723,0.040721178,0.100404084,0.49999544,0.5078578,0.5012759,0.49760875,0.5000243,0.50149465,1112,146,92,117,256,114,387
5424,3.6347399,0.040721178,0.100404084,0.49999544,0.50785875,0.50123924,0.4976315,0.50002426,0.5014959,1112,146,92,117,256,114,387
5425,3.6341403,0.040721178,0.100404084,0.4999955,0.5078581,0.5012528,0.49762458,0.5000241,0.50149345,1112,146,92,117,256,114,387
5426,3.6329925,0.040721178,0.100404084,0.4999955,0.50785875,0.50101376,0.49761406,0.50002414,0.50149757,1112,146,92,117,256,114,387
5427,3.632541,0.040721178,0.100404084,0.4999955,0.50785804,0.50113505,0.49762422,0.5000244,0.50149316,1112,146,92,117,256,114,387
5428,3.6320066,0.040721178,0.100404084,0.4999955,0.50785875,0.50117046,0.49759167,0.5000241,0.50150204,1112,146,92,117,256,114,387
5429,3.631314,0.040721178,0.100404084,0.4999955,0.50785804,0.5011474,0.4976131,0.50002426,0.5014949,1112,146,92,117,256,114,387
5430,3.6307912,0.040721178,0.100404084,0.49999544,0.50785875,0.50116634,0.49758762,0.5000243,0.50150144,1112,146,92,117,256,114,387
5431,3.6302814,0.040721178,0.100404084,0.49999544,0.50785804,0.50119036,0.49761403,0.5000244,0.5014867,1112,146,92,117,256,114,387
5432,3.6296253,0.040721178,0.100404084,0.4999955,0.50785875,0.501182,0.49760455,0.50002414,0.5014946,1112,146,92,117,256,114,387
5433,3.6285968,0.040721178,0.100404084,0.4999955,0.50785804,0.501002,0.49761775,0.5000243,0.5014883,1112,146,92,117,256,114,387
5434,3.6285715,0.040721178,0.100404084,0.4999955,0.5078583,0.50125766,0.49758542,0.500024,0.5014925,1112,146,92,117,256,114,387
5435,3.6274276,0.040721178,0.100404084,0.4999955,0.5078588,0.50102043,0.4976275,0.5000241,0.5014846,1112,146,92,117,256,114,387
5436,3.6269715,0.040721178,0.100404084,0.4999955,0.50785804,0.5010946,0.4975896,0.5000242,0.5014903,1112,146,92,117,256,114,387
5437,3.6264884,0.040721178,0.100404084,0.4999955,0.50785834,0.5011366,0.4975869,0.500024,0.5014924,1112,146,92,117,256,114,387
5438,3.6259198,0.040721178,0.100404084,0.4999955,0.5078583,0.50113827,0.49759477,0.50002396,0.50148153,1112,146,92,117,256,114,387
5439,3.6249313,0.040721178,0.100404084,0.49999556,0.50785834,0.5009681,0.49758944,0.50002515,0.5014881,1112,146,92,117,256,114,387
5440,3.6244447,0.040721178,0.100404084,0.4999955,0.507859,0.50107175,0.4976009,0.50002474,0.50148374,1112,146,92,117,256,114,387
5441,3.6245275,0.040721178,0.100404084,0.4999955,0.5078575,0.50126374,0.49756837,0.50002486,0.50148433,1112,146,92,117,256,114,387
5442,3.62328,0.040721178,0.100404084,0.4999955,0.50785905,0.50104946,0.49760482,0.5000256,0.5014787,1112,146,92,117,256,114,387
5443,3.6227822,0.040721178,0.100404084,0.49999556,0.50785804,0.5010578,0.49757373,0.50002575,0.5014809,1112,146,92,117,256,114,387
5444,3.6222067,0.040721178,0.100404084,0.49999556,0.5078583,0.5010934,0.49759895,0.50002635,0.50147325,1112,146,92,117,256,114,387
5445,3.621746,0.040721178,0.100404084,0.49999556,0.5078591,0.5011294,0.49757636,0.5000261,0.5014783,1112,146,92,117,256,114,387
5446,3.6211438,0.040721178,0.100404084,0.4999955,0.50785804,0.5011494,0.49758142,0.5000273,0.5014738,1112,146,92,117,256,114,387
5447,3.6206532,0.040721178,0.100404084,0.49999556,0.50785834,0.5011351,0.497568,0.5000269,0.50147676,1112,146,92,117,256,114,387
5448,3.6196249,0.040721178,0.100404084,0.4999955,0.5078583,0.50094515,0.49757454,0.50002754,0.50148094,1112,146,92,117,256,114,387
5449,3.6196208,0.040721178,0.100404084,0.4999955,0.50785834,0.50120115,0.49757925,0.500027,0.501469,1112,146,92,117,256,114,387
5450,3.618451,0.040721178,0.100404084,0.4999955,0.5078583,0.50096416,0.49756137,0.5000277,0.5014778,1112,146,92,117,256,114,387
5451,3.6186004,0.040721178,0.100404084,0.4999955,0.50785834,0.5012305,0.49758202,0.50002736,0.5014634,1112,146,92,117,256,114,387
5452,3.6173673,0.040721178,0.100404084,0.4999955,0.5078583,0.50097257,0.49756294,0.5000276,0.50147235,1112,146,92,117,256,114,387
5453,3.6169775,0.040721178,0.100404084,0.49999556,0.5078586,0.5010489,0.49758205,0.50002736,0.50146633,1112,146,92,117,256,114,387
5454,3.6169698,0.040721178,0.100404084,0.49999556,0.5078582,0.5012432,0.49754494,0.5000276,0.5014697,1112,146,92,117,256,114,387
5455,3.6158185,0.040721178,0.100404084,0.49999562,0.5078586,0.50102425,0.49757844,0.5000272,0.50146717,1112,146,92,117,256,114,387
5456,3.6149864,0.040721178,0.100404084,0.4999955,0.5078583,0.5008797,0.49755907,0.50002784,0.50146896,1112,146,92,117,256,114,387
5457,3.614863,0.040721178,0.100404084,0.4999955,0.50785834,0.50108975,0.4975352,0.50002736,0.5014705,1112,146,92,117,256,114,387
5458,3.6143897,0.040721178,0.100404084,0.4999955,0.5078583,0.501131,0.49757224,0.50002784,0.5014599,1112,146,92,117,256,114,387
5459,3.613381,0.040721178,0.100404084,0.4999955,0.5078585,0.50094527,0.4975453,0.5000273,0.50147253,1112,146,92,117,256,114,387
5460,3.613455,0.040721178,0.100404084,0.4999955,0.5078583,0.50117993,0.49755517,0.500028,0.50145996,1112,146,92,117,256,114,387
5461,3.612291,0.040721178,0.100404084,0.4999955,0.5078586,0.5009394,0.49755454,0.5000273,0.5014684,1112,146,92,117,256,114,387
5462,3.6123505,0.040721178,0.100404084,0.4999955,0.5078583,0.50114393,0.49755585,0.5000276,0.5014541,1112,146,92,117,256,114,387
5463,3.611218,0.040721178,0.100404084,0.4999955,0.50785863,0.5009152,0.49756667,0.50002736,0.5014653,1112,146,92,117,256,114,387
5464,3.6112652,0.040721178,0.100404084,0.49999556,0.5078583,0.50114954,0.49755245,0.5000276,0.50145406,1112,146,92,117,256,114,387
5465,3.6101596,0.040721178,0.100404084,0.4999955,0.5078586,0.5009281,0.4975594,0.50002724,0.501466,1112,146,92,117,256,114,387
5466,3.6098995,0.040721178,0.100404084,0.49999556,0.5078583,0.5010448,0.49755687,0.50002766,0.50145423,1112,146,92,117,256,114,387
5467,3.609354,0.040721178,0.100404084,0.4999955,0.50785834,0.5010294,0.49756056,0.5000282,0.5014576,1112,146,92,117,256,114,387
