Epoch,Loss,TrainingError,TestingError,PhatBar_1,PhatBar_2,PhatBar_3,PhatBar_4,PhatBar_5,S,S_1,S_2,S_3,S_4,S_5
0,108.7067,0.074,0.29000002,0.6863709,0.5885676,0.80616534,0.6634877,0.6458157,484,91,100,95,99,99
1,108.70659,0.074,0.29000002,0.6863706,0.5885676,0.80616534,0.6634876,0.6458156,484,91,100,95,99,99
2,108.70645,0.074,0.29000002,0.6863703,0.5885676,0.8061653,0.6634875,0.64581555,484,91,100,95,99,99
3,108.70632,0.074,0.29000002,0.68636996,0.5885676,0.8061652,0.66348743,0.64581555,484,91,100,95,99,99
4,108.70619,0.074,0.29000002,0.68636966,0.5885676,0.80616504,0.6634874,0.64581555,484,91,100,95,99,99
5,108.70606,0.074,0.29000002,0.68636936,0.5885676,0.806165,0.6634873,0.64581543,484,91,100,95,99,99
6,108.70595,0.074,0.29000002,0.6863691,0.5885676,0.80616486,0.6634872,0.64581543,484,91,100,95,99,99
7,108.70581,0.074,0.29000002,0.6863688,0.5885676,0.8061648,0.6634871,0.6458154,484,91,100,95,99,99
8,108.70568,0.074,0.29000002,0.6863685,0.5885677,0.8061648,0.66348696,0.6458154,484,91,100,95,99,99
9,108.70555,0.074,0.29000002,0.6863682,0.5885677,0.8061647,0.66348696,0.6458153,484,91,100,95,99,99
10,108.705414,0.074,0.29000002,0.6863679,0.5885677,0.8061646,0.6634869,0.64581525,484,91,100,95,99,99
11,108.70527,0.074,0.29000002,0.68636763,0.5885676,0.80616444,0.66348684,0.6458152,484,91,100,95,99,99
12,108.70515,0.074,0.29000002,0.6863674,0.5885676,0.80616444,0.6634868,0.6458152,484,91,100,95,99,99
13,108.705,0.074,0.29000002,0.68636703,0.5885677,0.8061642,0.66348666,0.64581513,484,91,100,95,99,99
14,108.70488,0.074,0.29000002,0.6863668,0.5885676,0.8061642,0.6634866,0.64581513,484,91,100,95,99,99
15,108.70474,0.074,0.29000002,0.68636644,0.5885677,0.8061642,0.66348654,0.6458151,484,91,100,95,99,99
16,108.70463,0.074,0.29000002,0.6863662,0.5885677,0.8061641,0.6634864,0.6458151,484,91,100,95,99,99
17,108.70449,0.074,0.29000002,0.68636584,0.5885677,0.8061641,0.66348636,0.645815,484,91,100,95,99,99
18,108.70436,0.074,0.29000002,0.68636554,0.5885677,0.80616397,0.6634863,0.645815,484,91,100,95,99,99
19,108.70424,0.074,0.29000002,0.68636525,0.5885677,0.80616397,0.6634863,0.6458149,484,91,100,95,99,99
20,108.70409,0.074,0.29000002,0.686365,0.5885677,0.8061639,0.6634862,0.6458149,484,91,100,95,99,99
21,108.703964,0.074,0.29000002,0.68636465,0.5885678,0.8061637,0.6634861,0.6458149,484,91,100,95,99,99
22,108.703835,0.074,0.29000002,0.6863643,0.5885678,0.8061637,0.66348606,0.6458148,484,91,100,95,99,99
23,108.7037,0.074,0.29000002,0.68636405,0.5885678,0.80616367,0.663486,0.6458148,484,91,100,95,99,99
24,108.70357,0.074,0.29000002,0.6863638,0.5885678,0.8061636,0.6634859,0.6458148,484,91,100,95,99,99
25,108.70343,0.074,0.29000002,0.68636346,0.5885678,0.8061635,0.6634858,0.64581466,484,91,100,95,99,99
26,108.7033,0.074,0.29000002,0.68636316,0.5885678,0.80616343,0.66348577,0.64581466,484,91,100,95,99,99
27,108.70317,0.074,0.29000002,0.68636286,0.5885678,0.80616343,0.66348565,0.6458146,484,91,100,95,99,99
28,108.70304,0.074,0.29000002,0.68636256,0.5885678,0.8061634,0.6634856,0.6458146,484,91,100,95,99,99
29,108.702896,0.074,0.29000002,0.6863622,0.58856785,0.80616325,0.6634855,0.64581454,484,91,100,95,99,99
30,108.702774,0.074,0.29000002,0.68636197,0.58856785,0.80616325,0.66348547,0.6458145,484,91,100,95,99,99
31,108.70264,0.074,0.29000002,0.6863616,0.58856785,0.80616313,0.66348547,0.6458145,484,91,100,95,99,99
32,108.7025,0.074,0.29000002,0.6863614,0.58856785,0.806163,0.6634853,0.64581436,484,91,100,95,99,99
33,108.70238,0.074,0.29000002,0.686361,0.58856785,0.806163,0.6634853,0.64581436,484,91,100,95,99,99
34,108.70226,0.074,0.29000002,0.6863608,0.5885679,0.80616295,0.6634851,0.64581436,484,91,100,95,99,99
35,108.7021,0.074,0.29000002,0.6863605,0.5885679,0.8061629,0.66348505,0.64581436,484,91,100,95,99,99
36,108.70198,0.074,0.29000002,0.68636006,0.5885679,0.8061629,0.663485,0.64581424,484,91,100,95,99,99
37,108.70185,0.074,0.29000002,0.6863598,0.5885679,0.8061628,0.6634849,0.64581424,484,91,100,95,99,99
38,108.70172,0.074,0.29000002,0.68635947,0.5885679,0.8061627,0.6634848,0.6458142,484,91,100,95,99,99
39,108.701584,0.074,0.29000002,0.68635917,0.5885679,0.8061626,0.66348475,0.6458142,484,91,100,95,99,99
40,108.70145,0.074,0.29000002,0.6863589,0.5885679,0.80616254,0.6634847,0.6458141,484,91,100,95,99,99
41,108.7013,0.074,0.29000002,0.6863586,0.5885679,0.8061625,0.6634846,0.64581406,484,91,100,95,99,99
42,108.70118,0.074,0.29000002,0.6863582,0.5885679,0.80616236,0.6634845,0.645814,484,91,100,95,99,99
43,108.70104,0.074,0.29000002,0.6863579,0.5885679,0.80616224,0.66348445,0.645814,484,91,100,95,99,99
44,108.7009,0.074,0.29000002,0.6863576,0.5885679,0.80616224,0.66348433,0.64581394,484,91,100,95,99,99
45,108.70077,0.074,0.29000002,0.6863573,0.588568,0.80616224,0.6634843,0.6458139,484,91,100,95,99,99
46,108.70062,0.074,0.29000002,0.68635696,0.588568,0.80616206,0.6634843,0.6458138,484,91,100,95,99,99
47,108.700485,0.074,0.29000002,0.6863567,0.588568,0.80616206,0.66348416,0.6458138,484,91,100,95,99,99
48,108.70036,0.074,0.29000002,0.68635637,0.588568,0.806162,0.66348416,0.6458138,484,91,100,95,99,99
49,108.70024,0.074,0.29000002,0.68635607,0.588568,0.806162,0.663484,0.64581376,484,91,100,95,99,99
50,108.70008,0.074,0.29000002,0.68635577,0.588568,0.8061618,0.663484,0.6458137,484,91,100,95,99,99
51,108.69996,0.074,0.29000002,0.6863555,0.58856803,0.80616176,0.6634838,0.6458137,484,91,100,95,99,99
52,108.699814,0.074,0.29000002,0.6863551,0.58856803,0.80616176,0.6634838,0.64581364,484,91,100,95,99,99
53,108.6997,0.074,0.29000002,0.6863548,0.58856803,0.8061616,0.66348374,0.6458136,484,91,100,95,99,99
54,108.699554,0.074,0.29000002,0.6863545,0.58856803,0.8061616,0.6634837,0.6458136,484,91,100,95,99,99
55,108.69943,0.074,0.29000002,0.6863542,0.5885681,0.8061614,0.6634836,0.6458135,484,91,100,95,99,99
56,108.699295,0.074,0.29000002,0.686354,0.5885681,0.8061614,0.6634835,0.64581347,484,91,100,95,99,99
57,108.69916,0.074,0.29000002,0.6863537,0.5885681,0.8061613,0.66348344,0.6458134,484,91,100,95,99,99
58,108.699036,0.074,0.29000002,0.6863534,0.5885681,0.8061613,0.6634834,0.6458134,484,91,100,95,99,99
