Epoch,Loss,TrainingError,TestingError,PhatBar_1,PhatBar_2,S,S_1,S_2
0,2297.5356,0.07136762,0.09809494,0.1249583,0.95460373,2923,176,2747
1,2290.3367,0.07108331,0.09667331,0.12640724,0.95398533,2923,176,2747
2,2283.0168,0.070230305,0.09610462,0.12786978,0.95335233,2923,176,2747
3,2275.5537,0.070230305,0.09525162,0.12934896,0.9527023,2923,176,2747
4,2267.9438,0.06994599,0.09468299,0.13084449,0.952035,2923,176,2747
5,2260.1675,0.06966162,0.09439862,0.13235997,0.9513482,2923,176,2747
6,2252.216,0.0693773,0.093545616,0.13389696,0.95064074,2923,176,2747
7,2244.0916,0.06909299,0.09297699,0.13545765,0.9499126,2923,176,2747
8,2235.7686,0.0676713,0.09183961,0.13706695,0.9491615,2923,176,2747
9,2227.2195,0.067386985,0.0915553,0.13873003,0.94838387,2923,176,2747
10,2218.442,0.067386985,0.09041798,0.1404226,0.9475792,2923,176,2747
11,2209.4102,0.06624967,0.08956498,0.14215136,0.9467446,2923,176,2747
12,2200.134,0.06539667,0.08842766,0.14391312,0.9458808,2923,176,2747
13,2190.5916,0.06482798,0.08729029,0.14571379,0.9449846,2923,176,2747
14,2180.7893,0.064543664,0.08672166,0.1475497,0.9440567,2923,176,2747
15,2170.6992,0.06425929,0.086437285,0.1494235,0.9430941,2923,176,2747
16,2160.3374,0.06369066,0.086437285,0.15133601,0.9420979,2923,176,2747
17,2149.6956,0.063121974,0.08615297,0.1532866,0.9410669,2923,176,2747
18,2138.7104,0.062268972,0.085015655,0.15528452,0.93999475,2923,176,2747
19,2127.364,0.061700284,0.083593965,0.15733089,0.938879,2923,176,2747
20,2115.6462,0.06141597,0.08274096,0.15942267,0.93771875,2923,176,2747
21,2103.537,0.061131656,0.082172334,0.16156219,0.93651134,2923,176,2747
22,2090.995,0.06056297,0.080750644,0.16375284,0.93525183,2923,176,2747
23,2078.004,0.059709966,0.08046633,0.16599414,0.933938,2923,176,2747
24,2064.5146,0.059709966,0.07961333,0.16829604,0.9325652,2923,176,2747
25,2050.5103,0.058856964,0.07847595,0.17065848,0.9311303,2923,176,2747
26,2036.0172,0.058288336,0.07847595,0.17307429,0.92963487,2923,176,2747
27,2020.9204,0.057435334,0.077907324,0.17556758,0.92806596,2923,176,2747
28,2005.2524,0.056297958,0.077338636,0.17812009,0.92642593,2923,176,2747
29,1988.9706,0.05572933,0.077338636,0.18073791,0.92470944,2923,176,2747
30,1972.0419,0.05373901,0.07676995,0.18341829,0.92291206,2923,176,2747
31,1954.3666,0.05373901,0.076485634,0.18617205,0.92102057,2923,176,2747
32,1935.9222,0.05231732,0.076485634,0.1889937,0.91903025,2923,176,2747
33,1916.6539,0.052033007,0.07620132,0.19189629,0.916933,2923,176,2747
34,1896.4874,0.05146432,0.07563263,0.19488521,0.9147159,2923,176,2747
35,1875.3429,0.05146432,0.074495316,0.19796246,0.91236585,2923,176,2747
36,1853.1996,0.050327003,0.074495316,0.20112623,0.9098764,2923,176,2747
37,1829.9427,0.05004263,0.074495316,0.20439896,0.90722674,2923,176,2747
38,1805.4595,0.049474,0.07392663,0.20779015,0.9043955,2923,176,2747
39,1779.789,0.049474,0.07364231,0.21129622,0.9013771,2923,176,2747
40,1752.9629,0.049189627,0.073073626,0.214921,0.8981648,2923,176,2747
41,1724.8876,0.048905313,0.073073626,0.21866412,0.89473355,2923,176,2747
42,1695.5284,0.04805231,0.071651995,0.22254181,0.8910597,2923,176,2747
43,1664.9352,0.04805231,0.07108331,0.22654559,0.8871283,2923,176,2747
44,1633.3531,0.047767997,0.07079899,0.23069334,0.8829521,2923,176,2747
45,1600.8087,0.04719931,0.0693773,0.23498656,0.87850595,2923,176,2747
46,1567.512,0.04719931,0.06823999,0.23940243,0.87379724,2923,176,2747
47,1533.573,0.04663068,0.0676713,0.24396735,0.8688246,2923,176,2747
48,1499.2866,0.04663068,0.06710267,0.24866663,0.8636092,2923,176,2747
49,1464.8474,0.04577768,0.06653398,0.25348985,0.8581759,2923,176,2747
50,1430.4337,0.045493305,0.06624967,0.2584237,0.8525445,2923,176,2747
51,1396.2405,0.044640303,0.06653398,0.26344624,0.84674215,2923,176,2747
52,1362.4926,0.044071674,0.06539667,0.26856557,0.840804,2923,176,2747
53,1329.2677,0.044071674,0.06425929,0.27375343,0.8347535,2923,176,2747
54,1296.8828,0.04435599,0.06397498,0.27894142,0.8286491,2923,176,2747
55,1265.5059,0.044640303,0.063121974,0.2841215,0.8225306,2923,176,2747
56,1235.3397,0.0437873,0.06198466,0.2892753,0.8164481,2923,176,2747
57,1206.3026,0.043502986,0.061700284,0.29442844,0.81037945,2923,176,2747
58,1178.3793,0.042649984,0.06141597,0.29954866,0.80435145,2923,176,2747
59,1151.524,0.042081296,0.06056297,0.3046595,0.7983719,2923,176,2747
60,1125.6819,0.041796982,0.059425652,0.30973372,0.79247284,2923,176,2747
61,1100.8981,0.041796982,0.059141338,0.31475386,0.7866423,2923,176,2747
62,1077.0458,0.042649984,0.059709966,0.3197743,0.78086126,2923,176,2747
63,1054.0857,0.04236567,0.059141338,0.3247592,0.775141,2923,176,2747
64,1031.9623,0.040659666,0.05857265,0.32971707,0.76949054,2923,176,2747
65,1010.7266,0.040375292,0.057435334,0.33464605,0.763933,2923,176,2747
66,990.4014,0.039806664,0.05715096,0.3395673,0.75849426,2923,176,2747
67,970.7516,0.039806664,0.05658233,0.34443858,0.75313896,2923,176,2747
68,951.74146,0.039806664,0.056013644,0.34925693,0.74787426,2923,176,2747
69,933.27783,0.039237976,0.054876328,0.35403872,0.742675,2923,176,2747
70,915.26495,0.038384974,0.054876328,0.35877505,0.73754144,2923,176,2747
71,897.69165,0.03810066,0.053454638,0.36343563,0.73247135,2923,176,2747
72,880.44147,0.037247658,0.051180005,0.36804712,0.7274625,2923,176,2747
73,863.60443,0.036963344,0.050611317,0.37258223,0.7225393,2923,176,2747
74,847.06824,0.035541654,0.050611317,0.377118,0.717664,2923,176,2747
75,830.92523,0.034972966,0.050611317,0.38156214,0.712892,2923,176,2747
76,815.2717,0.03468865,0.050327003,0.38591576,0.7082192,2923,176,2747
77,799.927,0.034404337,0.049758315,0.39014852,0.7036462,2923,176,2747
78,784.95557,0.034404337,0.049758315,0.39420718,0.6992056,2923,176,2747
79,770.23444,0.034119964,0.049474,0.39817783,0.6948631,2923,176,2747
80,755.77765,0.03326696,0.049189627,0.40213013,0.69065064,2923,176,2747
81,741.57697,0.032982647,0.048621,0.40596578,0.68655264,2923,176,2747
82,727.6432,0.03326696,0.04805231,0.4097291,0.68250984,2923,176,2747
83,714.03937,0.033551335,0.048336625,0.41330078,0.6786291,2923,176,2747
84,700.6641,0.03326696,0.04805231,0.4168271,0.67478985,2923,176,2747
85,687.6111,0.032982647,0.047767997,0.42020437,0.67112565,2923,176,2747
86,674.88965,0.032698333,0.047767997,0.42348024,0.66752136,2923,176,2747
87,662.3989,0.03241396,0.047483623,0.4266946,0.664058,2923,176,2747
88,650.0924,0.032698333,0.046914995,0.42981574,0.6606758,2923,176,2747
89,637.71747,0.032698333,0.04663068,0.43274924,0.6574872,2923,176,2747
90,625.2384,0.031561017,0.046346307,0.43567947,0.654325,2923,176,2747
91,612.5233,0.03184533,0.04577768,0.4383721,0.65128237,2923,176,2747
92,599.7118,0.031561017,0.044924676,0.44112933,0.6481582,2923,176,2747
93,587.0101,0.031561017,0.044071674,0.44390622,0.6451209,2923,176,2747
94,575.0083,0.031561017,0.0437873,0.44642144,0.64224887,2923,176,2747
95,563.53503,0.03184533,0.044071674,0.44888374,0.63942933,2923,176,2747
96,552.5665,0.031561017,0.043502986,0.4513358,0.6367317,2923,176,2747
97,542.1123,0.030708015,0.0429343,0.4536412,0.63424814,2923,176,2747
98,532.17694,0.030423641,0.0429343,0.45575276,0.6317763,2923,176,2747
99,522.59973,0.030423641,0.04236567,0.45799306,0.62932444,2923,176,2747
100,513.27954,0.030423641,0.04236567,0.4600909,0.6270005,2923,176,2747
101,504.35016,0.029855013,0.0429343,0.46208286,0.62463415,2923,176,2747
102,495.51852,0.029855013,0.0429343,0.4640256,0.62229776,2923,176,2747
103,487.0543,0.029855013,0.0429343,0.46611258,0.6199985,2923,176,2747
104,478.68777,0.02957064,0.0429343,0.46785355,0.61775595,2923,176,2747
105,470.4471,0.029286325,0.043218672,0.47004253,0.6156128,2923,176,2747
106,462.4625,0.029286325,0.043218672,0.4719507,0.6136363,2923,176,2747
107,454.60364,0.029855013,0.0429343,0.47366598,0.6115332,2923,176,2747
108,446.8486,0.029286325,0.042649984,0.4752116,0.60976785,2923,176,2747
109,438.72784,0.02957064,0.042649984,0.47698373,0.60786074,2923,176,2747
110,430.95538,0.029286325,0.042649984,0.47848424,0.6063062,2923,176,2747
111,423.26315,0.029286325,0.042649984,0.47986853,0.60484767,2923,176,2747
112,416.00854,0.029286325,0.042649984,0.48066625,0.6033943,2923,176,2747
113,409.45544,0.029286325,0.041796982,0.48144302,0.6021062,2923,176,2747
114,403.94183,0.02900201,0.041796982,0.48212853,0.6011703,2923,176,2747
115,399.4704,0.02900201,0.041512668,0.48240072,0.5999719,2923,176,2747
116,395.8361,0.02900201,0.041228294,0.48275948,0.59887964,2923,176,2747
117,392.9956,0.02900201,0.041228294,0.48342866,0.59786886,2923,176,2747
118,389.95062,0.02900201,0.04094398,0.4841239,0.59655887,2923,176,2747
119,386.84244,0.028717637,0.040659666,0.4846295,0.5952597,2923,176,2747
120,383.92407,0.028717637,0.041228294,0.4852747,0.5940658,2923,176,2747
121,380.5973,0.028717637,0.041228294,0.4859908,0.5924441,2923,176,2747
122,377.14404,0.028717637,0.041512668,0.48643538,0.5909618,2923,176,2747
123,374.69122,0.028717637,0.041512668,0.48769358,0.5892333,2923,176,2747
124,373.31845,0.028433323,0.041512668,0.48734763,0.5879457,2923,176,2747
125,372.3134,0.028717637,0.041512668,0.4877102,0.5871926,2923,176,2747
126,372.13297,0.028717637,0.041512668,0.48772267,0.5864269,2923,176,2747
127,371.0689,0.028433323,0.041512668,0.48781154,0.58567053,2923,176,2747
128,370.52432,0.028433323,0.041512668,0.48805845,0.58511364,2923,176,2747
129,370.26544,0.028433323,0.041512668,0.48832038,0.5845129,2923,176,2747
130,369.89288,0.028433323,0.041228294,0.48760054,0.5842803,2923,176,2747
131,370.31796,0.028433323,0.041228294,0.4885627,0.58393246,2923,176,2747
132,369.17743,0.028433323,0.041228294,0.4870983,0.58363885,2923,176,2747
133,370.87506,0.028433323,0.041228294,0.4881891,0.5833793,2923,176,2747
134,368.97095,0.028433323,0.041228294,0.48663294,0.58299744,2923,176,2747
135,370.79715,0.028149009,0.04094398,0.4881486,0.5830495,2923,176,2747
136,369.13904,0.028149009,0.041228294,0.4858718,0.58290213,2923,176,2747
137,371.15347,0.027864635,0.041228294,0.4890187,0.58183825,2923,176,2747
138,369.60873,0.028149009,0.041228294,0.48535138,0.5829258,2923,176,2747
139,371.7786,0.028149009,0.041512668,0.48832262,0.58157414,2923,176,2747
140,369.78253,0.028149009,0.041512668,0.4854504,0.58261544,2923,176,2747
141,371.94568,0.028149009,0.041228294,0.4881343,0.58197385,2923,176,2747
142,371.316,0.028149009,0.041228294,0.48401824,0.58318454,2923,176,2747
143,374.6522,0.028149009,0.041796982,0.48869073,0.5816644,2923,176,2747
144,371.8699,0.028149009,0.04094398,0.48368895,0.5837697,2923,176,2747
145,375.8034,0.028149009,0.04094398,0.48834306,0.5825228,2923,176,2747
146,373.04114,0.028149009,0.04094398,0.4829888,0.58423805,2923,176,2747
147,377.535,0.028433323,0.04094398,0.4891611,0.58262753,2923,176,2747
148,374.45764,0.028433323,0.04094398,0.4820391,0.58506846,2923,176,2747
149,378.57544,0.027864635,0.040659666,0.48963597,0.58284694,2923,176,2747
150,374.97647,0.027864635,0.04094398,0.4830247,0.5847792,2923,176,2747
151,379.8847,0.027864635,0.040659666,0.489812,0.58292407,2923,176,2747
152,375.62122,0.028149009,0.040375292,0.48216903,0.5851326,2923,176,2747
153,383.13055,0.028149009,0.040659666,0.49132365,0.5829387,2923,176,2747
154,377.93497,0.028149009,0.040659666,0.48697135,0.5846349,2923,176,2747
155,379.27505,0.028149009,0.040659666,0.48183945,0.5865349,2923,176,2747
156,383.70212,0.027864635,0.040375292,0.4915366,0.58300173,2923,176,2747
157,382.4193,0.027864635,0.04009098,0.48867118,0.585175,2923,176,2747
158,378.45334,0.027864635,0.039806664,0.48146912,0.58536536,2923,176,2747
159,386.23618,0.027864635,0.039806664,0.4910731,0.5853688,2923,176,2747
160,385.86115,0.027864635,0.039806664,0.49166527,0.5846956,2923,176,2747
161,379.69086,0.02758032,0.039806664,0.48587903,0.58680606,2923,176,2747
162,381.59534,0.02758032,0.039806664,0.4810252,0.5880366,2923,176,2747
163,386.35574,0.02758032,0.039237976,0.4909774,0.5861985,2923,176,2747
164,386.58035,0.027296007,0.039237976,0.4883856,0.5870883,2923,176,2747
165,381.49435,0.027296007,0.03952235,0.48187742,0.58839434,2923,176,2747
166,397.99844,0.027296007,0.038953662,0.48960027,0.5873827,2923,176,2747
167,382.0403,0.027296007,0.03952235,0.49098483,0.5811812,2923,176,2747
168,384.91898,0.027296007,0.039806664,0.47760227,0.5900438,2923,176,2747
169,389.05173,0.027296007,0.04009098,0.49281588,0.5824389,2923,176,2747
170,398.6739,0.027011633,0.040375292,0.489083,0.59134734,2923,176,2747
171,410.05652,0.027011633,0.039806664,0.49112174,0.5860123,2923,176,2747
172,397.05316,0.026727319,0.040375292,0.4808598,0.5812119,2923,176,2747
173,390.44202,0.026727319,0.041228294,0.49335095,0.5822034,2923,176,2747
174,403.45184,0.027011633,0.040659666,0.48737404,0.5905539,2923,176,2747
175,382.88083,0.02758032,0.040375292,0.4935728,0.57064205,2923,176,2747
176,395.18048,0.026727319,0.041228294,0.47322664,0.6007373,2923,176,2747
177,392.76114,0.027296007,0.04009098,0.49714568,0.5790615,2923,176,2747
178,390.6148,0.026443005,0.04009098,0.48771527,0.5819142,2923,176,2747
179,372.15753,0.026443005,0.04009098,0.4868869,0.57557136,2923,176,2747
180,386.0946,0.02615863,0.040375292,0.48428136,0.5945051,2923,176,2747
181,391.36823,0.026443005,0.038953662,0.50261825,0.5820919,2923,176,2747
182,387.86465,0.02615863,0.039237976,0.48902312,0.5785735,2923,176,2747
183,375.40814,0.02615863,0.039806664,0.50141484,0.5831789,2923,176,2747
184,388.50192,0.025874317,0.039237976,0.47386697,0.5964627,2923,176,2747
185,374.53726,0.02615863,0.038953662,0.50929177,0.5585869,2923,176,2747
186,413.10547,0.025590003,0.03952235,0.4617529,0.6163586,2923,176,2747
187,390.0698,0.026443005,0.038953662,0.5157017,0.55691874,2923,176,2747
188,428.5227,0.025305629,0.038384974,0.4543122,0.60748154,2923,176,2747
189,424.82327,0.026443005,0.039806664,0.55209297,0.54608536,2923,176,2747
190,441.13895,0.025305629,0.038669348,0.4577007,0.6220463,2923,176,2747
191,408.1436,0.026443005,0.04009098,0.5356802,0.53399414,2923,176,2747
192,451.99792,0.025590003,0.040659666,0.4423157,0.62806875,2923,176,2747
193,424.59882,0.026727319,0.039806664,0.54486185,0.55511075,2923,176,2747
194,411.76843,0.025590003,0.039237976,0.47794092,0.601172,2923,176,2747
195,408.78586,0.026443005,0.04009098,0.53200996,0.55084056,2923,176,2747
196,427.64072,0.025021315,0.03952235,0.45902625,0.6125059,2923,176,2747
197,416.6344,0.026727319,0.039806664,0.54708475,0.538974,2923,176,2747
198,416.98068,0.026443005,0.03952235,0.4631634,0.61032456,2923,176,2747
199,417.81833,0.027011633,0.039237976,0.53111225,0.5559334,2923,176,2747
200,433.4723,0.026443005,0.040375292,0.44385168,0.60851765,2923,176,2747
201,418.27362,0.026727319,0.039237976,0.5467853,0.54732686,2923,176,2747
202,442.2845,0.025874317,0.03952235,0.4208686,0.63079166,2923,176,2747
203,465.49554,0.027011633,0.040375292,0.56073314,0.5456173,2923,176,2747
204,443.58984,0.025874317,0.038384974,0.4454634,0.60394347,2923,176,2747
205,412.53702,0.027296007,0.039806664,0.55672395,0.54388046,2923,176,2747
206,456.0465,0.02615863,0.038953662,0.43855637,0.6243122,2923,176,2747
207,413.85907,0.027296007,0.040375292,0.5345724,0.55083776,2923,176,2747
208,452.15875,0.025590003,0.03952235,0.4672804,0.60838336,2923,176,2747
209,431.03305,0.02758032,0.042649984,0.49841282,0.5763259,2923,176,2747
210,453.6651,0.025874317,0.038384974,0.4812303,0.6012587,2923,176,2747
211,396.32178,0.027296007,0.039806664,0.5400387,0.5506148,2923,176,2747
212,495.2216,0.025874317,0.039806664,0.40611458,0.6347079,2923,176,2747
213,436.21506,0.02758032,0.04009098,0.5715057,0.53732204,2923,176,2747
214,460.27176,0.02615863,0.038953662,0.4108527,0.6324921,2923,176,2747
215,438.92593,0.027011633,0.040375292,0.5573883,0.5503407,2923,176,2747
216,485.8196,0.026727319,0.040659666,0.39883146,0.64444613,2923,176,2747
217,429.72943,0.027296007,0.040659666,0.5670364,0.54288226,2923,176,2747
218,463.53918,0.026443005,0.039237976,0.4074147,0.6333103,2923,176,2747
219,449.43878,0.027864635,0.039237976,0.57805395,0.52560455,2923,176,2747
220,456.3503,0.02615863,0.038384974,0.44958922,0.62104076,2923,176,2747
221,425.36404,0.027011633,0.040375292,0.51520216,0.56195486,2923,176,2747
222,455.6801,0.026727319,0.038669348,0.4630576,0.6137504,2923,176,2747
223,458.0764,0.027864635,0.040375292,0.5101217,0.57017636,2923,176,2747
224,499.08038,0.027296007,0.03952235,0.45999476,0.6088805,2923,176,2747
225,405.02255,0.027011633,0.04009098,0.5450278,0.5577203,2923,176,2747
226,540.9894,0.026727319,0.038384974,0.42811176,0.6394687,2923,176,2747
227,437.4409,0.028149009,0.039806664,0.5833254,0.524978,2923,176,2747
228,512.2078,0.026727319,0.03952235,0.39537144,0.64853597,2923,176,2747
229,458.7999,0.028149009,0.04009098,0.5686454,0.5444469,2923,176,2747
230,437.9484,0.026727319,0.038669348,0.44734886,0.6105202,2923,176,2747
231,430.37076,0.027864635,0.04009098,0.5413488,0.55934775,2923,176,2747
232,565.09296,0.026727319,0.03952235,0.43181401,0.65162873,2923,176,2747
233,519.3776,0.028717637,0.041228294,0.5470356,0.55711794,2923,176,2747
234,481.06165,0.027864635,0.037816346,0.50973916,0.5993406,2923,176,2747
235,434.49854,0.027864635,0.039237976,0.5073373,0.5748412,2923,176,2747
236,418.26703,0.027296007,0.038953662,0.4940945,0.588093,2923,176,2747
237,430.52014,0.027296007,0.039237976,0.48453566,0.5799977,2923,176,2747
238,426.25015,0.027296007,0.038953662,0.50508386,0.591222,2923,176,2747
239,461.6952,0.027011633,0.039237976,0.49193123,0.58551884,2923,176,2747
240,450.57202,0.026727319,0.040375292,0.48274943,0.600837,2923,176,2747
241,522.29736,0.028433323,0.039237976,0.5161756,0.5746323,2923,176,2747
242,445.46375,0.02758032,0.04009098,0.51768374,0.58966964,2923,176,2747
243,452.7692,0.027864635,0.040375292,0.47632998,0.58236,2923,176,2747
244,417.12463,0.02758032,0.03952235,0.50481606,0.59005237,2923,176,2747
245,455.1246,0.027296007,0.04009098,0.476844,0.5834087,2923,176,2747
246,445.6526,0.02758032,0.038953662,0.48240462,0.6115578,2923,176,2747
247,454.4228,0.02758032,0.03952235,0.5112198,0.55118686,2923,176,2747
248,464.08328,0.027296007,0.039806664,0.50486755,0.60219216,2923,176,2747
249,540.466,0.02758032,0.042081296,0.42494643,0.60137236,2923,176,2747
250,492.37872,0.028149009,0.04009098,0.52214116,0.59380347,2923,176,2747
251,493.35632,0.02758032,0.041228294,0.4182943,0.6010743,2923,176,2747
252,484.31448,0.028149009,0.038669348,0.53314424,0.58043724,2923,176,2747
253,480.1674,0.027864635,0.03810066,0.4666911,0.58787555,2923,176,2747
254,466.38022,0.028149009,0.038384974,0.5241915,0.5908846,2923,176,2747
255,484.62387,0.027011633,0.039237976,0.46461096,0.59365195,2923,176,2747
256,467.15717,0.027296007,0.038953662,0.5394444,0.5672936,2923,176,2747
257,539.15247,0.028149009,0.038669348,0.43400046,0.62236536,2923,176,2747
