Epoch,Loss,TrainingError,TestingError,PhatBar_1,PhatBar_2,PhatBar_3,PhatBar_4,PhatBar_5,PhatBar_6,PhatBar_7,PhatBar_8,PhatBar_9,PhatBar_10,S,S_1,S_2,S_3,S_4,S_5,S_6,S_7,S_8,S_9,S_10
1912,24.883362,0.12169814,0.3414634,0.50002015,0.50302815,0.50055623,0.43381375,0.50047874,0.5536539,0.52504885,0.49520937,0.5030143,0.50274956,591,111,154,19,15,24,93,69,2,27,77
1913,24.983635,0.12169814,0.3414634,0.50018895,0.50443107,0.49932215,0.43283004,0.5004818,0.57961,0.4756541,0.5048625,0.5030146,0.5027313,591,111,154,19,15,24,93,69,2,27,77
1914,24.874813,0.12169814,0.3414634,0.50001484,0.5030141,0.5005614,0.43380734,0.500487,0.5537473,0.5248775,0.4951201,0.5030227,0.5027468,591,111,154,19,15,24,93,69,2,27,77
1915,24.974154,0.12169814,0.3414634,0.5001871,0.5044369,0.49931738,0.4328352,0.50048596,0.57951903,0.4758193,0.5049034,0.5030167,0.50272346,591,111,154,19,15,24,93,69,2,27,77
1916,24.86857,0.12169814,0.3414634,0.50002724,0.50302035,0.500563,0.43369934,0.50048304,0.5538119,0.52474797,0.49511066,0.5030151,0.502744,591,111,154,19,15,24,93,69,2,27,77
1917,24.966993,0.12169814,0.3414634,0.50018954,0.50442713,0.49931374,0.43282714,0.50048107,0.57946473,0.47594568,0.50489324,0.5030089,0.5027244,591,111,154,19,15,24,93,69,2,27,77
1918,24.864218,0.12169814,0.3414634,0.50001806,0.50300896,0.5005703,0.43378887,0.5004918,0.5538578,0.5246542,0.49513212,0.50301534,0.50274163,591,111,154,19,15,24,93,69,2,27,77
1919,24.96202,0.12169814,0.3414634,0.50019014,0.5044394,0.49930915,0.43284696,0.5004752,0.5794109,0.47603402,0.5048653,0.50301844,0.50271595,591,111,154,19,15,24,93,69,2,27,77
1920,24.861572,0.12169814,0.3414634,0.500011,0.5030328,0.5005709,0.43379572,0.5004749,0.55388796,0.5245955,0.4951632,0.5030265,0.5027331,591,111,154,19,15,24,93,69,2,27,77
1921,24.958733,0.12169814,0.3414634,0.50019205,0.5044303,0.49930662,0.4328418,0.50047845,0.57937944,0.47608948,0.5048338,0.503015,0.5027177,591,111,154,19,15,24,93,69,2,27,77
1922,24.860195,0.12169814,0.3414634,0.50001943,0.50299317,0.50057685,0.43379548,0.50048393,0.5539095,0.52456385,0.49519452,0.5030188,0.50273526,591,111,154,19,15,24,93,69,2,27,77
1923,24.956738,0.12169814,0.3414634,0.5001895,0.5044417,0.49930075,0.4328448,0.5004776,0.57936066,0.4761209,0.5048038,0.50302714,0.50270635,591,111,154,19,15,24,93,69,2,27,77
1924,24.859928,0.12169814,0.3414634,0.50000906,0.50302434,0.5005798,0.43380043,0.5004772,0.553908,0.52455574,0.49522248,0.5030305,0.50272524,591,111,154,19,15,24,93,69,2,27,77
1925,24.955791,0.12169814,0.3414634,0.5001954,0.5044381,0.49929905,0.43283942,0.500468,0.57935417,0.47613126,0.50477713,0.5030191,0.5027087,591,111,154,19,15,24,93,69,2,27,77
1926,24.860428,0.12169814,0.3414634,0.5000188,0.5029852,0.5005833,0.43379876,0.50047964,0.55390817,0.524563,0.4952481,0.5030257,0.5027259,591,111,154,19,15,24,93,69,2,27,77
1927,24.955587,0.12169814,0.3414634,0.50018924,0.5044451,0.49929276,0.43284178,0.50047666,0.5793575,0.4761268,0.5047535,0.503032,0.5026986,591,111,154,19,15,24,93,69,2,27,77
1928,24.86156,0.12169814,0.3414634,0.5000219,0.5030057,0.5005867,0.4336951,0.50047904,0.5538831,0.52458507,0.49526912,0.5030179,0.50272244,591,111,154,19,15,24,93,69,2,27,77
1929,24.955856,0.12169814,0.3414634,0.5001915,0.50443494,0.49928945,0.43283176,0.5004731,0.5793793,0.47611296,0.50473386,0.5030254,0.5026995,591,111,154,19,15,24,93,69,2,27,77
1930,24.86296,0.12169814,0.3414634,0.5000096,0.50300753,0.5005909,0.43378374,0.5004831,0.5538604,0.52460986,0.4952884,0.50303054,0.5027176,591,111,154,19,15,24,93,69,2,27,77
1931,24.956427,0.12169814,0.3414634,0.5001955,0.50444734,0.49928555,0.43284816,0.50047046,0.5793804,0.47609589,0.5047151,0.5030202,0.50269705,591,111,154,19,15,24,93,69,2,27,77
1932,24.866413,0.12169814,0.3414634,0.5000152,0.5030022,0.50059354,0.43379244,0.5004676,0.55383486,0.5246736,0.4953059,0.5030276,0.50271285,591,111,154,19,15,24,93,69,2,27,77
1933,25.010979,0.12169814,0.3414634,0.5001942,0.5044372,0.49928322,0.43284005,0.5004675,0.57989675,0.4752452,0.5031082,0.5030324,0.50269073,591,111,154,19,15,24,93,69,2,27,77
1934,24.896786,0.12169814,0.3414634,0.50001025,0.5029893,0.5005984,0.43382013,0.5004778,0.5534941,0.52522856,0.49624738,0.50301856,0.5027154,591,111,154,19,15,24,93,69,2,27,77
1935,24.992378,0.12169814,0.3414634,0.5001951,0.50445676,0.4992775,0.43282476,0.500465,0.5796933,0.4755198,0.504207,0.50302875,0.5026866,591,111,154,19,15,24,93,69,2,27,77
1936,24.880932,0.12169814,0.3414634,0.5000133,0.50299114,0.500601,0.43381548,0.5004701,0.55367625,0.5249548,0.49553543,0.5030327,0.50270444,591,111,154,19,15,24,93,69,2,27,77
1937,24.976362,0.12169814,0.3414634,0.50019383,0.5044457,0.49927497,0.43282306,0.5004688,0.5795292,0.4757823,0.504651,0.5030389,0.50268245,591,111,154,19,15,24,93,69,2,27,77
1938,24.869215,0.12169814,0.3414634,0.50000894,0.5029814,0.50060564,0.4338091,0.5004732,0.55380625,0.52472955,0.4952609,0.50302863,0.5027049,591,111,154,19,15,24,93,69,2,27,77
1939,24.96366,0.12169814,0.3414634,0.50019705,0.504461,0.49926832,0.43282956,0.5004625,0.57940006,0.47600347,0.50481015,0.5030267,0.50267994,591,111,154,19,15,24,93,69,2,27,77
1940,24.860153,0.12169814,0.3414634,0.5000134,0.5029824,0.5006092,0.43381086,0.5004635,0.5539146,0.52454454,0.49517453,0.5030404,0.5026961,591,111,154,19,15,24,93,69,2,27,77
1941,24.953798,0.12169814,0.3414634,0.5001962,0.5044513,0.49926633,0.43282825,0.5004625,0.5793001,0.47618124,0.5048489,0.5030431,0.5026734,591,111,154,19,15,24,93,69,2,27,77
1942,24.85337,0.12169814,0.3414634,0.50002223,0.5029574,0.5006102,0.43380573,0.50047624,0.55398136,0.52441007,0.49516615,0.5030325,0.5026979,591,111,154,19,15,24,93,69,2,27,77
1943,24.94633,0.12169814,0.3414634,0.5001951,0.5044838,0.49926567,0.4328353,0.50046676,0.57921726,0.47631907,0.5048386,0.50303787,0.5026704,591,111,154,19,15,24,93,69,2,27,77
1944,24.848564,0.12169814,0.3414634,0.5000058,0.50298864,0.50061375,0.4338067,0.50046057,0.5540446,0.52429616,0.49518716,0.5030433,0.5026888,591,111,154,19,15,24,93,69,2,27,77
1945,24.940811,0.12169814,0.3414634,0.50019807,0.5044829,0.49926397,0.43282998,0.50045973,0.5791669,0.4764169,0.50481164,0.5030332,0.50267065,591,111,154,19,15,24,93,69,2,27,77
1946,24.845459,0.12169814,0.3414634,0.5000133,0.50294536,0.5006202,0.43380508,0.50046706,0.55408984,0.524226,0.49521923,0.5030364,0.5026903,591,111,154,19,15,24,93,69,2,27,77
1947,24.937075,0.12169814,0.34052533,0.5001955,0.5044848,0.49925593,0.43283287,0.5004595,0.5791317,0.4764835,0.5047771,0.5030414,0.5026618,591,111,154,19,15,24,93,69,2,27,77
1948,24.843763,0.12169814,0.34052533,0.5000167,0.5029647,0.500622,0.43369243,0.5004676,0.55409896,0.52418774,0.4952527,0.5030345,0.5026836,591,111,154,19,15,24,93,69,2,27,77
1949,24.934683,0.12169814,0.34052533,0.5001953,0.50445926,0.49925292,0.43282244,0.50046194,0.5791321,0.47652075,0.5047465,0.50303847,0.5026619,591,111,154,19,15,24,93,69,2,27,77
1950,24.84312,0.12169814,0.34052533,0.5000106,0.50295556,0.50062615,0.4337888,0.5004661,0.5540988,0.52417237,0.4952813,0.5030423,0.50268054,591,111,154,19,15,24,93,69,2,27,77
1951,24.933535,0.12169814,0.34052533,0.5001924,0.50448096,0.49924764,0.43284228,0.50046563,0.57911533,0.47653845,0.50471854,0.5030348,0.5026569,591,111,154,19,15,24,93,69,2,27,77
1952,24.843254,0.12169814,0.34052533,0.50000125,0.50297767,0.50063056,0.43379688,0.50045747,0.5540972,0.5241704,0.49530786,0.5030336,0.5026796,591,111,154,19,15,24,93,69,2,27,77
1953,24.93297,0.12169814,0.34052533,0.5002029,0.5044614,0.49924418,0.43283832,0.5004488,0.5791123,0.47654247,0.5046939,0.50304675,0.50265235,591,111,154,19,15,24,93,69,2,27,77
1954,24.843925,0.12169814,0.34052533,0.50000995,0.50294125,0.50063556,0.4337988,0.5004652,0.55409503,0.5241828,0.495331,0.50304985,0.5026726,591,111,154,19,15,24,93,69,2,27,77
1955,24.933102,0.12169814,0.34052533,0.50019735,0.5044798,0.49923635,0.43283856,0.50045633,0.5791146,0.4765336,0.50467193,0.5030332,0.50265217,591,111,154,19,15,24,93,69,2,27,77
1956,24.8461,0.12169814,0.34052533,0.50000155,0.50296795,0.5006406,0.43380347,0.50045425,0.55406785,0.52422357,0.49535087,0.5030447,0.5026678,591,111,154,19,15,24,93,69,2,27,77
1957,24.984087,0.12169814,0.34052533,0.50020045,0.50446427,0.49923566,0.4328321,0.50045735,0.5796079,0.47572792,0.5030808,0.50305134,0.50264484,591,111,154,19,15,24,93,69,2,27,77
1958,24.875898,0.12169814,0.34052533,0.50001013,0.50293213,0.50064236,0.43382877,0.5004634,0.5537395,0.52477306,0.49628618,0.50303304,0.5026716,591,111,154,19,15,24,93,69,2,27,77
1959,24.967115,0.12169814,0.34052533,0.5001977,0.50448596,0.49922952,0.43281776,0.5004479,0.57941586,0.47598273,0.5041627,0.5030437,0.50264364,591,111,154,19,15,24,93,69,2,27,77
1960,24.861088,0.12169814,0.34052533,0.5000008,0.50295866,0.5006493,0.43382284,0.50045204,0.5539026,0.52451515,0.49558464,0.50305015,0.5026587,591,111,154,19,15,24,93,69,2,27,77
1961,24.952385,0.12169814,0.34052533,0.5002034,0.5044746,0.4992248,0.432817,0.50045174,0.57926553,0.47622582,0.5046024,0.5030564,0.5026373,591,111,154,19,15,24,93,69,2,27,77
1962,24.850327,0.12169814,0.34052533,0.5000187,0.50293046,0.50065446,0.43370146,0.50045997,0.5540216,0.5243058,0.49531105,0.50304425,0.50265896,591,111,154,19,15,24,93,69,2,27,77
1963,24.940592,0.12169814,0.34052533,0.5001977,0.5044766,0.4992208,0.4328182,0.50045705,0.5791617,0.47643292,0.5047609,0.5030499,0.5026326,591,111,154,19,15,24,93,69,2,27,77
1964,24.842127,0.12169814,0.34052533,0.500007,0.50295085,0.50065583,0.4337989,0.5004512,0.5541124,0.5241357,0.49522465,0.50304055,0.5026561,591,111,154,19,15,24,93,69,2,27,77
1965,24.93163,0.12169814,0.34052533,0.50020295,0.50447184,0.49921668,0.43283278,0.500444,0.5790655,0.47659677,0.50479954,0.50303996,0.50263506,591,111,154,19,15,24,93,69,2,27,77
1966,24.835997,0.12169814,0.34052533,0.5000003,0.50294733,0.5006609,0.43379885,0.50045973,0.5541814,0.5240042,0.4952151,0.50305265,0.5026506,591,111,154,19,15,24,93,69,2,27,77
1967,24.92486,0.12169814,0.34052533,0.5002019,0.50447726,0.49921316,0.43283603,0.50044745,0.57899475,0.476722,0.5047912,0.5030571,0.5026252,591,111,154,19,15,24,93,69,2,27,77
1968,24.831726,0.12169814,0.34052533,0.5000075,0.5029445,0.5006668,0.43380484,0.50044394,0.5542377,0.52391,0.49523446,0.5030415,0.5026485,591,111,154,19,15,24,93,69,2,27,77
1969,24.920044,0.12169814,0.34052533,0.50020087,0.5044759,0.4992087,0.43283224,0.5004527,0.57894486,0.47681105,0.5047658,0.50304765,0.5026255,591,111,154,19,15,24,93,69,2,27,77
1970,24.829062,0.12169814,0.34052533,0.49999884,0.5029381,0.5006727,0.43380204,0.5004554,0.55426586,0.52384955,0.4952638,0.50305796,0.50264305,591,111,154,19,15,24,93,69,2,27,77
1971,24.91681,0.12169814,0.34052533,0.5002027,0.50447994,0.49920282,0.43283555,0.5004458,0.578916,0.47686768,0.50473464,0.5030537,0.5026191,591,111,154,19,15,24,93,69,2,27,77
1972,24.827627,0.12169814,0.34052533,0.50000364,0.5029401,0.5006766,0.43380693,0.50044775,0.55428535,0.523816,0.49529445,0.5030492,0.50263965,591,111,154,19,15,24,93,69,2,27,77
1973,24.914879,0.12169814,0.34052533,0.5002062,0.5044601,0.49920058,0.4328315,0.500448,0.5788973,0.47690052,0.50470585,0.50305605,0.5026204,591,111,154,19,15,24,93,69,2,27,77
1974,24.827297,0.12169814,0.34052533,0.50001115,0.5029498,0.5006783,0.43369618,0.5004466,0.5542804,0.5238052,0.49532148,0.503056,0.5026302,591,111,154,19,15,24,93,69,2,27,77
1975,24.913832,0.12169814,0.34052533,0.50019693,0.5044645,0.4991958,0.43282592,0.50044805,0.5789067,0.4769134,0.50467956,0.5030473,0.5026229,591,111,154,19,15,24,93,69,2,27,77
1976,24.82768,0.12169814,0.34052533,0.49999768,0.50296557,0.5006836,0.43378907,0.5004411,0.5542658,0.5238096,0.49534762,0.5030545,0.50262856,591,111,154,19,15,24,93,69,2,27,77
1977,24.913534,0.12169814,0.34052533,0.50020826,0.5044521,0.49919158,0.43283662,0.5004489,0.57890207,0.47691363,0.50465596,0.5030623,0.5026151,591,111,154,19,15,24,93,69,2,27,77
1978,24.828457,0.12169814,0.34052533,0.5000029,0.5029495,0.5006859,0.43379858,0.50044477,0.55426645,0.5238224,0.49536794,0.5030636,0.5026195,591,111,154,19,15,24,93,69,2,27,77
1979,24.913733,0.12169814,0.34052533,0.5002147,0.50444627,0.499185,0.43283468,0.50044096,0.5789059,0.47690305,0.5046365,0.50305474,0.5026024,591,111,154,19,15,24,93,69,2,27,77
1980,24.82981,0.12169814,0.34052533,0.499998,0.5029597,0.50069094,0.43380293,0.5004366,0.5542452,0.5238493,0.49538618,0.50306153,0.5026153,591,111,154,19,15,24,93,69,2,27,77
1981,24.962017,0.12169814,0.34052533,0.50020564,0.5044708,0.49918264,0.43283454,0.50044054,0.57937753,0.4761317,0.5030592,0.5030463,0.50260913,591,111,154,19,15,24,93,69,2,27,77
1982,24.85923,0.12169814,0.34052533,0.5000045,0.5029321,0.50069404,0.43382925,0.5004372,0.5539237,0.5243955,0.49631786,0.5030526,0.5026182,591,111,154,19,15,24,93,69,2,27,77
1983,24.946417,0.12169814,0.34052533,0.5002053,0.5044593,0.49917552,0.4328111,0.5004461,0.5792,0.4763673,0.5041264,0.50306267,0.5026025,591,111,154,19,15,24,93,69,2,27,77
1984,24.845158,0.12169814,0.34052533,0.5000102,0.502931,0.50069815,0.43382412,0.50044316,0.55407053,0.52415895,0.4956235,0.50306416,0.50260913,591,111,154,19,15,24,93,69,2,27,77
1985,24.932625,0.12169814,0.34052533,0.5002141,0.5044833,0.4991805,0.43281645,0.50043935,0.5790443,0.47660014,0.5045625,0.5030505,0.5025935,591,111,154,19,15,24,93,69,2,27,77
1986,24.83509,0.12169814,0.34052533,0.49999717,0.5029433,0.5006995,0.43382028,0.5004312,0.5541965,0.5239503,0.49535203,0.503061,0.5026064,591,111,154,19,15,24,93,69,2,27,77
1987,24.921701,0.12169814,0.34052533,0.50020903,0.5044995,0.4991706,0.4328184,0.50043637,0.57893586,0.4767919,0.5047213,0.5030589,0.50259537,591,111,154,19,15,24,93,69,2,27,77
1988,24.827522,0.12169814,0.34052533,0.5000051,0.5028945,0.5007044,0.4338161,0.50044197,0.5542941,0.52379185,0.4952641,0.50307006,0.5026071,591,111,154,19,15,24,93,69,2,27,77
1989,24.913338,0.12169814,0.34052533,0.5002036,0.5045097,0.49916577,0.43282187,0.5004348,0.5788503,0.4769464,0.5047628,0.5030584,0.5025857,591,111,154,19,15,24,93,69,2,27,77
1990,24.821991,0.12169814,0.34052533,0.50000733,0.50291246,0.5007109,0.4336983,0.5004423,0.55434936,0.5236719,0.495252,0.50306416,0.50260425,591,111,154,19,15,24,93,69,2,27,77
1991,24.907,0.12169814,0.34052533,0.5002135,0.5044707,0.499161,0.4328106,0.50043297,0.57880557,0.4770634,0.50475484,0.5030699,0.5025728,591,111,154,19,15,24,93,69,2,27,77
1992,24.818064,0.12169814,0.34052533,0.49999693,0.5029365,0.50071466,0.43379498,0.5004301,0.55438393,0.523584,0.49527028,0.50307304,0.50259274,591,111,154,19,15,24,93,69,2,27,77
1993,24.902561,0.12169814,0.34052533,0.50020856,0.50447416,0.4991552,0.43283165,0.5004389,0.57875365,0.47714758,0.5047324,0.50306255,0.5025869,591,111,154,19,15,24,93,69,2,27,77
1994,24.81549,0.12169814,0.34052533,0.5000007,0.50291824,0.5007195,0.4338061,0.50043255,0.5544263,0.5235232,0.49529696,0.5030667,0.5025909,591,111,154,19,15,24,93,69,2,27,77
1995,24.89949,0.12169814,0.34052533,0.5002044,0.50447744,0.49914932,0.4328313,0.5004328,0.57872325,0.47720394,0.5047033,0.50307035,0.50257856,591,111,154,19,15,24,93,69,2,27,77
1996,24.81419,0.12169814,0.34052533,0.49999508,0.50293255,0.5007249,0.4338096,0.5004253,0.55443686,0.52349204,0.49532524,0.5030623,0.5025918,591,111,154,19,15,24,93,69,2,27,77
1997,24.897688,0.12169814,0.34052533,0.50021845,0.50447536,0.49914616,0.4328256,0.5004322,0.5787028,0.47723556,0.5046755,0.50306773,0.5025657,591,111,154,19,15,24,93,69,2,27,77
1998,24.813816,0.12169814,0.34052533,0.5000016,0.50291014,0.50072944,0.4338103,0.50042516,0.5544465,0.52347976,0.49535245,0.5030698,0.5025836,591,111,154,19,15,24,93,69,2,27,77
1999,24.896805,0.12169814,0.34052533,0.5002062,0.5044711,0.49913558,0.43282413,0.5004397,0.57869935,0.47724637,0.50465095,0.50306153,0.50257623,591,111,154,19,15,24,93,69,2,27,77
2000,45.00342,0.12075472,0.33958727,0.52756,0.5505911,0.5583998,0.3567368,0.45281547,0.56767046,0.50321305,0.49815506,0.50258315,0.5017985,547,108,126,14,13,16,96,73,2,26,73
2001,38.60042,0.12075472,0.3377111,0.5330327,0.5373351,0.5400377,0.3660673,0.45913917,0.5658953,0.50442934,0.5021757,0.5027736,0.5009881,547,108,126,14,13,16,96,73,2,26,73
2002,36.730053,0.12075472,0.33677298,0.5280249,0.53447247,0.53100264,0.37231395,0.46316695,0.5564495,0.52697986,0.49847227,0.5029527,0.5006807,547,108,126,14,13,16,96,73,2,26,73
2003,35.393215,0.12075472,0.3377111,0.52993464,0.5325657,0.52141297,0.37607437,0.46682915,0.5589176,0.51556796,0.50155,0.5030848,0.500444,547,108,126,14,13,16,96,73,2,26,73
2004,34.06562,0.12075472,0.34052533,0.5251082,0.52837014,0.5161525,0.37836662,0.47013482,0.56121004,0.5197903,0.49885988,0.503196,0.500179,547,108,126,14,13,16,96,73,2,26,73
2005,33.23971,0.12075472,0.34052533,0.5277999,0.525895,0.50994587,0.37993065,0.4733417,0.56110555,0.51088077,0.50122374,0.50330466,0.49995792,547,108,126,14,13,16,96,73,2,26,73
2006,32.66876,0.12075472,0.34052533,0.52451843,0.5240042,0.50767815,0.38093308,0.47613317,0.5602336,0.51542115,0.49903646,0.50339013,0.49977702,547,108,126,14,13,16,96,73,2,26,73
2007,32.234818,0.12075472,0.33958727,0.52767015,0.5207032,0.50408006,0.38161528,0.47842953,0.56237763,0.5085052,0.5010372,0.5034861,0.49959004,547,108,126,14,13,16,96,73,2,26,73
2008,31.957066,0.12075472,0.33864915,0.52493495,0.52153975,0.5030915,0.38210452,0.4806041,0.557663,0.5122413,0.49917164,0.5035584,0.49961764,547,108,126,14,13,16,96,73,2,26,73
2009,32.038357,0.12075472,0.33958727,0.5275337,0.5144331,0.49979082,0.3824592,0.48320353,0.56778103,0.507383,0.5008894,0.50364244,0.49943277,547,108,126,14,13,16,96,73,2,26,73
2010,32.03263,0.12075472,0.33864915,0.5249435,0.52138895,0.5002248,0.3827343,0.48508728,0.55285305,0.50927454,0.49928442,0.50372213,0.49937454,547,108,126,14,13,16,96,73,2,26,73
2011,29.523834,0.12075472,0.3377111,0.5270637,0.5157794,0.49717185,0.38297647,0.4868785,0.563863,0.5028638,0.5007676,0.5037757,0.49946588,547,108,126,14,13,16,96,73,2,26,73
2012,30.062696,0.122641504,0.34052533,0.52570045,0.51300186,0.49570915,0.3831708,0.48851198,0.5770498,0.4972813,0.49937606,0.50384516,0.4995543,547,108,126,14,13,16,96,73,2,26,73
2013,30.076702,0.122641504,0.34052533,0.5253433,0.51307076,0.4964992,0.3833462,0.4903854,0.56216663,0.50536114,0.50067097,0.5039114,0.49963364,547,108,126,14,13,16,96,73,2,26,73
2014,28.917233,0.122641504,0.3414634,0.52366096,0.51342565,0.49499065,0.3835217,0.4916454,0.57025135,0.50003874,0.49945045,0.5039673,0.4999075,547,108,126,14,13,16,96,73,2,26,73
2015,29.196424,0.122641504,0.34052533,0.52422136,0.5113933,0.49409553,0.38361484,0.4927321,0.56624967,0.5032019,0.50059247,0.50400186,0.49993634,547,108,126,14,13,16,96,73,2,26,73
2016,29.877583,0.122641504,0.34052533,0.52245647,0.5135946,0.4942496,0.3837841,0.49408853,0.57213783,0.49537435,0.49950972,0.50405204,0.5001386,547,108,126,14,13,16,96,73,2,26,73
2017,30.04551,0.122641504,0.33864915,0.5229757,0.50780123,0.49396065,0.38387415,0.49424994,0.5695804,0.5045661,0.5005308,0.5040706,0.5005041,547,108,126,14,13,16,96,73,2,26,73
2018,29.555433,0.12169814,0.33864915,0.52232736,0.51433843,0.4931852,0.38398135,0.4953724,0.5614665,0.49884817,0.49955788,0.50411105,0.50064534,547,108,126,14,13,16,96,73,2,26,73
2019,28.923958,0.12169814,0.33864915,0.5216136,0.5119866,0.4921418,0.38406163,0.4958973,0.5645558,0.5018428,0.5004824,0.5041538,0.5007437,547,108,126,14,13,16,96,73,2,26,73
2020,29.367102,0.122641504,0.3377111,0.52073187,0.5097548,0.49304822,0.3841618,0.49648395,0.57431453,0.49596655,0.49959326,0.50418013,0.501076,547,108,126,14,13,16,96,73,2,26,73
2021,29.471006,0.122641504,0.3377111,0.52006406,0.5092078,0.49276635,0.3841858,0.49687874,0.56606954,0.5040418,0.5004394,0.50419706,0.5012022,547,108,126,14,13,16,96,73,2,26,73
2022,28.592766,0.122641504,0.33583492,0.51936847,0.51257074,0.49272138,0.3843361,0.4973794,0.56686866,0.4985984,0.4996269,0.5042239,0.5014216,547,108,126,14,13,16,96,73,2,26,73
2023,28.54198,0.122641504,0.33583492,0.5197308,0.50588983,0.49162513,0.3842355,0.4978719,0.5725108,0.50146896,0.50040084,0.50425047,0.50143707,547,108,126,14,13,16,96,73,2,26,73
2024,29.331335,0.122641504,0.33583492,0.5177225,0.514886,0.49337476,0.3845123,0.4981045,0.5680624,0.49454907,0.4996579,0.5042768,0.5016534,547,108,126,14,13,16,96,73,2,26,73
2025,29.676832,0.122641504,0.33583492,0.5189615,0.5026833,0.49270013,0.38429356,0.49820367,0.57367736,0.50478435,0.50036585,0.5042772,0.501686,547,108,126,14,13,16,96,73,2,26,73
2026,28.525293,0.122641504,0.33583492,0.5166207,0.51521206,0.4930575,0.3846221,0.49841937,0.56254417,0.4986337,0.4996905,0.50430405,0.50196296,547,108,126,14,13,16,96,73,2,26,73
2027,28.203012,0.123584926,0.33583492,0.51822877,0.5050575,0.4917667,0.3843662,0.49863636,0.5747583,0.49909857,0.5003279,0.5043248,0.50190574,547,108,126,14,13,16,96,73,2,26,73
2028,28.43671,0.123584926,0.33583492,0.51628846,0.5135482,0.49330744,0.3846877,0.49904844,0.56449866,0.4980116,0.4997171,0.5043431,0.50209814,547,108,126,14,13,16,96,73,2,26,73
2029,28.209415,0.123584926,0.33583492,0.5170962,0.50462633,0.49189168,0.38442105,0.49897882,0.57434416,0.50018615,0.5003014,0.50434077,0.5021934,547,108,126,14,13,16,96,73,2,26,73
2030,28.600117,0.123584926,0.33583492,0.51505685,0.51377016,0.49250463,0.38472837,0.49904537,0.56823134,0.4954071,0.49973932,0.5043587,0.5024405,547,108,126,14,13,16,96,73,2,26,73
2031,28.940756,0.123584926,0.33583492,0.51603574,0.5052984,0.49267226,0.38446662,0.4994585,0.5685391,0.50401306,0.50027794,0.5043764,0.5022633,547,108,126,14,13,16,96,73,2,26,73
2032,28.388403,0.12452829,0.33583492,0.51409054,0.5124439,0.49351555,0.38471156,0.49958685,0.5681496,0.4961944,0.49976236,0.50438774,0.502521,547,108,126,14,13,16,96,73,2,26,73
2033,28.562868,0.12452829,0.33395875,0.51454204,0.50536233,0.49307066,0.3845067,0.4996931,0.57044894,0.50283504,0.5002495,0.5043851,0.50248456,547,108,126,14,13,16,96,73,2,26,73
2034,28.748955,0.12452829,0.3348968,0.5133487,0.5129251,0.49293962,0.3847559,0.4997921,0.5701564,0.49408054,0.49978584,0.5044007,0.50263155,547,108,126,14,13,16,96,73,2,26,73
2035,28.917385,0.12452829,0.33395875,0.5137716,0.505312,0.4933245,0.38451925,0.49974132,0.56873614,0.50441855,0.5002238,0.5044041,0.50267637,547,108,126,14,13,16,96,73,2,26,73
2036,28.184078,0.12452829,0.3348968,0.512289,0.51229835,0.49441674,0.38476366,0.49992922,0.56713957,0.49718994,0.49981374,0.5044051,0.50279886,547,108,126,14,13,16,96,73,2,26,73
2037,28.026022,0.12452829,0.33302063,0.51301914,0.5056556,0.49338263,0.38453186,0.49998066,0.57242846,0.5007309,0.500193,0.50441915,0.50273347,547,108,126,14,13,16,96,73,2,26,73
2038,28.4796,0.12452829,0.33395875,0.5117872,0.5120072,0.49392065,0.38468012,0.5001725,0.57016534,0.49455842,0.49983558,0.5044243,0.50281876,547,108,126,14,13,16,96,73,2,26,73
2039,28.711815,0.12452829,0.33302063,0.5120276,0.5057395,0.4943521,0.3847153,0.50024664,0.56806237,0.5042058,0.5001719,0.504424,0.50280744,547,108,126,14,13,16,96,73,2,26,73
2040,28.12998,0.12452829,0.33302063,0.51050615,0.51174164,0.49499914,0.38472334,0.500249,0.5686724,0.49654195,0.49979833,0.5044353,0.5029687,547,108,126,14,13,16,96,73,2,26,73
2041,28.122402,0.12452829,0.33302063,0.5111999,0.5057954,0.49402362,0.38473427,0.5003269,0.57109785,0.5019243,0.50015056,0.5044477,0.5028931,547,108,126,14,13,16,96,73,2,26,73
2042,28.496407,0.12452829,0.33302063,0.51013505,0.51193076,0.4944567,0.38473684,0.5005259,0.5710265,0.49397784,0.49978495,0.5044558,0.5029025,547,108,126,14,13,16,96,73,2,26,73
2043,28.591515,0.12452829,0.33302063,0.5103587,0.50582814,0.49522766,0.38474596,0.50060934,0.5682033,0.5043045,0.5001687,0.5044606,0.5028847,547,108,126,14,13,16,96,73,2,26,73
2044,28.04362,0.12452829,0.33395875,0.50942636,0.51136255,0.49524376,0.3847458,0.50067216,0.56884986,0.49668315,0.49978426,0.5044591,0.50291175,547,108,126,14,13,16,96,73,2,26,73
2045,28.004156,0.12452829,0.3348968,0.50992936,0.5060853,0.49471045,0.38475335,0.500788,0.5707772,0.50182027,0.5001778,0.5044651,0.50281686,547,108,126,14,13,16,96,73,2,26,73
2046,28.328787,0.12452829,0.33583492,0.5090259,0.5110345,0.495315,0.38474545,0.50081885,0.5712067,0.49450505,0.49977627,0.5044803,0.5029248,547,108,126,14,13,16,96,73,2,26,73
2047,28.433163,0.12452829,0.33583492,0.5092296,0.5060853,0.49489793,0.38475418,0.5008678,0.5680156,0.5040824,0.50018436,0.5044698,0.502965,547,108,126,14,13,16,96,73,2,26,73
