Epoch,Loss,TrainingError,TestingError,PhatBar_1,PhatBar_2,PhatBar_3,PhatBar_4,PhatBar_5,PhatBar_6,PhatBar_7,PhatBar_8,PhatBar_9,PhatBar_10,S,S_1,S_2,S_3,S_4,S_5,S_6,S_7,S_8,S_9,S_10
3588,26.624819,0.1301887,0.32457787,0.49431938,0.50754917,0.49977875,0.3750143,0.5003963,0.60055083,0.49280477,0.5000018,0.50226426,0.50159854,566,105,140,15,12,17,110,65,2,27,73
3589,27.245518,0.1301887,0.32457787,0.4973634,0.489808,0.50077975,0.37522078,0.50035167,0.61611766,0.5093534,0.49999824,0.5022578,0.50142956,566,105,140,15,12,17,110,65,2,27,73
3590,26.657944,0.1301887,0.32457787,0.49416828,0.5078814,0.49976984,0.37495244,0.50040615,0.60055345,0.49240494,0.50000185,0.50223744,0.50157946,566,105,140,15,12,17,110,65,2,27,73
3591,27.252771,0.1301887,0.32457787,0.4972139,0.49016112,0.5008088,0.37517604,0.50035673,0.61572933,0.5097689,0.49999824,0.5022579,0.5014349,566,105,140,15,12,17,110,65,2,27,73
3592,26.588354,0.1301887,0.32457787,0.4942684,0.50709194,0.49981463,0.3749641,0.5004019,0.6016431,0.49239853,0.50000185,0.50225574,0.50156045,566,105,140,15,12,17,110,65,2,27,73
3593,26.979599,0.1301887,0.32457787,0.4970293,0.49157247,0.50076365,0.3751646,0.5003628,0.6138751,0.5092341,0.49999824,0.5022619,0.5014702,566,105,140,15,12,17,110,65,2,27,73
3594,26.58271,0.1301887,0.32457787,0.49442837,0.5068709,0.49981102,0.3750706,0.5004039,0.6009911,0.4929846,0.50000185,0.50225073,0.50159395,566,105,140,15,12,17,110,65,2,27,73
3595,27.119663,0.1301887,0.32457787,0.49713513,0.49077705,0.5007847,0.3752099,0.50036573,0.615304,0.5088197,0.49999824,0.50224715,0.5014553,566,105,140,15,12,17,110,65,2,27,73
3596,26.5657,0.1301887,0.32457787,0.49429584,0.507021,0.49981067,0.37499335,0.50040513,0.60124975,0.49306583,0.50000167,0.50226223,0.50156444,566,105,140,15,12,17,110,65,2,27,73
3597,27.029942,0.1301887,0.32457787,0.49706167,0.49134588,0.5007593,0.3751769,0.500362,0.61453635,0.5087328,0.49999824,0.5022557,0.50145,566,105,140,15,12,17,110,65,2,27,73
3598,26.572317,0.1301887,0.32457787,0.4943556,0.5070387,0.4997944,0.37498665,0.50040907,0.60095644,0.49316353,0.50000185,0.5022549,0.50155914,566,105,140,15,12,17,110,65,2,27,73
3599,27.120941,0.1301887,0.32457787,0.49707016,0.49102008,0.50075924,0.37515745,0.5003664,0.61517173,0.5089816,0.49999824,0.50225216,0.5014534,566,105,140,15,12,17,110,65,2,27,73
3600,26.555246,0.1301887,0.32551593,0.49445325,0.5066488,0.49977297,0.37507203,0.50040674,0.6013636,0.49309662,0.50000185,0.5022663,0.50156415,566,105,140,15,12,17,110,65,2,27,73
3601,27.028591,0.1301887,0.32457787,0.4971556,0.49117646,0.50071776,0.3752258,0.50037056,0.6146507,0.5086226,0.49999824,0.50226134,0.501457,566,105,140,15,12,17,110,65,2,27,73
3602,26.563427,0.1301887,0.32551593,0.49429664,0.5070972,0.49975342,0.3750008,0.50040823,0.60094774,0.49331406,0.50000185,0.502245,0.5015756,566,105,140,15,12,17,110,65,2,27,73
3603,27.090248,0.1301887,0.32457787,0.49713776,0.49099654,0.50073147,0.37518048,0.5003664,0.6150683,0.5087028,0.49999824,0.50225747,0.5014518,566,105,140,15,12,17,110,65,2,27,73
3604,26.539375,0.1301887,0.32551593,0.4943375,0.50680196,0.49975148,0.37498012,0.5004118,0.6013969,0.49328116,0.50000185,0.50225914,0.5015599,566,105,140,15,12,17,110,65,2,27,73
3605,27.016975,0.1301887,0.32457787,0.497056,0.49150816,0.5007037,0.37515536,0.5003704,0.6146517,0.5083714,0.49999824,0.50225323,0.50145483,566,105,140,15,12,17,110,65,2,27,73
3606,26.558393,0.1301887,0.32551593,0.49447784,0.5067475,0.49973518,0.3750702,0.500409,0.60089356,0.49347216,0.50000185,0.5022514,0.50156474,566,105,140,15,12,17,110,65,2,27,73
3607,27.105343,0.1301887,0.32551593,0.49710578,0.49089944,0.50070804,0.37521884,0.5003753,0.6152595,0.5085753,0.49999824,0.50225,0.5014744,566,105,140,15,12,17,110,65,2,27,73
3608,26.541142,0.1301887,0.32551593,0.4944156,0.506896,0.49971196,0.37499192,0.50041074,0.60120136,0.49332428,0.50000185,0.50226253,0.5015548,566,105,140,15,12,17,110,65,2,27,73
3609,27.021172,0.1301887,0.32645404,0.49733108,0.4909835,0.5006965,0.375181,0.5003753,0.6147553,0.50862145,0.49999824,0.50224197,0.50143546,566,105,140,15,12,17,110,65,2,27,73
3610,26.553572,0.1301887,0.32551593,0.49440718,0.50681984,0.49969628,0.3750627,0.5004144,0.60090125,0.4934056,0.50000185,0.50224483,0.5015726,566,105,140,15,12,17,110,65,2,27,73
3611,27.056383,0.1301887,0.32645404,0.49713272,0.49104643,0.5007068,0.3752234,0.5003731,0.6150202,0.5084529,0.49999824,0.5022567,0.50146735,566,105,140,15,12,17,110,65,2,27,73
3612,26.50381,0.1301887,0.32551593,0.49429333,0.50659484,0.49973527,0.3749934,0.50041425,0.60174096,0.49360317,0.50000185,0.50225097,0.50157195,566,105,140,15,12,17,110,65,2,27,73
3613,26.89584,0.1301887,0.32645404,0.49711248,0.49187094,0.5006495,0.37518093,0.5003735,0.6140009,0.5077827,0.49999824,0.5022505,0.5014528,566,105,140,15,12,17,110,65,2,27,73
3614,26.558842,0.1301887,0.32551593,0.49428606,0.5074338,0.49967006,0.3749766,0.50040996,0.60013914,0.49386486,0.50000185,0.5022511,0.50158185,566,105,140,15,12,17,110,65,2,27,73
3615,27.212807,0.1301887,0.32645404,0.49747345,0.48996866,0.5007192,0.3751634,0.5003773,0.61640096,0.5084945,0.49999824,0.5022433,0.5014047,566,105,140,15,12,17,110,65,2,27,73
3616,26.5225,0.1301887,0.32551593,0.49431744,0.5066895,0.49971566,0.3750278,0.50041914,0.6014583,0.49339798,0.50000185,0.50226104,0.50155544,566,105,140,15,12,17,110,65,2,27,73
3617,26.95681,0.1301887,0.32645404,0.49713483,0.49148586,0.5006658,0.3752258,0.500381,0.61440814,0.5080325,0.49999824,0.5022416,0.5014558,566,105,140,15,12,17,110,65,2,27,73
3618,26.535202,0.1301887,0.32551593,0.4942778,0.50712794,0.49969202,0.3749884,0.5004102,0.60067576,0.49373493,0.50000185,0.5022525,0.5015629,566,105,140,15,12,17,110,65,2,27,73
3619,27.05882,0.1301887,0.32645404,0.49746367,0.4905075,0.50066197,0.3752322,0.5003731,0.615203,0.5084928,0.49999824,0.5022528,0.5014324,566,105,140,15,12,17,110,65,2,27,73
3620,26.494225,0.1301887,0.32551593,0.49415967,0.5068365,0.49972025,0.37493858,0.5004182,0.60158527,0.49365887,0.50000185,0.50223655,0.5015806,566,105,140,15,12,17,110,65,2,27,73
3621,26.90336,0.1301887,0.32645404,0.4971843,0.4917851,0.5006365,0.3751627,0.5003775,0.6142058,0.5076556,0.49999824,0.50224525,0.5014391,566,105,140,15,12,17,110,65,2,27,73
3622,26.510046,0.1301887,0.32551593,0.4943866,0.5066811,0.49971455,0.37496066,0.50041425,0.60095763,0.49413154,0.50000185,0.5022495,0.50154734,566,105,140,15,12,17,110,65,2,27,73
3623,27.021442,0.1301887,0.32645404,0.49714515,0.49139392,0.5006434,0.3751363,0.5003844,0.6149996,0.5078307,0.49999824,0.50225693,0.5014408,566,105,140,15,12,17,110,65,2,27,73
3624,26.470512,0.1301887,0.32551593,0.49446583,0.5061072,0.49970344,0.37503496,0.5004186,0.60171217,0.494028,0.50000167,0.50224334,0.50156015,566,105,140,15,12,17,110,65,2,27,73
3625,26.863474,0.1301887,0.32645404,0.49705565,0.49211928,0.5005854,0.37520167,0.50038594,0.6139339,0.5073333,0.49999836,0.5022527,0.501468,566,105,140,15,12,17,110,65,2,27,73
3626,26.514229,0.1301887,0.32551593,0.494373,0.50684005,0.49966934,0.37498894,0.50041705,0.60068166,0.49428523,0.50000197,0.502253,0.5015599,566,105,140,15,12,17,110,65,2,27,73
3627,27.08649,0.1301887,0.32645404,0.4974016,0.49072853,0.50061154,0.37516642,0.5003862,0.6156092,0.5079694,0.49999836,0.50224775,0.5014023,566,105,140,15,12,17,110,65,2,27,73
3628,26.496588,0.1301887,0.32551593,0.49426886,0.5067995,0.4996704,0.374925,0.50042295,0.6013258,0.49389738,0.50000167,0.50224745,0.50153726,566,105,140,15,12,17,110,65,2,27,73
3629,26.91863,0.1301887,0.32645404,0.49722925,0.49166825,0.50060886,0.37515202,0.5003842,0.6142574,0.50767785,0.49999857,0.50224566,0.5014488,566,105,140,15,12,17,110,65,2,27,73
3630,26.47902,0.1301887,0.32551593,0.49443522,0.50626755,0.499699,0.37503254,0.50042593,0.60136384,0.49419367,0.50000167,0.50224406,0.5015669,566,105,140,15,12,17,110,65,2,27,73
3631,26.928185,0.1301887,0.32645404,0.49709126,0.49183306,0.50059044,0.37517837,0.5003891,0.6144202,0.5075295,0.49999836,0.50225216,0.50146466,566,105,140,15,12,17,110,65,2,27,73
3632,26.476341,0.1301887,0.32551593,0.49441117,0.5063651,0.4996751,0.37498745,0.5004243,0.601352,0.49430913,0.50000167,0.50224096,0.5015605,566,105,140,15,12,17,110,65,2,27,73
3633,26.922607,0.1301887,0.32645404,0.49715394,0.49182996,0.50056666,0.37515268,0.50038934,0.6144274,0.5074894,0.4999985,0.5022496,0.5014509,566,105,140,15,12,17,110,65,2,27,73
3634,26.49505,0.1301887,0.32551593,0.49440682,0.5065809,0.49965695,0.3749666,0.5004224,0.6010374,0.49432337,0.5000013,0.5022474,0.5015485,566,105,140,15,12,17,110,65,2,27,73
3635,26.999895,0.1301887,0.32645404,0.49732617,0.49126673,0.5005876,0.37513995,0.5003927,0.61509985,0.50743896,0.49999857,0.5022327,0.50140923,566,105,140,15,12,17,110,65,2,27,73
3636,26.482262,0.1301887,0.32551593,0.4944156,0.5064378,0.49965993,0.37502012,0.5004278,0.6012426,0.494178,0.50000197,0.50224715,0.5015384,566,105,140,15,12,17,110,65,2,27,73
3637,26.959137,0.1301887,0.32645404,0.49716464,0.49165323,0.5005771,0.3751854,0.5003945,0.61465186,0.507555,0.49999744,0.5022414,0.5014414,566,105,140,15,12,17,110,65,2,27,73
3638,26.486069,0.13113207,0.32551593,0.49438345,0.50672513,0.499647,0.37498984,0.50042653,0.6011084,0.49418917,0.5000025,0.5022555,0.50151914,566,105,140,15,12,17,110,65,2,27,73
3639,26.963078,0.1301887,0.32645404,0.49735844,0.49112242,0.50056225,0.3752061,0.5003919,0.6148389,0.5077107,0.49999744,0.5022379,0.50144345,566,105,140,15,12,17,110,65,2,27,73
3640,26.504856,0.13113207,0.32551593,0.4942458,0.50679123,0.4996518,0.37502646,0.5004302,0.6009556,0.49411926,0.5000025,0.50223494,0.50158554,566,105,140,15,12,17,110,65,2,27,73
3641,27.019825,0.1301887,0.32645404,0.4974244,0.49087328,0.5005898,0.37522486,0.50039107,0.6152205,0.50765437,0.49999744,0.5022489,0.50141674,566,105,140,15,12,17,110,65,2,27,73
3642,26.469364,0.13113207,0.32551593,0.49423587,0.50667363,0.499648,0.37495947,0.5004296,0.6013864,0.49416575,0.5000025,0.5022453,0.5015487,566,105,140,15,12,17,110,65,2,27,73
3643,26.89872,0.1301887,0.32645404,0.49726176,0.49175993,0.50055516,0.375168,0.5003927,0.61436,0.5073029,0.49999747,0.5022264,0.50142694,566,105,140,15,12,17,110,65,2,27,73
3644,26.479298,0.13113207,0.32551593,0.49435478,0.5066573,0.49961084,0.37495184,0.5004225,0.6009886,0.49439004,0.5000025,0.50224555,0.5015405,566,105,140,15,12,17,110,65,2,27,73
3645,26.971851,0.1301887,0.32645404,0.49725074,0.4914717,0.5005667,0.375145,0.50039417,0.6148364,0.5076035,0.49999747,0.5022404,0.50145555,566,105,140,15,12,17,110,65,2,27,73
3646,26.440418,0.13113207,0.32645404,0.49442834,0.5059832,0.4996769,0.37502775,0.50042766,0.601774,0.49440286,0.5000025,0.5022357,0.50157374,566,105,140,15,12,17,110,65,2,27,73
3647,26.834661,0.1301887,0.32645404,0.4970982,0.49228778,0.5005321,0.37517694,0.500397,0.6139773,0.5068561,0.49999747,0.502239,0.50146747,566,105,140,15,12,17,110,65,2,27,73
3648,26.47626,0.13113207,0.32645404,0.49442777,0.5064693,0.49964163,0.3749843,0.50042635,0.6008439,0.49476165,0.5000025,0.50223625,0.5015552,566,105,140,15,12,17,110,65,2,27,73
3649,26.989853,0.1301887,0.32645404,0.4973697,0.49125683,0.5005437,0.3751473,0.5003981,0.61515206,0.50728184,0.49999747,0.5022471,0.50140446,566,105,140,15,12,17,110,65,2,27,73
3650,26.445213,0.13113207,0.32645404,0.4943972,0.50620127,0.49964756,0.37501585,0.5004318,0.6014996,0.4944352,0.5000025,0.50223213,0.50154495,566,105,140,15,12,17,110,65,2,27,73
3651,26.877377,0.1301887,0.32645404,0.49715313,0.49202532,0.50052845,0.37517944,0.5003968,0.614319,0.5069449,0.49999747,0.5022443,0.5014373,566,105,140,15,12,17,110,65,2,27,73
3652,26.474234,0.13113207,0.32645404,0.49436632,0.50659704,0.499632,0.37496367,0.50043166,0.6008662,0.49463725,0.5000026,0.50224406,0.5015353,566,105,140,15,12,17,110,65,2,27,73
3653,26.991951,0.13113207,0.32645404,0.4972897,0.4913726,0.5005389,0.3751566,0.50039864,0.61511105,0.5073977,0.49999717,0.5022501,0.5014243,566,105,140,15,12,17,110,65,2,27,73
3654,26.447405,0.13113207,0.32645404,0.49435395,0.5065085,0.49963528,0.37495658,0.5004345,0.6014832,0.49443159,0.50000286,0.5022364,0.5015202,566,105,140,15,12,17,110,65,2,27,73
3655,26.864988,0.13113207,0.32645404,0.4973762,0.49153322,0.5005157,0.37519142,0.5004012,0.6143096,0.5071839,0.49999708,0.50223523,0.50143254,566,105,140,15,12,17,110,65,2,27,73
3656,26.50985,0.13113207,0.32645404,0.4942695,0.50698656,0.49962804,0.37502196,0.50043297,0.60032445,0.49444404,0.5000029,0.502247,0.5015713,566,105,140,15,12,17,110,65,2,27,73
3657,27.117968,0.13113207,0.32645404,0.49750733,0.4904565,0.5005751,0.37517902,0.50040114,0.6161024,0.5076081,0.4999971,0.5022318,0.5014032,566,105,140,15,12,17,110,65,2,27,73
3658,26.42081,0.13113207,0.32645404,0.4942139,0.50622827,0.49963576,0.3749183,0.50043505,0.60214365,0.49432284,0.5000033,0.5022288,0.50153667,566,105,140,15,12,17,110,65,2,27,73
3659,26.740625,0.13113207,0.32645404,0.4971783,0.4927215,0.50050753,0.37514195,0.5004025,0.6132134,0.5067383,0.4999963,0.5022396,0.50141156,566,105,140,15,12,17,110,65,2,27,73
3660,26.458136,0.13113207,0.32645404,0.49452463,0.50644356,0.49960563,0.3750368,0.50043386,0.60066,0.49489158,0.50000364,0.50224143,0.5015123,566,105,140,15,12,17,110,65,2,27,73
3661,26.996483,0.13113207,0.32645404,0.49734318,0.49097365,0.5005,0.37521386,0.5004063,0.61544436,0.5071515,0.4999965,0.50223696,0.5014448,566,105,140,15,12,17,110,65,2,27,73
3662,26.431278,0.13113207,0.32645404,0.49409902,0.5066455,0.49963847,0.37490225,0.50043076,0.6014768,0.49456084,0.50000346,0.5022331,0.50157076,566,105,140,15,12,17,110,65,2,27,73
3663,26.850685,0.13113207,0.32645404,0.49729586,0.49196297,0.5005187,0.37514254,0.5003995,0.61425936,0.50687915,0.4999962,0.50223327,0.501426,566,105,140,15,12,17,110,65,2,27,73
3664,26.457327,0.13113207,0.32645404,0.49443117,0.5063937,0.4996318,0.37501454,0.5004333,0.60078996,0.49478614,0.50000423,0.5022475,0.50154454,566,105,140,15,12,17,110,65,2,27,73
3665,26.975155,0.13113207,0.32645404,0.49740317,0.49124935,0.50052047,0.37517342,0.5004049,0.6152174,0.50709766,0.4999959,0.5022275,0.5014303,566,105,140,15,12,17,110,65,2,27,73
3666,26.406683,0.13113207,0.32645404,0.4944146,0.50587857,0.4996368,0.3750451,0.5004378,0.6017462,0.49475345,0.50000376,0.5022412,0.5015515,566,105,140,15,12,17,110,65,2,27,73
3667,26.78359,0.13113207,0.32645404,0.49714956,0.49241245,0.5004732,0.37521324,0.50040716,0.61378574,0.5065492,0.4999959,0.50223696,0.5014512,566,105,140,15,12,17,110,65,2,27,73
3668,26.444376,0.13113207,0.32645404,0.494369,0.5064896,0.49962103,0.37498096,0.50042886,0.60074353,0.4950857,0.5000042,0.502234,0.501549,566,105,140,15,12,17,110,65,2,27,73
3669,26.982754,0.13113207,0.32645404,0.4973644,0.4911353,0.5004825,0.3752072,0.5004028,0.6154849,0.5067654,0.4999959,0.50223565,0.5014367,566,105,140,15,12,17,110,65,2,27,73
3670,26.433449,0.13113207,0.32645404,0.4942018,0.5066551,0.4995977,0.37493214,0.5004331,0.6011055,0.49474564,0.5000043,0.5022336,0.5015544,566,105,140,15,12,17,110,65,2,27,73
3671,26.89132,0.13113207,0.32645404,0.49737868,0.49158674,0.5004972,0.3751606,0.50040275,0.6146852,0.5069103,0.49999574,0.50222594,0.5014222,566,105,140,15,12,17,110,65,2,27,73
3672,26.457485,0.13113207,0.32645404,0.4942586,0.5067935,0.499603,0.37491107,0.5004356,0.60069376,0.49474075,0.5000043,0.5022321,0.5015389,566,105,140,15,12,17,110,65,2,27,73
3673,26.992294,0.13113207,0.32645404,0.49753648,0.49105126,0.50051725,0.37513736,0.50040674,0.6154706,0.50704306,0.49999574,0.50222766,0.50137395,566,105,140,15,12,17,110,65,2,27,73
3674,26.41505,0.13113207,0.32645404,0.49438688,0.5063675,0.49962023,0.3750114,0.5004422,0.60135156,0.49465567,0.5000045,0.5022391,0.50149614,566,105,140,15,12,17,110,65,2,27,73
3675,26.842443,0.13113207,0.32645404,0.49738947,0.49153912,0.5004784,0.37522432,0.50041145,0.61443216,0.50689256,0.49999562,0.502235,0.50141764,566,105,140,15,12,17,110,65,2,27,73
3676,26.467152,0.13113207,0.32645404,0.4940963,0.5071194,0.49961132,0.37490317,0.50043875,0.60042655,0.4947921,0.5000045,0.5022221,0.5015549,566,105,140,15,12,17,110,65,2,27,73
3677,27.020424,0.13113207,0.32645404,0.49744067,0.49096504,0.50051934,0.37513602,0.5004081,0.6157065,0.5070472,0.49999562,0.50223505,0.5014056,566,105,140,15,12,17,110,65,2,27,73
3678,26.380165,0.13113207,0.32645404,0.49431258,0.5058957,0.49962613,0.37499014,0.50044084,0.6018904,0.49488372,0.5000045,0.5022327,0.50154305,566,105,140,15,12,17,110,65,2,27,73
3679,26.727053,0.13113207,0.32645404,0.49714583,0.49279317,0.500459,0.37516224,0.5004104,0.6134873,0.5060533,0.49999562,0.50222516,0.5014367,566,105,140,15,12,17,110,65,2,27,73
3680,26.427319,0.13113207,0.32645404,0.4944654,0.5064363,0.49961117,0.3749831,0.50043774,0.60056657,0.49539506,0.5000045,0.5022325,0.5015104,566,105,140,15,12,17,110,65,2,27,73
3681,26.963392,0.13113207,0.32645404,0.49754423,0.49086946,0.500458,0.37518027,0.5004125,0.61558634,0.50680435,0.49999574,0.5022393,0.5013881,566,105,140,15,12,17,110,65,2,27,73
3682,26.407904,0.13113207,0.32645404,0.4941753,0.506502,0.499617,0.37497783,0.5004432,0.6010629,0.49496472,0.5000043,0.5022389,0.50154907,566,105,140,15,12,17,110,65,2,27,73
3683,26.863085,0.13113207,0.32645404,0.4972818,0.49185356,0.5004848,0.37517,0.50041014,0.6146748,0.50645894,0.49999574,0.50222224,0.5014267,566,105,140,15,12,17,110,65,2,27,73
3684,26.400465,0.13113207,0.32645404,0.49431542,0.50631887,0.49960518,0.37493372,0.5004357,0.60103595,0.49522346,0.5000043,0.5022339,0.5015309,566,105,140,15,12,17,110,65,2,27,73
3685,26.852526,0.13113207,0.32645404,0.49728748,0.49195224,0.50045407,0.3751332,0.5004096,0.61458874,0.50635207,0.49999574,0.50223404,0.50144184,566,105,140,15,12,17,110,65,2,27,73
3686,26.384306,0.13113207,0.32645404,0.49446675,0.5058496,0.49961016,0.37502602,0.50043976,0.60122555,0.49530908,0.5000043,0.50223064,0.50155056,566,105,140,15,12,17,110,65,2,27,73
3687,26.816103,0.13113207,0.32645404,0.4971857,0.49218926,0.5004454,0.37518153,0.50041336,0.6144298,0.5061137,0.49999574,0.502224,0.5014586,566,105,140,15,12,17,110,65,2,27,73
3688,26.407202,0.13113207,0.32645404,0.49424905,0.5066814,0.49959037,0.37495074,0.5004389,0.60051584,0.49542025,0.5000043,0.5022267,0.50157034,566,105,140,15,12,17,110,65,2,27,73
3689,26.973015,0.13113207,0.32645404,0.49763027,0.4907033,0.5004806,0.37520054,0.50041115,0.61597174,0.5063603,0.49999574,0.50224006,0.5013817,566,105,140,15,12,17,110,65,2,27,73
3690,26.452793,0.13113207,0.32645404,0.49414825,0.5071985,0.49957815,0.374913,0.5004444,0.5999595,0.49503854,0.5000043,0.5022331,0.50152737,566,105,140,15,12,17,110,65,2,27,73
3691,27.038727,0.13113207,0.32645404,0.4975389,0.49074128,0.50052124,0.37514818,0.5004136,0.6160534,0.5069655,0.49999574,0.5022174,0.5013938,566,105,140,15,12,17,110,65,2,27,73
3692,26.354465,0.13113207,0.32645404,0.49419236,0.50608325,0.4996387,0.37491325,0.5004457,0.601718,0.49506256,0.50000405,0.50223356,0.50151724,566,105,140,15,12,17,110,65,2,27,73
3693,26.700861,0.13113207,0.32645404,0.49718687,0.49282587,0.5004655,0.37512004,0.50041676,0.6135318,0.50582296,0.49999604,0.5022301,0.5013985,566,105,140,15,12,17,110,65,2,27,73
3694,26.397682,0.13113207,0.32645404,0.49449936,0.50603783,0.49962875,0.3750249,0.50044435,0.6005868,0.49565658,0.5000037,0.5022282,0.5015152,566,105,140,15,12,17,110,65,2,27,73
3695,26.920206,0.13113207,0.32645404,0.49719825,0.49174803,0.50044197,0.3751515,0.5004188,0.6152987,0.5062246,0.4999962,0.5022264,0.50144696,566,105,140,15,12,17,110,65,2,27,73
3696,26.34792,0.13113207,0.32645404,0.49420777,0.5062389,0.49963084,0.37494755,0.5004468,0.6011557,0.495499,0.5000043,0.5022236,0.5015639,566,105,140,15,12,17,110,65,2,27,73
3697,26.778458,0.13113207,0.32645404,0.49740738,0.4919488,0.5004698,0.375141,0.50041544,0.61459947,0.50570095,0.49999553,0.5022367,0.50137836,566,105,140,15,12,17,110,65,2,27,73
3698,26.43448,0.13113207,0.32645404,0.49435487,0.5067256,0.4995781,0.37500563,0.5004464,0.599562,0.4955364,0.5000043,0.50222224,0.5015241,566,105,140,15,12,17,110,65,2,27,73
3699,27.115551,0.13113207,0.32645404,0.49733496,0.4907438,0.5005089,0.37515572,0.5004189,0.6168439,0.5066762,0.49999553,0.5022173,0.50141907,566,105,140,15,12,17,110,65,2,27,73
3700,26.282068,0.13113207,0.32645404,0.49417913,0.5056586,0.49964556,0.37492943,0.5004477,0.6018984,0.49546185,0.5000043,0.5022317,0.5015204,566,105,140,15,12,17,110,65,2,27,73
3701,26.595158,0.13113207,0.32645404,0.4970643,0.49359414,0.5004192,0.3751301,0.50041866,0.6128513,0.50496674,0.49999553,0.50222486,0.50140977,566,105,140,15,12,17,110,65,2,27,73
3702,26.370054,0.13113207,0.32645404,0.49456853,0.50600004,0.49964732,0.3750302,0.5004446,0.5999519,0.49628365,0.50000435,0.502229,0.50151074,566,105,140,15,12,17,110,65,2,27,73
3703,26.982971,0.13113207,0.32645404,0.4973383,0.49123907,0.5004294,0.37516883,0.5004219,0.61620826,0.50587815,0.49999553,0.502224,0.50140697,566,105,140,15,12,17,110,65,2,27,73
3704,26.293625,0.13113207,0.32645404,0.49419358,0.50605404,0.49964374,0.37492314,0.50044805,0.6008931,0.49579155,0.50000435,0.50222194,0.5015229,566,105,140,15,12,17,110,65,2,27,73
3705,26.731369,0.13113207,0.32645404,0.4971599,0.4927422,0.50042653,0.3751308,0.50041944,0.61423576,0.5051771,0.49999553,0.5022231,0.5014054,566,105,140,15,12,17,110,65,2,27,73
3706,26.34449,0.13113207,0.32551593,0.4944703,0.50607276,0.49963504,0.37501064,0.50044435,0.59984535,0.49617386,0.50000435,0.5022202,0.50151676,566,105,140,15,12,17,110,65,2,27,73
3707,26.96347,0.13113207,0.32645404,0.49719766,0.49154958,0.5004238,0.37517223,0.5004176,0.61615163,0.5056703,0.49999562,0.50221485,0.50143224,566,105,140,15,12,17,110,65,2,27,73
3708,26.2893,0.13113207,0.32551593,0.49424323,0.5061652,0.49960816,0.37495926,0.50044364,0.6003836,0.4960048,0.5000042,0.502233,0.5015243,566,105,140,15,12,17,110,65,2,27,73
3709,26.793058,0.13113207,0.32551593,0.49736017,0.4921718,0.50041395,0.37514317,0.50041765,0.6149419,0.50511956,0.4999962,0.5022092,0.50137484,566,105,140,15,12,17,110,65,2,27,73
3710,26.361675,0.13113207,0.32551593,0.49431244,0.50672424,0.49961492,0.3749186,0.5004474,0.5992334,0.4961525,0.50000334,0.50222844,0.50149286,566,105,140,15,12,17,110,65,2,27,73
3711,27.018593,0.13113207,0.32551593,0.4973474,0.49119982,0.5004572,0.3751155,0.500422,0.61648184,0.5059722,0.49999723,0.5022269,0.50140846,566,105,140,15,12,17,110,65,2,27,73
3712,26.249025,0.13113207,0.32551593,0.49428475,0.50551724,0.49965212,0.37498292,0.5004526,0.6011485,0.49605882,0.50000286,0.50222135,0.50153494,566,105,140,15,12,17,110,65,2,27,73
3713,26.633465,0.13113207,0.32551593,0.4969963,0.49350074,0.5003978,0.3751384,0.5004213,0.6134201,0.50456446,0.4999976,0.50222135,0.5014311,566,105,140,15,12,17,110,65,2,27,73
3714,26.32595,0.13113207,0.32551593,0.49448442,0.5059557,0.4996405,0.37494954,0.5004405,0.59992456,0.49662533,0.5000023,0.50223356,0.501511,566,105,140,15,12,17,110,65,2,27,73
3715,26.92109,0.13113207,0.32551593,0.4971878,0.49187416,0.5003882,0.3751146,0.50042033,0.61580306,0.50545675,0.4999976,0.50222754,0.50141597,566,105,140,15,12,17,110,65,2,27,73
3716,26.29482,0.13113207,0.32551593,0.49432874,0.505982,0.49961486,0.37493327,0.5004479,0.60044616,0.49603125,0.50000244,0.5022145,0.5015167,566,105,140,15,12,17,110,65,2,27,73
3717,26.80891,0.13113207,0.32551593,0.49716657,0.4924713,0.500418,0.37510374,0.5004234,0.6149624,0.5051978,0.4999976,0.502226,0.5014091,566,105,140,15,12,17,110,65,2,27,73
3718,26.340027,0.13113207,0.32551593,0.49436522,0.5065552,0.4996055,0.37500584,0.50045216,0.59920746,0.49623272,0.50000244,0.5022242,0.5015333,566,105,140,15,12,17,110,65,2,27,73
3719,27.07104,0.13113207,0.32551593,0.49752143,0.49061033,0.5004613,0.3751781,0.5004238,0.6172362,0.50550973,0.4999981,0.50222033,0.5013757,566,105,140,15,12,17,110,65,2,27,73
3720,26.33328,0.13113207,0.32551593,0.4940547,0.50693715,0.49959618,0.37491336,0.5004522,0.59934735,0.49586833,0.5000018,0.5022227,0.5015108,566,105,140,15,12,17,110,65,2,27,73
3721,26.931808,0.13113207,0.32551593,0.49741292,0.49145535,0.50047654,0.3751428,0.50042176,0.61584556,0.50579107,0.4999981,0.5022195,0.50140965,566,105,140,15,12,17,110,65,2,27,73
3722,26.276745,0.13113207,0.32551593,0.49429035,0.50583994,0.49963558,0.3750111,0.5004538,0.60040486,0.49611348,0.5000018,0.5022286,0.50153035,566,105,140,15,12,17,110,65,2,27,73
3723,26.758352,0.13113207,0.32551593,0.49713406,0.49260864,0.5004093,0.37517753,0.50042397,0.6145901,0.50490123,0.4999982,0.50221145,0.5014348,566,105,140,15,12,17,110,65,2,27,73
