Epoch,Loss,TrainingError,TestingError,PhatBar_1,PhatBar_2,PhatBar_3,S,S_1,S_2,S_3
0,114.72121,0.25316453,0.4295631,0.55144143,0.57816666,0.44373995,2410,796,1094,520
1,114.594406,0.25316453,0.4295631,0.5514074,0.57814187,0.44376245,2410,796,1094,520
2,114.46764,0.25316453,0.4295631,0.55137354,0.57811695,0.44378537,2410,796,1094,520
3,114.34094,0.25316453,0.4295631,0.55133975,0.578092,0.4438082,2410,796,1094,520
4,114.21431,0.25316453,0.4295631,0.551306,0.57806706,0.44383085,2410,796,1094,520
5,114.08778,0.25316453,0.4295631,0.5512724,0.57804215,0.44385335,2410,796,1094,520
6,113.96133,0.25316453,0.4295631,0.5512388,0.5780173,0.4438757,2410,796,1094,520
7,113.83518,0.25316453,0.4295631,0.55120504,0.57799256,0.44389793,2410,796,1094,520
8,113.70992,0.25316453,0.4295631,0.55117124,0.57796824,0.44391978,2410,796,1094,520
9,113.58473,0.25357288,0.4299714,0.55113757,0.5779439,0.44394156,2410,796,1094,520
10,113.459656,0.25357288,0.4299714,0.5511039,0.57791954,0.4439632,2410,796,1094,520
11,113.33463,0.25398123,0.4299714,0.5510703,0.5778952,0.44398472,2410,796,1094,520
12,113.209724,0.25357288,0.4299714,0.55103666,0.57787085,0.44400617,2410,796,1094,520
13,113.08494,0.25357288,0.4299714,0.5510032,0.5778465,0.44402748,2410,796,1094,520
14,112.96023,0.25357288,0.4299714,0.5509697,0.5778222,0.4440487,2410,796,1094,520
15,112.83564,0.25357288,0.4295631,0.5509362,0.57779795,0.44406983,2410,796,1094,520
16,112.71119,0.25357288,0.4299714,0.55090284,0.5777737,0.44409084,2410,796,1094,520
17,112.58697,0.25398123,0.4299714,0.5508694,0.57774955,0.4441117,2410,796,1094,520
18,112.462746,0.25398123,0.4299714,0.5508361,0.57772523,0.44413254,2410,796,1094,520
19,112.33865,0.25398123,0.4299714,0.55080277,0.577701,0.4441533,2410,796,1094,520
20,112.21467,0.25398123,0.4295631,0.5507695,0.5776768,0.44417405,2410,796,1094,520
21,112.09082,0.25357288,0.4295631,0.55073637,0.57765245,0.4441947,2410,796,1094,520
22,111.96716,0.25316453,0.4295631,0.55070317,0.57762825,0.44421527,2410,796,1094,520
23,111.84364,0.25316453,0.4295631,0.55067,0.577604,0.44423577,2410,796,1094,520
24,111.7202,0.25316453,0.4295631,0.550637,0.5775797,0.44425625,2410,796,1094,520
25,111.59704,0.25316453,0.4295631,0.55060405,0.57755536,0.4442766,2410,796,1094,520
26,111.474,0.25316453,0.4295631,0.550571,0.5775312,0.4442969,2410,796,1094,520
27,111.35124,0.25316453,0.4295631,0.550538,0.577507,0.44431716,2410,796,1094,520
28,111.22865,0.25316453,0.4295631,0.5505052,0.5774828,0.44433728,2410,796,1094,520
29,111.10622,0.25316453,0.4295631,0.5504724,0.5774586,0.44435742,2410,796,1094,520
30,110.98411,0.25316453,0.4295631,0.5504396,0.57743454,0.4443774,2410,796,1094,520
31,110.862076,0.25316453,0.4295631,0.5504068,0.57741034,0.44439748,2410,796,1094,520
32,110.7403,0.25316453,0.4299714,0.55037415,0.5773862,0.4444175,2410,796,1094,520
33,110.61863,0.25316453,0.4299714,0.5503415,0.577362,0.44443756,2410,796,1094,520
34,110.497246,0.25275624,0.4299714,0.55030894,0.5773378,0.44445747,2410,796,1094,520
35,110.37596,0.25275624,0.4299714,0.5502764,0.5773136,0.44447747,2410,796,1094,520
36,110.25531,0.25275624,0.4299714,0.55024374,0.57728964,0.44449738,2410,796,1094,520
37,110.13518,0.25275624,0.4299714,0.5502108,0.5772659,0.44451752,2410,796,1094,520
