Epoch,Loss,PhatBar_1,PhatBar_2,S,S_1,S_2,TestingError,TrainingError
0,0.4141797423362732,0.7754620313644409,0.7582955956459045,1703,883,820,0.19819998741149902,0.1380000114440918
1,0.41404011845588684,0.7754581570625305,0.7582914233207703,1703,883,820,0.19830000400543213,0.1380000114440918
2,0.4138946533203125,0.7754542827606201,0.7582870721817017,1703,883,820,0.19880002737045288,0.13749998807907104
3,0.4137427508831024,0.7754501104354858,0.758282482624054,1703,883,820,0.19880002737045288,0.13700002431869507
4,0.4135843515396118,0.7754459381103516,0.7582777142524719,1703,883,820,0.1980000138282776,0.1380000114440918
5,0.4134189784526825,0.7754415273666382,0.758272647857666,1703,883,820,0.19809997081756592,0.13899999856948853
6,0.41324582695961,0.7754369974136353,0.7582671642303467,1703,883,820,0.19749999046325684,0.13849997520446777
7,0.4130650460720062,0.775432288646698,0.7582613825798035,1703,883,820,0.1970999836921692,0.13899999856948853
8,0.4128754436969757,0.7754274010658264,0.7582552433013916,1703,883,820,0.1965000033378601,0.14099997282028198
9,0.4126763939857483,0.7754223346710205,0.7582488059997559,1703,883,820,0.1965000033378601,0.14149999618530273
10,0.4124666750431061,0.7754170298576355,0.7582418322563171,1703,883,820,0.19609999656677246,0.1420000195503235
11,0.41224709153175354,0.7754114866256714,0.7582343220710754,1703,883,820,0.19520002603530884,0.14099997282028198
12,0.41201668977737427,0.775405764579773,0.7582263946533203,1703,883,820,0.19489997625350952,0.14149999618530273
13,0.41177472472190857,0.7753998041152954,0.7582181692123413,1703,883,820,0.1938999891281128,0.14149999618530273
14,0.41151925921440125,0.7753936052322388,0.758209228515625,1703,883,820,0.19359999895095825,0.140500009059906
15,0.4112492501735687,0.7753870487213135,0.7581995725631714,1703,883,820,0.19300001859664917,0.140500009059906
16,0.41096416115760803,0.7753802537918091,0.7581893801689148,1703,883,820,0.19270002841949463,0.13950002193450928
17,0.4106627404689789,0.7753732204437256,0.7581784129142761,1703,883,820,0.19290000200271606,0.13999998569488525
18,0.4103427231311798,0.7753657698631287,0.7581667900085449,1703,883,820,0.19220000505447388,0.13950002193450928
19,0.41000211238861084,0.7753578424453735,0.7581542730331421,1703,883,820,0.19129997491836548,0.13999998569488525
20,0.40964096784591675,0.7753497958183289,0.7581407427787781,1703,883,820,0.1909000277519226,0.140500009059906
21,0.4092552959918976,0.7753412127494812,0.7581261396408081,1703,883,820,0.19019997119903564,0.13950002193450928
22,0.40884271264076233,0.7753322720527649,0.7581104040145874,1703,883,820,0.18930000066757202,0.13899999856948853
23,0.40840083360671997,0.7753229141235352,0.7580931186676025,1703,883,820,0.18900001049041748,0.13899999856948853
24,0.40792617201805115,0.7753130793571472,0.7580746412277222,1703,883,820,0.18879997730255127,0.140500009059906
25,0.4074161946773529,0.7753026485443115,0.7580545544624329,1703,883,820,0.18870002031326294,0.13999998569488525
26,0.4068675935268402,0.7752916812896729,0.758032500743866,1703,883,820,0.18790000677108765,0.13999998569488525
27,0.40627431869506836,0.7752801775932312,0.7580087184906006,1703,883,820,0.1873999834060669,0.13899999856948853
28,0.40563079714775085,0.7752678394317627,0.7579824924468994,1703,883,820,0.1873999834060669,0.13899999856948853
29,0.40493109822273254,0.7752549648284912,0.757953941822052,1703,883,820,0.18690001964569092,0.13899999856948853
30,0.4041687250137329,0.7752411961555481,0.757922351360321,1703,883,820,0.18699997663497925,0.13950002193450928
31,0.4033362865447998,0.7752265930175781,0.7578873634338379,1703,883,820,0.18639999628067017,0.14149999618530273
32,0.4024312496185303,0.7752113342285156,0.7578485012054443,1703,883,820,0.18580001592636108,0.14149999618530273
33,0.4014390707015991,0.775195300579071,0.757805347442627,1703,883,820,0.18519997596740723,0.140500009059906
34,0.4003618061542511,0.7751782536506653,0.7577575445175171,1703,883,820,0.1840999722480774,0.13950002193450928
35,0.3991897702217102,0.7751603126525879,0.7577044367790222,1703,883,820,0.18379998207092285,0.13999998569488525
36,0.3979157507419586,0.7751412391662598,0.7576455473899841,1703,883,820,0.18300002813339233,0.13999998569488525
37,0.3965359032154083,0.7751212120056152,0.757580578327179,1703,883,820,0.18209999799728394,0.14149999618530273
38,0.39503249526023865,0.7751001715660095,0.7575083374977112,1703,883,820,0.1801999807357788,0.13999998569488525
39,0.3933921158313751,0.7750778198242188,0.7574287056922913,1703,883,820,0.18010002374649048,0.14099997282028198
40,0.3916274309158325,0.7750541567802429,0.7573394179344177,1703,883,820,0.17869997024536133,0.1380000114440918
41,0.38978689908981323,0.7750291228294373,0.7572439908981323,1703,883,820,0.1779000163078308,0.13749998807907104
42,0.38783928751945496,0.7750025987625122,0.7571424245834351,1703,883,820,0.17820000648498535,0.13499999046325684
43,0.3857850432395935,0.7749743461608887,0.7570365071296692,1703,883,820,0.17659997940063477,0.13499999046325684
44,0.3836604356765747,0.7749440670013428,0.7569273710250854,1703,883,820,0.17599999904632568,0.13599997758865356
45,0.3819643557071686,0.7749111652374268,0.756830632686615,1703,883,820,0.17489999532699585,0.13749998807907104
46,0.3799513280391693,0.7748762965202332,0.7567265033721924,1703,883,820,0.17339998483657837,0.14149999618530273
47,0.3780380189418793,0.7748395800590515,0.7566165328025818,1703,883,820,0.17180001735687256,0.13899999856948853
48,0.37590739130973816,0.7747992277145386,0.7565005421638489,1703,883,820,0.17030000686645508,0.13899999856948853
49,0.3738457262516022,0.7747585773468018,0.7563774585723877,1703,883,820,0.1696000099182129,0.1380000114440918
50,0.3716476559638977,0.7747169733047485,0.7562504410743713,1703,883,820,0.1680999994277954,0.13599997758865356
51,0.3694842457771301,0.7746734023094177,0.7561197280883789,1703,883,820,0.1672000288963318,0.13700002431869507
52,0.3672269284725189,0.774628221988678,0.755993664264679,1703,883,820,0.1657000184059143,0.13849997520446777
53,0.3650038540363312,0.7745830416679382,0.7558626532554626,1703,883,820,0.1654999852180481,0.1355000138282776
54,0.3626805543899536,0.7745361924171448,0.7557315230369568,1703,883,820,0.16399997472763062,0.13349997997283936
55,0.3603684604167938,0.7744894027709961,0.7555943727493286,1703,883,820,0.163100004196167,0.13700002431869507
56,0.35806307196617126,0.7744465470314026,0.7554572820663452,1703,883,820,0.16200000047683716,0.13749998807907104
57,0.3558540940284729,0.7744023203849792,0.7553104758262634,1703,883,820,0.16019999980926514,0.13650000095367432
58,0.35400834679603577,0.7743790745735168,0.7551634311676025,1703,883,820,0.15939998626708984,0.1355000138282776
59,0.35158443450927734,0.7743228077888489,0.7550087571144104,1703,883,820,0.15799999237060547,0.1355000138282776
60,0.34951573610305786,0.7742871642112732,0.7548530101776123,1703,883,820,0.156499981880188,0.1340000033378601
61,0.34703943133354187,0.7742300629615784,0.7546878457069397,1703,883,820,0.1549999713897705,0.13300001621246338
62,0.34484294056892395,0.7741852402687073,0.7545225620269775,1703,883,820,0.15280002355575562,0.13300001621246338
63,0.3422170579433441,0.7741215825080872,0.7543493509292603,1703,883,820,0.15170001983642578,0.13249999284744263
64,0.3398815989494324,0.7740711569786072,0.754173994064331,1703,883,820,0.1499999761581421,0.13349997997283936
65,0.3371586799621582,0.7740024924278259,0.7539939284324646,1703,883,820,0.14889997243881226,0.13249999284744263
66,0.3346981704235077,0.7739429473876953,0.7538167834281921,1703,883,820,0.14920002222061157,0.13249999284744263
