Epoch,Loss,TrainingError,TestingError,PhatBar_1,PhatBar_2,PhatBar_3,S,S_1,S_2,S_3
0,128.94907,0.10888612,0.46433043,0.65612876,0.6142446,0.23797746,699,330,281,88
1,128.93747,0.10888612,0.46433043,0.65612406,0.6142404,0.23799019,699,330,281,88
2,128.926,0.10888612,0.46433043,0.65611935,0.61423635,0.23800279,699,330,281,88
3,128.91437,0.10888612,0.46433043,0.6561147,0.61423224,0.23801552,699,330,281,88
4,128.90285,0.10888612,0.46433043,0.65611005,0.6142281,0.2380282,699,330,281,88
5,128.89133,0.10888612,0.46433043,0.65610534,0.61422396,0.23804097,699,330,281,88
6,128.87979,0.10888612,0.46433043,0.65610063,0.61421984,0.2380536,699,330,281,88
7,128.8682,0.10888612,0.46433043,0.6560959,0.6142158,0.23806633,699,330,281,88
8,128.85663,0.10888612,0.46433043,0.6560912,0.6142117,0.23807894,699,330,281,88
9,128.84506,0.10888612,0.46433043,0.65608656,0.6142075,0.23809169,699,330,281,88
10,128.83351,0.10888612,0.46433043,0.65608186,0.61420345,0.23810434,699,330,281,88
11,128.82193,0.10888612,0.46433043,0.65607715,0.61419934,0.23811707,699,330,281,88
12,128.81036,0.10888612,0.46433043,0.6560725,0.6141952,0.2381297,699,330,281,88
13,128.7987,0.10888612,0.46433043,0.6560677,0.6141912,0.2381424,699,330,281,88
14,128.7872,0.10888612,0.46433043,0.656063,0.614187,0.23815508,699,330,281,88
15,128.77559,0.10888612,0.46433043,0.6560583,0.61418295,0.23816778,699,330,281,88
16,128.76398,0.10888612,0.46433043,0.6560536,0.61417884,0.2381805,699,330,281,88
17,128.75232,0.10888612,0.46433043,0.65604883,0.6141748,0.23819317,699,330,281,88
18,128.74075,0.10888612,0.46433043,0.6560442,0.61417073,0.23820582,699,330,281,88
19,128.72916,0.10888612,0.46433043,0.6560394,0.61416656,0.23821853,699,330,281,88
20,128.71753,0.10888612,0.46433043,0.65603477,0.61416245,0.23823123,699,330,281,88
21,128.70596,0.10888612,0.46433043,0.65603,0.6141584,0.23824392,699,330,281,88
22,128.6944,0.10888612,0.46433043,0.6560253,0.61415434,0.23825656,699,330,281,88
23,128.6827,0.10888612,0.46433043,0.6560206,0.61415017,0.23826924,699,330,281,88
24,128.67113,0.10888612,0.46433043,0.6560159,0.6141461,0.2382819,699,330,281,88
25,128.65945,0.10888612,0.46433043,0.6560111,0.6141421,0.23829456,699,330,281,88
26,128.64793,0.10888612,0.46433043,0.6560064,0.614138,0.23830715,699,330,281,88
27,128.63628,0.10888612,0.46433043,0.6560016,0.614134,0.23831978,699,330,281,88
28,128.6247,0.10888612,0.46433043,0.6559969,0.61412996,0.23833242,699,330,281,88
29,128.61308,0.10888612,0.46433043,0.65599215,0.61412585,0.23834509,699,330,281,88
30,128.60146,0.10888612,0.46433043,0.65598744,0.61412185,0.23835763,699,330,281,88
31,128.58983,0.10888612,0.46433043,0.6559827,0.61411774,0.23837033,699,330,281,88
32,128.57819,0.10888612,0.46433043,0.6559779,0.6141137,0.238383,699,330,281,88
33,128.56657,0.10888612,0.46433043,0.6559732,0.6141097,0.23839556,699,330,281,88
34,128.55495,0.10888612,0.46433043,0.6559685,0.61410564,0.23840824,699,330,281,88
35,128.54329,0.10888612,0.46433043,0.6559637,0.6141016,0.23842087,699,330,281,88
36,128.53166,0.10888612,0.46433043,0.65595895,0.61409754,0.23843347,699,330,281,88
37,128.51996,0.10888612,0.46433043,0.6559542,0.6140935,0.2384461,699,330,281,88
38,128.5083,0.10888612,0.46433043,0.6559495,0.6140894,0.23845872,699,330,281,88
39,128.49664,0.10888612,0.46433043,0.65594465,0.61408544,0.23847133,699,330,281,88
40,128.485,0.10888612,0.46433043,0.65593994,0.6140813,0.238484,699,330,281,88
41,128.4734,0.10888612,0.46433043,0.6559351,0.6140773,0.23849659,699,330,281,88
42,128.46167,0.10888612,0.46433043,0.65593034,0.6140733,0.23850924,699,330,281,88
43,128.45001,0.10888612,0.46433043,0.6559256,0.6140693,0.23852186,699,330,281,88
44,128.43832,0.10888612,0.46433043,0.6559208,0.61406523,0.2385345,699,330,281,88
45,128.42667,0.10888612,0.46433043,0.65591604,0.6140612,0.23854713,699,330,281,88
46,128.41496,0.10888612,0.46433043,0.65591127,0.6140571,0.23855972,699,330,281,88
47,128.40327,0.10888612,0.46433043,0.65590644,0.6140531,0.23857236,699,330,281,88
48,128.39154,0.10888612,0.46433043,0.6559016,0.6140491,0.238585,699,330,281,88
49,128.37993,0.10888612,0.46433043,0.6558969,0.6140451,0.23859759,699,330,281,88
50,128.3682,0.10888612,0.46433043,0.65589213,0.61404103,0.23861021,699,330,281,88
51,128.3565,0.10888612,0.46433043,0.65588737,0.61403704,0.23862284,699,330,281,88
52,128.34479,0.10888612,0.46433043,0.65588254,0.6140329,0.2386355,699,330,281,88
