Epoch,Loss,TrainingError,TestingError,PhatBar_1,PhatBar_2,PhatBar_3,PhatBar_4,PhatBar_5,S,S_1,S_2,S_3,S_4,S_5
31,108.18401,0.194,0.31800002,0.63635,0.5859651,0.7933733,0.686147,0.6708735,472,85,95,96,97,99
32,108.18355,0.194,0.31800002,0.6363482,0.5859654,0.7933731,0.68614656,0.67087346,472,85,95,96,97,99
33,108.18312,0.194,0.31800002,0.63634646,0.58596563,0.7933729,0.6861459,0.6708732,472,85,95,96,97,99
34,108.182686,0.194,0.31800002,0.6363446,0.5859658,0.7933729,0.68614525,0.6708731,472,85,95,96,97,99
35,108.182236,0.194,0.31800002,0.6363429,0.5859661,0.7933728,0.6861448,0.670873,472,85,95,96,97,99
36,108.181786,0.194,0.31800002,0.6363411,0.5859662,0.79337263,0.6861441,0.67087287,472,85,95,96,97,99
37,108.181335,0.194,0.31800002,0.6363393,0.58596647,0.79337263,0.6861435,0.6708726,472,85,95,96,97,99
38,108.180885,0.194,0.31800002,0.6363375,0.58596665,0.79337245,0.686143,0.67087257,472,85,95,96,97,99
39,108.18043,0.194,0.31800002,0.63633573,0.58596694,0.79337245,0.68614244,0.6708724,472,85,95,96,97,99
40,108.17998,0.194,0.31800002,0.63633394,0.5859672,0.79337233,0.6861418,0.67087215,472,85,95,96,97,99
41,108.179535,0.194,0.31800002,0.6363322,0.58596736,0.79337233,0.68614125,0.67087203,472,85,95,96,97,99
42,108.17908,0.194,0.31599998,0.63633037,0.5859676,0.79337215,0.68614066,0.6708719,472,85,95,96,97,99
43,108.178635,0.194,0.31599998,0.63632864,0.5859678,0.7933721,0.68614006,0.6708718,472,85,95,96,97,99
44,108.17819,0.194,0.31599998,0.6363268,0.5859681,0.793372,0.68613946,0.6708716,472,85,95,96,97,99
45,108.177734,0.194,0.31599998,0.636325,0.5859683,0.7933719,0.6861388,0.67087144,472,85,95,96,97,99
46,108.17726,0.194,0.31599998,0.6363232,0.58596855,0.79337174,0.6861383,0.6708713,472,85,95,96,97,99
47,108.17682,0.194,0.31599998,0.63632137,0.58596873,0.79337174,0.6861376,0.67087114,472,85,95,96,97,99
48,108.17636,0.194,0.31599998,0.6363196,0.5859689,0.7933717,0.6861371,0.6708711,472,85,95,96,97,99
49,108.17591,0.194,0.31599998,0.6363178,0.5859691,0.7933715,0.6861365,0.67087084,472,85,95,96,97,99
50,108.175446,0.194,0.31599998,0.63631594,0.5859693,0.79337144,0.6861359,0.6708707,472,85,95,96,97,99
51,108.17498,0.194,0.31599998,0.6363141,0.58596957,0.7933714,0.68613523,0.67087054,472,85,95,96,97,99
52,108.17452,0.194,0.31599998,0.6363123,0.5859698,0.7933712,0.68613464,0.6708705,472,85,95,96,97,99
53,108.17407,0.194,0.31599998,0.63631046,0.5859701,0.7933712,0.68613404,0.67087024,472,85,95,96,97,99
54,108.173615,0.194,0.31599998,0.63630867,0.5859703,0.79337114,0.68613344,0.67087007,472,85,95,96,97,99
55,108.17314,0.194,0.31599998,0.6363068,0.5859705,0.79337096,0.68613285,0.67087,472,85,95,96,97,99
56,108.17268,0.194,0.31599998,0.63630503,0.5859707,0.7933709,0.6861322,0.6708698,472,85,95,96,97,99
57,108.17223,0.194,0.31599998,0.63630307,0.58597094,0.7933709,0.6861316,0.6708697,472,85,95,96,97,99
58,108.17175,0.194,0.31599998,0.6363013,0.5859712,0.7933707,0.68613106,0.6708695,472,85,95,96,97,99
59,108.171295,0.194,0.31599998,0.63629943,0.5859714,0.79337066,0.6861304,0.67086947,472,85,95,96,97,99
60,108.170845,0.194,0.31599998,0.6362976,0.5859718,0.79337054,0.68612975,0.6708693,472,85,95,96,97,99
61,108.17038,0.194,0.31599998,0.6362957,0.5859719,0.79337054,0.6861292,0.6708692,472,85,95,96,97,99
62,108.16989,0.194,0.31599998,0.6362938,0.58597213,0.7933704,0.6861286,0.67086893,472,85,95,96,97,99
63,108.16943,0.194,0.31599998,0.636292,0.58597237,0.7933703,0.6861279,0.67086875,472,85,95,96,97,99
64,108.16896,0.194,0.31599998,0.6362901,0.5859726,0.79337025,0.68612725,0.6708685,472,85,95,96,97,99
65,108.1685,0.194,0.31599998,0.6362882,0.5859728,0.79337007,0.6861267,0.6708685,472,85,95,96,97,99
66,108.168015,0.194,0.31599998,0.6362863,0.58597314,0.79337007,0.68612605,0.6708684,472,85,95,96,97,99
67,108.16756,0.194,0.31599998,0.6362845,0.5859733,0.79336995,0.68612546,0.67086816,472,85,95,96,97,99
68,108.16708,0.194,0.31800002,0.6362825,0.58597356,0.7933698,0.6861248,0.6708681,472,85,95,96,97,99
69,108.16661,0.194,0.31800002,0.63628066,0.5859738,0.79336977,0.6861242,0.67086786,472,85,95,96,97,99
70,108.16614,0.194,0.31800002,0.63627887,0.58597404,0.7933697,0.68612355,0.6708677,472,85,95,96,97,99
71,108.16565,0.194,0.31800002,0.6362769,0.5859742,0.7933696,0.68612295,0.6708676,472,85,95,96,97,99
72,108.16519,0.194,0.31800002,0.636275,0.58597445,0.79336953,0.6861223,0.6708673,472,85,95,96,97,99
73,108.16472,0.194,0.31800002,0.63627315,0.58597475,0.7933695,0.6861217,0.67086715,472,85,95,96,97,99
74,108.164246,0.19599998,0.31800002,0.6362712,0.585975,0.7933693,0.68612105,0.67086715,472,85,95,96,97,99
75,108.16378,0.19599998,0.31800002,0.63626933,0.5859752,0.7933693,0.6861204,0.6708669,472,85,95,96,97,99
76,108.1633,0.19599998,0.31800002,0.6362674,0.58597547,0.7933691,0.6861198,0.6708668,472,85,95,96,97,99
77,108.16282,0.19599998,0.31800002,0.63626546,0.5859757,0.79336905,0.68611914,0.67086655,472,85,95,96,97,99
78,108.16234,0.19599998,0.31800002,0.6362636,0.58597594,0.793369,0.68611854,0.67086643,472,85,95,96,97,99
79,108.16185,0.19599998,0.31800002,0.63626164,0.58597624,0.793369,0.6861179,0.67086625,472,85,95,96,97,99
80,108.16137,0.19599998,0.31800002,0.6362596,0.5859764,0.7933688,0.6861173,0.6708661,472,85,95,96,97,99
81,108.16089,0.19599998,0.31800002,0.6362578,0.58597666,0.79336864,0.68611664,0.6708659,472,85,95,96,97,99
82,108.16043,0.19599998,0.31800002,0.6362559,0.58597696,0.79336864,0.68611604,0.6708658,472,85,95,96,97,99
83,108.15993,0.19599998,0.31800002,0.63625395,0.5859772,0.7933685,0.6861152,0.6708658,472,85,95,96,97,99
84,108.159454,0.19599998,0.31800002,0.63625205,0.58597744,0.7933685,0.6861146,0.67086554,472,85,95,96,97,99
85,108.15897,0.19800001,0.31800002,0.6362501,0.58597773,0.79336834,0.68611395,0.6708653,472,85,95,96,97,99
86,108.15849,0.19800001,0.32,0.6362482,0.585978,0.79336834,0.68611336,0.6708651,472,85,95,96,97,99
87,108.158005,0.19800001,0.32,0.6362462,0.58597827,0.7933683,0.6861127,0.670865,472,85,95,96,97,99
88,108.15752,0.19800001,0.32,0.63624424,0.5859785,0.79336816,0.686112,0.67086494,472,85,95,96,97,99
89,108.15704,0.19800001,0.32,0.6362422,0.5859787,0.79336804,0.68611145,0.6708648,472,85,95,96,97,99
90,108.15655,0.19599998,0.32,0.63624036,0.5859789,0.79336804,0.6861107,0.6708646,472,85,95,96,97,99
91,108.15607,0.19599998,0.31800002,0.6362384,0.5859792,0.7933679,0.68611,0.67086446,472,85,95,96,97,99
92,108.15556,0.19599998,0.31800002,0.6362363,0.5859795,0.79336786,0.6861094,0.6708643,472,85,95,96,97,99
93,108.15509,0.19599998,0.31800002,0.63623434,0.58597976,0.7933677,0.68610877,0.67086416,472,85,95,96,97,99
94,108.15459,0.19599998,0.31800002,0.6362324,0.58598,0.7933677,0.68610805,0.670864,472,85,95,96,97,99
95,108.1541,0.19599998,0.31800002,0.63623035,0.58598024,0.79336756,0.68610746,0.6708638,472,85,95,96,97,99
96,108.153595,0.19599998,0.31800002,0.63622844,0.5859804,0.79336745,0.68610674,0.6708637,472,85,95,96,97,99
97,108.15312,0.19599998,0.31800002,0.6362265,0.5859808,0.7933674,0.6861061,0.6708635,472,85,95,96,97,99
98,108.15262,0.19599998,0.31800002,0.63622445,0.58598095,0.7933672,0.6861054,0.67086345,472,85,95,96,97,99
99,108.1521,0.19599998,0.31800002,0.6362224,0.5859813,0.79336715,0.6861047,0.6708632,472,85,95,96,97,99
100,108.151596,0.19599998,0.31800002,0.6362205,0.58598155,0.7933671,0.68610406,0.6708631,472,85,95,96,97,99
101,108.15112,0.19599998,0.31800002,0.6362184,0.5859818,0.79336697,0.6861034,0.6708629,472,85,95,96,97,99
102,108.1506,0.19599998,0.31800002,0.6362164,0.585982,0.79336685,0.68610275,0.67086273,472,85,95,96,97,99
103,108.1501,0.19599998,0.31800002,0.63621444,0.58598226,0.79336673,0.68610203,0.6708627,472,85,95,96,97,99
104,108.14961,0.19599998,0.31800002,0.63621247,0.5859826,0.7933667,0.6861014,0.6708625,472,85,95,96,97,99
105,108.1491,0.19599998,0.31800002,0.6362104,0.5859828,0.7933666,0.68610066,0.6708624,472,85,95,96,97,99
106,108.148605,0.19599998,0.32,0.63620836,0.5859831,0.7933666,0.68609995,0.6708622,472,85,95,96,97,99
107,108.1481,0.19599998,0.32,0.6362063,0.5859834,0.79336643,0.68609935,0.6708621,472,85,95,96,97,99
108,108.1476,0.19599998,0.32,0.6362044,0.58598363,0.7933664,0.6860987,0.6708619,472,85,95,96,97,99
109,108.147095,0.19599998,0.32,0.6362023,0.5859839,0.79336625,0.6860979,0.6708618,472,85,95,96,97,99
110,108.14659,0.19599998,0.32,0.63620025,0.5859842,0.79336613,0.68609726,0.6708616,472,85,95,96,97,99
111,108.14609,0.19599998,0.32,0.6361982,0.5859844,0.79336613,0.6860966,0.6708614,472,85,95,96,97,99
112,108.14557,0.19599998,0.32,0.6361962,0.5859847,0.79336596,0.6860959,0.6708613,472,85,95,96,97,99
113,108.14506,0.19599998,0.32,0.6361941,0.58598495,0.7933659,0.68609524,0.6708611,472,85,95,96,97,99
114,108.14456,0.19599998,0.32,0.6361921,0.58598524,0.7933658,0.68609446,0.670861,472,85,95,96,97,99
115,108.14403,0.19599998,0.32,0.63619006,0.58598554,0.79336566,0.68609375,0.6708608,472,85,95,96,97,99
116,108.14352,0.19599998,0.32,0.6361879,0.5859858,0.79336566,0.68609303,0.67086065,472,85,95,96,97,99
117,108.14302,0.19599998,0.32,0.6361858,0.585986,0.79336566,0.68609244,0.6708606,472,85,95,96,97,99
118,108.14252,0.19599998,0.32,0.6361838,0.58598626,0.7933655,0.6860918,0.67086047,472,85,95,96,97,99
119,108.14202,0.19599998,0.32,0.6361817,0.5859865,0.7933654,0.68609107,0.67086023,472,85,95,96,97,99
120,108.1415,0.19599998,0.32,0.6361797,0.5859868,0.79336524,0.68609035,0.67086005,472,85,95,96,97,99
121,108.14099,0.19599998,0.32,0.6361776,0.5859871,0.79336524,0.68608975,0.67085993,472,85,95,96,97,99
122,108.140465,0.19599998,0.32,0.6361754,0.5859874,0.79336506,0.686089,0.67085975,472,85,95,96,97,99
123,108.13996,0.19599998,0.32,0.63617337,0.5859876,0.793365,0.6860883,0.6708596,472,85,95,96,97,99
124,108.139435,0.19599998,0.32,0.6361712,0.5859879,0.7933648,0.6860876,0.67085946,472,85,95,96,97,99
125,108.13892,0.19599998,0.32,0.63616914,0.58598816,0.7933648,0.6860869,0.6708592,472,85,95,96,97,99
126,108.13841,0.19599998,0.32,0.6361671,0.58598846,0.7933647,0.6860862,0.67085904,472,85,95,96,97,99
127,108.13791,0.19599998,0.32,0.63616496,0.58598876,0.7933646,0.6860855,0.670859,472,85,95,96,97,99
128,108.137375,0.19800001,0.32,0.6361629,0.585989,0.7933645,0.6860848,0.6708588,472,85,95,96,97,99
129,108.13687,0.19800001,0.32,0.6361608,0.5859893,0.79336447,0.6860841,0.6708586,472,85,95,96,97,99
130,108.136345,0.19800001,0.32,0.63615865,0.5859896,0.79336435,0.6860834,0.67085844,472,85,95,96,97,99
131,108.13582,0.19800001,0.32,0.63615656,0.58598983,0.7933642,0.68608266,0.6708584,472,85,95,96,97,99
132,108.13531,0.19800001,0.32,0.6361545,0.58599013,0.7933642,0.686082,0.67085814,472,85,95,96,97,99
133,108.134796,0.19800001,0.32,0.63615227,0.5859904,0.79336405,0.68608123,0.6708581,472,85,95,96,97,99
134,108.13426,0.19800001,0.32,0.6361501,0.5859907,0.793364,0.68608063,0.67085797,472,85,95,96,97,99
135,108.13375,0.19800001,0.32,0.6361479,0.585991,0.79336387,0.68607986,0.6708577,472,85,95,96,97,99
136,108.13322,0.19800001,0.32,0.6361459,0.58599126,0.7933638,0.68607914,0.6708576,472,85,95,96,97,99
137,108.13269,0.19800001,0.32,0.63614374,0.58599156,0.79336375,0.6860784,0.67085737,472,85,95,96,97,99
138,108.13217,0.19800001,0.32,0.63614154,0.58599186,0.79336363,0.6860777,0.6708573,472,85,95,96,97,99
139,108.13165,0.19800001,0.32,0.63613945,0.58599216,0.7933636,0.686077,0.67085713,472,85,95,96,97,99
140,108.13112,0.19800001,0.32,0.63613725,0.58599246,0.7933636,0.6860762,0.67085695,472,85,95,96,97,99
141,108.13057,0.19800001,0.32,0.63613504,0.5859927,0.7933634,0.6860755,0.67085683,472,85,95,96,97,99
142,108.13006,0.19800001,0.32,0.6361329,0.58599305,0.79336333,0.6860748,0.67085665,472,85,95,96,97,99
143,108.12953,0.19800001,0.32,0.63613063,0.5859933,0.7933633,0.6860741,0.6708564,472,85,95,96,97,99
144,108.12898,0.19800001,0.32,0.63612854,0.58599365,0.7933631,0.6860733,0.67085636,472,85,95,96,97,99
145,108.12846,0.19800001,0.32,0.6361264,0.585994,0.79336303,0.6860726,0.6708562,472,85,95,96,97,99
146,108.12793,0.19800001,0.32,0.63612413,0.5859943,0.7933629,0.6860719,0.67085606,472,85,95,96,97,99
147,108.127396,0.19800001,0.32,0.636122,0.58599454,0.7933628,0.68607116,0.6708559,472,85,95,96,97,99
148,108.12686,0.19800001,0.32200003,0.6361198,0.5859949,0.7933628,0.6860704,0.67085576,472,85,95,96,97,99
149,108.12633,0.19800001,0.32200003,0.6361176,0.5859953,0.7933626,0.6860698,0.6708556,472,85,95,96,97,99
150,108.125786,0.19800001,0.32200003,0.6361154,0.5859956,0.7933626,0.68606895,0.67085546,472,85,95,96,97,99
151,108.125244,0.19800001,0.32200003,0.63611317,0.5859959,0.79336244,0.6860682,0.6708553,472,85,95,96,97,99
152,108.124695,0.19800001,0.32200003,0.63611096,0.58599627,0.7933624,0.68606746,0.6708551,472,85,95,96,97,99
153,108.12417,0.19800001,0.32200003,0.63610876,0.5859966,0.7933622,0.68606675,0.670855,472,85,95,96,97,99
154,108.123634,0.19800001,0.32200003,0.6361065,0.585997,0.79336214,0.686066,0.6708548,472,85,95,96,97,99
155,108.12309,0.19800001,0.32200003,0.6361043,0.58599734,0.7933621,0.6860652,0.6708547,472,85,95,96,97,99
156,108.12255,0.19800001,0.32200003,0.636102,0.58599764,0.79336196,0.6860645,0.6708545,472,85,95,96,97,99
157,108.121994,0.19800001,0.32200003,0.6360998,0.585998,0.79336184,0.68606377,0.67085433,472,85,95,96,97,99
158,108.12145,0.19800001,0.32200003,0.6360976,0.58599824,0.79336184,0.686063,0.6708543,472,85,95,96,97,99
159,108.12091,0.19800001,0.32200003,0.6360952,0.5859986,0.79336166,0.6860623,0.67085415,472,85,95,96,97,99
160,108.120346,0.19800001,0.32200003,0.6360929,0.58599895,0.79336166,0.6860615,0.670854,472,85,95,96,97,99
161,108.119804,0.19800001,0.32200003,0.6360907,0.58599925,0.7933615,0.6860608,0.6708538,472,85,95,96,97,99
162,108.119255,0.19800001,0.32200003,0.6360883,0.5859996,0.7933614,0.68606,0.6708537,472,85,95,96,97,99
163,108.11871,0.19800001,0.32200003,0.6360861,0.58599997,0.79336137,0.6860593,0.6708535,472,85,95,96,97,99
164,108.11815,0.19800001,0.32200003,0.6360838,0.5860003,0.7933612,0.6860586,0.6708534,472,85,95,96,97,99
165,108.117584,0.19800001,0.32200003,0.6360814,0.5860006,0.793361,0.6860578,0.67085314,472,85,95,96,97,99
166,108.11701,0.19800001,0.32200003,0.63607913,0.5860009,0.793361,0.6860571,0.6708529,472,85,95,96,97,99
167,108.11647,0.19800001,0.32200003,0.63607675,0.5860012,0.7933609,0.6860563,0.67085284,472,85,95,96,97,99
168,108.115906,0.19800001,0.32200003,0.6360745,0.5860016,0.79336077,0.6860556,0.67085266,472,85,95,96,97,99
169,108.11534,0.19800001,0.32200003,0.63607216,0.58600193,0.79336065,0.6860549,0.6708525,472,85,95,96,97,99
170,108.1148,0.19800001,0.32200003,0.6360697,0.5860023,0.79336053,0.6860541,0.67085236,472,85,95,96,97,99
171,108.11424,0.19800001,0.32200003,0.6360674,0.58600265,0.79336053,0.6860534,0.6708522,472,85,95,96,97,99
172,108.11367,0.19800001,0.32200003,0.63606507,0.58600295,0.7933604,0.68605256,0.67085207,472,85,95,96,97,99
173,108.113106,0.19800001,0.32200003,0.6360627,0.5860033,0.7933604,0.6860517,0.6708518,472,85,95,96,97,99
174,108.11255,0.19800001,0.32200003,0.63606036,0.5860037,0.79336023,0.68605095,0.67085165,472,85,95,96,97,99
175,108.112,0.19800001,0.32200003,0.636058,0.586004,0.7933602,0.68605024,0.6708516,472,85,95,96,97,99
176,108.111435,0.19800001,0.32200003,0.6360556,0.5860044,0.79336005,0.6860495,0.6708514,472,85,95,96,97,99
177,108.11087,0.19800001,0.32200003,0.63605326,0.5860047,0.79336,0.6860487,0.6708512,472,85,95,96,97,99
178,108.1103,0.19800001,0.32200003,0.6360509,0.586005,0.79335994,0.686048,0.6708511,472,85,95,96,97,99
179,108.109726,0.19999999,0.32200003,0.6360485,0.5860054,0.79335976,0.6860472,0.67085105,472,85,95,96,97,99
180,108.10917,0.19999999,0.32200003,0.63604605,0.58600575,0.7933597,0.6860464,0.6708508,472,85,95,96,97,99
181,108.10858,0.19999999,0.32200003,0.6360437,0.5860061,0.7933596,0.6860457,0.67085063,472,85,95,96,97,99
182,108.10801,0.19999999,0.32200003,0.6360413,0.58600646,0.79335946,0.6860448,0.67085046,472,85,95,96,97,99
183,108.107445,0.19999999,0.32200003,0.6360389,0.58600676,0.79335946,0.68604404,0.6708503,472,85,95,96,97,99
184,108.106865,0.19999999,0.32200003,0.6360366,0.5860071,0.7933593,0.68604326,0.6708502,472,85,95,96,97,99
185,108.1063,0.19999999,0.32200003,0.63603413,0.5860075,0.7933592,0.68604255,0.67085004,472,85,95,96,97,99
186,108.10571,0.19999999,0.32200003,0.6360317,0.58600783,0.7933591,0.6860418,0.67084986,472,85,95,96,97,99
187,108.10515,0.19999999,0.32200003,0.6360293,0.5860082,0.793359,0.686041,0.67084974,472,85,95,96,97,99
188,108.10457,0.19999999,0.32200003,0.6360268,0.5860086,0.7933588,0.68604016,0.67084956,472,85,95,96,97,99
189,108.10397,0.19999999,0.32200003,0.6360244,0.5860089,0.7933588,0.6860395,0.67084944,472,85,95,96,97,99
190,108.10339,0.19999999,0.32200003,0.636022,0.5860093,0.7933586,0.6860386,0.67084926,472,85,95,96,97,99
191,108.10283,0.19999999,0.32200003,0.6360195,0.5860097,0.79335856,0.68603784,0.67084914,472,85,95,96,97,99
192,108.10224,0.19999999,0.324,0.6360171,0.5860099,0.7933585,0.6860371,0.67084897,472,85,95,96,97,99
193,108.10166,0.19999999,0.324,0.6360146,0.5860104,0.7933584,0.6860362,0.6708488,472,85,95,96,97,99
194,108.101074,0.19999999,0.324,0.6360122,0.5860107,0.7933583,0.68603545,0.67084867,472,85,95,96,97,99
195,108.10049,0.19999999,0.324,0.63600975,0.58601105,0.79335815,0.6860347,0.6708485,472,85,95,96,97,99
196,108.09992,0.19999999,0.324,0.6360073,0.5860114,0.79335815,0.68603384,0.67084825,472,85,95,96,97,99
197,108.099335,0.19999999,0.32599998,0.6360049,0.58601177,0.793358,0.686033,0.67084825,472,85,95,96,97,99
198,108.098755,0.19999999,0.32599998,0.6360026,0.5860121,0.793358,0.68603224,0.670848,472,85,95,96,97,99
199,108.098175,0.19999999,0.32599998,0.6360001,0.5860125,0.79335785,0.6860314,0.6708479,472,85,95,96,97,99
200,108.09759,0.19999999,0.32599998,0.6359978,0.58601284,0.7933577,0.68603057,0.6708477,472,85,95,96,97,99
201,108.097,0.19999999,0.32599998,0.6359954,0.5860132,0.7933576,0.6860299,0.67084765,472,85,95,96,97,99
202,108.096405,0.19999999,0.32599998,0.63599294,0.58601356,0.79335755,0.686029,0.6708474,472,85,95,96,97,99
203,108.095825,0.19999999,0.32599998,0.6359905,0.586014,0.7933574,0.68602824,0.67084724,472,85,95,96,97,99
204,108.09526,0.20200002,0.32599998,0.63598806,0.5860143,0.7933574,0.68602735,0.6708471,472,85,95,96,97,99
205,108.09466,0.20200002,0.32599998,0.6359856,0.5860146,0.7933572,0.6860266,0.6708469,472,85,95,96,97,99
206,108.094086,0.20200002,0.32599998,0.63598317,0.58601505,0.7933572,0.68602574,0.6708467,472,85,95,96,97,99
207,108.093506,0.20200002,0.32599998,0.6359808,0.58601534,0.7933571,0.6860249,0.6708466,472,85,95,96,97,99
208,108.0929,0.20200002,0.32599998,0.6359782,0.5860157,0.79335696,0.68602407,0.6708464,472,85,95,96,97,99
209,108.09231,0.20200002,0.32599998,0.6359758,0.58601606,0.7933569,0.6860233,0.6708463,472,85,95,96,97,99
210,108.09172,0.20200002,0.32599998,0.6359734,0.5860164,0.7933567,0.6860225,0.67084616,472,85,95,96,97,99
211,108.09114,0.20200002,0.32599998,0.6359711,0.5860167,0.79335666,0.68602157,0.67084605,472,85,95,96,97,99
212,108.09056,0.20200002,0.32599998,0.6359687,0.5860171,0.7933566,0.6860207,0.67084587,472,85,95,96,97,99
213,108.08997,0.20200002,0.32599998,0.6359663,0.5860174,0.7933564,0.6860199,0.6708456,472,85,95,96,97,99
214,108.0894,0.20200002,0.32599998,0.635964,0.5860177,0.7933564,0.686019,0.6708455,472,85,95,96,97,99
215,108.0888,0.20200002,0.32599998,0.6359616,0.586018,0.79335624,0.6860182,0.6708453,472,85,95,96,97,99
216,108.08821,0.20200002,0.32599998,0.63595927,0.5860183,0.7933562,0.6860174,0.6708452,472,85,95,96,97,99
217,108.08762,0.20200002,0.32599998,0.6359569,0.5860187,0.7933561,0.6860166,0.67084503,472,85,95,96,97,99
218,108.08705,0.20200002,0.32599998,0.6359545,0.586019,0.7933561,0.6860157,0.6708448,472,85,95,96,97,99
219,108.08646,0.20200002,0.32599998,0.6359523,0.5860193,0.79335594,0.6860149,0.67084473,472,85,95,96,97,99
220,108.08589,0.20200002,0.32599998,0.63595,0.5860196,0.79335576,0.686014,0.67084455,472,85,95,96,97,99
221,108.08531,0.20200002,0.32599998,0.63594764,0.5860199,0.79335576,0.6860132,0.67084444,472,85,95,96,97,99
222,108.08471,0.20200002,0.32599998,0.63594544,0.5860202,0.79335564,0.68601227,0.6708442,472,85,95,96,97,99
223,108.08414,0.20200002,0.32599998,0.6359432,0.5860205,0.79335546,0.6860115,0.6708442,472,85,95,96,97,99
224,108.08356,0.20200002,0.32599998,0.63594085,0.5860209,0.79335546,0.6860106,0.67084396,472,85,95,96,97,99
225,108.08298,0.20200002,0.32599998,0.6359386,0.5860212,0.7933553,0.68600976,0.6708438,472,85,95,96,97,99
226,108.08238,0.20200002,0.32599998,0.6359362,0.5860215,0.7933552,0.6860089,0.67084366,472,85,95,96,97,99
227,108.0818,0.20200002,0.32599998,0.6359339,0.5860218,0.79335517,0.68600804,0.6708435,472,85,95,96,97,99
228,108.08121,0.20200002,0.32599998,0.6359316,0.5860221,0.79335505,0.68600714,0.6708434,472,85,95,96,97,99
229,108.08063,0.19999999,0.32599998,0.6359293,0.58602244,0.793355,0.6860062,0.6708432,472,85,95,96,97,99
230,108.08004,0.19999999,0.32599998,0.635927,0.5860228,0.7933548,0.6860054,0.6708431,472,85,95,96,97,99
231,108.07944,0.19999999,0.32599998,0.6359247,0.58602315,0.7933547,0.6860046,0.67084295,472,85,95,96,97,99
