Epoch,Loss,PhatBar_1,PhatBar_2,PhatBar_3,PhatBar_4,PhatBar_5,S,S_1,S_2,S_3,S_4,S_5,TestingError,TrainingError
1589,0.055404592,0.421543121,0.633901954,0.51831007,0.54490155,0.599342585,348,50,97,52,66,83,0.167999983,0.212000012
1590,0.055382997,0.421552628,0.633886576,0.518354774,0.544912398,0.599302471,348,50,97,52,66,83,0.167999983,0.212000012
1591,0.05536456,0.421552926,0.633873284,0.518380284,0.544924259,0.59929347,348,50,97,52,66,83,0.167999983,0.212000012
1592,0.055323254,0.421574324,0.633857787,0.518401265,0.544915259,0.59927386,348,50,97,52,66,83,0.167999983,0.212000012
1593,0.055295419,0.421581149,0.633851647,0.518411994,0.544907331,0.599267066,348,50,97,52,66,83,0.167999983,0.212000012
1594,0.055259384,0.421598315,0.63383615,0.518439829,0.544918597,0.599235773,348,50,97,52,66,83,0.167999983,0.212000012
1595,0.055231381,0.421604991,0.633823395,0.518488526,0.544916928,0.599211156,348,50,97,52,66,83,0.167999983,0.212000012
1596,0.055202741,0.421618164,0.633782327,0.518519878,0.544958472,0.599178672,348,50,97,52,66,83,0.167999983,0.212000012
1597,0.05518309,0.421618849,0.633812249,0.518511057,0.544923961,0.599179745,348,50,97,52,66,83,0.167999983,0.212000012
1598,0.055155139,0.421648413,0.633797348,0.518548727,0.544907272,0.599168718,348,50,97,52,66,83,0.167999983,0.212000012
1599,0.055123117,0.421649694,0.633785844,0.518549263,0.544915438,0.59915936,348,50,97,52,66,83,0.167999983,0.212000012
1600,0.055082008,0.421670318,0.633769095,0.518594325,0.544911504,0.599129021,348,50,97,52,66,83,0.167999983,0.212000012
1601,0.055072296,0.421652526,0.633801877,0.518618941,0.544897437,0.599103808,348,50,97,52,66,83,0.167999983,0.212000012
1602,0.055037942,0.421687901,0.633755744,0.518657148,0.544894576,0.599091887,348,50,97,52,66,83,0.167999983,0.212000012
1603,0.055024829,0.421673894,0.633779883,0.51867193,0.544867754,0.599100113,348,50,97,52,66,83,0.170000017,0.212000012
1604,0.055002552,0.421705365,0.633767486,0.518701315,0.544868588,0.599068403,348,50,97,52,66,83,0.170000017,0.212000012
1605,0.054965463,0.421720654,0.63376236,0.518735051,0.544852853,0.599047899,348,50,97,52,66,83,0.171999991,0.212000012
1606,0.054931693,0.421718091,0.633752108,0.51876092,0.544861674,0.599023163,348,50,97,52,66,83,0.171999991,0.212000012
1607,0.054912813,0.421722025,0.633735061,0.518786192,0.544873238,0.599010587,348,50,97,52,66,83,0.171999991,0.212000012
1608,0.054882504,0.421734899,0.633727491,0.518814564,0.544873059,0.598987579,348,50,97,52,66,83,0.171999991,0.212000012
1609,0.054854449,0.421747744,0.633689284,0.518821955,0.544889569,0.59899354,348,50,97,52,66,83,0.170000017,0.212000012
1610,0.054825857,0.421738356,0.633718073,0.518856287,0.54486686,0.598960161,348,50,97,52,66,83,0.171999991,0.212000012
1611,0.054793786,0.421755254,0.63370806,0.518882394,0.544859827,0.598936975,348,50,97,52,66,83,0.171999991,0.212000012
1612,0.054765582,0.421761006,0.633698285,0.518898845,0.544868052,0.598924637,348,50,97,52,66,83,0.171999991,0.212000012
1613,0.05473781,0.421784431,0.633692503,0.51893872,0.544858515,0.598894894,348,50,97,52,66,83,0.171999991,0.212000012
1614,0.054716147,0.421800703,0.633678615,0.518967927,0.544849813,0.598882675,348,50,97,52,66,83,0.171999991,0.212000012
1615,0.054687202,0.421801209,0.633670986,0.518974662,0.544848144,0.59888202,348,50,97,52,66,83,0.171999991,0.212000012
1616,0.054654937,0.421805888,0.633661389,0.519002676,0.544856071,0.59885335,348,50,97,52,66,83,0.171999991,0.212000012
1617,0.054625899,0.421819538,0.633654892,0.519044995,0.54484272,0.598833203,348,50,97,52,66,83,0.171999991,0.212000012
1618,0.054596838,0.421833903,0.633614898,0.519051611,0.544870257,0.598829508,348,50,97,52,66,83,0.171999991,0.212000012
1619,0.054580566,0.421819031,0.633642554,0.519078255,0.544859648,0.598803878,348,50,97,52,66,83,0.171999991,0.212000012
1620,0.054547142,0.421828657,0.633632123,0.519115031,0.544858992,0.598771989,348,50,97,52,66,83,0.171999991,0.212000012
1621,0.054517232,0.421843886,0.633625269,0.519122839,0.544856369,0.598753512,348,50,97,52,66,83,0.171999991,0.212000012
1622,0.05449459,0.421872109,0.633615673,0.519172907,0.544831336,0.598739147,348,50,97,52,66,83,0.171999991,0.209999979
1623,0.054464765,0.421872139,0.633606911,0.519183934,0.544835627,0.598731577,348,50,97,52,66,83,0.171999991,0.209999979
1624,0.054433335,0.421879619,0.633596301,0.519220114,0.544828117,0.598720908,348,50,97,52,66,83,0.171999991,0.209999979
1625,0.054428104,0.421872139,0.633625209,0.519242883,0.544813454,0.598696887,348,50,97,52,66,83,0.171999991,0.209999979
1626,0.054384317,0.421894252,0.633577585,0.51926589,0.544836223,0.598682761,348,50,97,52,66,83,0.171999991,0.212000012
1627,0.054358169,0.421906739,0.633570313,0.519280851,0.544824004,0.598676264,348,50,97,52,66,83,0.171999991,0.209999979
1628,0.054334924,0.421907574,0.633559585,0.519309819,0.544832051,0.598660588,348,50,97,52,66,83,0.171999991,0.212000012
1629,0.054314706,0.421898395,0.633587956,0.519334435,0.544804513,0.598641932,348,50,97,52,66,83,0.171999991,0.212000012
1630,0.054275628,0.421915323,0.633545697,0.519365072,0.544823289,0.598627687,348,50,97,52,66,83,0.171999991,0.212000012
1631,0.054268256,0.421920389,0.633572817,0.519370615,0.544783294,0.598632932,348,50,97,52,66,83,0.171999991,0.212000012
1632,0.054246061,0.421946108,0.633566082,0.519399762,0.544787586,0.598596334,348,50,97,52,66,83,0.171999991,0.212000012
1633,0.054224033,0.421939462,0.633557796,0.519446611,0.544782579,0.598591566,348,50,97,52,66,83,0.171999991,0.212000012
1634,0.0541794,0.421973675,0.633521378,0.519448698,0.544794261,0.59857589,348,50,97,52,66,83,0.171999991,0.212000012
1635,0.054152951,0.42197296,0.633515596,0.519467115,0.544786513,0.598571897,348,50,97,52,66,83,0.171999991,0.212000012
1636,0.054133918,0.421974182,0.633505225,0.51949954,0.544795811,0.598556757,348,50,97,52,66,83,0.171999991,0.213999987
1637,0.054101411,0.421993166,0.633501172,0.519529819,0.544769883,0.598543584,348,50,97,52,66,83,0.171999991,0.213999987
1638,0.054076843,0.421993345,0.633496463,0.51954937,0.544773281,0.598529518,348,50,97,52,66,83,0.171999991,0.213999987
1639,0.054046106,0.422003239,0.633497298,0.519574046,0.54477489,0.598493993,348,50,97,52,66,83,0.171999991,0.212000012
1640,0.054018602,0.422033906,0.633485556,0.519583821,0.544766963,0.598485827,348,50,97,52,66,83,0.171999991,0.212000012
1641,0.054018788,0.422007382,0.633517265,0.519584775,0.544747889,0.598484159,348,50,97,52,66,83,0.171999991,0.212000012
1642,0.053982902,0.422042191,0.633485794,0.519605279,0.544740617,0.598484635,348,50,97,52,66,83,0.171999991,0.212000012
1643,0.053964239,0.422043025,0.633479953,0.519639909,0.544755638,0.598443747,348,50,97,52,66,83,0.171999991,0.212000012
1644,0.053925686,0.422047436,0.633473396,0.519657969,0.54474932,0.59844017,348,50,97,52,66,83,0.171999991,0.212000012
1645,0.05389959,0.422049522,0.633469701,0.519648969,0.544751227,0.598441601,348,50,97,52,66,83,0.171999991,0.212000012
1646,0.053878758,0.422068596,0.633461833,0.51969862,0.544723511,0.598424911,348,50,97,52,66,83,0.171999991,0.213999987
1647,0.053854451,0.422064692,0.633457303,0.519716382,0.54474777,0.598392785,348,50,97,52,66,83,0.171999991,0.212000012
1648,0.053843863,0.422081649,0.633450747,0.51974088,0.544722855,0.598399401,348,50,97,52,66,83,0.171999991,0.213999987
1649,0.05381944,0.422103584,0.633447945,0.519728899,0.544712186,0.598396122,348,50,97,52,66,83,0.171999991,0.213999987
1650,0.05378994,0.422103703,0.633443832,0.519756734,0.544715106,0.598378539,348,50,97,52,66,83,0.171999991,0.213999987
1651,0.053760312,0.422109336,0.633442998,0.519778907,0.544720232,0.598351657,348,50,97,52,66,83,0.171999991,0.213999987
1652,0.053731669,0.422135651,0.633408725,0.51979363,0.544734001,0.598340392,348,50,97,52,66,83,0.171999991,0.213999987
1653,0.053706001,0.422124863,0.633438766,0.519812703,0.544701874,0.598329723,348,50,97,52,66,83,0.171999991,0.212000012
1654,0.053672507,0.422126323,0.633429408,0.519835949,0.544716179,0.598295271,348,50,97,52,66,83,0.171999991,0.213999987
1655,0.053652924,0.422140807,0.633423746,0.519846201,0.544703841,0.598289967,348,50,97,52,66,83,0.171999991,0.212000012
1656,0.053630933,0.422148257,0.633416116,0.519871294,0.54469955,0.598281026,348,50,97,52,66,83,0.171999991,0.213999987
1657,0.053609267,0.422149271,0.633410633,0.519885659,0.544707119,0.598261654,348,50,97,52,66,83,0.171999991,0.213999987
1658,0.053585127,0.42216599,0.633407235,0.519907713,0.544692218,0.598249614,348,50,97,52,66,83,0.171999991,0.216000021
1659,0.053557254,0.422191471,0.633404076,0.519905508,0.544686913,0.598232865,348,50,97,52,66,83,0.171999991,0.213999987
1660,0.05353462,0.422189742,0.633396208,0.51992929,0.544698119,0.598211944,348,50,97,52,66,83,0.171999991,0.213999987
1661,0.053505376,0.422204882,0.6333915,0.519946039,0.544680774,0.598205328,348,50,97,52,66,83,0.171999991,0.216000021
1662,0.053475268,0.422204316,0.633387446,0.519953132,0.544698238,0.598185182,348,50,97,52,66,83,0.174000025,0.216000021
1663,0.053456444,0.422216296,0.633386254,0.519993186,0.544670939,0.598174632,348,50,97,52,66,83,0.174000025,0.216000021
1664,0.053432744,0.42222172,0.633382559,0.520005822,0.54467088,0.598159075,348,50,97,52,66,83,0.174000025,0.216000021
1665,0.053410839,0.422222912,0.633381188,0.520007253,0.544670701,0.598150909,348,50,97,52,66,83,0.174000025,0.213999987
1666,0.053391986,0.422240138,0.633374572,0.520066619,0.544658601,0.598110497,348,50,97,52,66,83,0.175999999,0.213999987
1667,0.053374797,0.422234535,0.633373797,0.520080388,0.544654727,0.59811753,348,50,97,52,66,83,0.174000025,0.213999987
1668,0.05333795,0.422258019,0.633372486,0.520078778,0.544662714,0.598077118,348,50,97,52,66,83,0.174000025,0.212000012
1669,0.053318255,0.422269702,0.633371353,0.520105898,0.544665039,0.598046243,348,50,97,52,66,83,0.174000025,0.212000012
1670,0.053283278,0.42227897,0.633340538,0.520112753,0.544673264,0.59805429,348,50,97,52,66,83,0.174000025,0.212000012
1671,0.053275261,0.422288805,0.633365512,0.52018553,0.544630706,0.59801513,348,50,97,52,66,83,0.174000025,0.212000012
1672,0.053258259,0.422288328,0.63335973,0.520204127,0.54462713,0.598011911,348,50,97,52,66,83,0.171999991,0.209999979
1673,0.053228647,0.422293842,0.633352876,0.520200372,0.544640899,0.597995996,348,50,97,52,66,83,0.171999991,0.212000012
1674,0.053198025,0.422312915,0.63332653,0.520214975,0.544657707,0.597973049,348,50,97,52,66,83,0.174000025,0.213999987
1675,0.053173624,0.422302008,0.633354545,0.520231307,0.544628978,0.597964704,348,50,97,52,66,83,0.174000025,0.212000012
1676,0.053132653,0.422315985,0.633327961,0.520240843,0.54464674,0.597953677,348,50,97,52,66,83,0.174000025,0.212000012
1677,0.053114075,0.422319561,0.633327425,0.520257354,0.544647813,0.597930729,348,50,97,52,66,83,0.174000025,0.209999979
1678,0.053091224,0.422339052,0.633320272,0.520285249,0.544633985,0.597913623,348,50,97,52,66,83,0.174000025,0.212000012
1679,0.053069755,0.422331363,0.633321345,0.520328462,0.544646502,0.597872972,348,50,97,52,66,83,0.174000025,0.209999979
1680,0.053046551,0.42235592,0.633319497,0.520338178,0.544632077,0.597861886,348,50,97,52,66,83,0.174000025,0.212000012
1681,0.053018287,0.422381818,0.633285463,0.520364106,0.544631004,0.597857416,348,50,97,52,66,83,0.174000025,0.212000012
1682,0.053003695,0.422377199,0.633311868,0.520348012,0.544613838,0.597853065,348,50,97,52,66,83,0.174000025,0.212000012
1683,0.052973129,0.422393709,0.633281231,0.52038461,0.54463172,0.597827613,348,50,97,52,66,83,0.174000025,0.212000012
1684,0.052953679,0.422396928,0.633274376,0.520391345,0.544626176,0.597828388,348,50,97,52,66,83,0.174000025,0.212000012
1685,0.052922111,0.422403932,0.633281231,0.520433486,0.544611156,0.597799301,348,50,97,52,66,83,0.174000025,0.212000012
1686,0.052889936,0.422403991,0.633273005,0.520448625,0.544629455,0.597764373,348,50,97,52,66,83,0.174000025,0.212000012
1687,0.052859951,0.422420502,0.633270085,0.520480931,0.544622719,0.597736299,348,50,97,52,66,83,0.174000025,0.209999979
1688,0.052845996,0.422447026,0.633267701,0.520471156,0.544594169,0.597755611,348,50,97,52,66,83,0.174000025,0.209999979
1689,0.052827328,0.422458649,0.633260846,0.520556331,0.544585824,0.597702086,348,50,97,52,66,83,0.174000025,0.209999979
1690,0.05280602,0.422468215,0.63325125,0.520532191,0.544588268,0.597717226,348,50,97,52,66,83,0.174000025,0.209999979
1691,0.052791622,0.42246452,0.633253932,0.520551503,0.544582367,0.597709239,348,50,97,52,66,83,0.174000025,0.209999979
1692,0.052765224,0.42246902,0.633251131,0.520561635,0.544582605,0.597686887,348,50,97,52,66,83,0.174000025,0.209999979
1693,0.052742638,0.422481805,0.633249938,0.520638406,0.544582546,0.597628653,348,50,97,52,66,83,0.174000025,0.209999979
1694,0.052716792,0.422480494,0.633242249,0.520659745,0.544578552,0.597624362,348,50,97,52,66,83,0.174000025,0.209999979
1695,0.052679665,0.422497243,0.63322109,0.520667315,0.544583499,0.597610593,348,50,97,52,66,83,0.174000025,0.209999979
1696,0.052660428,0.42249772,0.63324219,0.520664632,0.544571102,0.597594798,348,50,97,52,66,83,0.174000025,0.209999979
1697,0.052632906,0.422503203,0.633237958,0.520692289,0.544572473,0.597568333,348,50,97,52,66,83,0.174000025,0.209999979
1698,0.052602265,0.422534764,0.633204401,0.520724654,0.544583321,0.597546518,348,50,97,52,66,83,0.174000025,0.209999979
1699,0.052585974,0.422554135,0.633201182,0.52071017,0.544561267,0.597561777,348,50,97,52,66,83,0.174000025,0.212000012
1700,0.052566841,0.422552526,0.633192122,0.520779312,0.544562519,0.597530425,348,50,97,52,66,83,0.174000025,0.212000012
1701,0.05255679,0.422531724,0.633221984,0.520782888,0.544554949,0.597515225,348,50,97,52,66,83,0.174000025,0.209999979
1702,0.05251864,0.422565192,0.633192897,0.520785332,0.544548333,0.597513318,348,50,97,52,66,83,0.174000025,0.209999979
1703,0.052496955,0.422565848,0.633183658,0.520830393,0.544551492,0.59748435,348,50,97,52,66,83,0.174000025,0.209999979
1704,0.052469481,0.422568768,0.633180261,0.520844877,0.544561982,0.597458005,348,50,97,52,66,83,0.174000025,0.209999979
1705,0.052450236,0.422585726,0.633172214,0.520837367,0.544539392,0.597476423,348,50,97,52,66,83,0.174000025,0.209999979
1706,0.05242585,0.422584802,0.633167028,0.520891964,0.544551492,0.59743315,348,50,97,52,66,83,0.174000025,0.209999979
1707,0.052397326,0.422607809,0.633165836,0.52090174,0.544550896,0.597402334,348,50,97,52,66,83,0.174000025,0.209999979
1708,0.052374754,0.422629476,0.633162439,0.520961285,0.544518232,0.597379804,348,50,97,52,66,83,0.174000025,0.212000012
1709,0.052358396,0.42262581,0.633156657,0.520968437,0.5445261,0.597373128,348,50,97,52,66,83,0.174000025,0.213999987
1710,0.052320134,0.422641248,0.633130074,0.520997405,0.544546545,0.597345054,348,50,97,52,66,83,0.175999999,0.216000021
1711,0.05229928,0.422641784,0.633151948,0.520984828,0.544518411,0.59734714,348,50,97,52,66,83,0.171999991,0.216000021
1712,0.052278504,0.42264244,0.633149981,0.521040857,0.544515848,0.597311616,348,50,97,52,66,83,0.175999999,0.216000021
1713,0.052264467,0.422656208,0.633144855,0.521065295,0.544497907,0.597313046,348,50,97,52,66,83,0.174000025,0.216000021
1714,0.052227288,0.422666788,0.633112669,0.521087885,0.544527411,0.59728843,348,50,97,52,66,83,0.174000025,0.213999987
1715,0.052205872,0.42268458,0.633105576,0.521152377,0.544515908,0.597235739,348,50,97,52,66,83,0.174000025,0.213999987
1716,0.052188963,0.422685117,0.633104563,0.521140993,0.544510245,0.597247124,348,50,97,52,66,83,0.174000025,0.213999987
1717,0.052165765,0.42271179,0.633097291,0.521158874,0.544499934,0.597230732,348,50,97,52,66,83,0.174000025,0.216000021
1718,0.052135572,0.422721058,0.633093536,0.521170378,0.544507027,0.597204387,348,50,97,52,66,83,0.174000025,0.216000021
1719,0.052113216,0.422721267,0.633087158,0.521205068,0.544501066,0.597191691,348,50,97,52,66,83,0.174000025,0.216000021
1720,0.052082606,0.422738433,0.633064032,0.521230638,0.54452467,0.597156227,348,50,97,52,66,83,0.170000017,0.213999987
1721,0.052072562,0.422733814,0.633083582,0.521237433,0.544485033,0.59716934,348,50,97,52,66,83,0.174000025,0.216000021
1722,0.052043639,0.422747195,0.633080602,0.521246672,0.54448545,0.597151577,348,50,97,52,66,83,0.174000025,0.216000021
1723,0.052025303,0.422743827,0.633078635,0.521313012,0.544493675,0.597096205,348,50,97,52,66,83,0.171999991,0.216000021
1724,0.051999174,0.422758371,0.633052349,0.521324873,0.544494867,0.597098053,348,50,97,52,66,83,0.170000017,0.216000021
1725,0.051969655,0.422774702,0.633047938,0.521325529,0.54449749,0.597083211,348,50,97,52,66,83,0.170000017,0.213999987
1726,0.051945899,0.422773361,0.63304913,0.521338046,0.544498444,0.597067118,348,50,97,52,66,83,0.171999991,0.216000021
1727,0.051930755,0.422804385,0.633042455,0.521394491,0.544468701,0.597048223,348,50,97,52,66,83,0.170000017,0.216000021
1728,0.051897094,0.422819525,0.633044899,0.521382511,0.544457436,0.597041965,348,50,97,52,66,83,0.170000017,0.216000021
1729,0.051878642,0.422818452,0.633040488,0.521403074,0.544447422,0.597043216,348,50,97,52,66,83,0.170000017,0.216000021
1730,0.051854298,0.422819525,0.633034825,0.521469712,0.544461727,0.596977532,348,50,97,52,66,83,0.170000017,0.216000021
1731,0.051829107,0.422853172,0.633007944,0.521494687,0.544447601,0.596978962,348,50,97,52,66,83,0.170000017,0.216000021
1732,0.051803358,0.422864646,0.633008361,0.52149117,0.544448197,0.596957266,348,50,97,52,66,83,0.170000017,0.216000021
1733,0.051781628,0.422864884,0.633004427,0.521499455,0.544448853,0.596954525,348,50,97,52,66,83,0.170000017,0.213999987
1734,0.051766675,0.422856987,0.633005321,0.521555781,0.544451058,0.596918106,348,50,97,52,66,83,0.170000017,0.213999987
1735,0.051727649,0.422877967,0.632982373,0.521560907,0.544477761,0.59687835,348,50,97,52,66,83,0.170000017,0.216000021
1736,0.051711325,0.42287448,0.632983863,0.521593094,0.544476986,0.596859753,348,50,97,52,66,83,0.170000017,0.216000021
1737,0.051680472,0.422920644,0.632982194,0.521629095,0.544433177,0.596841276,348,50,97,52,66,83,0.170000017,0.216000021
1738,0.051665664,0.422914267,0.632986844,0.521610796,0.544426262,0.596858621,348,50,97,52,66,83,0.170000017,0.213999987
1739,0.051636148,0.422931582,0.632959783,0.521659613,0.544456363,0.596803665,348,50,97,52,66,83,0.170000017,0.213999987
1740,0.051621389,0.422925264,0.632986784,0.521666586,0.544423521,0.596802235,348,50,97,52,66,83,0.170000017,0.212000012
1741,0.051594157,0.422944903,0.632965446,0.521677852,0.544425488,0.596794248,348,50,97,52,66,83,0.170000017,0.213999987
1742,0.051580053,0.422944069,0.632960379,0.521709204,0.544419348,0.59678179,348,50,97,52,66,83,0.170000017,0.213999987
1743,0.051553898,0.42295751,0.632955432,0.521706283,0.544424653,0.596766531,348,50,97,52,66,83,0.170000017,0.213999987
1744,0.051532075,0.422954857,0.632953465,0.521754384,0.544447958,0.596703768,348,50,97,52,66,83,0.170000017,0.213999987
1745,0.051519286,0.422971874,0.6329422,0.521775782,0.544439554,0.596702456,348,50,97,52,66,83,0.170000017,0.213999987
1746,0.05150653,0.422954708,0.632975996,0.521773636,0.544422567,0.596694171,348,50,97,52,66,83,0.170000017,0.217999995
1747,0.051468529,0.423003703,0.632944763,0.521783888,0.544399142,0.596694052,348,50,97,52,66,83,0.170000017,0.216000021
1748,0.051457286,0.422979087,0.632943451,0.521842718,0.544443011,0.596630394,348,50,97,52,66,83,0.170000017,0.216000021
1749,0.051444709,0.422983944,0.632964551,0.521846831,0.544403732,0.596641839,348,50,97,52,66,83,0.170000017,0.216000021
1750,0.051402599,0.4230088,0.632939339,0.521870494,0.544392943,0.59663254,348,50,97,52,66,83,0.170000017,0.216000021
1751,0.051392719,0.422998279,0.63295716,0.521893561,0.544383049,0.59661454,348,50,97,52,66,83,0.170000017,0.216000021
1752,0.051362406,0.42302981,0.632923543,0.521908343,0.544401109,0.596588492,348,50,97,52,66,83,0.170000017,0.216000021
1753,0.051346991,0.423057258,0.632928133,0.521963239,0.544383109,0.596543968,348,50,97,52,66,83,0.170000017,0.216000021
1754,0.05132971,0.423058271,0.632920861,0.521974981,0.544373989,0.596547306,348,50,97,52,66,83,0.170000017,0.216000021
1755,0.051301733,0.423051864,0.632921755,0.521959186,0.544391394,0.596535027,348,50,97,52,66,83,0.170000017,0.216000021
1756,0.051298812,0.423029214,0.632932544,0.522000074,0.544390559,0.596519589,348,50,97,52,66,83,0.170000017,0.217999995
1757,0.051265255,0.423080713,0.632912934,0.522011697,0.54436487,0.596504509,348,50,97,52,66,83,0.170000017,0.216000021
1758,0.051249824,0.42304951,0.632927179,0.522037029,0.544387579,0.596473575,348,50,97,52,66,83,0.170000017,0.216000021
1759,0.051223058,0.423075795,0.632918477,0.522060752,0.544372499,0.596455097,348,50,97,52,66,83,0.170000017,0.216000021
1760,0.051213183,0.423059464,0.632924914,0.522068739,0.54436928,0.596454442,348,50,97,52,66,83,0.171999991,0.216000021
1761,0.051185567,0.42307508,0.632912576,0.522081733,0.544373333,0.59643805,348,50,97,52,66,83,0.174000025,0.216000021
1762,0.051173262,0.42311123,0.632907212,0.522105932,0.544350266,0.59642756,348,50,97,52,66,83,0.170000017,0.217999995
1763,0.051142137,0.42310828,0.632902026,0.522160888,0.54437077,0.596363127,348,50,97,52,66,83,0.170000017,0.216000021
1764,0.051137544,0.423093259,0.632911444,0.522144735,0.544364214,0.596384227,348,50,97,52,66,83,0.170000017,0.216000021
1765,0.051104829,0.423103362,0.632902503,0.522178471,0.544359922,0.596357167,348,50,97,52,66,83,0.171999991,0.216000021
1766,0.05109372,0.423113316,0.632908762,0.522203684,0.544345558,0.596340656,348,50,97,52,66,83,0.174000025,0.217999995
1767,0.051077239,0.423128039,0.632901073,0.522213578,0.544337094,0.596333206,348,50,97,52,66,83,0.175999999,0.216000021
1768,0.051055405,0.423143119,0.63290441,0.522249043,0.544328272,0.596306026,348,50,97,52,66,83,0.175999999,0.216000021
1769,0.051034663,0.423158675,0.632896721,0.522252798,0.544323444,0.59629792,348,50,97,52,66,83,0.175999999,0.216000021
1770,0.051023643,0.423137367,0.632900417,0.522306144,0.54433018,0.596265912,348,50,97,52,66,83,0.175999999,0.216000021
1771,0.050999131,0.423141301,0.632892549,0.522299707,0.544344902,0.596255362,348,50,97,52,66,83,0.175999999,0.216000021
1772,0.050983071,0.423161477,0.632893264,0.522314906,0.544318676,0.59625715,348,50,97,52,66,83,0.175999999,0.216000021
1773,0.050956946,0.423160166,0.63289094,0.522345304,0.544338048,0.596202731,348,50,97,52,66,83,0.177999973,0.216000021
1774,0.050929211,0.42316696,0.632891238,0.522352815,0.544328511,0.596193135,348,50,97,52,66,83,0.177999973,0.217999995
1775,0.050917443,0.423165321,0.632892549,0.522426307,0.544323027,0.596149623,348,50,97,52,66,83,0.177999973,0.216000021
1776,0.050903652,0.423157424,0.632888734,0.522461236,0.544322431,0.596137881,348,50,97,52,66,83,0.177999973,0.216000021
1777,0.050900817,0.423154145,0.632912755,0.522449791,0.54431951,0.596121371,348,50,97,52,66,83,0.177999973,0.216000021
1778,0.05086546,0.423201472,0.632884681,0.522446692,0.544314265,0.596114814,348,50,97,52,66,83,0.177999973,0.216000021
1779,0.050847538,0.423204273,0.632883132,0.522464693,0.544308066,0.596105158,348,50,97,52,66,83,0.180000007,0.216000021
1780,0.050828315,0.423197389,0.632886231,0.522511005,0.544314563,0.596066952,348,50,97,52,66,83,0.180000007,0.216000021
1781,0.050814331,0.423198789,0.632885933,0.522533476,0.544299364,0.596065879,348,50,97,52,66,83,0.180000007,0.213999987
1782,0.05079484,0.4232198,0.632881343,0.522551954,0.544301391,0.596031964,348,50,97,52,66,83,0.180000007,0.216000021
1783,0.050768059,0.42321679,0.63288027,0.522563934,0.544310987,0.596011102,348,50,97,52,66,83,0.180000007,0.216000021
1784,0.050759804,0.423228532,0.632896006,0.522557259,0.544296503,0.596003115,348,50,97,52,66,83,0.177999973,0.216000021
1785,0.050744761,0.423241019,0.632878304,0.522623122,0.54428792,0.595978558,348,50,97,52,66,83,0.180000007,0.217999995
1786,0.050735284,0.42323193,0.632890284,0.522636533,0.54427892,0.595971465,348,50,97,52,66,83,0.181999981,0.216000021
1787,0.050704654,0.423235357,0.632879019,0.522657871,0.544300139,0.595938683,348,50,97,52,66,83,0.181999981,0.216000021
1788,0.05067784,0.423255801,0.6328758,0.522653461,0.544292271,0.59591943,348,50,97,52,66,83,0.180000007,0.213999987
1789,0.050666235,0.423242122,0.632887304,0.522653222,0.544299781,0.595907986,348,50,97,52,66,83,0.180000007,0.213999987
1790,0.050640091,0.423253506,0.632872164,0.522686064,0.544292688,0.595888317,348,50,97,52,66,83,0.180000007,0.213999987
1791,0.050628297,0.423263848,0.632867575,0.52268219,0.54428196,0.595910847,348,50,97,52,66,83,0.180000007,0.216000021
1792,0.050620046,0.42324093,0.632883549,0.522749841,0.544273615,0.595872998,348,50,97,52,66,83,0.180000007,0.216000021
1793,0.050590497,0.423286438,0.632863402,0.522748053,0.544262767,0.595859826,348,50,97,52,66,83,0.180000007,0.216000021
1794,0.050574146,0.423278391,0.632864833,0.522758245,0.544275939,0.595835209,348,50,97,52,66,83,0.180000007,0.216000021
1795,0.050563272,0.423280358,0.632877409,0.522778451,0.544254601,0.595824122,348,50,97,52,66,83,0.180000007,0.220000029
1796,0.050535548,0.423292965,0.632859945,0.522788167,0.54426825,0.595815659,348,50,97,52,66,83,0.180000007,0.217999995
1797,0.050531756,0.423266679,0.6328848,0.522844195,0.544256747,0.595781386,348,50,97,52,66,83,0.180000007,0.216000021
1798,0.050502822,0.423280984,0.632871628,0.52284795,0.544263959,0.595761061,348,50,97,52,66,83,0.181999981,0.217999995
1799,0.050483428,0.423305094,0.632861078,0.522866845,0.544268608,0.595731795,348,50,97,52,66,83,0.181999981,0.220000029
1800,0.050467104,0.423319101,0.632869303,0.522868097,0.544239938,0.595742762,348,50,97,52,66,83,0.180000007,0.216000021
1801,0.050444692,0.423322648,0.632858694,0.522861958,0.544257522,0.595727205,348,50,97,52,66,83,0.180000007,0.217999995
1802,0.050434321,0.423339695,0.632866323,0.522945046,0.544235289,0.595679104,348,50,97,52,66,83,0.180000007,0.216000021
1803,0.050426047,0.423325926,0.632870197,0.522956908,0.544227362,0.595683753,348,50,97,52,66,83,0.180000007,0.216000021
1804,0.050393164,0.423326463,0.632866323,0.522974312,0.544255912,0.595621407,348,50,97,52,66,83,0.180000007,0.217999995
1805,0.050373763,0.423327297,0.632858038,0.522975981,0.54425627,0.595630407,348,50,97,52,66,83,0.180000007,0.217999995
1806,0.050359845,0.423346549,0.632862389,0.522982061,0.54422754,0.595629573,348,50,97,52,66,83,0.181999981,0.216000021
1807,0.050352484,0.423359483,0.632863164,0.523014724,0.544204414,0.595626295,348,50,97,52,66,83,0.180000007,0.217999995
1808,0.050324935,0.423362911,0.63285315,0.523019552,0.544242442,0.595577478,348,50,97,52,66,83,0.180000007,0.217999995
