Epoch,Loss,PhatBar_1,PhatBar_2,PhatBar_3,PhatBar_4,PhatBar_5,S,S_1,S_2,S_3,S_4,S_5,TestingError,TrainingError
3827,0.058217887,0.443731785,0.55992806,0.582625568,0.64022398,0.638516545,376,48,80,64,93,91,0.189999998,0.217999995
3828,0.05819454,0.443733692,0.559942365,0.582581401,0.640193462,0.638567984,376,48,80,64,93,91,0.189999998,0.217999995
3829,0.058165766,0.443765879,0.559954762,0.582588196,0.640182853,0.638483405,376,48,80,64,93,91,0.189999998,0.217999995
3830,0.058152013,0.443770528,0.559962571,0.582549691,0.640175879,0.638525009,376,48,80,64,93,91,0.189999998,0.217999995
3831,0.058133014,0.443798155,0.559972405,0.582556367,0.640156031,0.638460159,376,48,80,64,93,91,0.189999998,0.217999995
3832,0.058115765,0.443808526,0.559987664,0.582564235,0.640124023,0.638437688,376,48,80,64,93,91,0.189999998,0.220000029
3833,0.058102556,0.443824202,0.559991062,0.582520247,0.640094459,0.63849014,376,48,80,64,93,91,0.189999998,0.217999995
3834,0.058087703,0.443833947,0.560009062,0.582530618,0.640096605,0.638408482,376,48,80,64,93,91,0.189999998,0.217999995
3835,0.058076374,0.443842679,0.560014963,0.582492769,0.640101492,0.638416409,376,48,80,64,93,91,0.189999998,0.217999995
3836,0.058054276,0.443868488,0.560026407,0.582500696,0.640055656,0.638394475,376,48,80,64,93,91,0.189999998,0.217999995
3837,0.0580374,0.44387731,0.560027838,0.58246845,0.640051484,0.638405919,376,48,80,64,93,91,0.189999998,0.217999995
3838,0.058016166,0.44389376,0.560041726,0.582484126,0.640047014,0.638335347,376,48,80,64,93,91,0.189999998,0.217999995
3839,0.05800312,0.443902224,0.560055852,0.582494736,0.640025377,0.638318062,376,48,80,64,93,91,0.189999998,0.220000029
3840,0.057987325,0.443927288,0.560058475,0.582459807,0.639988959,0.63836807,376,48,80,64,93,91,0.191999972,0.217999995
3841,0.057967573,0.443941146,0.56006813,0.582477868,0.640006542,0.638273001,376,48,80,64,93,91,0.191999972,0.217999995
3842,0.057952937,0.443944842,0.560077548,0.582437873,0.639990866,0.638315201,376,48,80,64,93,91,0.191999972,0.217999995
3843,0.0579338,0.443968266,0.560083687,0.582456291,0.639959753,0.638289332,376,48,80,64,93,91,0.191999972,0.217999995
3844,0.057914577,0.443974942,0.560093403,0.582419872,0.639965236,0.638275981,376,48,80,64,93,91,0.191999972,0.217999995
3845,0.057895757,0.443983197,0.560110688,0.582431853,0.639954388,0.638246179,376,48,80,64,93,91,0.191999972,0.217999995
3846,0.057875458,0.444008976,0.560118377,0.58243984,0.639929831,0.638205051,376,48,80,64,93,91,0.191999972,0.217999995
3847,0.05785761,0.444021076,0.560124397,0.582411289,0.639926136,0.638205111,376,48,80,64,93,91,0.191999972,0.217999995
3848,0.05783733,0.444045544,0.56013298,0.582425833,0.639883816,0.638192415,376,48,80,64,93,91,0.191999972,0.217999995
3849,0.057820674,0.444059283,0.560140014,0.582390666,0.639896989,0.638175309,376,48,80,64,93,91,0.191999972,0.217999995
3850,0.057808649,0.444066137,0.560153484,0.582397938,0.639875948,0.638145149,376,48,80,64,93,91,0.194000006,0.217999995
3851,0.057799727,0.444070071,0.560164213,0.582410932,0.639856458,0.638136685,376,48,80,64,93,91,0.194000006,0.217999995
3852,0.057780661,0.444099814,0.56016314,0.58237493,0.639850795,0.638131082,376,48,80,64,93,91,0.194000006,0.217999995
3853,0.057763852,0.444122225,0.560174644,0.58238548,0.639812887,0.63811022,376,48,80,64,93,91,0.191999972,0.217999995
3854,0.057753842,0.444131523,0.560184598,0.58239758,0.639815867,0.638049662,376,48,80,64,93,91,0.191999972,0.217999995
3855,0.0577325,0.444139957,0.560195863,0.582360327,0.63978225,0.638102949,376,48,80,64,93,91,0.191999972,0.217999995
3856,0.057708956,0.444155097,0.560210109,0.582366347,0.639787257,0.63802737,376,48,80,64,93,91,0.191999972,0.220000029
3857,0.057692811,0.444182158,0.560213923,0.582327545,0.639755785,0.638070762,376,48,80,64,93,91,0.191999972,0.217999995
3858,0.057677127,0.444182724,0.560228229,0.582343042,0.639775217,0.637991965,376,48,80,64,93,91,0.191999972,0.217999995
3859,0.057661444,0.444197088,0.560235381,0.582355618,0.639738977,0.637984693,376,48,80,64,93,91,0.191999972,0.217999995
3860,0.057635624,0.444199294,0.5602476,0.582320571,0.639751732,0.637980998,376,48,80,64,93,91,0.191999972,0.217999995
3861,0.057620026,0.444224834,0.560253739,0.582337439,0.639715016,0.637963355,376,48,80,64,93,91,0.191999972,0.217999995
3862,0.057604343,0.444238931,0.560257614,0.582293332,0.6396842,0.638009727,376,48,80,64,93,91,0.189999998,0.220000029
3863,0.057584561,0.444253832,0.560266614,0.582303226,0.639687181,0.637941241,376,48,80,64,93,91,0.189999998,0.217999995
3864,0.057573847,0.444261789,0.560279071,0.582316637,0.639664233,0.637925088,376,48,80,64,93,91,0.189999998,0.217999995
3865,0.057561118,0.444267273,0.560284436,0.582278848,0.639663279,0.637940943,376,48,80,64,93,91,0.189999998,0.217999995
3866,0.057546478,0.44429341,0.560289681,0.582290888,0.639634609,0.637913465,376,48,80,64,93,91,0.189999998,0.217999995
3867,0.057528883,0.444298536,0.560302734,0.582304955,0.639643133,0.637839496,376,48,80,64,93,91,0.189999998,0.220000029
3868,0.057510514,0.444313437,0.56031239,0.582259178,0.639621258,0.637876809,376,48,80,64,93,91,0.189999998,0.217999995
3869,0.057501517,0.444331884,0.560316563,0.582271814,0.639606655,0.637838542,376,48,80,64,93,91,0.189999998,0.217999995
3870,0.057489611,0.444333792,0.560328126,0.582282305,0.639587104,0.637821257,376,48,80,64,93,91,0.189999998,0.217999995
3871,0.057468832,0.444354564,0.560332894,0.582246125,0.639582276,0.637817919,376,48,80,64,93,91,0.189999998,0.217999995
3872,0.057456046,0.444361299,0.560344338,0.582257628,0.639567614,0.637791276,376,48,80,64,93,91,0.189999998,0.217999995
3873,0.057439029,0.444381833,0.56034869,0.582211375,0.639545918,0.637832522,376,48,80,64,93,91,0.189999998,0.217999995
3874,0.057410993,0.444395542,0.560364246,0.582218647,0.639532864,0.637773395,376,48,80,64,93,91,0.189999998,0.217999995
3875,0.057400376,0.444391131,0.560378551,0.582230806,0.639530718,0.637741983,376,48,80,64,93,91,0.189999998,0.220000029
3876,0.057376869,0.444418669,0.56038934,0.582231402,0.639506102,0.637691975,376,48,80,64,93,91,0.189999998,0.217999995
3877,0.057359591,0.444428355,0.560397625,0.582192004,0.639493227,0.63771224,376,48,80,64,93,91,0.189999998,0.217999995
3878,0.057346482,0.444443941,0.560405374,0.582197189,0.63947165,0.637690783,376,48,80,64,93,91,0.189999998,0.217999995
3879,0.057329208,0.444454879,0.560412049,0.582150698,0.639467061,0.637716651,376,48,80,64,93,91,0.189999998,0.217999995
3880,0.057311602,0.44446227,0.560422361,0.582161903,0.639451265,0.637688637,376,48,80,64,93,91,0.189999998,0.217999995
3881,0.057297613,0.444478899,0.56043303,0.582164645,0.639443338,0.637628853,376,48,80,64,93,91,0.189999998,0.217999995
3882,0.057284866,0.444496125,0.560439944,0.582168937,0.639421821,0.637612343,376,48,80,64,93,91,0.189999998,0.217999995
3883,0.057269022,0.444503069,0.560448825,0.582131445,0.639400661,0.637651801,376,48,80,64,93,91,0.189999998,0.217999995
3884,0.057254106,0.444513172,0.56045866,0.582134664,0.63940537,0.637600064,376,48,80,64,93,91,0.189999998,0.217999995
3885,0.05723808,0.444525331,0.560469866,0.58209461,0.639383197,0.637635052,376,48,80,64,93,91,0.189999998,0.217999995
3886,0.05722237,0.444539428,0.560477436,0.582104802,0.63937664,0.637581944,376,48,80,64,93,91,0.189999998,0.217999995
3887,0.057204582,0.444537789,0.56049639,0.582102478,0.639374912,0.637540281,376,48,80,64,93,91,0.189999998,0.217999995
3888,0.057190113,0.444557816,0.560499847,0.58205235,0.639355004,0.637573898,376,48,80,64,93,91,0.189999998,0.217999995
3889,0.057176907,0.444560885,0.560518742,0.582053363,0.639340639,0.637548149,376,48,80,64,93,91,0.189999998,0.217999995
3890,0.057160147,0.444585085,0.560528636,0.582046866,0.639333308,0.637490094,376,48,80,64,93,91,0.189999998,0.217999995
3891,0.05715112,0.444585204,0.560535431,0.582016349,0.639322698,0.637529492,376,48,80,64,93,91,0.189999998,0.217999995
3892,0.057134338,0.444606781,0.560544372,0.582015157,0.639294028,0.637508988,376,48,80,64,93,91,0.191999972,0.217999995
3893,0.057116404,0.444608599,0.560561299,0.582015872,0.639289379,0.637484014,376,48,80,64,93,91,0.191999972,0.217999995
3894,0.057099201,0.444611639,0.560566068,0.581965804,0.639298677,0.637496531,376,48,80,64,93,91,0.191999972,0.220000029
3895,0.057077721,0.444633842,0.560577512,0.581972599,0.639264047,0.63747108,376,48,80,64,93,91,0.191999972,0.220000029
3896,0.057060976,0.444648296,0.560588658,0.581972659,0.639256597,0.637412429,376,48,80,64,93,91,0.191999972,0.217999995
3897,0.057048686,0.444662184,0.560597122,0.581917226,0.639242828,0.637458146,376,48,80,64,93,91,0.191999972,0.217999995
3898,0.057028197,0.444669962,0.560611129,0.581921756,0.639234424,0.637413383,376,48,80,64,93,91,0.191999972,0.220000029
3899,0.057012826,0.444683701,0.560617328,0.581928909,0.63922894,0.637371719,376,48,80,64,93,91,0.191999972,0.217999995
3900,0.05699373,0.444691896,0.560629845,0.581885815,0.639213145,0.637409091,376,48,80,64,93,91,0.191999972,0.217999995
3901,0.05697953,0.444700718,0.560640752,0.581881225,0.639209092,0.637355924,376,48,80,64,93,91,0.191999972,0.217999995
3902,0.056965627,0.44472155,0.5606516,0.581881881,0.639181018,0.637336493,376,48,80,64,93,91,0.191999972,0.217999995
3903,0.056951914,0.444731563,0.560660243,0.581888199,0.639167786,0.637315929,376,48,80,64,93,91,0.191999972,0.217999995
3904,0.056934308,0.444727659,0.560678601,0.581839442,0.639183342,0.637310386,376,48,80,64,93,91,0.191999972,0.220000029
3905,0.056917593,0.444745064,0.560685515,0.581836939,0.639164567,0.63728708,376,48,80,64,93,91,0.191999972,0.217999995
3906,0.056901399,0.444751173,0.560704529,0.581843197,0.639137328,0.637269258,376,48,80,64,93,91,0.191999972,0.217999995
3907,0.056879953,0.444773197,0.560708582,0.581788301,0.63913089,0.637277067,376,48,80,64,93,91,0.191999972,0.217999995
3908,0.056870997,0.444766849,0.560726583,0.581793308,0.639127851,0.637243271,376,48,80,64,93,91,0.189999998,0.217999995
3909,0.056851488,0.444787264,0.560736179,0.581793368,0.639098406,0.637230515,376,48,80,64,93,91,0.189999998,0.217999995
3910,0.056839176,0.444793791,0.560745239,0.581740916,0.639101028,0.637249708,376,48,80,64,93,91,0.189999998,0.217999995
3911,0.056826286,0.444804311,0.560752749,0.581751347,0.639092088,0.637205303,376,48,80,64,93,91,0.189999998,0.216000021
3912,0.05680804,0.444820017,0.560762882,0.581755161,0.639064968,0.637184083,376,48,80,64,93,91,0.189999998,0.216000021
3913,0.056797523,0.444820553,0.560775459,0.581699193,0.639068842,0.637204409,376,48,80,64,93,91,0.189999998,0.216000021
3914,0.056784205,0.444832176,0.560778558,0.581723571,0.639052272,0.637183785,376,48,80,64,93,91,0.189999998,0.216000021
3915,0.056772452,0.444840044,0.560786664,0.581731558,0.63903147,0.637168348,376,48,80,64,93,91,0.189999998,0.216000021
3916,0.056756981,0.444849133,0.560796857,0.581741214,0.63903892,0.637100995,376,48,80,64,93,91,0.189999998,0.217999995
3917,0.056739487,0.444862753,0.560799301,0.58169508,0.639012575,0.637155354,376,48,80,64,93,91,0.189999998,0.216000021
3918,0.056725327,0.444868565,0.560807824,0.581701994,0.639007211,0.637118995,376,48,80,64,93,91,0.189999998,0.216000021
3919,0.056713492,0.444870263,0.560819447,0.581723034,0.638997316,0.63709408,376,48,80,64,93,91,0.189999998,0.220000029
3920,0.056692049,0.444893569,0.56082046,0.58168602,0.638991475,0.63710016,376,48,80,64,93,91,0.189999998,0.217999995
3921,0.0566817,0.444898218,0.560832024,0.581693113,0.63898772,0.63706553,376,48,80,64,93,91,0.189999998,0.217999995
3922,0.056669485,0.444905043,0.560840249,0.581703842,0.638960421,0.637051105,376,48,80,64,93,91,0.189999998,0.217999995
3923,0.056657568,0.444918394,0.560844958,0.581718683,0.638951838,0.637011468,376,48,80,64,93,91,0.189999998,0.217999995
3924,0.056641869,0.444922805,0.560849309,0.581680179,0.638952911,0.637026906,376,48,80,64,93,91,0.189999998,0.217999995
3925,0.056630358,0.44493413,0.560857952,0.581686258,0.638938665,0.637007535,376,48,80,64,93,91,0.189999998,0.217999995
3926,0.056617856,0.444940925,0.560870528,0.581694484,0.638913333,0.63699007,376,48,80,64,93,91,0.189999998,0.220000029
3927,0.056596957,0.444955021,0.560881972,0.581700683,0.638909876,0.636938393,376,48,80,64,93,91,0.189999998,0.220000029
3928,0.056583822,0.44496271,0.560884655,0.581660867,0.638912261,0.636950552,376,48,80,64,93,91,0.189999998,0.216000021
3929,0.056576155,0.44496569,0.560896039,0.581664145,0.638899267,0.636941135,376,48,80,64,93,91,0.189999998,0.217999995
3930,0.056566622,0.444976896,0.560903668,0.581670642,0.638882279,0.636928201,376,48,80,64,93,91,0.189999998,0.216000021
3931,0.05655203,0.444985509,0.56090939,0.581631541,0.638880372,0.636938035,376,48,80,64,93,91,0.189999998,0.216000021
3932,0.056534849,0.444993347,0.560915351,0.581649721,0.638873994,0.636897445,376,48,80,64,93,91,0.189999998,0.216000021
3933,0.056520041,0.444998831,0.560932159,0.581657767,0.638851881,0.636877596,376,48,80,64,93,91,0.189999998,0.216000021
3934,0.056506045,0.445012212,0.560935855,0.581660032,0.638848603,0.636841655,376,48,80,64,93,91,0.189999998,0.216000021
3935,0.05649564,0.445017189,0.560943604,0.581626534,0.638821125,0.636894464,376,48,80,64,93,91,0.188000023,0.217999995
3936,0.056482051,0.445025057,0.560951114,0.581636429,0.638830185,0.636832178,376,48,80,64,93,91,0.189999998,0.216000021
3937,0.05646975,0.445036978,0.560956836,0.581644416,0.638810992,0.636818826,376,48,80,64,93,91,0.189999998,0.213999987
3938,0.056458838,0.445043087,0.560965776,0.581658006,0.638809264,0.636781991,376,48,80,64,93,91,0.188000023,0.213999987
3939,0.056439612,0.445060492,0.560966492,0.581617951,0.638783097,0.63683784,376,48,80,64,93,91,0.189999998,0.216000021
3940,0.056423791,0.445064694,0.560976326,0.581627369,0.638794303,0.636765063,376,48,80,64,93,91,0.189999998,0.213999987
3941,0.056416303,0.445067257,0.560989022,0.58162272,0.638783216,0.63675946,376,48,80,64,93,91,0.188000023,0.216000021
3942,0.056398377,0.44508329,0.560988188,0.581590056,0.638769031,0.636781275,376,48,80,64,93,91,0.189999998,0.216000021
3943,0.056385756,0.445095778,0.560994983,0.581599832,0.638761699,0.636749208,376,48,80,64,93,91,0.189999998,0.213999987
3944,0.056373917,0.44509539,0.561004281,0.581605315,0.638745487,0.636738181,376,48,80,64,93,91,0.189999998,0.213999987
3945,0.056358896,0.445110172,0.561015785,0.581607103,0.638744533,0.636681676,376,48,80,64,93,91,0.189999998,0.213999987
3946,0.056352962,0.445110768,0.561020434,0.581565499,0.638716996,0.63675189,376,48,80,64,93,91,0.189999998,0.216000021
3947,0.056333661,0.445124149,0.561027884,0.581578374,0.638723433,0.636689723,376,48,80,64,93,91,0.189999998,0.213999987
3948,0.05632164,0.445134521,0.561037838,0.581581414,0.638697267,0.636683404,376,48,80,64,93,91,0.189999998,0.213999987
3949,0.056310084,0.445145875,0.561048865,0.581593394,0.63870436,0.636626303,376,48,80,64,93,91,0.189999998,0.213999987
3950,0.056296539,0.445145041,0.561050236,0.581553876,0.638691068,0.63668108,376,48,80,64,93,91,0.189999998,0.216000021
3951,0.056282055,0.445155472,0.561056316,0.581594706,0.638692319,0.636589706,376,48,80,64,93,91,0.189999998,0.213999987
3952,0.056271821,0.445165068,0.561071038,0.581592441,0.638672709,0.636584461,376,48,80,64,93,91,0.189999998,0.216000021
3953,0.056256197,0.445176393,0.561075985,0.581549764,0.63866955,0.636603832,376,48,80,64,93,91,0.189999998,0.213999987
3954,0.05624412,0.445183605,0.561084867,0.581557512,0.638658702,0.636573195,376,48,80,64,93,91,0.189999998,0.216000021
3955,0.05622685,0.445191532,0.561091125,0.581565201,0.638662755,0.636531949,376,48,80,64,93,91,0.189999998,0.213999987
3956,0.056218542,0.445188254,0.561106861,0.581573725,0.638643384,0.636517227,376,48,80,64,93,91,0.191999972,0.213999987
3957,0.056206066,0.445206493,0.561108708,0.581575632,0.638639271,0.636480927,376,48,80,64,93,91,0.191999972,0.216000021
3958,0.056193646,0.445213556,0.561108232,0.581539631,0.638619065,0.63653785,376,48,80,64,93,91,0.191999972,0.213999987
3959,0.05618152,0.445218235,0.561119258,0.581548452,0.638624191,0.636487067,376,48,80,64,93,91,0.191999972,0.213999987
3960,0.056170482,0.445227057,0.561127782,0.581545115,0.638612211,0.636479855,376,48,80,64,93,91,0.191999972,0.213999987
3961,0.056154136,0.445242405,0.561136484,0.581554294,0.63861382,0.636419475,376,48,80,64,93,91,0.191999972,0.213999987
3962,0.056142762,0.445246071,0.561146617,0.58155489,0.638593435,0.636420012,376,48,80,64,93,91,0.191999972,0.213999987
3963,0.05612608,0.445249677,0.561151862,0.581524134,0.638592243,0.636435986,376,48,80,64,93,91,0.191999972,0.213999987
3964,0.056116149,0.445266217,0.561157048,0.581517458,0.638561845,0.63644284,376,48,80,64,93,91,0.191999972,0.212000012
3965,0.056112729,0.445275038,0.561165988,0.581520557,0.638565004,0.636398673,376,48,80,64,93,91,0.191999972,0.213999987
3966,0.056097679,0.44527483,0.561173797,0.581525981,0.63857311,0.636363328,376,48,80,64,93,91,0.191999972,0.216000021
3967,0.056082856,0.445284724,0.561179757,0.581535935,0.638557613,0.636335135,376,48,80,64,93,91,0.191999972,0.213999987
3968,0.056072764,0.445295006,0.561185539,0.581541717,0.638527393,0.636330843,376,48,80,64,93,91,0.191999972,0.213999987
3969,0.056054354,0.445302248,0.561199486,0.581486702,0.638541937,0.636336684,376,48,80,64,93,91,0.191999972,0.213999987
3970,0.056038618,0.445312023,0.561202824,0.581491232,0.638517916,0.636331499,376,48,80,64,93,91,0.191999972,0.213999987
3971,0.056028206,0.445317715,0.561214089,0.581500769,0.638501823,0.636322141,376,48,80,64,93,91,0.191999972,0.213999987
3972,0.056012563,0.445327967,0.561221302,0.581495821,0.638517797,0.636265874,376,48,80,64,93,91,0.191999972,0.213999987
3973,0.055997118,0.445337534,0.56122911,0.58150351,0.638508856,0.636222064,376,48,80,64,93,91,0.191999972,0.213999987
3974,0.055992723,0.445337296,0.561242342,0.581502378,0.638499439,0.63622123,376,48,80,64,93,91,0.191999972,0.213999987
3975,0.055971745,0.445352316,0.561243176,0.581465244,0.638494432,0.636233926,376,48,80,64,93,91,0.191999972,0.213999987
3976,0.055959858,0.445355892,0.56125766,0.581464767,0.63848567,0.636209428,376,48,80,64,93,91,0.191999972,0.216000021
3977,0.055946872,0.445366502,0.561263144,0.581472158,0.638468742,0.636189282,376,48,80,64,93,91,0.191999972,0.213999987
3978,0.055936713,0.445372254,0.561270595,0.581475139,0.638484061,0.636136651,376,48,80,64,93,91,0.191999972,0.213999987
3979,0.055924609,0.445379466,0.561280131,0.581481397,0.638456881,0.636135697,376,48,80,64,93,91,0.191999972,0.212000012
3980,0.055911221,0.44539547,0.561283946,0.581489325,0.638430059,0.636132479,376,48,80,64,93,91,0.191999972,0.213999987
3981,0.055903263,0.445401877,0.561288953,0.581439734,0.638442934,0.636140466,376,48,80,64,93,91,0.191999972,0.216000021
3982,0.055888038,0.445406437,0.561299026,0.581472337,0.638427556,0.636101186,376,48,80,64,93,91,0.191999972,0.213999987
3983,0.055872373,0.445409775,0.561302125,0.581425071,0.638440132,0.636107504,376,48,80,64,93,91,0.191999972,0.213999987
3984,0.055858675,0.445423454,0.561315656,0.58145833,0.638418734,0.636047006,376,48,80,64,93,91,0.191999972,0.213999987
3985,0.05585264,0.445435137,0.561320782,0.581458569,0.638409853,0.636030436,376,48,80,64,93,91,0.191999972,0.212000012
3986,0.055845749,0.445441157,0.561330914,0.581462026,0.638386965,0.636034429,376,48,80,64,93,91,0.191999972,0.212000012
3987,0.055828489,0.445448369,0.561337233,0.581461728,0.638391256,0.635990143,376,48,80,64,93,91,0.191999972,0.212000012
3988,0.055820204,0.445448786,0.561342716,0.581428885,0.638374567,0.636049807,376,48,80,64,93,91,0.191999972,0.212000012
3989,0.055809468,0.445456415,0.56134814,0.581430912,0.638376117,0.636006176,376,48,80,64,93,91,0.191999972,0.213999987
3990,0.05580176,0.445467383,0.561349809,0.581440449,0.638361692,0.636002779,376,48,80,64,93,91,0.191999972,0.212000012
3991,0.0557805,0.445478648,0.561366916,0.581434965,0.638374507,0.635933161,376,48,80,64,93,91,0.191999972,0.212000012
3992,0.055765897,0.445487052,0.561376929,0.58143878,0.63835007,0.635928214,376,48,80,64,93,91,0.191999972,0.212000012
3993,0.055757396,0.445493072,0.561384201,0.581439853,0.638348043,0.635893285,376,48,80,64,93,91,0.191999972,0.212000012
3994,0.055741314,0.445497483,0.561391056,0.581450105,0.638340533,0.635868907,376,48,80,64,93,91,0.191999972,0.212000012
3995,0.055731818,0.445500225,0.561400294,0.581410468,0.638340294,0.63589865,376,48,80,64,93,91,0.191999972,0.212000012
3996,0.055718213,0.445522159,0.56140554,0.581438482,0.638320565,0.635842025,376,48,80,64,93,91,0.191999972,0.212000012
3997,0.055705227,0.445524067,0.561418831,0.581446171,0.638315976,0.63580358,376,48,80,64,93,91,0.191999972,0.212000012
3998,0.055696607,0.445532709,0.561422706,0.58144486,0.63830179,0.635812759,376,48,80,64,93,91,0.191999972,0.213999987
3999,0.055684432,0.445542336,0.561424553,0.581405103,0.638300002,0.635825992,376,48,80,64,93,91,0.191999972,0.213999987
4000,0.103521757,0.669033349,0.645537615,0.623992741,0.483353555,0.52015233,369,71,83,69,64,82,0.191999972,0.209999979
4001,0.102418177,0.668756187,0.645677984,0.622725308,0.483000934,0.521742523,369,71,83,69,64,82,0.189999998,0.209999979
4002,0.101372354,0.668407381,0.645841599,0.621495366,0.482698679,0.523245513,369,71,83,69,64,82,0.189999998,0.20599997
4003,0.10032016,0.668019891,0.646007836,0.62028712,0.482385635,0.524737477,369,71,83,69,64,82,0.184000015,0.203999996
4004,0.099291563,0.667575419,0.646188736,0.619102359,0.482026219,0.52625525,369,71,83,69,64,82,0.18599999,0.202000022
4005,0.098261163,0.667088568,0.646358967,0.617997289,0.481767535,0.527664721,369,71,83,69,64,82,0.184000015,0.202000022
4006,0.097204022,0.666549325,0.646529615,0.616857827,0.481579989,0.529080331,369,71,83,69,64,82,0.184000015,0.202000022
4007,0.096138902,0.665952086,0.646702111,0.61572659,0.481467366,0.530460417,369,71,83,69,64,82,0.184000015,0.203999996
4008,0.095109954,0.665325403,0.646863341,0.614602268,0.481438577,0.531830311,369,71,83,69,64,82,0.184000015,0.202000022
4009,0.094162762,0.664682865,0.647047877,0.613480628,0.481346548,0.533270001,369,71,83,69,64,82,0.184000015,0.199999988
4010,0.093219623,0.664008915,0.647237003,0.612398386,0.481250584,0.534673989,369,71,83,69,64,82,0.181999981,0.198000014
4011,0.09229821,0.663308084,0.647428393,0.611362576,0.481221259,0.535978496,369,71,83,69,64,82,0.181999981,0.198000014
4012,0.091394931,0.662580967,0.647622764,0.610387921,0.481288403,0.537157774,369,71,83,69,64,82,0.181999981,0.202000022
4013,0.090506464,0.661822915,0.647820175,0.60944593,0.481450647,0.538232088,369,71,83,69,64,82,0.181999981,0.202000022
4014,0.089673638,0.661065102,0.648031354,0.608536899,0.481633306,0.539232135,369,71,83,69,64,82,0.180000007,0.203999996
4015,0.088912785,0.6603567,0.64822799,0.607658148,0.481797993,0.540188611,369,71,83,69,64,82,0.184000015,0.203999996
4016,0.088184431,0.659649551,0.648440003,0.606810093,0.481952965,0.541082621,369,71,83,69,64,82,0.184000015,0.203999996
4017,0.087476388,0.658933103,0.648650229,0.605991662,0.482141525,0.541913092,369,71,83,69,64,82,0.181999981,0.203999996
4018,0.086794227,0.65820986,0.648861289,0.605201006,0.482342482,0.542696238,369,71,83,69,64,82,0.181999981,0.203999996
4019,0.086131036,0.657482266,0.649069965,0.604434967,0.482553482,0.543443441,369,71,83,69,64,82,0.184000015,0.203999996
4020,0.085485384,0.656751096,0.649274409,0.603697658,0.482807755,0.544123769,369,71,83,69,64,82,0.184000015,0.203999996
4021,0.084862679,0.656024098,0.64947921,0.602988958,0.483103812,0.544732273,369,71,83,69,64,82,0.184000015,0.203999996
4022,0.084258363,0.655303121,0.64967978,0.602305532,0.483422965,0.545288444,369,71,83,69,64,82,0.18599999,0.203999996
4023,0.083676599,0.654615939,0.649857461,0.601695478,0.483761311,0.545781493,369,71,83,69,64,82,0.18599999,0.20599997
4024,0.08313936,0.653967202,0.650030851,0.601105571,0.48409009,0.546237111,369,71,83,69,64,82,0.18599999,0.20599997
4025,0.082634509,0.653346777,0.650198281,0.600538552,0.48441574,0.546661794,369,71,83,69,64,82,0.18599999,0.20599997
4026,0.082158729,0.652763963,0.650352359,0.600003898,0.484728932,0.547056496,369,71,83,69,64,82,0.18599999,0.20599997
4027,0.081702568,0.652186096,0.650506556,0.599487066,0.485043705,0.547426343,369,71,83,69,64,82,0.18599999,0.20599997
4028,0.081271246,0.651629448,0.650662243,0.59898901,0.485347867,0.547768176,369,71,83,69,64,82,0.181999981,0.20599997
4029,0.080858678,0.651114047,0.650805831,0.598509848,0.485623121,0.548090518,369,71,83,69,64,82,0.184000015,0.20599997
4030,0.080469087,0.650623977,0.650948763,0.598041654,0.485890627,0.548388541,369,71,83,69,64,82,0.184000015,0.20599997
4031,0.080094099,0.650158107,0.65108645,0.597585618,0.486146867,0.548668027,369,71,83,69,64,82,0.184000015,0.20599997
4032,0.079720862,0.649704814,0.651213229,0.597141445,0.486404598,0.548933625,369,71,83,69,64,82,0.184000015,0.20599997
4033,0.079361424,0.649276853,0.651319087,0.596699297,0.486669928,0.549208879,369,71,83,69,64,82,0.188000023,0.203999996
4034,0.079011574,0.648873448,0.651415944,0.596271217,0.486915201,0.549470365,369,71,83,69,64,82,0.18599999,0.20599997
4035,0.078655481,0.648453653,0.651501894,0.595860839,0.487190664,0.549714625,369,71,83,69,64,82,0.184000015,0.208000004
4036,0.078328058,0.648061574,0.651595056,0.595468521,0.487431049,0.549943388,369,71,83,69,64,82,0.184000015,0.20599997
4037,0.078031525,0.647711337,0.651682317,0.595087051,0.487662017,0.550160348,369,71,83,69,64,82,0.184000015,0.20599997
4038,0.077733703,0.647373497,0.651760221,0.594719708,0.48789832,0.550363302,369,71,83,69,64,82,0.184000015,0.203999996
4039,0.077441111,0.647043109,0.651834249,0.594361961,0.488114506,0.550558031,369,71,83,69,64,82,0.18599999,0.20599997
4040,0.077155918,0.646730065,0.65190351,0.594017208,0.488330811,0.550740302,369,71,83,69,64,82,0.18599999,0.203999996
4041,0.076885164,0.646415412,0.651981771,0.593684793,0.488533556,0.550908923,369,71,83,69,64,82,0.184000015,0.203999996
4042,0.076649413,0.646135151,0.652050257,0.593362272,0.488735318,0.551070094,369,71,83,69,64,82,0.184000015,0.203999996
4043,0.076395229,0.64584136,0.652118206,0.593062878,0.488942921,0.551212013,369,71,83,69,64,82,0.18599999,0.20599997
4044,0.076138623,0.645557582,0.652165353,0.592797816,0.489157856,0.551344216,369,71,83,69,64,82,0.188000023,0.208000004
4045,0.075899594,0.645258188,0.65221417,0.592538476,0.48937878,0.551474035,369,71,83,69,64,82,0.188000023,0.209999979
4046,0.075651541,0.644963861,0.652252078,0.59228462,0.489596009,0.55159831,369,71,83,69,64,82,0.188000023,0.209999979
