Epoch,Loss,PhatBar_1,PhatBar_2,PhatBar_3,S,S_1,S_2,S_3,TestingError,TrainingError
20,0.039298269897699356,0.5596916079521179,0.5821863412857056,0.43239185214042664,2406,795,1095,516,0.4348713755607605,0.22131484746932983
21,0.03896614909172058,0.5596838593482971,0.5821305513381958,0.4324404001235962,2406,795,1095,516,0.4344630241394043,0.220089852809906
22,0.038642603904008865,0.5596758127212524,0.5820745229721069,0.4324875771999359,2406,795,1095,516,0.4344630241394043,0.22090649604797363
23,0.038330189883708954,0.5596691370010376,0.5820162296295166,0.4325360655784607,2406,795,1095,516,0.4348713755607605,0.22049814462661743
24,0.03802257776260376,0.5596651434898376,0.5819606781005859,0.4325794279575348,2406,795,1095,516,0.4348713755607605,0.22049814462661743
25,0.03772668167948723,0.5596632957458496,0.581900954246521,0.4326278865337372,2406,795,1095,516,0.4348713755607605,0.220089852809906
26,0.037432823330163956,0.559660017490387,0.5818396210670471,0.4326777756214142,2406,795,1095,516,0.4348713755607605,0.2196815013885498
27,0.037145406007766724,0.5596556663513184,0.5817822217941284,0.43272483348846436,2406,795,1095,516,0.4352797269821167,0.2196815013885498
28,0.03686334937810898,0.5596542954444885,0.5817197561264038,0.43277379870414734,2406,795,1095,516,0.4352797269821167,0.2196815013885498
29,0.03659120574593544,0.5596528649330139,0.581660807132721,0.4328198730945587,2406,795,1095,516,0.4352797269821167,0.2196815013885498
30,0.03631628677248955,0.5596518516540527,0.5815982818603516,0.43286827206611633,2406,795,1095,516,0.4352797269821167,0.220089852809906
31,0.036054398864507675,0.5596526265144348,0.581540048122406,0.4329092800617218,2406,795,1095,516,0.4348713755607605,0.220089852809906
32,0.03579346835613251,0.5596539974212646,0.5814772248268127,0.4329581558704376,2406,795,1095,516,0.4352797269821167,0.2196815013885498
33,0.0355350598692894,0.5596552491188049,0.5814118385314941,0.4330088794231415,2406,795,1095,516,0.4352797269821167,0.220089852809906
34,0.03528217971324921,0.5596559047698975,0.5813496112823486,0.43305689096450806,2406,795,1095,516,0.4356880187988281,0.220089852809906
35,0.03503710776567459,0.5596611499786377,0.581287682056427,0.43310004472732544,2406,795,1095,516,0.4360963702201843,0.220089852809906
36,0.034795135259628296,0.5596609711647034,0.581225574016571,0.4331488311290741,2406,795,1095,516,0.4352797269821167,0.220089852809906
37,0.03455434367060661,0.5596629977226257,0.5811614394187927,0.433197945356369,2406,795,1095,516,0.4356880187988281,0.22049814462661743
38,0.03432025760412216,0.5596604347229004,0.5811023712158203,0.433243989944458,2406,795,1095,516,0.4360963702201843,0.220089852809906
39,0.03409195691347122,0.5596634745597839,0.5810396671295166,0.4332907795906067,2406,795,1095,516,0.4360963702201843,0.22049814462661743
40,0.0338691845536232,0.5596621036529541,0.5809838175773621,0.4333312213420868,2406,795,1095,516,0.4365047216415405,0.22131484746932983
41,0.03364173322916031,0.5596612691879272,0.5809226036071777,0.4333779513835907,2406,795,1095,516,0.43691301345825195,0.22172313928604126
42,0.033424798399209976,0.5596609711647034,0.5808635950088501,0.4334225058555603,2406,795,1095,516,0.43732136487960815,0.22172313928604126
43,0.03321099653840065,0.5596596598625183,0.5808011889457703,0.43347397446632385,2406,795,1095,516,0.43732136487960815,0.22213149070739746
44,0.033000096678733826,0.5596545338630676,0.5807419419288635,0.4335201680660248,2406,795,1095,516,0.43732136487960815,0.22213149070739746
45,0.032788995653390884,0.5596514344215393,0.5806797742843628,0.433572918176651,2406,795,1095,516,0.4377296566963196,0.22213149070739746
46,0.03258522227406502,0.559643030166626,0.5806198120117188,0.43362322449684143,2406,795,1095,516,0.4393630027770996,0.2229481339454651
47,0.03238866850733757,0.5596441030502319,0.5805613398551941,0.4336676299571991,2406,795,1095,516,0.4389546513557434,0.2233564853668213
48,0.032191600650548935,0.5596334338188171,0.5805026292800903,0.43371739983558655,2406,795,1095,516,0.4389546513557434,0.2233564853668213
49,0.032001279294490814,0.559623658657074,0.5804447531700134,0.43376514315605164,2406,795,1095,516,0.4393630027770996,0.2233564853668213
50,0.03181583434343338,0.5596227645874023,0.5803847908973694,0.4338149428367615,2406,795,1095,516,0.4397713541984558,0.22376477718353271
51,0.03163105994462967,0.5596153140068054,0.5803279876708984,0.433858186006546,2406,795,1095,516,0.4393630027770996,0.22417312860488892
52,0.03144834190607071,0.5596132278442383,0.5802664160728455,0.4339095950126648,2406,795,1095,516,0.4389546513557434,0.22417312860488892
53,0.031270477920770645,0.5596018433570862,0.5802114605903625,0.43395671248435974,2406,795,1095,516,0.4389546513557434,0.2233564853668213
54,0.031100047752261162,0.5596015453338623,0.5801543593406677,0.4340003430843353,2406,795,1095,516,0.4389546513557434,0.2233564853668213
55,0.03092261031270027,0.5595890879631042,0.5800977349281311,0.4340493381023407,2406,795,1095,516,0.4393630027770996,0.2225397825241089
56,0.030753035098314285,0.5595811009407043,0.5800373554229736,0.43410179018974304,2406,795,1095,516,0.4397713541984558,0.2225397825241089
57,0.030586693435907364,0.5595784783363342,0.5799818634986877,0.4341454803943634,2406,795,1095,516,0.44017964601516724,0.22213149070739746
58,0.03042224980890751,0.5595676898956299,0.5799238085746765,0.4341965615749359,2406,795,1095,516,0.44017964601516724,0.22213149070739746
59,0.03025970421731472,0.5595623850822449,0.579866886138916,0.43424689769744873,2406,795,1095,516,0.44017964601516724,0.22172313928604126
60,0.03010266087949276,0.5595548748970032,0.5798119306564331,0.43428972363471985,2406,795,1095,516,0.44017964601516724,0.22172313928604126
61,0.02994353324174881,0.5595496892929077,0.579755425453186,0.4343400001525879,2406,795,1095,516,0.44017964601516724,0.22172313928604126
62,0.0297851599752903,0.5595382452011108,0.5796985030174255,0.43439000844955444,2406,795,1095,516,0.44017964601516724,0.22172313928604126
63,0.029633093625307083,0.5595274567604065,0.5796424150466919,0.4344402253627777,2406,795,1095,516,0.44017964601516724,0.22131484746932983
64,0.02948211133480072,0.559521496295929,0.5795906186103821,0.4344823658466339,2406,795,1095,516,0.44017964601516724,0.22172313928604126
65,0.029330849647521973,0.5595090389251709,0.5795347690582275,0.4345337748527527,2406,795,1095,516,0.4389546513557434,0.22172313928604126
66,0.02918233908712864,0.5595012307167053,0.5794816613197327,0.43458178639411926,2406,795,1095,516,0.438546359539032,0.22172313928604126
67,0.029040295630693436,0.5594916343688965,0.5794286727905273,0.43462586402893066,2406,795,1095,516,0.4389546513557434,0.22213149070739746
68,0.028896354138851166,0.559481143951416,0.5793764591217041,0.4346770644187927,2406,795,1095,516,0.438546359539032,0.22172313928604126
69,0.028753696009516716,0.559466540813446,0.5793230533599854,0.43472597002983093,2406,795,1095,516,0.4389546513557434,0.22131484746932983
70,0.02861802838742733,0.5594508051872253,0.579275906085968,0.4347709119319916,2406,795,1095,516,0.4389546513557434,0.22131484746932983
71,0.0284818597137928,0.5594456195831299,0.5792205333709717,0.43481892347335815,2406,795,1095,516,0.4389546513557434,0.22172313928604126
72,0.028347162529826164,0.5594304203987122,0.5791704654693604,0.4348669648170471,2406,795,1095,516,0.4389546513557434,0.22172313928604126
73,0.02821481227874756,0.5594210028648376,0.5791217684745789,0.43491148948669434,2406,795,1095,516,0.4381380081176758,0.22213149070739746
74,0.028085125610232353,0.559410572052002,0.579068660736084,0.43495938181877136,2406,795,1095,516,0.438546359539032,0.2225397825241089
75,0.027956435456871986,0.5593999624252319,0.5790219306945801,0.4350038170814514,2406,795,1095,516,0.438546359539032,0.2225397825241089
76,0.027827156707644463,0.5593848824501038,0.5789694786071777,0.4350542724132538,2406,795,1095,516,0.438546359539032,0.2225397825241089
77,0.02770283818244934,0.5593699812889099,0.5789244174957275,0.4350981116294861,2406,795,1095,516,0.438546359539032,0.2233564853668213
78,0.027579642832279205,0.5593615770339966,0.5788748264312744,0.4351425766944885,2406,795,1095,516,0.438546359539032,0.2233564853668213
79,0.02745787426829338,0.5593466758728027,0.5788289308547974,0.4351879358291626,2406,795,1095,516,0.438546359539032,0.22417312860488892
80,0.02733636647462845,0.5593366622924805,0.578780472278595,0.43523430824279785,2406,795,1095,516,0.4389546513557434,0.22417312860488892
81,0.02721945196390152,0.5593224763870239,0.5787324905395508,0.4352814555168152,2406,795,1095,516,0.4389546513557434,0.22417312860488892
82,0.027103589847683907,0.5593137145042419,0.5786896347999573,0.4353199303150177,2406,795,1095,516,0.438546359539032,0.22417312860488892
83,0.02698729746043682,0.5592970848083496,0.578642725944519,0.4353685677051544,2406,795,1095,516,0.4381380081176758,0.22417312860488892
84,0.02687281183898449,0.559287428855896,0.5785965323448181,0.43541470170021057,2406,795,1095,516,0.438546359539032,0.22417312860488892
85,0.026761369779706,0.5592711567878723,0.5785533785820007,0.43545642495155334,2406,795,1095,516,0.438546359539032,0.22458148002624512
86,0.02664932608604431,0.559255838394165,0.5785101652145386,0.4354996085166931,2406,795,1095,516,0.4381380081176758,0.22498977184295654
87,0.026538053527474403,0.5592433214187622,0.5784639120101929,0.43554672598838806,2406,795,1095,516,0.4389546513557434,0.22498977184295654
88,0.0264291875064373,0.559228777885437,0.5784189701080322,0.43559029698371887,2406,795,1095,516,0.4389546513557434,0.22498977184295654
89,0.02632324956357479,0.5592184662818909,0.578377366065979,0.43563082814216614,2406,795,1095,516,0.4389546513557434,0.22417312860488892
90,0.0262144785374403,0.5592023134231567,0.5783320069313049,0.4356766939163208,2406,795,1095,516,0.4389546513557434,0.22417312860488892
91,0.02610977180302143,0.5591903924942017,0.5782909989356995,0.4357168972492218,2406,795,1095,516,0.4393630027770996,0.22417312860488892
92,0.02600625902414322,0.5591721534729004,0.5782498717308044,0.4357597827911377,2406,795,1095,516,0.4393630027770996,0.22417312860488892
93,0.025906361639499664,0.5591580271720886,0.5782127380371094,0.43579378724098206,2406,795,1095,516,0.4397713541984558,0.22417312860488892
94,0.02580524981021881,0.5591443181037903,0.5781702399253845,0.43583858013153076,2406,795,1095,516,0.4397713541984558,0.22417312860488892
95,0.025704413652420044,0.5591282844543457,0.5781293511390686,0.4358794391155243,2406,795,1095,516,0.4397713541984558,0.22417312860488892
96,0.025605596601963043,0.5591134428977966,0.578091025352478,0.43592020869255066,2406,795,1095,516,0.4397713541984558,0.22417312860488892
97,0.025508513674139977,0.5591009855270386,0.5780499577522278,0.4359586834907532,2406,795,1095,516,0.4397713541984558,0.22498977184295654
98,0.02541154995560646,0.5590856671333313,0.5780120491981506,0.43600034713745117,2406,795,1095,516,0.44017964601516724,0.22498977184295654
99,0.025315159931778908,0.5590692758560181,0.5779718160629272,0.43604084849357605,2406,795,1095,516,0.44058799743652344,0.22458148002624512
100,0.02522052451968193,0.5590524077415466,0.5779345631599426,0.4360802471637726,2406,795,1095,516,0.44058799743652344,0.22458148002624512
101,0.025128765031695366,0.5590384602546692,0.577897310256958,0.4361187815666199,2406,795,1095,516,0.44058799743652344,0.22458148002624512
102,0.025037363171577454,0.5590243935585022,0.5778576135635376,0.43615737557411194,2406,795,1095,516,0.44058799743652344,0.22458148002624512
103,0.02494528517127037,0.5590090155601501,0.5778212547302246,0.436196893453598,2406,795,1095,516,0.44058799743652344,0.22417312860488892
104,0.024854522198438644,0.5589916110038757,0.5777812600135803,0.43623897433280945,2406,795,1095,516,0.44058799743652344,0.22417312860488892
105,0.024764515459537506,0.558978796005249,0.5777448415756226,0.43627649545669556,2406,795,1095,516,0.44099634885787964,0.22417312860488892
106,0.024676186963915825,0.5589616298675537,0.5777069926261902,0.43631455302238464,2406,795,1095,516,0.44099634885787964,0.22458148002624512
107,0.02458881586790085,0.5589466691017151,0.5776711702346802,0.43634921312332153,2406,795,1095,516,0.44099634885787964,0.22458148002624512
108,0.02450152300298214,0.5589327812194824,0.5776342153549194,0.4363866448402405,2406,795,1095,516,0.44140464067459106,0.22458148002624512
109,0.024414950981736183,0.5589172840118408,0.5775958299636841,0.43642503023147583,2406,795,1095,516,0.44017964601516724,0.22498977184295654
110,0.024329395964741707,0.5589040517807007,0.5775607824325562,0.4364592134952545,2406,795,1095,516,0.44017964601516724,0.22498977184295654
111,0.02424485795199871,0.5588874816894531,0.5775249600410461,0.436495840549469,2406,795,1095,516,0.44017964601516724,0.22498977184295654
112,0.02416195347905159,0.5588765740394592,0.5774906873703003,0.4365282952785492,2406,795,1095,516,0.44058799743652344,0.22458148002624512
113,0.024078426882624626,0.5588580369949341,0.5774549245834351,0.43656668066978455,2406,795,1095,516,0.44058799743652344,0.22458148002624512
114,0.02399599552154541,0.5588483810424805,0.5774167776107788,0.43660345673561096,2406,795,1095,516,0.44099634885787964,0.22498977184295654
115,0.023914191871881485,0.5588280558586121,0.5773845314979553,0.43663907051086426,2406,795,1095,516,0.44099634885787964,0.22498977184295654
116,0.023833036422729492,0.558813214302063,0.577349066734314,0.43667423725128174,2406,795,1095,516,0.44181299209594727,0.22539812326431274
117,0.023753531277179718,0.5588008761405945,0.5773149728775024,0.43670791387557983,2406,795,1095,516,0.44222134351730347,0.22539812326431274
118,0.023673968389630318,0.5587841272354126,0.5772809982299805,0.43674391508102417,2406,795,1095,516,0.44222134351730347,0.22539812326431274
119,0.023595117032527924,0.5587713122367859,0.5772468447685242,0.43677932024002075,2406,795,1095,516,0.44181299209594727,0.22498977184295654
120,0.023516947403550148,0.5587527751922607,0.5772133469581604,0.4368147552013397,2406,795,1095,516,0.44181299209594727,0.22498977184295654
121,0.023439431563019753,0.5587404370307922,0.577177882194519,0.4368515610694885,2406,795,1095,516,0.44140464067459106,0.22458148002624512
122,0.023362278938293457,0.558724045753479,0.5771451592445374,0.43688568472862244,2406,795,1095,516,0.44181299209594727,0.22498977184295654
123,0.023287726566195488,0.558708131313324,0.5771119594573975,0.4369199275970459,2406,795,1095,516,0.44181299209594727,0.22498977184295654
124,0.023212147876620293,0.55869460105896,0.5770788192749023,0.4369560182094574,2406,795,1095,516,0.44099634885787964,0.22498977184295654
125,0.023137414827942848,0.5586754679679871,0.5770462155342102,0.4369930326938629,2406,795,1095,516,0.44099634885787964,0.22458148002624512
126,0.023064186796545982,0.5586625933647156,0.5770129561424255,0.4370279908180237,2406,795,1095,516,0.44017964601516724,0.22539812326431274
127,0.022989818826317787,0.5586438179016113,0.5769811272621155,0.4370640516281128,2406,795,1095,516,0.44017964601516724,0.22539812326431274
128,0.022918106988072395,0.5586283802986145,0.5769487619400024,0.4371004104614258,2406,795,1095,516,0.44017964601516724,0.22539812326431274
129,0.022845201194286346,0.5586110353469849,0.5769172310829163,0.43713563680648804,2406,795,1095,516,0.44017964601516724,0.22539812326431274
130,0.022775303572416306,0.5585973858833313,0.5768866539001465,0.4371689260005951,2406,795,1095,516,0.44017964601516724,0.22580647468566895
131,0.02270428277552128,0.558578610420227,0.5768557786941528,0.43720439076423645,2406,795,1095,516,0.44017964601516724,0.22580647468566895
132,0.02263360656797886,0.5585615038871765,0.5768242478370667,0.4372395873069763,2406,795,1095,516,0.44017964601516724,0.22580647468566895
133,0.022564459592103958,0.5585463047027588,0.5767930150032043,0.43727561831474304,2406,795,1095,516,0.44017964601516724,0.22580647468566895
134,0.022495010867714882,0.5585277080535889,0.576763391494751,0.43731045722961426,2406,795,1095,516,0.44017964601516724,0.22539812326431274
135,0.022427057847380638,0.5585120916366577,0.5767323970794678,0.43734684586524963,2406,795,1095,516,0.44017964601516724,0.22539812326431274
136,0.022359823808073997,0.5584957003593445,0.5767037272453308,0.43737876415252686,2406,795,1095,516,0.438546359539032,0.22498977184295654
137,0.02229180559515953,0.5584818124771118,0.5766714811325073,0.43741461634635925,2406,795,1095,516,0.438546359539032,0.22498977184295654
138,0.022225966677069664,0.5584618449211121,0.5766432285308838,0.4374500513076782,2406,795,1095,516,0.438546359539032,0.22458148002624512
139,0.02215905860066414,0.5584474205970764,0.5766125917434692,0.4374859035015106,2406,795,1095,516,0.4377296566963196,0.22458148002624512
140,0.022094322368502617,0.5584290027618408,0.5765847563743591,0.4375203549861908,2406,795,1095,516,0.43732136487960815,0.22458148002624512
141,0.02202923409640789,0.5584098100662231,0.5765557289123535,0.4375572204589844,2406,795,1095,516,0.43732136487960815,0.22458148002624512
142,0.021965274587273598,0.55839604139328,0.5765271782875061,0.43758922815322876,2406,795,1095,516,0.4377296566963196,0.22539812326431274
143,0.021902671083807945,0.5583780407905579,0.5764994025230408,0.43762266635894775,2406,795,1095,516,0.43691301345825195,0.22580647468566895
144,0.02183946967124939,0.5583653450012207,0.5764728784561157,0.4376533031463623,2406,795,1095,516,0.4365047216415405,0.22539812326431274
145,0.021776556968688965,0.5583459734916687,0.5764433741569519,0.43769001960754395,2406,795,1095,516,0.4360963702201843,0.22580647468566895
146,0.021715007722377777,0.558330237865448,0.5764175653457642,0.4377225339412689,2406,795,1095,516,0.4360963702201843,0.22580647468566895
147,0.02165309712290764,0.558311402797699,0.5763899087905884,0.43775755167007446,2406,795,1095,516,0.4360963702201843,0.22539812326431274
148,0.02159315161406994,0.558296263217926,0.5763612985610962,0.4377947747707367,2406,795,1095,516,0.4360963702201843,0.22539812326431274
149,0.02153351716697216,0.5582805871963501,0.5763377547264099,0.4378212094306946,2406,795,1095,516,0.4365047216415405,0.22539812326431274
150,0.021473946049809456,0.5582630038261414,0.576309859752655,0.43785613775253296,2406,795,1095,516,0.4365047216415405,0.22458148002624512
151,0.021413251757621765,0.558247447013855,0.5762845277786255,0.43788862228393555,2406,795,1095,516,0.43691301345825195,0.22458148002624512
152,0.021352233365178108,0.558230459690094,0.5762557983398438,0.43792396783828735,2406,795,1095,516,0.43691301345825195,0.22458148002624512
153,0.021293263882398605,0.5582157373428345,0.5762304663658142,0.43795570731163025,2406,795,1095,516,0.4365047216415405,0.22458148002624512
154,0.02123294025659561,0.5581991076469421,0.576201856136322,0.43799179792404175,2406,795,1095,516,0.4365047216415405,0.22458148002624512
155,0.021175092086195946,0.5581856369972229,0.576175332069397,0.43802395462989807,2406,795,1095,516,0.4365047216415405,0.22458148002624512
156,0.021115204319357872,0.5581673979759216,0.5761477947235107,0.4380602538585663,2406,795,1095,516,0.43691301345825195,0.22458148002624512
157,0.02105834148824215,0.5581569075584412,0.5761213898658752,0.43808886408805847,2406,795,1095,516,0.43691301345825195,0.22458148002624512
158,0.021000010892748833,0.5581377148628235,0.5760959386825562,0.43812447786331177,2406,795,1095,516,0.43732136487960815,0.22621476650238037
159,0.020942186936736107,0.558122456073761,0.5760677456855774,0.43815818428993225,2406,795,1095,516,0.43691301345825195,0.22621476650238037
160,0.020885029807686806,0.5581060647964478,0.5760396718978882,0.43819576501846313,2406,795,1095,516,0.43691301345825195,0.22621476650238037
161,0.0208277627825737,0.5580897331237793,0.5760145783424377,0.4382267892360687,2406,795,1095,516,0.43691301345825195,0.22621476650238037
162,0.02077127806842327,0.5580753087997437,0.5759861469268799,0.43826332688331604,2406,795,1095,516,0.43691301345825195,0.22621476650238037
163,0.02071438916027546,0.5580576658248901,0.5759602189064026,0.4382971227169037,2406,795,1095,516,0.43691301345825195,0.22621476650238037
164,0.020660003647208214,0.5580458641052246,0.5759344696998596,0.43832752108573914,2406,795,1095,516,0.43691301345825195,0.22621476650238037
165,0.020604217424988747,0.5580291748046875,0.5759057998657227,0.438363641500473,2406,795,1095,516,0.43691301345825195,0.22621476650238037
166,0.020549243316054344,0.5580130219459534,0.575881838798523,0.4383961260318756,2406,795,1095,516,0.4365047216415405,0.22621476650238037
167,0.020494190976023674,0.5579966902732849,0.5758533477783203,0.43843168020248413,2406,795,1095,516,0.4365047216415405,0.22621476650238037
168,0.020439598709344864,0.5579804182052612,0.5758288502693176,0.43846285343170166,2406,795,1095,516,0.4365047216415405,0.22662311792373657
169,0.020386073738336563,0.5579655766487122,0.575802206993103,0.438498318195343,2406,795,1095,516,0.4365047216415405,0.22662311792373657
170,0.020332347601652145,0.5579485297203064,0.5757764577865601,0.4385303854942322,2406,795,1095,516,0.4365047216415405,0.2274397611618042
171,0.020279116928577423,0.5579330921173096,0.575751781463623,0.43856388330459595,2406,795,1095,516,0.4365047216415405,0.2274397611618042
172,0.020227041095495224,0.5579188466072083,0.5757256150245667,0.43859440088272095,2406,795,1095,516,0.4365047216415405,0.2274397611618042
173,0.020175015553832054,0.5579028725624084,0.5757035613059998,0.4386245310306549,2406,795,1095,516,0.4360963702201843,0.2274397611618042
174,0.02012217976152897,0.5578861832618713,0.5756754279136658,0.438660591840744,2406,795,1095,516,0.4360963702201843,0.2274397611618042
175,0.02007039077579975,0.5578715205192566,0.5756505727767944,0.43869322538375854,2406,795,1095,516,0.4365047216415405,0.2274397611618042
176,0.020018571987748146,0.5578544735908508,0.5756254196166992,0.43872588872909546,2406,795,1095,516,0.4365047216415405,0.2278481125831604
177,0.01996717043220997,0.5578379034996033,0.5755997896194458,0.43875980377197266,2406,795,1095,516,0.4365047216415405,0.2278481125831604
178,0.01991569623351097,0.5578231811523438,0.5755739808082581,0.4387931823730469,2406,795,1095,516,0.4365047216415405,0.2278481125831604
179,0.01986514776945114,0.5578067898750305,0.5755499601364136,0.4388250410556793,2406,795,1095,516,0.4365047216415405,0.2278481125831604
180,0.01981605589389801,0.5577955842018127,0.5755256414413452,0.4388522803783417,2406,795,1095,516,0.4365047216415405,0.2278481125831604
181,0.019765179604291916,0.557776927947998,0.5755012035369873,0.438886821269989,2406,795,1095,516,0.4365047216415405,0.2278481125831604
182,0.019715746864676476,0.5577619671821594,0.5754774808883667,0.4389180541038513,2406,795,1095,516,0.4365047216415405,0.22825640439987183
183,0.019664986059069633,0.5577453374862671,0.5754517316818237,0.4389519989490509,2406,795,1095,516,0.43732136487960815,0.22825640439987183
184,0.019616570323705673,0.5577315092086792,0.5754278302192688,0.438982754945755,2406,795,1095,516,0.43732136487960815,0.22866475582122803
185,0.01956699974834919,0.5577139854431152,0.575404942035675,0.4390120506286621,2406,795,1095,516,0.43732136487960815,0.22825640439987183
186,0.0195179246366024,0.5577008128166199,0.5753786563873291,0.4390474259853363,2406,795,1095,516,0.43732136487960815,0.22866475582122803
187,0.01946956105530262,0.5576831102371216,0.5753533840179443,0.4390794634819031,2406,795,1095,516,0.43691301345825195,0.22825640439987183
188,0.019422655925154686,0.5576691031455994,0.5753298401832581,0.4391084909439087,2406,795,1095,516,0.4381380081176758,0.22866475582122803
189,0.019375192001461983,0.5576558709144592,0.5753055214881897,0.43913695216178894,2406,795,1095,516,0.4381380081176758,0.22866475582122803
190,0.019328376278281212,0.557637095451355,0.5752832889556885,0.43916842341423035,2406,795,1095,516,0.4381380081176758,0.22825640439987183
191,0.019280727952718735,0.5576245784759521,0.5752556324005127,0.439203143119812,2406,795,1095,516,0.4381380081176758,0.22825640439987183
192,0.019234519451856613,0.5576097965240479,0.5752317905426025,0.4392321705818176,2406,795,1095,516,0.4381380081176758,0.22825640439987183
193,0.019188078120350838,0.5575936436653137,0.5752077698707581,0.43926605582237244,2406,795,1095,516,0.4381380081176758,0.22825640439987183
194,0.01914159208536148,0.5575769543647766,0.5751836895942688,0.4392963945865631,2406,795,1095,516,0.4381380081176758,0.22825640439987183
195,0.01909651979804039,0.5575621724128723,0.5751615166664124,0.439326673746109,2406,795,1095,516,0.4381380081176758,0.22825640439987183
196,0.01904994249343872,0.5575449466705322,0.5751352310180664,0.43936121463775635,2406,795,1095,516,0.4381380081176758,0.22825640439987183
197,0.019006576389074326,0.5575340986251831,0.5751132369041443,0.43938687443733215,2406,795,1095,516,0.4389546513557434,0.22825640439987183
198,0.01896023377776146,0.5575177073478699,0.5750886797904968,0.4394184350967407,2406,795,1095,516,0.4389546513557434,0.22825640439987183
199,0.01891663484275341,0.5575022101402283,0.5750662088394165,0.4394474923610687,2406,795,1095,516,0.438546359539032,0.2278481125831604
200,0.018871689215302467,0.5574865937232971,0.5750430822372437,0.4394785463809967,2406,795,1095,516,0.438546359539032,0.2278481125831604
201,0.01882697269320488,0.5574698448181152,0.5750189423561096,0.439511775970459,2406,795,1095,516,0.438546359539032,0.2278481125831604
202,0.018783466890454292,0.5574576258659363,0.5749936699867249,0.4395415484905243,2406,795,1095,516,0.4381380081176758,0.2278481125831604
203,0.018739202991127968,0.5574397444725037,0.574971079826355,0.4395742118358612,2406,795,1095,516,0.4381380081176758,0.22866475582122803
204,0.01869623176753521,0.5574259161949158,0.574946939945221,0.4396030008792877,2406,795,1095,516,0.4381380081176758,0.22866475582122803
205,0.018653322011232376,0.557410478591919,0.5749247670173645,0.43963220715522766,2406,795,1095,516,0.4381380081176758,0.22866475582122803
206,0.01861061528325081,0.5573951005935669,0.5749012231826782,0.439664363861084,2406,795,1095,516,0.4381380081176758,0.22866475582122803
207,0.018567513674497604,0.5573805570602417,0.5748759508132935,0.43969660997390747,2406,795,1095,516,0.4381380081176758,0.22866475582122803
208,0.018526339903473854,0.5573666095733643,0.5748553276062012,0.4397226870059967,2406,795,1095,516,0.4381380081176758,0.22866475582122803
209,0.018482880666851997,0.557349681854248,0.5748292207717896,0.4397590756416321,2406,795,1095,516,0.4381380081176758,0.22866475582122803
210,0.01844128780066967,0.5573318004608154,0.5748088359832764,0.4397871494293213,2406,795,1095,516,0.4381380081176758,0.22866475582122803
