SVM_C(2**),SVM_gamma(2**),Etr,Eval
9.0,-15.0,0.21766666666666667,0.238
9.0,-14.0,0.21422222222222218,0.236
9.0,-13.0,0.21133333333333332,0.23899999999999996
9.0,-12.0,0.20555555555555557,0.23499999999999996
9.0,-11.0,0.18844444444444447,0.23700000000000002
9.0,-10.0,0.15588888888888888,0.22800000000000004
9.0,-9.0,0.1302222222222222,0.24
9.0,-8.0,0.09533333333333334,0.258
9.0,-7.0,0.04655555555555555,0.28600000000000003
9.0,-6.0,0.007666666666666644,0.30399999999999994
9.0,-5.0,0.00022222222222221256,0.306
9.0,-4.0,0.0,0.29500000000000004
9.0,-3.0,0.0,0.27799999999999997
9.0,-2.0,0.0,0.29000000000000004
9.0,-1.0,0.0,0.30000000000000004
9.0,0.0,0.0,0.29799999999999993
9.0,1.0,0.0,0.29799999999999993
9.0,2.0,0.0,0.29799999999999993
9.0,3.0,0.0,0.29799999999999993
9.0,4.0,0.0,0.3
9.0,5.0,0.0,0.3
9.0,6.0,0.0,0.3
9.0,7.0,0.0,0.3
9.0,8.0,0.0,0.3
9.0,9.0,0.0,0.3
9.0,10.0,0.0,0.3
9.0,11.0,0.0,0.3
9.0,12.0,0.0,0.3
9.0,13.0,0.0,0.3
9.0,14.0,0.0,0.3
9.0,15.0,0.0,0.3
10.0,-15.0,0.21455555555555555,0.23700000000000002
10.0,-14.0,0.21322222222222226,0.24100000000000002
10.0,-13.0,0.2091111111111111,0.23499999999999996
10.0,-12.0,0.19922222222222222,0.23500000000000001
10.0,-11.0,0.1698888888888889,0.233
10.0,-10.0,0.1433333333333333,0.233
10.0,-9.0,0.1161111111111111,0.25200000000000006
10.0,-8.0,0.07677777777777776,0.266
10.0,-7.0,0.026666666666666672,0.29799999999999993
10.0,-6.0,0.0029999999999999805,0.30999999999999994
10.0,-5.0,0.0,0.31
10.0,-4.0,0.0,0.29500000000000004
10.0,-3.0,0.0,0.27799999999999997
10.0,-2.0,0.0,0.29000000000000004
10.0,-1.0,0.0,0.30000000000000004
10.0,0.0,0.0,0.29799999999999993
10.0,1.0,0.0,0.29799999999999993
10.0,2.0,0.0,0.29799999999999993
10.0,3.0,0.0,0.29799999999999993
10.0,4.0,0.0,0.3
10.0,5.0,0.0,0.3
10.0,6.0,0.0,0.3
10.0,7.0,0.0,0.3
10.0,8.0,0.0,0.3
10.0,9.0,0.0,0.3
10.0,10.0,0.0,0.3
10.0,11.0,0.0,0.3
10.0,12.0,0.0,0.3
10.0,13.0,0.0,0.3
10.0,14.0,0.0,0.3
10.0,15.0,0.0,0.3
11.0,-15.0,0.21355555555555555,0.24
11.0,-14.0,0.21177777777777776,0.23200000000000004
11.0,-13.0,0.2051111111111111,0.238
11.0,-12.0,0.18811111111111112,0.23600000000000004
11.0,-11.0,0.15566666666666662,0.227
11.0,-10.0,0.13255555555555554,0.23899999999999996
11.0,-9.0,0.10111111111111111,0.257
11.0,-8.0,0.060555555555555564,0.284
11.0,-7.0,0.013222222222222246,0.3
11.0,-6.0,0.0018888888888888623,0.313
11.0,-5.0,0.0,0.31
11.0,-4.0,0.0,0.29500000000000004
11.0,-3.0,0.0,0.27799999999999997
11.0,-2.0,0.0,0.29000000000000004
11.0,-1.0,0.0,0.30000000000000004
11.0,0.0,0.0,0.29799999999999993
11.0,1.0,0.0,0.29799999999999993
11.0,2.0,0.0,0.29799999999999993
11.0,3.0,0.0,0.29799999999999993
11.0,4.0,0.0,0.3
11.0,5.0,0.0,0.3
11.0,6.0,0.0,0.3
11.0,7.0,0.0,0.3
11.0,8.0,0.0,0.3
11.0,9.0,0.0,0.3
11.0,10.0,0.0,0.3
11.0,11.0,0.0,0.3
11.0,12.0,0.0,0.3
11.0,13.0,0.0,0.3
11.0,14.0,0.0,0.3
11.0,15.0,0.0,0.3
12.0,-15.0,0.2127777777777778,0.23500000000000001
12.0,-14.0,0.20888888888888896,0.23499999999999996
12.0,-13.0,0.19855555555555554,0.236
12.0,-12.0,0.16955555555555554,0.23200000000000004
12.0,-11.0,0.14377777777777778,0.233
12.0,-10.0,0.11844444444444444,0.252
12.0,-9.0,0.08744444444444446,0.261
12.0,-8.0,0.042666666666666665,0.29800000000000004
12.0,-7.0,0.006555555555555559,0.312
12.0,-6.0,0.00011111111111110628,0.31
12.0,-5.0,0.0,0.31
12.0,-4.0,0.0,0.29500000000000004
12.0,-3.0,0.0,0.27799999999999997
12.0,-2.0,0.0,0.29000000000000004
12.0,-1.0,0.0,0.30000000000000004
12.0,0.0,0.0,0.29799999999999993
12.0,1.0,0.0,0.29799999999999993
12.0,2.0,0.0,0.29799999999999993
12.0,3.0,0.0,0.29799999999999993
12.0,4.0,0.0,0.3
12.0,5.0,0.0,0.3
12.0,6.0,0.0,0.3
12.0,7.0,0.0,0.3
12.0,8.0,0.0,0.3
12.0,9.0,0.0,0.3
12.0,10.0,0.0,0.3
12.0,11.0,0.0,0.3
12.0,12.0,0.0,0.3
12.0,13.0,0.0,0.3
12.0,14.0,0.0,0.3
12.0,15.0,0.0,0.3
13.0,-15.0,0.21211111111111114,0.23199999999999998
13.0,-14.0,0.20544444444444446,0.23499999999999996
13.0,-13.0,0.18799999999999997,0.23400000000000004
13.0,-12.0,0.15588888888888888,0.22600000000000003
13.0,-11.0,0.13366666666666666,0.23700000000000002
13.0,-10.0,0.10477777777777779,0.257
13.0,-9.0,0.0742222222222222,0.277
13.0,-8.0,0.024777777777777777,0.298
13.0,-7.0,0.002888888888888863,0.311
13.0,-6.0,0.0,0.31199999999999994
13.0,-5.0,0.0,0.31
13.0,-4.0,0.0,0.29500000000000004
13.0,-3.0,0.0,0.27799999999999997
13.0,-2.0,0.0,0.29000000000000004
13.0,-1.0,0.0,0.30000000000000004
13.0,0.0,0.0,0.29799999999999993
13.0,1.0,0.0,0.29799999999999993
13.0,2.0,0.0,0.29799999999999993
13.0,3.0,0.0,0.29799999999999993
13.0,4.0,0.0,0.3
13.0,5.0,0.0,0.3
13.0,6.0,0.0,0.3
13.0,7.0,0.0,0.3
13.0,8.0,0.0,0.3
13.0,9.0,0.0,0.3
13.0,10.0,0.0,0.3
13.0,11.0,0.0,0.3
13.0,12.0,0.0,0.3
13.0,13.0,0.0,0.3
13.0,14.0,0.0,0.3
13.0,15.0,0.0,0.3
14.0,-15.0,0.2091111111111111,0.236
14.0,-14.0,0.19855555555555557,0.23500000000000001
14.0,-13.0,0.16955555555555554,0.233
14.0,-12.0,0.14355555555555558,0.23700000000000002
14.0,-11.0,0.12033333333333332,0.25199999999999995
14.0,-10.0,0.09377777777777777,0.264
14.0,-9.0,0.05855555555555556,0.288
14.0,-8.0,0.012222222222222223,0.313
14.0,-7.0,0.0015555555555555323,0.316
14.0,-6.0,0.0,0.31199999999999994
14.0,-5.0,0.0,0.31
14.0,-4.0,0.0,0.29500000000000004
14.0,-3.0,0.0,0.27799999999999997
14.0,-2.0,0.0,0.29000000000000004
14.0,-1.0,0.0,0.30000000000000004
14.0,0.0,0.0,0.29799999999999993
14.0,1.0,0.0,0.29799999999999993
14.0,2.0,0.0,0.29799999999999993
14.0,3.0,0.0,0.29799999999999993
14.0,4.0,0.0,0.3
14.0,5.0,0.0,0.3
14.0,6.0,0.0,0.3
14.0,7.0,0.0,0.3
14.0,8.0,0.0,0.3
14.0,9.0,0.0,0.3
14.0,10.0,0.0,0.3
14.0,11.0,0.0,0.3
14.0,12.0,0.0,0.3
14.0,13.0,0.0,0.3
14.0,14.0,0.0,0.3
14.0,15.0,0.0,0.3
15.0,-15.0,0.2051111111111111,0.238
15.0,-14.0,0.18777777777777777,0.229
15.0,-13.0,0.15588888888888888,0.227
15.0,-12.0,0.13355555555555557,0.23700000000000002
15.0,-11.0,0.10799999999999998,0.253
15.0,-10.0,0.08155555555555555,0.26800000000000007
15.0,-9.0,0.04055555555555557,0.309
15.0,-8.0,0.00622222222222224,0.31799999999999995
15.0,-7.0,0.0,0.30999999999999994
15.0,-6.0,0.0,0.31199999999999994
15.0,-5.0,0.0,0.31
15.0,-4.0,0.0,0.29500000000000004
15.0,-3.0,0.0,0.27799999999999997
15.0,-2.0,0.0,0.29000000000000004
15.0,-1.0,0.0,0.30000000000000004
15.0,0.0,0.0,0.29799999999999993
15.0,1.0,0.0,0.29799999999999993
15.0,2.0,0.0,0.29799999999999993
15.0,3.0,0.0,0.29799999999999993
15.0,4.0,0.0,0.3
15.0,5.0,0.0,0.3
15.0,6.0,0.0,0.3
15.0,7.0,0.0,0.3
15.0,8.0,0.0,0.3
15.0,9.0,0.0,0.3
15.0,10.0,0.0,0.3
15.0,11.0,0.0,0.3
15.0,12.0,0.0,0.3
15.0,13.0,0.0,0.3
15.0,14.0,0.0,0.3
15.0,15.0,0.0,0.3
