SVM_C(2**),SVM_gamma(2**),Etr,Eval
-15.0,-15.0,0.35064935064935066,0.3432835820895522
-15.0,-14.0,0.35064935064935066,0.3432835820895522
-15.0,-13.0,0.35064935064935066,0.3432835820895522
-15.0,-12.0,0.35064935064935066,0.3432835820895522
-15.0,-11.0,0.35064935064935066,0.3432835820895522
-15.0,-10.0,0.35064935064935066,0.3432835820895522
-15.0,-9.0,0.35064935064935066,0.3432835820895522
-15.0,-8.0,0.35064935064935066,0.3432835820895522
-15.0,-7.0,0.35064935064935066,0.3432835820895522
-15.0,-6.0,0.35064935064935066,0.3432835820895522
-15.0,-5.0,0.35064935064935066,0.3432835820895522
-15.0,-4.0,0.35064935064935066,0.3432835820895522
-15.0,-3.0,0.35064935064935066,0.3432835820895522
-15.0,-2.0,0.35064935064935066,0.3432835820895522
-15.0,-1.0,0.35064935064935066,0.3432835820895522
-15.0,0.0,0.35064935064935066,0.3432835820895522
-15.0,1.0,0.35064935064935066,0.3432835820895522
-15.0,2.0,0.35064935064935066,0.3432835820895522
-15.0,3.0,0.35064935064935066,0.3432835820895522
-15.0,4.0,0.35064935064935066,0.3432835820895522
-15.0,5.0,0.35064935064935066,0.3432835820895522
-15.0,6.0,0.35064935064935066,0.3432835820895522
-15.0,7.0,0.35064935064935066,0.3432835820895522
-15.0,8.0,0.35064935064935066,0.3432835820895522
-15.0,9.0,0.35064935064935066,0.3432835820895522
-15.0,10.0,0.35064935064935066,0.3432835820895522
-15.0,11.0,0.35064935064935066,0.3432835820895522
-15.0,12.0,0.35064935064935066,0.3432835820895522
-15.0,13.0,0.35064935064935066,0.3432835820895522
-15.0,14.0,0.35064935064935066,0.3432835820895522
-15.0,15.0,0.35064935064935066,0.3432835820895522
-14.0,-15.0,0.35064935064935066,0.3432835820895522
-14.0,-14.0,0.35064935064935066,0.3432835820895522
-14.0,-13.0,0.35064935064935066,0.3432835820895522
-14.0,-12.0,0.35064935064935066,0.3432835820895522
