SVM_C(2**),SVM_gamma(2**),Etr,Eval
-15.0,-15.0,0.15148063781321186,0.14948453608247422
-15.0,-14.0,0.15148063781321186,0.14948453608247422
-15.0,-13.0,0.15148063781321186,0.14948453608247422
-15.0,-12.0,0.15148063781321186,0.14948453608247422
-15.0,-11.0,0.15148063781321186,0.14948453608247422
-15.0,-10.0,0.15148063781321186,0.14948453608247422
-15.0,-9.0,0.15148063781321186,0.14948453608247422
-15.0,-8.0,0.15148063781321186,0.14948453608247422
-15.0,-7.0,0.15148063781321186,0.14948453608247422
-15.0,-6.0,0.15148063781321186,0.14948453608247422
-15.0,-5.0,0.15148063781321186,0.14948453608247422
-15.0,-4.0,0.15148063781321186,0.14948453608247422
-15.0,-3.0,0.15148063781321186,0.14948453608247422
-15.0,-2.0,0.15148063781321186,0.14948453608247422
-15.0,-1.0,0.15148063781321186,0.14948453608247422
-15.0,0.0,0.15148063781321186,0.14948453608247422
-15.0,1.0,0.15148063781321186,0.14948453608247422
-15.0,2.0,0.15148063781321186,0.14948453608247422
-15.0,3.0,0.15148063781321186,0.14948453608247422
-15.0,4.0,0.15148063781321186,0.14948453608247422
-15.0,5.0,0.15148063781321186,0.14948453608247422
-15.0,6.0,0.15148063781321186,0.14948453608247422
-15.0,7.0,0.15148063781321186,0.14948453608247422
-15.0,8.0,0.15148063781321186,0.14948453608247422
-15.0,9.0,0.15148063781321186,0.14948453608247422
-15.0,10.0,0.15148063781321186,0.14948453608247422
-15.0,11.0,0.15148063781321186,0.14948453608247422
-15.0,12.0,0.15148063781321186,0.14948453608247422
-15.0,13.0,0.15148063781321186,0.14948453608247422
-15.0,14.0,0.15148063781321186,0.14948453608247422
-15.0,15.0,0.15148063781321186,0.14948453608247422
-14.0,-15.0,0.15148063781321186,0.14948453608247422
-14.0,-14.0,0.15148063781321186,0.14948453608247422
-14.0,-13.0,0.15148063781321186,0.14948453608247422
-14.0,-12.0,0.15148063781321186,0.14948453608247422
-14.0,-11.0,0.15148063781321186,0.14948453608247422
-14.0,-10.0,0.15148063781321186,0.14948453608247422
-14.0,-9.0,0.15148063781321186,0.14948453608247422
-14.0,-8.0,0.15148063781321186,0.14948453608247422
-14.0,-7.0,0.15148063781321186,0.14948453608247422
-14.0,-6.0,0.15148063781321186,0.14948453608247422
-14.0,-5.0,0.15148063781321186,0.14948453608247422
-14.0,-4.0,0.15148063781321186,0.14948453608247422
-14.0,-3.0,0.15148063781321186,0.14948453608247422
-14.0,-2.0,0.15148063781321186,0.14948453608247422
-14.0,-1.0,0.15148063781321186,0.14948453608247422
-14.0,0.0,0.15148063781321186,0.14948453608247422
-14.0,1.0,0.15148063781321186,0.14948453608247422
-14.0,2.0,0.15148063781321186,0.14948453608247422
-14.0,3.0,0.15148063781321186,0.14948453608247422
-14.0,4.0,0.15148063781321186,0.14948453608247422
-14.0,5.0,0.15148063781321186,0.14948453608247422
-14.0,6.0,0.15148063781321186,0.14948453608247422
-14.0,7.0,0.15148063781321186,0.14948453608247422
-14.0,8.0,0.15148063781321186,0.14948453608247422
-14.0,9.0,0.15148063781321186,0.14948453608247422
-14.0,10.0,0.15148063781321186,0.14948453608247422
-14.0,11.0,0.15148063781321186,0.14948453608247422
-14.0,12.0,0.15148063781321186,0.14948453608247422
-14.0,13.0,0.15148063781321186,0.14948453608247422
-14.0,14.0,0.15148063781321186,0.14948453608247422
-14.0,15.0,0.15148063781321186,0.14948453608247422
-13.0,-15.0,0.15148063781321186,0.14948453608247422
-13.0,-14.0,0.15148063781321186,0.14948453608247422
-13.0,-13.0,0.15148063781321186,0.14948453608247422
-13.0,-12.0,0.15148063781321186,0.14948453608247422
-13.0,-11.0,0.15148063781321186,0.14948453608247422
-13.0,-10.0,0.15148063781321186,0.14948453608247422
-13.0,-9.0,0.15148063781321186,0.14948453608247422
-13.0,-8.0,0.15148063781321186,0.14948453608247422
-13.0,-7.0,0.15148063781321186,0.14948453608247422
-13.0,-6.0,0.15148063781321186,0.14948453608247422
-13.0,-5.0,0.15148063781321186,0.14948453608247422
-13.0,-4.0,0.15148063781321186,0.14948453608247422
-13.0,-3.0,0.15148063781321186,0.14948453608247422
-13.0,-2.0,0.15148063781321186,0.14948453608247422
-13.0,-1.0,0.15148063781321186,0.14948453608247422
-13.0,0.0,0.15148063781321186,0.14948453608247422
-13.0,1.0,0.15148063781321186,0.14948453608247422
-13.0,2.0,0.15148063781321186,0.14948453608247422
-13.0,3.0,0.15148063781321186,0.14948453608247422
-13.0,4.0,0.15148063781321186,0.14948453608247422
-13.0,5.0,0.15148063781321186,0.14948453608247422
-13.0,6.0,0.15148063781321186,0.14948453608247422
-13.0,7.0,0.15148063781321186,0.14948453608247422
-13.0,8.0,0.15148063781321186,0.14948453608247422
-13.0,9.0,0.15148063781321186,0.14948453608247422
-13.0,10.0,0.15148063781321186,0.14948453608247422
-13.0,11.0,0.15148063781321186,0.14948453608247422
-13.0,12.0,0.15148063781321186,0.14948453608247422
-13.0,13.0,0.15148063781321186,0.14948453608247422
-13.0,14.0,0.15148063781321186,0.14948453608247422
-13.0,15.0,0.15148063781321186,0.14948453608247422
-12.0,-15.0,0.15148063781321186,0.14948453608247422
-12.0,-14.0,0.15148063781321186,0.14948453608247422
-12.0,-13.0,0.15148063781321186,0.14948453608247422
-12.0,-12.0,0.15148063781321186,0.14948453608247422
-12.0,-11.0,0.15148063781321186,0.14948453608247422
-12.0,-10.0,0.15148063781321186,0.14948453608247422
-12.0,-9.0,0.15148063781321186,0.14948453608247422
-12.0,-8.0,0.15148063781321186,0.14948453608247422
-12.0,-7.0,0.15148063781321186,0.14948453608247422
-12.0,-6.0,0.15148063781321186,0.14948453608247422
-12.0,-5.0,0.15148063781321186,0.14948453608247422
-12.0,-4.0,0.15148063781321186,0.14948453608247422
-12.0,-3.0,0.15148063781321186,0.14948453608247422
-12.0,-2.0,0.15148063781321186,0.14948453608247422
-12.0,-1.0,0.15148063781321186,0.14948453608247422
-12.0,0.0,0.15148063781321186,0.14948453608247422
-12.0,1.0,0.15148063781321186,0.14948453608247422
-12.0,2.0,0.15148063781321186,0.14948453608247422
-12.0,3.0,0.15148063781321186,0.14948453608247422
-12.0,4.0,0.15148063781321186,0.14948453608247422
-12.0,5.0,0.15148063781321186,0.14948453608247422
-12.0,6.0,0.15148063781321186,0.14948453608247422
-12.0,7.0,0.15148063781321186,0.14948453608247422
-12.0,8.0,0.15148063781321186,0.14948453608247422
-12.0,9.0,0.15148063781321186,0.14948453608247422
-12.0,10.0,0.15148063781321186,0.14948453608247422
-12.0,11.0,0.15148063781321186,0.14948453608247422
-12.0,12.0,0.15148063781321186,0.14948453608247422
-12.0,13.0,0.15148063781321186,0.14948453608247422
-12.0,14.0,0.15148063781321186,0.14948453608247422
-12.0,15.0,0.15148063781321186,0.14948453608247422
-11.0,-15.0,0.15148063781321186,0.14948453608247422
-11.0,-14.0,0.15148063781321186,0.14948453608247422
-11.0,-13.0,0.15148063781321186,0.14948453608247422
-11.0,-12.0,0.15148063781321186,0.14948453608247422
-11.0,-11.0,0.15148063781321186,0.14948453608247422
-11.0,-10.0,0.15148063781321186,0.14948453608247422
-11.0,-9.0,0.15148063781321186,0.14948453608247422
-11.0,-8.0,0.15148063781321186,0.14948453608247422
-11.0,-7.0,0.15148063781321186,0.14948453608247422
-11.0,-6.0,0.15148063781321186,0.14948453608247422
-11.0,-5.0,0.15148063781321186,0.14948453608247422
-11.0,-4.0,0.15148063781321186,0.14948453608247422
-11.0,-3.0,0.15148063781321186,0.14948453608247422
-11.0,-2.0,0.15148063781321186,0.14948453608247422
-11.0,-1.0,0.15148063781321186,0.14948453608247422
-11.0,0.0,0.15148063781321186,0.14948453608247422
-11.0,1.0,0.15148063781321186,0.14948453608247422
-11.0,2.0,0.15148063781321186,0.14948453608247422
-11.0,3.0,0.15148063781321186,0.14948453608247422
-11.0,4.0,0.15148063781321186,0.14948453608247422
-11.0,5.0,0.15148063781321186,0.14948453608247422
-11.0,6.0,0.15148063781321186,0.14948453608247422
-11.0,7.0,0.15148063781321186,0.14948453608247422
-11.0,8.0,0.15148063781321186,0.14948453608247422
-11.0,9.0,0.15148063781321186,0.14948453608247422
-11.0,10.0,0.15148063781321186,0.14948453608247422
-11.0,11.0,0.15148063781321186,0.14948453608247422
-11.0,12.0,0.15148063781321186,0.14948453608247422
-11.0,13.0,0.15148063781321186,0.14948453608247422
-11.0,14.0,0.15148063781321186,0.14948453608247422
-11.0,15.0,0.15148063781321186,0.14948453608247422
-10.0,-15.0,0.15148063781321186,0.14948453608247422
-10.0,-14.0,0.15148063781321186,0.14948453608247422
-10.0,-13.0,0.15148063781321186,0.14948453608247422
-10.0,-12.0,0.15148063781321186,0.14948453608247422
-10.0,-11.0,0.15148063781321186,0.14948453608247422
-10.0,-10.0,0.15148063781321186,0.14948453608247422
-10.0,-9.0,0.15148063781321186,0.14948453608247422
-10.0,-8.0,0.15148063781321186,0.14948453608247422
-10.0,-7.0,0.15148063781321186,0.14948453608247422
-10.0,-6.0,0.15148063781321186,0.14948453608247422
-10.0,-5.0,0.15148063781321186,0.14948453608247422
-10.0,-4.0,0.15148063781321186,0.14948453608247422
-10.0,-3.0,0.15148063781321186,0.14948453608247422
-10.0,-2.0,0.15148063781321186,0.14948453608247422
-10.0,-1.0,0.15148063781321186,0.14948453608247422
-10.0,0.0,0.15148063781321186,0.14948453608247422
-10.0,1.0,0.15148063781321186,0.14948453608247422
-10.0,2.0,0.15148063781321186,0.14948453608247422
-10.0,3.0,0.15148063781321186,0.14948453608247422
-10.0,4.0,0.15148063781321186,0.14948453608247422
-10.0,5.0,0.15148063781321186,0.14948453608247422
-10.0,6.0,0.15148063781321186,0.14948453608247422
-10.0,7.0,0.15148063781321186,0.14948453608247422
-10.0,8.0,0.15148063781321186,0.14948453608247422
-10.0,9.0,0.15148063781321186,0.14948453608247422
-10.0,10.0,0.15148063781321186,0.14948453608247422
-10.0,11.0,0.15148063781321186,0.14948453608247422
-10.0,12.0,0.15148063781321186,0.14948453608247422
-10.0,13.0,0.15148063781321186,0.14948453608247422
-10.0,14.0,0.15148063781321186,0.14948453608247422
-10.0,15.0,0.15148063781321186,0.14948453608247422
-9.0,-15.0,0.15148063781321186,0.14948453608247422
-9.0,-14.0,0.15148063781321186,0.14948453608247422
-9.0,-13.0,0.15148063781321186,0.14948453608247422
-9.0,-12.0,0.15148063781321186,0.14948453608247422
-9.0,-11.0,0.15148063781321186,0.14948453608247422
-9.0,-10.0,0.15148063781321186,0.14948453608247422
-9.0,-9.0,0.15148063781321186,0.14948453608247422
-9.0,-8.0,0.15148063781321186,0.14948453608247422
-9.0,-7.0,0.15148063781321186,0.14948453608247422
-9.0,-6.0,0.15148063781321186,0.14948453608247422
-9.0,-5.0,0.15148063781321186,0.14948453608247422
-9.0,-4.0,0.15148063781321186,0.14948453608247422
-9.0,-3.0,0.15148063781321186,0.14948453608247422
-9.0,-2.0,0.15148063781321186,0.14948453608247422
-9.0,-1.0,0.15148063781321186,0.14948453608247422
-9.0,0.0,0.15148063781321186,0.14948453608247422
-9.0,1.0,0.15148063781321186,0.14948453608247422
-9.0,2.0,0.15148063781321186,0.14948453608247422
-9.0,3.0,0.15148063781321186,0.14948453608247422
-9.0,4.0,0.15148063781321186,0.14948453608247422
-9.0,5.0,0.15148063781321186,0.14948453608247422
-9.0,6.0,0.15148063781321186,0.14948453608247422
-9.0,7.0,0.15148063781321186,0.14948453608247422
-9.0,8.0,0.15148063781321186,0.14948453608247422
-9.0,9.0,0.15148063781321186,0.14948453608247422
-9.0,10.0,0.15148063781321186,0.14948453608247422
-9.0,11.0,0.15148063781321186,0.14948453608247422
-9.0,12.0,0.15148063781321186,0.14948453608247422
-9.0,13.0,0.15148063781321186,0.14948453608247422
-9.0,14.0,0.15148063781321186,0.14948453608247422
-9.0,15.0,0.15148063781321186,0.14948453608247422
-8.0,-15.0,0.15148063781321186,0.14948453608247422
-8.0,-14.0,0.15148063781321186,0.14948453608247422
-8.0,-13.0,0.15148063781321186,0.14948453608247422
-8.0,-12.0,0.15148063781321186,0.14948453608247422
-8.0,-11.0,0.15148063781321186,0.14948453608247422
-8.0,-10.0,0.15148063781321186,0.14948453608247422
-8.0,-9.0,0.15148063781321186,0.14948453608247422
-8.0,-8.0,0.15148063781321186,0.14948453608247422
-8.0,-7.0,0.15148063781321186,0.14948453608247422
-8.0,-6.0,0.15148063781321186,0.14948453608247422
-8.0,-5.0,0.15148063781321186,0.14948453608247422
-8.0,-4.0,0.15148063781321186,0.14948453608247422
-8.0,-3.0,0.15148063781321186,0.14948453608247422
-8.0,-2.0,0.15148063781321186,0.14948453608247422
-8.0,-1.0,0.15148063781321186,0.14948453608247422
-8.0,0.0,0.15148063781321186,0.14948453608247422
-8.0,1.0,0.15148063781321186,0.14948453608247422
-8.0,2.0,0.15148063781321186,0.14948453608247422
-8.0,3.0,0.15148063781321186,0.14948453608247422
-8.0,4.0,0.15148063781321186,0.14948453608247422
-8.0,5.0,0.15148063781321186,0.14948453608247422
-8.0,6.0,0.15148063781321186,0.14948453608247422
-8.0,7.0,0.15148063781321186,0.14948453608247422
-8.0,8.0,0.15148063781321186,0.14948453608247422
-8.0,9.0,0.15148063781321186,0.14948453608247422
-8.0,10.0,0.15148063781321186,0.14948453608247422
-8.0,11.0,0.15148063781321186,0.14948453608247422
-8.0,12.0,0.15148063781321186,0.14948453608247422
-8.0,13.0,0.15148063781321186,0.14948453608247422
-8.0,14.0,0.15148063781321186,0.14948453608247422
-8.0,15.0,0.15148063781321186,0.14948453608247422
-7.0,-15.0,0.15148063781321186,0.14948453608247422
-7.0,-14.0,0.15148063781321186,0.14948453608247422
-7.0,-13.0,0.15148063781321186,0.14948453608247422
