PBC_p,Etr,Eval
1.0,0.17736110091209412,0.17700001001358032
2.0,0.13005555868148805,0.12991666197776794
3.0,0.13732407093048096,0.1379999876022339
4.0,0.12732407450675964,0.128166663646698
5.0,0.1348518431186676,0.13474999070167543
6.0,0.15021296143531798,0.15116665959358216
7.0,0.13757407665252686,0.1382499873638153
8.0,0.14234258532524108,0.14316665530204772
9.0,0.1544166624546051,0.15391666889190675
10.0,0.14174074530601502,0.14124998450279236
11.0,0.1469722270965576,0.15091665387153624
12.0,0.15029630064964294,0.15266665816307068
13.0,0.15109258890151978,0.1508333146572113
14.0,0.15218518376350404,0.1560833275318146
15.0,0.15875924825668336,0.1624166786670685
16.0,0.15976852178573608,0.16441668272018434
17.0,0.1633240759372711,0.16716668009757996
18.0,0.1697870373725891,0.17108334898948668
19.0,0.16963889002799987,0.17208334803581238
20.0,0.1728425979614258,0.17466667890548707
21.0,0.17338889241218566,0.17600001096725465
22.0,0.17346296310424805,0.17925000786781312
23.0,0.17298148274421693,0.17633334398269654
24.0,0.17307407259941102,0.17533334493637084
25.0,0.17310184836387635,0.17825000882148742
26.0,0.17697222232818605,0.18191667199134826
27.0,0.17581482529640197,0.1837500035762787
28.0,0.1753518521785736,0.18333333730697632
29.0,0.17599074244499208,0.18000000715255737
30.0,0.17833333015441893,0.18508333563804627
31.0,0.17582406997680664,0.1871666669845581
32.0,0.17697221636772156,0.1846666693687439
33.0,0.1770277738571167,0.18583333492279053
34.0,0.1789814829826355,0.1852500021457672
35.0,0.1801111102104187,0.18866666555404663
36.0,0.1769629657268524,0.18683333396911622
37.0,0.18030556440353393,0.19449999332427978
38.0,0.1783055543899536,0.18924999833106995
39.0,0.17952776551246644,0.1912499964237213
40.0,0.17884258627891542,0.1925833284854889
41.0,0.17862037420272828,0.18641666769981385
42.0,0.1808703660964966,0.190666663646698
43.0,0.17821295857429503,0.18924999833106995
44.0,0.17973148226737976,0.18575000166893005
45.0,0.17890740633010865,0.190666663646698
46.0,0.17945370078086853,0.19249999523162842
47.0,0.17934259176254272,0.1913333296775818
48.0,0.18017591834068297,0.190666663646698
49.0,0.17972221374511718,0.18966666460037232
50.0,0.1784166693687439,0.18933333158493043
51.0,0.17844444513320923,0.18533333539962768
52.0,0.17954629063606262,0.18883333206176758
53.0,0.17741667628288268,0.1897499978542328
54.0,0.1783240795135498,0.19149999618530272
55.0,0.17862963080406188,0.19091666340827942
56.0,0.17862038016319276,0.1940833270549774
57.0,0.17834259271621705,0.19199999570846557
58.0,0.182620370388031,0.19874998927116394
59.0,0.17803703546524047,0.1956666648387909
60.0,0.18040741086006165,0.19241666197776794
61.0,0.18005555272102355,0.19241666197776794
62.0,0.179666668176651,0.19549999237060547
63.0,0.1801018536090851,0.19441666603088378
64.0,0.1815648138523102,0.19524999260902404
65.0,0.17983334064483641,0.19433332681655885
66.0,0.17915741205215455,0.19241666197776794
67.0,0.1789814829826355,0.1913333296775818
68.0,0.180388879776001,0.1931666612625122
69.0,0.1799814760684967,0.19466665983200074
70.0,0.18065741658210754,0.19324999451637268
71.0,0.18183332681655884,0.19733332395553588
72.0,0.18243517279624938,0.20174999237060548
73.0,0.182833331823349,0.19674999117851258
74.0,0.1806018531322479,0.19874999523162842
75.0,0.18109259605407715,0.19849998950958253
76.0,0.18187036514282226,0.19924999475479127
77.0,0.17960185408592225,0.19658332467079162
78.0,0.18169444799423218,0.19799998998641968
79.0,0.18428703546524047,0.20308331847190858
80.0,0.18295369744300843,0.20091665983200074
81.0,0.18316665887832642,0.19308332800865174
82.0,0.18164815306663512,0.19624999165534973
83.0,0.18177778124809266,0.19641666412353515
84.0,0.1833148181438446,0.2019999861717224
85.0,0.18375926613807678,0.19591665863990784
86.0,0.1825463056564331,0.19808332324028016
87.0,0.18356481194496155,0.19649999141693114
88.0,0.18188888430595399,0.20133332014083863
89.0,0.18016667366027833,0.19674999117851258
90.0,0.18101852536201476,0.19591665863990784
91.0,0.18200926780700682,0.20033332109451293
92.0,0.1834629714488983,0.1941666603088379
93.0,0.18132408261299132,0.19833332896232606
94.0,0.18208333253860473,0.20316665768623351
95.0,0.1798611104488373,0.19866665601730346
96.0,0.18120370507240297,0.1992499887943268
97.0,0.18128703832626342,0.1981666624546051
98.0,0.17884259223937987,0.19524999260902404
99.0,0.18209259510040282,0.1994999885559082
100.0,0.18061110973358155,0.19341666102409363
