Epoch,Loss,TrainingError,TestingError,PhatBar_1,PhatBar_2,PhatBar_3,S,S_1,S_2,S_3
219,29.890898,0.13516897,0.4292866,0.5710833,0.5634014,0.38827062,698,337,281,80
220,29.786488,0.13516897,0.4292866,0.5708751,0.5633606,0.38857836,698,337,281,80
221,29.681507,0.13516897,0.4292866,0.5706594,0.56332195,0.38889053,698,337,281,80
222,29.578835,0.13516897,0.4292866,0.5704479,0.56328756,0.3891918,698,337,281,80
223,29.47404,0.13516897,0.4292866,0.5702291,0.56324613,0.38950318,698,337,281,80
224,29.369625,0.13516897,0.4292866,0.57000613,0.5632143,0.38981354,698,337,281,80
225,29.268394,0.13516897,0.4292866,0.56980574,0.5631716,0.3901125,698,337,281,80
226,29.165049,0.13516897,0.4292866,0.56958234,0.56313586,0.3904203,698,337,281,80
227,29.064293,0.13516897,0.4292866,0.56938237,0.56309265,0.39072114,698,337,281,80
228,28.962265,0.13516897,0.4292866,0.56916857,0.56305635,0.39102373,698,337,281,80
229,28.862303,0.13516897,0.4292866,0.5689686,0.56301343,0.39132506,698,337,281,80
230,28.7593,0.13516897,0.4292866,0.56874263,0.56298,0.39162868,698,337,281,80
231,28.662823,0.13516897,0.4292866,0.5685514,0.5629355,0.3919225,698,337,281,80
232,28.563084,0.13642055,0.4292866,0.5683308,0.56290627,0.39222386,698,337,281,80
233,28.468199,0.13642055,0.4292866,0.56813896,0.56286514,0.3925137,698,337,281,80
234,28.370152,0.13642055,0.42803502,0.5679189,0.56283236,0.39281136,698,337,281,80
235,28.273844,0.13642055,0.42803502,0.567703,0.56280476,0.39310464,698,337,281,80
236,28.179472,0.13642055,0.42803502,0.5675122,0.5627619,0.3933919,698,337,281,80
237,28.083244,0.13642055,0.42803502,0.56729627,0.56272817,0.39368677,698,337,281,80
238,27.989388,0.13642055,0.42803502,0.56710166,0.5626892,0.39397448,698,337,281,80
239,27.894707,0.13642055,0.42803502,0.5668958,0.5626555,0.39426202,698,337,281,80
240,27.802633,0.13642055,0.42803502,0.56670594,0.5626135,0.3945492,698,337,281,80
241,27.707293,0.13767207,0.42803502,0.5664869,0.5625833,0.39483708,698,337,281,80
242,27.616602,0.13767207,0.42803502,0.56630313,0.5625408,0.39511546,698,337,281,80
243,27.52261,0.13767207,0.42803502,0.56609136,0.5625109,0.3954033,698,337,281,80
244,27.430082,0.13767207,0.42803502,0.5658866,0.56247276,0.39568847,698,337,281,80
245,27.340221,0.13767207,0.42803502,0.5656963,0.562436,0.39596272,698,337,281,80
246,27.247505,0.13767207,0.42803502,0.5654977,0.5623972,0.3962497,698,337,281,80
247,27.156612,0.13767207,0.42803502,0.5653008,0.56236327,0.39652848,698,337,281,80
248,27.06577,0.13767207,0.4292866,0.565102,0.5623232,0.3968081,698,337,281,80
249,26.975975,0.13767207,0.4292866,0.5649078,0.5622877,0.3970857,698,337,281,80
250,26.884863,0.13767207,0.4292866,0.5647107,0.5622498,0.3973673,698,337,281,80
251,26.797346,0.13767207,0.4292866,0.56452423,0.56221277,0.39763784,698,337,281,80
252,26.70947,0.13767207,0.4292866,0.5643227,0.56217676,0.39791727,698,337,281,80
253,26.62407,0.13767207,0.4292866,0.5641331,0.5621443,0.39818925,698,337,281,80
254,26.537703,0.13767207,0.4292866,0.5639355,0.5621138,0.39846325,698,337,281,80
255,26.450277,0.13767207,0.4292866,0.5637389,0.56207436,0.3987413,698,337,281,80
256,26.367512,0.13892365,0.4292866,0.5635481,0.56204677,0.39900795,698,337,281,80
257,26.28606,0.13892365,0.4292866,0.5633622,0.56201506,0.3992726,698,337,281,80
258,26.204098,0.13892365,0.4292866,0.5631728,0.5619873,0.39953965,698,337,281,80
259,26.121698,0.13892365,0.4292866,0.56297857,0.56195354,0.3998089,698,337,281,80
260,26.041231,0.13892365,0.4292866,0.56279695,0.56192243,0.40006942,698,337,281,80
261,25.960648,0.13892365,0.4292866,0.5626082,0.56189215,0.40033618,698,337,281,80
262,25.878716,0.13892365,0.43053818,0.5624051,0.56186676,0.40060124,698,337,281,80
263,25.799528,0.13892365,0.43053818,0.5622268,0.5618343,0.4008599,698,337,281,80
264,25.719238,0.13892365,0.43053818,0.56203914,0.5618033,0.4011259,698,337,281,80
265,25.641508,0.13892365,0.43053818,0.56185716,0.56177545,0.40138307,698,337,281,80
266,25.561966,0.14017522,0.43053818,0.5616705,0.5617404,0.40164334,698,337,281,80
267,25.48418,0.14017522,0.43053818,0.5614879,0.5617119,0.40190277,698,337,281,80
268,25.40594,0.14017522,0.43053818,0.56130433,0.56168,0.40216407,698,337,281,80
269,25.326813,0.14017522,0.43053818,0.5611076,0.56165373,0.40242252,698,337,281,80
270,25.250538,0.14017522,0.43053818,0.5609398,0.5616154,0.40267792,698,337,281,80
271,25.17379,0.1414268,0.43053818,0.5607598,0.56158656,0.4029328,698,337,281,80
272,25.096617,0.1414268,0.43178976,0.5605665,0.5615602,0.40318745,698,337,281,80
273,25.019909,0.1414268,0.43178976,0.5603931,0.5615225,0.4034447,698,337,281,80
274,24.943111,0.14017522,0.43178976,0.560212,0.56149334,0.4037009,698,337,281,80
275,24.867268,0.14017522,0.43178976,0.5600282,0.5614602,0.4039567,698,337,281,80
276,24.791477,0.13892365,0.43304127,0.55984604,0.56143224,0.4042092,698,337,281,80
277,24.716831,0.14017522,0.43304127,0.5596694,0.561402,0.40446243,698,337,281,80
278,24.642654,0.14017522,0.43304127,0.55950207,0.5613665,0.40471548,698,337,281,80
279,24.568405,0.14017522,0.43304127,0.55931693,0.5613372,0.40496626,698,337,281,80
280,24.492989,0.14017522,0.43304127,0.55914044,0.5613033,0.4052214,698,337,281,80
281,24.419537,0.14017522,0.43304127,0.5589659,0.5612733,0.40547246,698,337,281,80
282,24.345451,0.14017522,0.43304127,0.558786,0.56123936,0.40572459,698,337,281,80
283,24.273834,0.14017522,0.43304127,0.55862,0.5612072,0.40596676,698,337,281,80
284,24.199095,0.14017522,0.43304127,0.55843425,0.5611801,0.40622234,698,337,281,80
285,24.12772,0.14017522,0.43304127,0.5582764,0.5611398,0.40646896,698,337,281,80
286,24.054441,0.14017522,0.43304127,0.55808675,0.56111515,0.4067157,698,337,281,80
287,23.981632,0.14017522,0.43304127,0.5579143,0.56108195,0.40696445,698,337,281,80
288,23.909254,0.14017522,0.43304127,0.5577369,0.5610548,0.40721408,698,337,281,80
289,23.836842,0.14017522,0.43304127,0.55756056,0.5610203,0.40746188,698,337,281,80
290,23.765717,0.14017522,0.43304127,0.55738896,0.5609924,0.40770307,698,337,281,80
291,23.693598,0.1414268,0.43429285,0.55721074,0.5609636,0.4079513,698,337,281,80
292,23.622961,0.1414268,0.43429285,0.55704427,0.5609314,0.40819424,698,337,281,80
293,23.55421,0.1414268,0.43429285,0.5568664,0.5609046,0.40843025,698,337,281,80
294,23.48347,0.1414268,0.43178976,0.55670154,0.56087065,0.40867352,698,337,281,80
295,23.41392,0.1414268,0.43178976,0.55652374,0.56084627,0.4089138,698,337,281,80
296,23.342928,0.1414268,0.43178976,0.55634123,0.5608177,0.40915975,698,337,281,80
297,23.276268,0.1414268,0.43053818,0.5561834,0.56078637,0.4093895,698,337,281,80
298,23.205492,0.1414268,0.4292866,0.5559992,0.5607638,0.40963203,698,337,281,80
299,23.139074,0.1414268,0.42803502,0.5558489,0.5607256,0.40986642,698,337,281,80
300,23.069397,0.1414268,0.42803502,0.55565774,0.5607045,0.41010904,698,337,281,80
301,23.003172,0.1414268,0.42803502,0.55551195,0.5606646,0.4103356,698,337,281,80
302,22.93418,0.1414268,0.4292866,0.55532885,0.56064296,0.4105773,698,337,281,80
303,22.865532,0.1414268,0.4292866,0.55514556,0.56061864,0.4108166,698,337,281,80
304,22.800253,0.1414268,0.4292866,0.5549937,0.56058186,0.4110469,698,337,281,80
305,22.731934,0.1414268,0.4292866,0.5548207,0.5605547,0.41128236,698,337,281,80
306,22.666803,0.1414268,0.4292866,0.55467033,0.56051844,0.41151077,698,337,281,80
307,22.598337,0.1414268,0.4292866,0.554489,0.5604904,0.41175085,698,337,281,80
