Epoch,Loss,PhatBar_1,PhatBar_2,PhatBar_3,S,S_1,S_2,S_3,TestingError,TrainingError
0,0.04846672713756561,0.5600128173828125,0.5832196474075317,0.431384801864624,2406,795,1095,516,0.4344630241394043,0.22131484746932983
1,0.048415910452604294,0.5600115656852722,0.5832149982452393,0.4313889741897583,2406,795,1095,516,0.4344630241394043,0.22131484746932983
2,0.0483650267124176,0.5600103139877319,0.5832103490829468,0.43139320611953735,2406,795,1095,516,0.4344630241394043,0.22131484746932983
3,0.04831409826874733,0.5600090622901917,0.5832056999206543,0.4313974380493164,2406,795,1095,516,0.4344630241394043,0.22131484746932983
4,0.04826311022043228,0.5600077509880066,0.5832011103630066,0.43140169978141785,2406,795,1095,516,0.4348713755607605,0.22131484746932983
5,0.04821207374334335,0.560006320476532,0.5831965208053589,0.43140602111816406,2406,795,1095,516,0.4348713755607605,0.22131484746932983
6,0.04816100746393204,0.5600049495697021,0.5831918716430664,0.4314102530479431,2406,795,1095,516,0.4348713755607605,0.22131484746932983
7,0.04810987412929535,0.5600034594535828,0.5831872820854187,0.4314146339893341,2406,795,1095,516,0.4348713755607605,0.22131484746932983
8,0.04805873706936836,0.5600020289421082,0.5831826329231262,0.4314189851284027,2406,795,1095,516,0.4352797269821167,0.22131484746932983
9,0.048007551580667496,0.5600005388259888,0.5831780433654785,0.4314233362674713,2406,795,1095,516,0.4352797269821167,0.22131484746932983
10,0.04795689135789871,0.5599989891052246,0.583173394203186,0.4314277172088623,2406,795,1095,516,0.4352797269821167,0.22131484746932983
11,0.04790617525577545,0.5599976181983948,0.5831689238548279,0.4314318895339966,2406,795,1095,516,0.4352797269821167,0.22131484746932983
12,0.04785551130771637,0.5599961876869202,0.5831644535064697,0.43143612146377563,2406,795,1095,516,0.4356880187988281,0.22131484746932983
13,0.04780486971139908,0.559994637966156,0.583159863948822,0.4314405024051666,2406,795,1095,516,0.4356880187988281,0.22131484746932983
14,0.04775407910346985,0.5599932074546814,0.5831553339958191,0.4314447343349457,2406,795,1095,516,0.4356880187988281,0.22131484746932983
15,0.04770326986908913,0.5599916577339172,0.5831508636474609,0.4314490556716919,2406,795,1095,516,0.4356880187988281,0.22131484746932983
16,0.047652650624513626,0.5599902272224426,0.5831462740898132,0.43145331740379333,2406,795,1095,516,0.4356880187988281,0.22131484746932983
17,0.04760197550058365,0.5599885582923889,0.5831416845321655,0.43145784735679626,2406,795,1095,516,0.4356880187988281,0.22131484746932983
18,0.04755127802491188,0.5599871277809143,0.5831372141838074,0.43146222829818726,2406,795,1095,516,0.4356880187988281,0.22131484746932983
19,0.047500573098659515,0.5599856376647949,0.5831326842308044,0.43146657943725586,2406,795,1095,516,0.4356880187988281,0.22131484746932983
20,0.04745008796453476,0.5599840879440308,0.5831281542778015,0.43147096037864685,2406,795,1095,516,0.4356880187988281,0.22131484746932983
21,0.04739926755428314,0.5599823594093323,0.5831236243247986,0.43147554993629456,2406,795,1095,516,0.4356880187988281,0.22131484746932983
22,0.04734853655099869,0.5599807500839233,0.5831190943717957,0.4314800500869751,2406,795,1095,516,0.4356880187988281,0.22131484746932983
23,0.047297827899456024,0.5599792003631592,0.5831145644187927,0.43148449063301086,2406,795,1095,516,0.4356880187988281,0.22131484746932983
24,0.04724723473191261,0.5599774718284607,0.5831099152565002,0.43148916959762573,2406,795,1095,516,0.4352797269821167,0.22131484746932983
25,0.04719649255275726,0.5599757432937622,0.5831054449081421,0.4314936697483063,2406,795,1095,516,0.4352797269821167,0.22131484746932983
26,0.047145776450634,0.5599740743637085,0.5831009149551392,0.4314981997013092,2406,795,1095,516,0.4352797269821167,0.22131484746932983
27,0.047095078974962234,0.5599724650382996,0.5830963850021362,0.43150272965431213,2406,795,1095,516,0.4352797269821167,0.22131484746932983
28,0.04704449325799942,0.5599706172943115,0.5830917358398438,0.43150749802589417,2406,795,1095,516,0.4352797269821167,0.22131484746932983
29,0.04699384421110153,0.559968888759613,0.5830872058868408,0.43151208758354187,2406,795,1095,516,0.4352797269821167,0.22131484746932983
30,0.04694323241710663,0.5599671006202698,0.5830826163291931,0.4315166473388672,2406,795,1095,516,0.4352797269821167,0.22090649604797363
31,0.04689261317253113,0.5599653124809265,0.5830780267715454,0.43152132630348206,2406,795,1095,516,0.4352797269821167,0.22090649604797363
32,0.04684287682175636,0.5599636435508728,0.5830735564231873,0.431525856256485,2406,795,1095,516,0.4352797269821167,0.22090649604797363
33,0.04679454490542412,0.5599616765975952,0.5830694437026978,0.4315301477909088,2406,795,1095,516,0.4352797269821167,0.22090649604797363
34,0.046746786683797836,0.5599599480628967,0.5830653309822083,0.4315342605113983,2406,795,1095,516,0.4352797269821167,0.22090649604797363
